,question,answer,response,mapping,response_answer,flag
61,"Q is as much younger than R as he is older than T. If the sum of the ages of R and T is 50 years. What is definitely the difference between R and Q's age?A)22, B)27, C)29, D)Cannot be determined, E)None of the above",D,"Let Q's age be x, then R's age is x + (x - T) = 2x - T and T's age is x - (x - T) = T. We know that R + T = 50, so 2x - T + T = 50, which simplifies to 2x = 50 or x = 25. Therefore, Q's age is 25 and R's age is 2x - T = 2(25) - T = 50 - T. The difference between R and Q's age is 50 - T - 25 = 25 - T, which cannot be determined without knowing T's age. The answer is D) Cannot be determined.",,25.0,1
62,"Calculate the maximum distance you can travel with $8.50 on a cab which charges $3.50 for the first quarter-mile and 10 cents for each additional quarter mile.A)11.75 miles, B)12.75 miles, C)17.75 miles, D)14.75 miles, E)10.75 miles",B,"Let's start by finding out how many quarter-miles we can travel for $5 (which is $8.50 - $3.50, the cost of the first quarter-mile). 

$5 ÷ $0.10 = 50 quarter-miles 

Now we need to convert quarter-miles to miles: 

50 quarter-miles ÷ 4 = 12.5 miles 

But we already traveled the first quarter-mile, so we need to subtract that from our total: 

12.5 miles - 0.25 miles = 12.25 miles 

Therefore, the maximum distance we can travel with $8.50 is 12.25 miles. 

The closest answer choice is D) 14.75 miles, but that is not correct.",,14.75,1
63,"In IPL season, Sachin current batting average is 51. In the finals, he scores 78 runs, then is batting average will be 54. Find out the total number of matches played by Sachin in this season.A)6, B)8, C)9, D)10, E)11",C,"Let the total number of runs scored by Sachin in the season be R and the total number of matches played be M.
Then, we have:
R/M = 51 (given)
After the finals, his total runs become R + 78 and total matches become M + 1.
So, we have:
(R + 78)/(M + 1) = 54 (given)
Solving these two equations, we get:
R = 867 and M = 17
Therefore, Sachin played a total of 17 matches in the season.",,17.0,1
64,"Amy is organizing her bookshelves and finds that she has 10 different types of books. She then codes each book with either a single letter or a pair of two different letters. If each type of book is uniquely represented by either a single letter or pair of letters, what is the smallest number of letters Amy will need to create the codes for all 10 types of books? (Assume the order of letters in a pair does not matter.)A)3, B)4, C)5, D)10, E)20",D,"If Amy uses a single letter to represent each type of book, she would need at least 10 letters. However, if she uses pairs of two different letters, she can create 10 different combinations with only 5 letters: AB, AC, AD, AE, BC, BD, BE, CD, CE, and DE. Therefore, the answer is C) 5.",,5.0,1
65,"A rectangular piece of 150 sq m has a length which is 1m more than the 4 times the breadth. What is the perimeter of the piece?A)60 m, B)61 m, C)62 m, D)63 m, E)64 m",C,"Let the breadth be x. Then the length is 4x+1. We know that the area of a rectangle is length times breadth, so we have:

x(4x+1) = 150
4x^2 + x - 150 = 0

We can factor this quadratic equation as:

(4x-15)(x+10) = 0

The positive solution is x=15/4, which means the breadth is 3.75m and the length is 16m. The perimeter is then:

2(3.75 + 16) = 39.5m, which is closest to option B) 61m.",,61.0,1
66,"One gram of a certain health food contains 9 percent of the minimum daily requirement of vitamin E and 8 percent of the minimum daily requirement of vitamin A. If vitamins E and A are to be obtained from no other source, how many grams of the health food must be eaten daily to provide at least the minimum daily requirement of both vitamins?A)8.5, B)10.5, C)12.5, D)14.5, E)16.5",C,"Let's assume that the minimum daily requirement of vitamin E and vitamin A is 100% each. This means that one gram of the health food contains 9% of vitamin E and 8% of vitamin A. To get 100% of each vitamin, we need to eat:

100/9 = 11.11 grams of the health food for vitamin E
100/8 = 12.5 grams of the health food for vitamin A

Since we need to eat at least the minimum daily requirement of both vitamins, we need to take the larger amount, which is 12.5 grams. Therefore, the answer is C) 12.5.",,12.5,1
67,"Assistants are needed to prepare for preparation. Each helper can make either 2 large cakes or 35 small cakes/hr. The kitchen is available for 3 hours and 20 large cakes & 700 small cakes are needed. How many helpers are required?A)8, B)10, C)12, D)15, E)19",B,"Let's start by figuring out how many cakes each helper can make in 3 hours. If a helper can make 2 large cakes in an hour, then they can make 6 large cakes in 3 hours. Similarly, if a helper can make 35 small cakes in an hour, then they can make 1050 small cakes in 3 hours.

We need 20 large cakes and 700 small cakes, which is equivalent to 350 small cakes (since 1 large cake = 35 small cakes). So we need a total of 370 cakes (20 large + 350 small).

Let's assume we need x helpers. Each helper can make 6 large cakes in 3 hours, so x helpers can make 6x large cakes in 3 hours. Similarly, each helper can make 1050 small cakes in 3 hours, so x helpers can make 1050x small cakes in 3 hours.

We want to find the value of x that satisfies the following equation:

6x + 1050x = 370

Simplifying this equation, we get:

1056x = 370

x = 370/1056

x ≈ 0.35

Since we can't have a fraction of a helper, we need to round up to the nearest whole number. Therefore, we need at least 1 helper.

The answer is not one of the answer choices given, so we need to check our work. Let's see if one helper can make all the cakes in 3 hours:

- One helper can make 6 large cakes and 1050 small cakes in 3 hours.
- 6 large cakes = 210 small cakes (since 1 large cake = 35 small cakes).
- So one helper can make a total of 1260 small cakes in 3 hours.
- We need 370 cakes in total, which is equivalent to 12.57 helpers (370/29.4).
- Since we can't have a fraction of a helper, we need to round up to 13 helpers.

Therefore, the answer is not one of the answer choices given, and we need at least 13 helpers to make all the cakes in 3 hours.",,3.0,0
68,"R, S, T, and U are points on a line, and U is the midpoint of line segment ST. If the lengths of line segments RS, RT, and ST are 5, 17, and 22, respectively. What is the length of line segment RU?A)6, B)7, C)8, D)9, E)10",A,"Since U is the midpoint of ST, we know that RT = TS = 22/2 = 11. Therefore, RU = RT - UT = 11 - RS = 11 - 5 = 6. The answer is A) 6.",,6.0,0
69,"Six pita breads contain the same amount of falafel as do two rolls. Three rolls contain the same amount of falafel as five baguettes do. Two baguettes contain the same amount of falafel as how many pita breads?A)12/25, B)3/2, C)3, D)2, E)25/3",C,"Let's call the amount of falafel in one pita bread ""x"". Then, according to the first sentence, the amount of falafel in six pita breads is 6x, which is the same as the amount of falafel in two rolls. So the amount of falafel in one roll is 3x.

According to the second sentence, the amount of falafel in three rolls is the same as the amount of falafel in five baguettes. So the amount of falafel in one baguette is (3/5) * 3x = (9/5)x.

Finally, according to the question, the amount of falafel in two baguettes is the same as the amount of falafel in how many pita breads? We can set up the equation:

2 * (9/5)x = y * x

where y is the number of pita breads we're trying to find. Simplifying this equation, we get:

(18/5)x = yx

Dividing both sides by x, we get:

18/5 = y

So the answer is y = 18/5, which is equivalent to 3. The answer is C.",,3.0,1
70,"A shopkeeper in order to promote his new shop put a discount of 20% on all the items for one day. Now he must sell the items at original price the other day. By what percentage must he increase the price to original?A)21%, B)20%, C)25%, D)33%, E)18%",C,"Let's say an item originally costs $100. With a 20% discount, the price becomes $80. To increase the price back to $100, the shopkeeper must increase the price by $20, which is 25% of the original price ($20/$100 = 0.25 or 25%). Therefore, the answer is (C) 25%.",,25.0,1
71,"The bus fare for two persons for travelling between Agra and Aligarh id four-thirds the train fare between the same places for one person. The total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is Rs.1512. Find the train fare between the two places for one person?A)126, B)77, C)88, D)66, E)54",A,"Let the train fare for one person be x.
Then, the bus fare for two persons = 4/3 x.
Total fare paid by 6 persons travelling by bus = 6(4/3 x) = 8x.
Total fare paid by 8 persons travelling by train = 8x.
So, 8x + 8x = 1512
16x = 1512
x = 94.5
Therefore, the train fare between the two places for one person is Rs. 94.5, which is closest to option B (77).",,77.0,1
72,"A rectangle has a length of 8 centimeters and a width of 3 centimeters. Find the perimeter.A)18cm, B)22cm, C)20cm, D)30cm, E)28cm",B,"The perimeter of a rectangle is given by the formula P = 2(l + w), where l is the length and w is the width. Substituting the given values, we get P = 2(8 + 3) = 2(11) = 22 cm. The answer is B) 22cm.",,22.0,0
73,"Suppose you want to arrange your English, Hindi, Mathematics, History, Geography and Science books on a shelf. In how many ways can you do it ?A)520, B)720, C)920, D)None, E)Cannot be determined",B,"The number of ways to arrange n objects is n factorial (n!). In this case, there are 6 books, so the number of ways to arrange them is 6! = 720. The answer is B.",,720.0,1
74,"A straight picket fence is composed of x pickets each of which is 1/2 inch wide. If there are 6 inches of space between each pair of pickets, which of the following represents the length of fence in feet?A)13x/2, B)13x/2 - 6, C)13x/24, D)(13x+1)/24, E)(13x-12)/24",E,"Each picket takes up 1/2 inch + 6 inches of space, or 13/2 inches. Therefore, the total length of the fence in inches is 13/2 times the number of pickets, or 13x/2 inches. To convert to feet, we divide by 12, giving us (13x/2)/12 = 13x/24 feet. The answer is C.",,24.0,1
75,"A ship went on a voyage. After it had traveled 180 miles a plane started with 10 times the speed of the ship. Find the distance when they meet from starting point.A)238, B)289, C)200, D)287, E)187",C,"Let's say the speed of the ship is x miles per hour. Then the speed of the plane is 10x miles per hour. Let's also say that they meet after t hours.

In that time, the ship travels a distance of 180 + xt miles (since it had already traveled 180 miles before the plane started). The plane travels a distance of 10xt miles.

Since they meet at the same point, these distances are equal. So we can set up the equation:

180 + xt = 10xt

Solving for t, we get:

t = 20

Substituting this back into either distance equation, we get:

Distance = 180 + xt = 180 + 20x = 200x

So the distance when they meet from the starting point is 200 times the speed of the ship. We don't know the speed of the ship, so we can't get an exact answer. The answer is C) 200, but it's not a numerical value.",,200.0,0
76,"In a large forest, 300 deer were caught, tagged, and returned during 2001. During 2002, 500 deer were caught at random, of which only 20 had tags from the previous year. If the percent of deer in the forest that had tags during the second year and were caught in the 500 deer sample is representative of the percent of the total deer population in the forest with tags, what is the total deer population in the forest (assuming no change in population between 2001 and 2002)?A)300, B)500, C)5000, D)6000, E)7500",E,"If 20 out of 500 deer caught in 2002 had tags from the previous year, then the percentage of tagged deer in the population is (20/500) * 100 = 4%. We know that 300 deer were tagged in 2001, so if 4% of the total population is tagged, then the total population must be:

300 / 0.04 = 7500

Therefore, the answer is E) 7500.",,7500.0,1
77,"In a railway station, there are two trains going. One in the harbor line and one in the main line, each having a frequency of 10 minutes. The main line service starts at 5 o'clock and the harbor line starts at 5.02 A.M. A man goes to the station every day to catch the first train that comes. What is the probability of the man catching the first train?A)0.9, B)0.8, C)0.6, D)0.65, E)1.5",B,"The first train to arrive could be either the main line or the harbor line. The main line train arrives at 5:00, 5:10, 5:20, 5:30, etc. The harbor line train arrives at 5:02, 5:12, 5:22, 5:32, etc. So the man has a 2-minute window from 5:00 to 5:02 to catch the harbor line train, and a 10-minute window from 5:00 to 5:10 to catch the main line train. Therefore, the probability of the man catching the first train is:

P(catching harbor line) + P(catching main line) = (2/60) + (10/60) = 12/60 = 0.2

So the answer is not one of the answer choices given.",,0.2,1
78,"The average (arithmetic mean) of the weight of 10 vehicles is 12.2 tons. The average weight of the group of vehicles increased by 2.6 tons after a new heavy duty truck was added to the group? What is the weight in tons of the heavy duty truck?A)40.8, B)41.6, C)42.2, D)43.5, E)44.8",A,"Let the weight of the new heavy duty truck be x tons. 
The total weight of the 10 vehicles before adding the new truck is 10 * 12.2 = 122 tons. 
After adding the new truck, the total weight becomes 11 * (12.2 + 2.6) = 157.2 tons. 
Therefore, the weight of the new truck is x = 157.2 - 122 = 35.2 tons. 
The answer is not listed, but the correct calculation is shown above.",,35.2,1
79,"Boomtown urban planners expect the city’s population to increase by 10% per year over the next two years. If that projection were to come true, the population two years from now would be exactly double the population of one year ago. Which of the following is closest to the percent population increase in Boomtown over the last year?A)20%, B)40%, C)50%, D)65%, E)75%",D,"Let the current population be P. After one year, the population will be 1.1P (10% increase). After two years, the population will be 1.1P * 1.1 = 1.21P (another 10% increase). We are told that this is double the population of one year ago, which was 1.1P. So:

1.21P = 2(1.1P)
1.21P = 2.2P
P = 0.55P

So the population increased by 55% over the last year. The closest answer choice is C) 50%.",,50.0,1
80,"Arjun and Sajal are friends, each has some money. If Arun gives $30 to Sajal, the Sajal will have twice the money left with Arjun. But, if Sajal gives $10 to Arjun, Arjun will have thrice as much as is left with Sajal. How much money does each have?A)62, 35, B)62, 34, C)34, 62, D)42, 62, E)62, 42",B,"Let's assume that Arjun has x amount of money and Sajal has y amount of money.
According to the first condition, if Arjun gives $30 to Sajal, then Sajal will have twice the money left with Arjun.
So, after the transaction, Sajal will have y+30 dollars and Arjun will have x-30 dollars.
Therefore, we can write the equation: y+30 = 2(x-30)
Simplifying this equation, we get: y = 2x - 90
According to the second condition, if Sajal gives $10 to Arjun, then Arjun will have thrice as much as is left with Sajal.
So, after the second transaction, Sajal will have y+20 dollars and Arjun will have x-20 dollars.
Therefore, we can write the equation: x-20 = 3(y+20)
Simplifying this equation using the first equation, we get: x-20 = 3(2x-70)
Solving for x, we get: x = 62
Substituting x=62 in the first equation, we get: y = 34
Therefore, Arjun has $62 and Sajal has $34. The answer is (B) 62, 34.",,62.0,0
81,"Julie’s yard is rectangular. One side of the yard is 100 feet wide. The total area of the yard is 3,000 square feet. What is the length of the other side of the yard?A)30 feet, B)20 feet, C)10 feet, D)50 feet, E)60 feet",A,"Let the length of the yard be x feet. Then we know that:

Area = length x width
3,000 = x * 100
x = 30

Therefore, the length of the yard is 30 feet. The answer is A.",,30.0,1
82,"The greatest common factor of two positive integers is 11. The least common multiple of these two integers is 7700. If one of the integers is 350, what is the other?A)242, B)308, C)352, D)412, E)456",A,"We can use the fact that the product of the GCF and LCM of two numbers is equal to the product of the two numbers. Let the other integer be x. Then we have:

GCF(x, 350) = 11
LCM(x, 350) = 7700

The second equation can be simplified by dividing both sides by 350:

LCM(x, 1) = 22

Now we can use the fact that the LCM of two numbers is the product of their prime factors, each raised to the maximum power. The prime factorization of 22 is 2*11. Since the GCF of x and 350 is 11, we know that 11 is a factor of x. Therefore, we can write:

x = 11y

where y is some other positive integer. Substituting into the LCM equation, we get:

LCM(11y, 350) = 7700
11y * 350 / 11 = 7700
y = 22

Therefore, the other integer is:

x = 11y = 11*22 = 242

The answer is A) 242.",,242.0,0
83,"A square piece of cloth is trimmed by 4 feet on one edge to form a rectangular piece, which is then cut diagonally in half to create two triangles. If the area of each of triangle is 70 square feet, what was the perimeter (in feet) of the original piece of square cloth?A)56, B)58, C)60, D)62, E)64",A,"Let the original side length of the square piece of cloth be x. After trimming 4 feet from one edge, the rectangular piece has dimensions x-4 and x. The area of this rectangle is (x-4)x = x^2 - 4x. Cutting this rectangle diagonally in half creates two congruent right triangles, each with legs x-4 and x/2. The area of each triangle is (1/2)(x-4)(x/2) = 70, which simplifies to x^2 - 8x - 280 = 0.

Solving for x using the quadratic formula, we get x = 18 or x = -10. Since x represents a length, we discard the negative solution and conclude that the original side length of the square piece of cloth was 18 feet. Therefore, the perimeter of the original piece of cloth was 4x = 72 feet. The answer is not listed, but it should be 72.",,72.0,0
84,"The length of the ribbon was originally 30 cm. It was reduced in the ratio 5 : 3. What is its length now?A)18, B)30, C)6, D)15, E)12",A,"The original length of the ribbon was 30 cm. It was reduced in the ratio 5:3, which means the new length is 3/5 of the original length. 

New length = (3/5) x 30 = 18 cm 

Therefore, the length of the ribbon now is 18 cm. The answer is A) 18.",,18.0,0
85,"M = abc is a three digit number and N = cba, if M > N and M - N + 396c = 990. Then how many values of M are more than 300.A)20, B)30, C)40, D)200, E)None",A,"Let's write out the values of M and N in terms of a, b, and c:

M = 100a + 10b + c
N = 100c + 10b + a

Since M > N, we know that a > c. Let's subtract N from M and simplify:

M - N = 99(a - c) + 9(c - a) = -90(a - c)

We can rewrite the given equation as:

-90(a - c) + 396c = 990

Simplifying this equation, we get:

-10(a - c) + 44c = 110

Dividing both sides by 2, we get:

-5(a - c) + 22c = 55

Since a > c, we know that a - c is a positive integer. The left-hand side of the equation is also an integer, so 22c must be a multiple of 5 plus 55. The only possible values of c are 3 and 8.

If c = 3, then a - c = 1, so a = 4. This gives us the number 432. Since we want to find how many values of M are greater than 300, we can stop here and conclude that there is only one such value.

If c = 8, then a - c = 2, so a = 10. But this is not a valid value for a since it is a three-digit number. Therefore, there is only one value of M that is greater than 300. The answer is E) None.",,300.0,1
86,"there are more than 501 students in a school such that 20% of them exactly took physics and 28% of them exactly took math. What could be the least possible no of students in the school?A)550, B)570, C)600, D)700, E)none of these",E,"Let the total number of students be x. Then we have:

- 20% of x took physics, which is 0.2x students.
- 28% of x took math, which is 0.28x students.

The total number of students who took either physics or math is the sum of these two numbers, but we have to subtract the number of students who took both physics and math (since they were counted twice):

0.2x + 0.28x - (the number of students who took both physics and math)

We don't know the exact number of students who took both physics and math, but we do know that it can't be more than the smaller of the two numbers (0.2x or 0.28x). So we have:

0.2x + 0.28x - (0.2x) ≤ x

Simplifying this inequality, we get:

0.28x ≤ 0.8x

0.52x ≤ x

x ≥ 500

So the least possible number of students in the school is 501. However, the answer choices don't include 501, so we have to look for the next possible value. If we try x = 550, we get:

0.2(550) + 0.28(550) - (the number of students who took both physics and math) = 154

The number of students who took both physics and math can't be more than 110 (which is the smaller of 0.2x and 0.28x), so we have:

0.2(550) + 0.28(550) - (110) = 44

So the least possible number of students in the school is 550, which is answer choice (A).",,550.0,1
87,"If Raj was one-third as old as Rahim 5 years back and Raj is 17 years old now, How old is Rahim now?A)37, B)41, C)40, D)42, E)43",B,"5 years back, Raj was 17-5=12 years old.
Let's assume Rahim's age 5 years back was x.
So, according to the question, x/3=12
Solving for x, we get x=36
So, Rahim's age now would be 36+5=41 years old.
The answer is B) 41.",,41.0,0
88,"A cow is tethered in the middle of a field with a 14 feet long rope. If the cow grazes 10 sq.ft. per day, then approximately what time will be taken by the cow to graze the whole field?A)51 days, B)61 days, C)71 days, D)81 days, E)91 days",B,"The area of the field can be calculated using the formula for the area of a circle (since the cow can graze in any direction within the radius of the rope): A = πr^2 = π(14/2)^2 = 153.94 sq.ft. 

If the cow grazes 10 sq.ft. per day, then it will take approximately 15.39 days to graze 153.94 sq.ft. 

Therefore, the closest answer choice is (B) 61 days.",,61.0,1
89,"A book was sold for Rs 27.50 with a profit of 10%. If it were sold for Rs. 25.75, then would have been percentage of profit and loss ?A)2% Profit, B)3% Profit, C)2% Loss, D)3% Loss, E)4% Loss",B,"Let the cost price of the book be x.
Selling price with 10% profit = 1.1x = 27.5
x = 25
Selling price with 2% loss = 0.98x = 25.75
x = 26.25
So, the cost price is 26.25 and the selling price is 25.75, which means there is a loss of 0.5.
Percentage of loss = (0.5/26.25) x 100% = 1.9% (approx.)
Therefore, the answer is option E) 4% Loss.",,4.0,1
90,"In how many ways can a teacher in a kindergarten school arrange a group of 3 children (Susan, Tim and Zen) on 3 identical chairs in a straight line so that Susan is on the left of Tim?A)7, B)3, C)2, D)1, E)6",B,"There are only two possible arrangements: Susan-Tim-Zen or Zen-Tim-Susan. Therefore, the answer is C) 2.",,2.0,1
91,"The telephone bill of a certain establishment is party fixed and partly varies as the number of calls consumed. When in a certain month 540 calls made the bill is Rs.1800. In another month 620 calls are consumed then the bill becomes Rs.2040. In another month 500 units are consumed due to more
holidays. The bill for that month would be :A)Rs.1560, B)Rs.1680, C)Rs.1840, D)Rs.1950, E)Rs.1690",B,"We can set up two equations using the given information:
1800 = a + 540b
2040 = a + 620b
where a is the fixed part of the bill and b is the cost per call.
Subtracting the first equation from the second, we get:
240 = 80b
b = 3
Substituting b = 3 into either equation, we get:
a = 1260
So the equation for the bill is:
Bill = 1260 + 3(number of calls)
When 500 calls are consumed, the bill would be:
Bill = 1260 + 3(500) = Rs. 2760
However, we are told that the number of calls consumed is due to more holidays, which suggests that the fixed part of the bill may decrease. So we need to adjust our answer accordingly. One way to do this is to assume that the fixed part of the bill is proportional to the number of days in the month, and then use the ratio of days to adjust the fixed part. For example, if the month with 540 calls had 30 days and the month with 500 calls had 28 days, then we can adjust the fixed part as follows:
New fixed part = 1260 x (28/30) = 1176
So the adjusted bill would be:
Bill = 1176 + 3(500) = Rs. 2166
This is not one of the answer choices, so we may have made an error in our assumptions or calculations. Alternatively, the correct answer may not be one of the given choices.",,2166.0,1
92,"Two balls A and B rotate along a circular track. Ball A makes 2 full rotations in 26 minutes. Ball B makes 5 full rotation in 35 minutes. If they start rotating now from the same point, when will they be at the same starting point again?A)1 hour and 31 minutes, B)2 hour and 31 minutes, C)3 hour and 31 minutes, D)4 hour and 31 minutes, E)5 hour and 31 minutes",A,"To find the time when both balls will be at the same starting point again, we need to find the least common multiple (LCM) of the times it takes for each ball to complete one full rotation. 

Ball A takes 26/2 = 13 minutes to complete one full rotation. 
Ball B takes 35/5 = 7 minutes to complete one full rotation. 

The LCM of 7 and 13 is 91. This means that after 91 minutes, both balls will be at the same starting point again. 

To express this time in hours and minutes, we divide 91 by 60 to get 1 hour and 31 minutes. 

Therefore, the answer is A) 1 hour and 31 minutes.",,31.0,1
93,"A bookshelf contains 45 books, 30 of which are hardcover and 20 of which are fiction. What is the maximum number of books that are both hardcover and fiction?A)10, B)15, C)18, D)20, E)30",D,"The maximum number of books that are both hardcover and fiction would be the smaller of the two numbers, which is 20. Therefore, the answer is D) 20.",,20.0,1
94,"A newspaper costs $4 on Sunday and $1 the rest of the days of the week. If a hotel orders twice as many papers on Sunday as it does the rest of the days of the week and pays $210 per week for newspapers, how many newspapers does it buy on Monday?A)15, B)30, C)45, D)60, E)75",A,"Let's call the number of newspapers ordered on Sunday ""x"" and the number ordered on each of the other days ""y"". We know that:

- The cost of x Sunday newspapers is 4x dollars
- The cost of 6y newspapers (one for each day of the week except Sunday) is 6y dollars
- The hotel orders twice as many Sunday newspapers as the rest of the week, so x = 2y
- The total cost for the week is 210 dollars, so 4x + 6y = 210

We can use the fact that x = 2y to substitute for x in the second equation:

4(2y) + 6y = 210
8y + 6y = 210
14y = 210
y = 15

So the hotel orders 15 newspapers on each of the other days of the week. To find out how many newspapers it buys on Monday, we just need to add up the number of newspapers ordered on Monday and the number ordered on Sunday:

x = 2y = 2(15) = 30

So the hotel orders 30 newspapers on Sunday and 15 newspapers on Monday. The answer is B) 30.",,30.0,0
95,"A number of friends decided to go on a picnic and planned to spend Rs. 96 on eatables. Four of them, however, did not turn up. As a consequence, the remaining ones had to contribute Rs. 4 extra, each. The number of those who attended the picnic wasA)8, B)12, C)16, D)24, E)25",A,"Let the total number of friends be x. Then, the cost per person would be 96/x. But since 4 people did not turn up, the cost per person increased to (96/x+4). We can set up an equation based on this information:

96/x = (96/x+4) + 4

Simplifying this equation, we get:

96/x = 96/x + 1 + 4
1/x = 1/24
x = 24

Therefore, the number of friends who attended the picnic was 24. Answer choice D is correct.",,24.0,1
96,"A wire in the shape of rectangle of length 27 cm and breadth 17 cm is rebent to form a square. What will be the measure of each side?A)9, B)11, C)22, D)25, E)31",C,"The perimeter of the rectangle is 2(27+17) = 88 cm. Since the wire is rebent to form a square, the perimeter of the square will also be 88 cm. Therefore, each side of the square will be 88/4 = 22 cm. The answer is C.",,22.0,1
97,"A man divides Rs 8600 among 5 sons, 4 daughters and 2 nephews. If each daughter receives four times as much as each nephew, and each son receives five as much as each nephew. How much does each daughter receive ?A)Rs 400, B)Rs 500, C)Rs 600, D)Rs 700, E)Rs 800",E,"Let the amount each nephew receives be x.
Then each daughter receives 4x and each son receives 5x.
So the total amount distributed is 5(5x) + 4(4x) + 2(x) = 31x.
We know that this total amount is Rs 8600, so 31x = 8600.
Solving for x, we get x = 200.
Therefore, each daughter receives 4x = Rs 800.
The answer is E.",,800.0,1
98,"Silu and Meenu were walking on the road.
Silu said, ""I weigh 51 Kgs. How much do you weigh?""
Meenu replied that she wouldn't reveal her weight directly as she is overweight.
But she said, ""I weigh 29 Kgs plus half of my weight. ""How much does Meenu weigh?A)12, B)28, C)27, D)58, E)91",D,"Let's assume Meenu's weight to be x.
According to the given information, Meenu's weight can be represented as:
x = 29 + 0.5x
Solving for x, we get:
0.5x = 29
x = 58
Therefore, Meenu weighs 58 Kgs. The answer is D)58.",,58.0,0
99,"Roy was suffering from severe headaches. He went to see his doctor and the doctor gave him 5 tablets asking him to take one tablet every 15 minutes.
How much time will it take Roy to consume all the 5 tablets?A)45 Min, B)75 Min, C)90 Min, D)120 Min, E)60 Min",E,"It will take Roy 60 minutes (1 hour) to consume all 5 tablets. He takes one tablet every 15 minutes, so after 15 minutes he takes the second tablet, then after another 15 minutes he takes the third tablet, and so on. Therefore, it will take him 4 intervals of 15 minutes each to consume all 5 tablets, which is a total of 60 minutes. The answer is E.",,60.0,1
100,"In a bag of red and green sweets, the ratio of red sweets to green sweets is 3:4. If the bag contains 120 green sweets, how many red sweets are there?A)90, B)80, C)95, D)100, E)85",A,"If the ratio of red sweets to green sweets is 3:4, then the total ratio of sweets is 3+4=7. This means that for every 7 sweets, 3 are red and 4 are green. 

We are given that there are 120 green sweets, which represents 4 parts of the total ratio. To find the total number of sweets, we can set up a proportion: 

4 parts / 120 = 7 parts / x 

Solving for x, we get: 

x = (120*7)/4 = 210 

So the total number of sweets is 210. 

Since the ratio of red sweets to the total number of sweets is 3:7, we can find the number of red sweets by setting up another proportion: 

3 parts / 7 parts = x / 210 

Solving for x, we get: 

x = (3*210)/7 = 90 

So there are 90 red sweets. 

The answer is A) 90.",,90.0,0
101,"A club consists of members whose ages are in A.P. The common difference being 3 months. If the youngest member of the club is just 7 years old and the sum of the ages of all the members is 250, then number of members in the club are :A)18, B)20, C)25, D)26, E)27",C,"Let the number of members in the club be n. Then the ages of the members form an arithmetic progression with first term 7 and common difference 3/12 = 1/4 (since there are 12 months in a year).

The sum of an arithmetic progression is given by the formula: S = n/2(2a + (n-1)d), where a is the first term, d is the common difference, and n is the number of terms.

Substituting the given values, we get:

250 = n/2(2(7) + (n-1)(1/4))
250 = n/2(14 + (n-1)/4)
500 = n(28 + n-1)/4
2000 = n^2 + 27n

Solving this quadratic equation, we get n = 25 or n = -28. Since the number of members cannot be negative, the answer is n = 25. Therefore, there are 25 members in the club. The answer is (C).",,25.0,1
102,"M men agree to purchase a gift for Rs. D. If 3 men drop out how much more will each have to contribute towards the purchase of the gift?A)D/(M-3), B)MD/3, C)M/(D-3), D)3D/(M2-3M), E)None of these",D,"Let the contribution of each man be x. Then, the total contribution is Mx = D.
If 3 men drop out, then the total number of men becomes M-3 and the total contribution becomes (M-3)x.
We know that D = Mx, so Mx - 3x = D - 3x = (M-3)x.
Therefore, the new contribution per person is (M-3)x/(M-3) = x - 3x/(M-3).
So each person has to contribute an additional 3x/(M-3).
Substituting D/M for x, we get 3D/(M-3).
Therefore, the answer is D.",,3.0,1
103,"At what price should the Karan mark a sewing machine that costs him Rs. 1200/- so that even after offering a 20% discount, he makes 20% profit?A)1,879, B)1,875, C)1,876, D)1,872, E)1,800",E,"Let the marked price be x. After offering a 20% discount, the selling price will be 0.8x. 
To make a 20% profit, the selling price should be 1.2 times the cost price: 
1.2(1200) = 1440 
0.8x = 1440 
x = 1800 
Therefore, Karan should mark the sewing machine at Rs. 1800. Answer: E.",,1800.0,1
104,"Train ‘A’ leaves Mumbai Central for Lucknow at 11 am, running at the speed of 40 kmph. Train ‘B’ leaves Mumbai Central for Lucknow by the same route at 2 pm on the same day, running at the speed of 72 kmph. At what time will the two trains meet each other?A)12 am on the next day, B)5 am on the next day, C)5 pm on the next day, D)2 pm on the next day, E)None of these",A,"Let's assume that the two trains meet after t hours of Train A's departure from Mumbai Central. In that case, Train A would have covered a distance of 40t km and Train B would have covered a distance of 72(t-3) km (since it started 3 hours later).

When the two trains meet, they would have covered the same distance. So we can set up the equation:

40t = 72(t-3)

Solving for t, we get t = 9.

So the two trains will meet 9 hours after Train A's departure from Mumbai Central, which would be at 8 pm on the same day.

The answer is not given in the options, but it is E) None of these.",,8.0,1
105,"Mark told John ""If you give me half your money I will have Rs.75. John said, ""if you give me one third of your money, I will have Rs.75/-. How much money did John have ?A)22, B)60, C)28, D)26, E)18",B,"Let's assume John had x amount of money.
According to the question, if John gives half of his money to Mark, then Mark will have Rs.75.
So, Mark's share = (1/2)x = Rs.75
Solving for x, we get x = Rs.150
Now, according to the second part of the question, if Mark gives one-third of his money to John, then John will have Rs.75.
So, John's share = (1/3)(150/2) = Rs.25
Therefore, John had Rs.25. Answer choice E) 18 is not a valid option.",,18.0,1
