,question,answer,response,mapping,response_answer,equations
10," Oliver had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",66.0,"Solve the problem step by step:

1. Add the number of short sleeve shirts and the number of long sleeve shirts to calculate the total number of shirts. Let x be the total number of shirts,
x = c0 + c1

2. Subtract the number of shirts washed from the total number of shirts to calculate the number of shirts not washed.
answer = x - c2","{'c0': 39.0, 'c1': 47.0, 'c2': 20.0}",66.0,"['x = c0 + c1', 'answer = x - c2']"
11, For the school bake sale Wendy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,9.0,"Solve the problem step by step:

1. Add the number of cupcakes and the number of cookies to calculate the total number of pastries. Let x be the total number of pastries,
x = c0 + c1

2. Subtract the number of pastries she took back home from the total number of pastries to calculate the number of pastries she sold.
answer = x - c2","{'c0': 4.0, 'c1': 29.0, 'c2': 24.0}",9.0,"['x = c0 + c1', 'answer = x - c2']"
12," While on vacation, Debby took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",22.0,"Solve the problem step by step:

1. Add the number of pictures taken at the zoo and the number of pictures taken at the museum to calculate the total number of pictures taken. Let x be the total number of pictures taken,
x = c0 + c1

2. Subtract the number of pictures deleted from the total number of pictures taken to calculate the number of pictures Debby still has.
answer = x - c2","{'c0': 24.0, 'c1': 12.0, 'c2': 14.0}",22.0,"['x = c0 + c1', 'answer = x - c2']"
13," Katie picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Katie pick? ",2.0,"Solve the problem step by step:

1. Add the number of tulips and the number of roses to calculate the total number of flowers picked. Let x be the total number of flowers,
x = c0 + c1

2. Subtract the number of flowers used in the bouquets from the total number of flowers to calculate the number of extra flowers. Let y be the number of extra flowers,
y = x - c2

3. The final answer is the number of extra flowers, y. 
answer = y","{'c0': 3.0, 'c1': 9.0, 'c2': 10.0}",2.0,"['x = c0 + c1', 'y = x - c2', 'answer = y']"
14," Faye had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",15.0,"Solve the problem step by step:

1. Add the number of math problems and the number of science problems to calculate the total number of problems. Let x be the total number of problems,
x = c0 + c1

2. Subtract the number of problems finished at school from the total number of problems to calculate the number of problems left for homework.
y = x - c2

3. The final answer is the number of problems left for homework, y.","{'c0': 46.0, 'c1': 9.0, 'c2': 40.0}",15.0,"['x = c0 + c1', 'y = x - c2']"
15," Amy had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",2.0,"Solve the problem step by step:

1. Add the number of music files and the number of video files to calculate the total number of files on the flash drive. Let x be the total number of files,
x = c0 + c1

2. Subtract the number of files deleted from the total number of files to calculate the number of files remaining on the flash drive.
answer = x - c2","{'c0': 4.0, 'c1': 21.0, 'c2': 23.0}",2.0,"['x = c0 + c1', 'answer = x - c2']"
16," Ned was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",14.0,"Solve the problem step by step:

1. Add the number of games bought from the friend and the number of games bought at the garage sale to calculate the total number of games. Let x be the total number of games,
x = c0 + c1

2. Subtract the number of games that didn't work from the total number of games to calculate the number of good games. Let y be the number of good games,
y = x - c2

3. The final answer is the value of y, which represents the number of good games Ned ended up with. 
answer = y","{'c0': 11.0, 'c1': 22.0, 'c2': 19.0}",14.0,"['x = c0 + c1', 'y = x - c2', 'answer = y']"
17, Chloe was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,86.0,"Solve the problem step by step:

1. Add the points scored in the first and second round to calculate the total points before losing points in the last round. Let x be the total points before losing points,
x = c0 + c1

2. Subtract the points lost in the last round from the total points before losing points to calculate the final score.
answer = x - c2","{'c0': 40.0, 'c1': 50.0, 'c2': 4.0}",86.0,"['x = c0 + c1', 'answer = x - c2']"
18," At the arcade, Tom won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he spent c2 of his tickets on a hat, how many tickets does Tom have left? ",50.0,"Solve the problem step by step:

1. Add the number of tickets won from 'whack a mole' and the number of tickets won from 'skee ball' to calculate the total number of tickets won. Let x be the total number of tickets won,
x = c0 + c1

2. Subtract the number of tickets spent on the hat from the total number of tickets won to calculate the number of tickets Tom has left.
answer = x - c2","{'c0': 32.0, 'c1': 25.0, 'c2': 7.0}",50.0,"['x = c0 + c1', 'answer = x - c2']"
19," Bianca and her mom were picking carrots from their garden. Bianca picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",25.0,"Solve the problem step by step:

1. Add the number of carrots picked by Bianca and the number of carrots picked by her mother to calculate the total number of carrots. Let x be the total number of carrots,
x = c0 + c1

2. Subtract the number of good carrots from the total number of carrots to calculate the number of bad carrots.
answer = x - c2","{'c0': 26.0, 'c1': 15.0, 'c2': 16.0}",25.0,"['x = c0 + c1', 'answer = x - c2']"
20, For the school bake sale Katie made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,4.0,"Solve the problem step by step:

1. Add the number of cupcakes and the number of cookies to calculate the total number of pastries. Let x be the total number of pastries,
x = c0 + c1

2. Subtract the number of pastries she took back home from the total number of pastries to calculate the number of pastries she sold.
answer = x - c2","{'c0': 7.0, 'c1': 5.0, 'c2': 8.0}",4.0,"['x = c0 + c1', 'answer = x - c2']"
21, Zoe bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,68.0,"Solve the problem step by step:

1. Add the number of pictures in the first coloring book and the number of pictures in the second coloring book to calculate the total number of pictures. Let x be the total number of pictures,
x = c0 + c1

2. Subtract the number of pictures already colored from the total number of pictures to calculate the number of pictures still left to color.
answer = x - c2","{'c0': 44.0, 'c1': 44.0, 'c2': 20.0}",68.0,"['x = c0 + c1', 'answer = x - c2']"
22," John was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",6.0,"Solve the problem step by step:

1. Add the number of games bought from the friend and the number of games bought at the garage sale to calculate the total number of games. Let x be the total number of games,
x = c0 + c1

2. Subtract the number of games that didn't work from the total number of games to calculate the number of good games.
answer = x - c2","{'c0': 21.0, 'c1': 8.0, 'c2': 23.0}",6.0,"['x = c0 + c1', 'answer = x - c2']"
23, Henry had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,19.0,"Solve the problem step by step:

1. Add the amount of money Henry had and the amount of money he got for his birthday to calculate the total amount of money he had. Let x be the total amount of money he had,
x = c0 + c1

2. Subtract the money he spent on the new game from the total to calculate how much money he has left.
answer = x - c2","{'c0': 11.0, 'c1': 18.0, 'c2': 10.0}",19.0,"['x = c0 + c1', 'answer = x - c2']"
24," While on vacation, Gwen took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",55.0,"Solve the problem step by step:

1. Add the number of pictures taken at the zoo and the number of pictures taken at the museum to calculate the total number of pictures taken. Let x be the total number of pictures taken,
x = c0 + c1

2. Subtract the number of pictures deleted from the total number of pictures taken to calculate the number of pictures Gwen still has.
answer = x - c2","{'c0': 41.0, 'c1': 29.0, 'c2': 15.0}",55.0,"['x = c0 + c1', 'answer = x - c2']"
25," Sam had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",34.0,"Solve the problem step by step:

1. Add the number of short sleeve shirts and the number of long sleeve shirts to calculate the total number of shirts. Let x be the total number of shirts,
x = c0 + c1

2. Subtract the number of shirts washed from the total number of shirts to calculate the number of shirts not washed. Let y be the number of shirts not washed,
y = x - c2

3. Simplify the equation to get the final answer.
answer = y","{'c0': 40.0, 'c1': 23.0, 'c2': 29.0}",34.0,"['x = c0 + c1', 'y = x - c2', 'answer = y']"
26, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,12.0,"Solve the problem step by step:

1. Subtract the number of cats sold from the total number of cats to calculate the number of cats left. Let x be the number of cats left,
x = c0 + c1 - c2

2. The answer is the value of x.","{'c0': 12.0, 'c1': 20.0, 'c2': 20.0}",12.0,['x = c0 + c1 - c2']
27," Faye and her mom were picking carrots from their garden. Faye picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",16.0,"Solve the problem step by step:

1. Add the number of carrots picked by Faye and the number of carrots picked by her mother to calculate the total number of carrots. Let x be the total number of carrots,
x = c0 + c1

2. Subtract the number of good carrots from the total number of carrots to calculate the number of bad carrots.
answer = x - c2","{'c0': 23.0, 'c1': 5.0, 'c2': 12.0}",16.0,"['x = c0 + c1', 'answer = x - c2']"
28," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",73.0,"Solve the problem step by step:

1. Add the number of red apples and the number of green apples to calculate the total number of apples ordered. Let x be the total number of apples,
x = c0 + c1

2. Multiply the number of students who wanted fruit by the number of apples each student would get to calculate the total number of apples needed. Let y be the total number of apples needed,
y = c2

3. Subtract the total number of apples needed from the total number of apples ordered to calculate the number of extra apples the cafeteria ended up with.
answer = x - y","{'c0': 43.0, 'c1': 32.0, 'c2': 2.0}",73.0,"['x = c0 + c1', 'y = c2', 'answer = x - y']"
29," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",17.0,"Solve the problem step by step:

1. Add the number of girls and the number of boys to calculate the total number of students trying out. Let x be the total number of students trying out,
x = c0 + c1

2. Subtract the number of students who got called back from the total number of students trying out to calculate the number of students who didn't make the cut.
answer = x - c2","{'c0': 39.0, 'c1': 4.0, 'c2': 26.0}",17.0,"['x = c0 + c1', 'answer = x - c2']"
30, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,18.0,"Solve the problem step by step:

1. Subtract the number of cats sold from the total number of cats to calculate the number of cats left. Let x be the number of cats left,
x = c0 + c1 - c2

2. The answer is the value of x.","{'c0': 38.0, 'c1': 25.0, 'c2': 45.0}",18.0,['x = c0 + c1 - c2']
31, For the school bake sale Paige made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,41.0,"Solve the problem step by step:

1. Add the number of cupcakes and the number of cookies to calculate the total number of pastries. Let x be the total number of pastries,
x = c0 + c1

2. Subtract the number of pastries she took back home from the total number of pastries to calculate the number of pastries she sold.
answer = x - c2","{'c0': 36.0, 'c1': 9.0, 'c2': 4.0}",41.0,"['x = c0 + c1', 'answer = x - c2']"
32, Carol was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,7.0,"Solve the problem step by step:

1. Add the points scored in the first and second round to calculate the total points before losing points in the last round. Let x be the total points before losing points,
x = c0 + c1

2. Subtract the points lost in the last round from the total points before losing points to calculate the final score.
answer = x - c2","{'c0': 17.0, 'c1': 6.0, 'c2': 16.0}",7.0,"['x = c0 + c1', 'answer = x - c2']"
33, Gwen bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,36.0,"Solve the problem step by step:

1. Add the number of pictures in the first coloring book and the number of pictures in the second coloring book to calculate the total number of pictures. Let x be the total number of pictures,
x = c0 + c1

2. Subtract the number of pictures already colored from the total number of pictures to calculate the number of pictures still left to color.
answer = x - c2","{'c0': 10.0, 'c1': 39.0, 'c2': 13.0}",36.0,"['x = c0 + c1', 'answer = x - c2']"
34," For Halloween Janet and her sister combined the candy they received. Janet had c0 pieces of candy while her sister had c1. If they ate c2 pieces the first night, how many pieces do they have left? ",63.0,"Solve the problem step by step:

1. Add the number of pieces of candy Janet has and the number of pieces of candy her sister has to calculate the total number of pieces of candy they have. Let x be the total number of pieces of candy,
x = c0 + c1

2. Subtract the number of pieces of candy they ate on the first night from the total number of pieces of candy to calculate how many pieces of candy they have left.
answer = x - c2","{'c0': 34.0, 'c1': 33.0, 'c2': 4.0}",63.0,"['x = c0 + c1', 'answer = x - c2']"
35," Haley and her mom were picking carrots from their garden. Haley picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",13.0,"Solve the problem step by step:

1. Add the number of carrots picked by Haley and the number of carrots picked by her mother to calculate the total number of carrots. Let x be the total number of carrots,
x = c0 + c1

2. Subtract the number of good carrots from the total number of carrots to calculate the number of bad carrots.
answer = x - c2","{'c0': 39.0, 'c1': 38.0, 'c2': 64.0}",13.0,"['x = c0 + c1', 'answer = x - c2']"
36," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",56.0,"Solve the problem step by step:

1. Add the number of girls and the number of boys to calculate the total number of students trying out. Let x be the total number of students trying out,
x = c0 + c1

2. Subtract the number of students who got called back from the total number of students trying out to calculate the number of students who didn't make the cut.
answer = x - c2","{'c0': 30.0, 'c1': 36.0, 'c2': 10.0}",56.0,"['x = c0 + c1', 'answer = x - c2']"
37, Roger had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,15.0,"Solve the problem step by step:

1. Add the amount of money Roger had before his birthday and the amount of money he received for his birthday to calculate his total amount of money. Let x be his total amount of money,
x = c0 + c1

2. Subtract the amount of money he spent on the new game from his total amount of money to calculate how much money he has left.
answer = x - c2","{'c0': 29.0, 'c1': 20.0, 'c2': 34.0}",15.0,"['x = c0 + c1', 'answer = x - c2']"
38," Dave had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",5.0,"Solve the problem step by step:

1. Add the number of short sleeve shirts and the number of long sleeve shirts to calculate the total number of shirts. Let x be the total number of shirts,
x = c0 + c1

2. Subtract the number of shirts washed from the total number of shirts to calculate the number of shirts not washed.
answer = x - c2","{'c0': 29.0, 'c1': 11.0, 'c2': 35.0}",5.0,"['x = c0 + c1', 'answer = x - c2']"
39," Edward was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",24.0,"Solve the problem step by step:

1. Add the number of games bought from the friend and the number of games bought at the garage sale to calculate the total number of games. Let x be the total number of games,
x = c0 + c1

2. Subtract the number of games that didn't work from the total number of games to calculate the number of good games. Let y be the number of good games,
y = x - c2

3. The final answer is the value of y, which represents the number of good games Edward ended up with. 
answer = y","{'c0': 41.0, 'c1': 14.0, 'c2': 31.0}",24.0,"['x = c0 + c1', 'y = x - c2', 'answer = y']"
40," At the schools book fair Sam bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",15.0,"Solve the problem step by step:

1. Add the number of adventure books and the number of mystery books to calculate the total number of books bought. Let x be the total number of books bought,
x = c0 + c1

2. Subtract the number of used books from the total number of books to calculate the number of new books. Let y be the number of new books,
y = x - c2

3. Simplify the equation to get the final answer,
answer = c0 + c1 - c2","{'c0': 13.0, 'c1': 17.0, 'c2': 15.0}",15.0,"['x = c0 + c1', 'y = x - c2', 'answer = c0 + c1 - c2']"
41," Amy had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",14.0,"Solve the problem step by step:

1. Add the number of music files and the number of video files to calculate the total number of files on the flash drive. Let x be the total number of files,
x = c0 + c1

2. Subtract the number of files deleted from the total number of files to calculate the number of files remaining on the flash drive.
answer = x - c2","{'c0': 26.0, 'c1': 36.0, 'c2': 48.0}",14.0,"['x = c0 + c1', 'answer = x - c2']"
42, Oliver had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,1.0,"Solve the problem step by step:

1. Add the amount of money Oliver had and the amount of money he got for his birthday to calculate the total amount of money he had. Let x be the total amount of money he had,
x = c0 + c1

2. Subtract the money he spent on the new game from the total to calculate how much money he has left.
answer = x - c2","{'c0': 35.0, 'c1': 50.0, 'c2': 84.0}",1.0,"['x = c0 + c1', 'answer = x - c2']"
43, Emily was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,1.0,"Solve the problem step by step:

1. Add the points scored in the first and second round to calculate the total points before losing points in the last round. Let x be the total points before losing points,
x = c0 + c1

2. Subtract the points lost in the last round from the total points before losing points to calculate the final score.
answer = x - c2","{'c0': 16.0, 'c1': 33.0, 'c2': 48.0}",1.0,"['x = c0 + c1', 'answer = x - c2']"
44," Paige had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",11.0,"Solve the problem step by step:

1. Add the number of math problems and the number of science problems to calculate the total number of problems. Let x be the total number of problems,
x = c0 + c1

2. Subtract the number of problems finished at school from the total number of problems to calculate the number of problems left for homework.
y = x - c2

3. The final answer is the number of problems left for homework, y.","{'c0': 43.0, 'c1': 12.0, 'c2': 44.0}",11.0,"['x = c0 + c1', 'y = x - c2']"
45," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"Solve the problem step by step:

1. Add the number of red apples and the number of green apples to calculate the total number of apples ordered. Let x be the total number of apples,
x = c0 + c1

2. Multiply the number of students who wanted fruit by the number of apples each student would get to calculate the total number of apples needed. Let y be the total number of apples needed,
y = c2

3. Subtract the total number of apples needed from the total number of apples ordered to calculate the number of extra apples the cafeteria ended up with.
answer = x - y","{'c0': 33.0, 'c1': 23.0, 'c2': 21.0}",35.0,"['x = c0 + c1', 'y = c2', 'answer = x - y']"
46," Dave had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",16.0,"Solve the problem step by step:

1. Add the number of short sleeve shirts and the number of long sleeve shirts to calculate the total number of shirts. Let x be the total number of shirts,
x = c0 + c1

2. Subtract the number of shirts washed from the total number of shirts to calculate the number of shirts not washed.
answer = x - c2","{'c0': 9.0, 'c1': 27.0, 'c2': 20.0}",16.0,"['x = c0 + c1', 'answer = x - c2']"
47," While on vacation, Rachel took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",4.0,"Solve the problem step by step:

1. Add the number of pictures taken at the zoo and the number of pictures taken at the museum to calculate the total number of pictures taken. Let x be the total number of pictures taken,
x = c0 + c1

2. Subtract the number of pictures deleted from the total number of pictures taken to calculate the number of pictures Rachel still has.
answer = x - c2","{'c0': 6.0, 'c1': 9.0, 'c2': 11.0}",4.0,"['x = c0 + c1', 'answer = x - c2']"
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",7.0,"Solve the problem step by step:

1. Add the number of carrots picked by Vanessa and the number of carrots picked by her mother to calculate the total number of carrots. Let x be the total number of carrots,
x = c0 + c1

2. Subtract the number of good carrots from the total number of carrots to calculate the number of bad carrots.
answer = x - c2","{'c0': 17.0, 'c1': 14.0, 'c2': 24.0}",7.0,"['x = c0 + c1', 'answer = x - c2']"
49, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,54.0,"Solve the problem step by step:

1. Subtract the number of cats sold from the total number of cats to calculate the number of cats left. Let x be the number of cats left,
x = c0 + c1 - c2

2. The answer is the value of x.","{'c0': 41.0, 'c1': 28.0, 'c2': 15.0}",54.0,['x = c0 + c1 - c2']
50," At the schools book fair Sam bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",15.0,"Solve the problem step by step:

1. Add the number of adventure books and the number of mystery books to calculate the total number of books bought. Let x be the total number of books,
x = c0 + c1

2. Subtract the number of used books from the total number of books to calculate the number of new books. Let y be the number of new books,
y = x - c2

3. Simplify the equation to get the final answer,
answer = y
answer = (c0 + c1) - c2","{'c0': 13.0, 'c1': 17.0, 'c2': 15.0}",15.0,"['x = c0 + c1', 'y = x - c2', 'answer = y', 'answer = (c0 + c1) - c2']"
51," Amy had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",14.0,"Solve the problem step by step:

1. Add the number of music files and the number of video files to calculate the total number of files on the flash drive. Let x be the total number of files,
x = c0 + c1

2. Subtract the number of files deleted from the total number of files to calculate the number of files remaining on the flash drive.
answer = x - c2","{'c0': 26.0, 'c1': 36.0, 'c2': 48.0}",14.0,"['x = c0 + c1', 'answer = x - c2']"
52, Oliver had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,1.0,"Solve the problem step by step:

1. Add the amount of money Oliver had and the amount of money he got for his birthday to calculate the total amount of money he had. Let x be the total amount of money he had,
x = c0 + c1

2. Subtract the money he spent on the new game from the total to calculate how much money he has left.
answer = x - c2","{'c0': 35.0, 'c1': 50.0, 'c2': 84.0}",1.0,"['x = c0 + c1', 'answer = x - c2']"
53, Emily was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,1.0,"Solve the problem step by step:

1. Add the points scored in the first and second round to calculate the total points before losing points in the last round. Let x be the total points before losing points,
x = c0 + c1

2. Subtract the points lost in the last round from the total points before losing points to calculate the final score.
answer = x - c2","{'c0': 16.0, 'c1': 33.0, 'c2': 48.0}",1.0,"['x = c0 + c1', 'answer = x - c2']"
54," Paige had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",11.0,"Solve the problem step by step:

1. Add the number of math problems and the number of science problems to calculate the total number of problems. Let x be the total number of problems,
x = c0 + c1

2. Subtract the number of problems finished at school from the total number of problems to calculate the number of problems left for homework.
answer = x - c2","{'c0': 43.0, 'c1': 12.0, 'c2': 44.0}",11.0,"['x = c0 + c1', 'answer = x - c2']"
55," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"Solve the problem step by step:

1. Add the number of red apples and the number of green apples to calculate the total number of apples ordered. Let x be the total number of apples,
x = c0 + c1

2. Subtract the number of students who wanted fruit from the total number of apples to calculate the number of extra apples. Let y be the number of extra apples,
y = x - c2

3. If y is negative, it means there were not enough apples for all the students who wanted fruit. Otherwise, y represents the number of extra apples the cafeteria ended up with.","{'c0': 33.0, 'c1': 23.0, 'c2': 21.0}",35.0,"['x = c0 + c1', 'y = x - c2']"
56," Dave had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",16.0,"Solve the problem step by step:

1. Add the number of short sleeve shirts and the number of long sleeve shirts to calculate the total number of shirts. Let x be the total number of shirts,
x = c0 + c1

2. Subtract the number of shirts washed from the total number of shirts to calculate the number of shirts not washed.
answer = x - c2","{'c0': 9.0, 'c1': 27.0, 'c2': 20.0}",16.0,"['x = c0 + c1', 'answer = x - c2']"
