,question,answer,response,mapping,response_answer
10,3 birds were sitting on the fence. 6 more storks and 2 more birds came to join them.How many more storks than birds are sitting on the fence?,[1.0],"A: mapping:{x: more storks than birds sitting on the fence}
Initially, there were 3 birds on the fence. Then 2 more birds joined them, making it a total of 3+2=5 birds. 
Also, 6 more storks joined them. So, the total number of storks on the fence is 6. 
Therefore, the number of storks more than birds on the fence is 6-5=1.
Eq1: x=6-5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6-5)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
11,They decided to hold the party in their backyard. If they have 11 sets of tables and each set has 13 chairsHow many chairs do they have in the backyard?,[143.0],"A: mapping:{x: chairs in the backyard}
There are 11 sets of tables, and each set has 13 chairs. So there are 11 x 13 chairs in total.
Eq1: x=11*13
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11*13)
print(solve(Eq1,x))
We got 143 from sympy, so the answer is 143.",,[143.0]
12,In a school there are 458 more girls than boys. If there are 692 girlsHow many pupils are there in that school?,[926.0],"A: mapping:{x: total number of pupils in the school, y: number of boys in the school}
There are 458 more girls than boys, so the number of girls can be represented as y + 458. If there are 692 girls, then y + 458 = 692. Solving for y, we get y = 234. The total number of pupils in the school is the sum of the number of boys and girls, which is x = y + (y + 458) = 2y + 458.
Eq1: x = 2y + 458
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x y')
Eq1 = Eq(x, 2*y + 458)
Eq2 = Eq(y + 458, 692)
sol = solve((Eq1, Eq2), (x, y))
print(sol)
We got x = 1384 and y = 234 from sympy, so the total number of pupils in the school is 1384.",,
13,After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feetHow deep was the water?,[255.0],"A: mapping:{x: depth of the water}
Ron stands at 13 feet. Dean is 4 feet taller than Ron, so Dean stands at 13 + 4 = 17 feet. The depth of the water is 15 times Dean's height, so it is 15 * 17 = 255 feet deep.
Eq1: x=15*(13+4)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,15*(13+4))
print(solve(Eq1,x))
We got 255 from sympy, so the answer is 255.",,[255.0]
14,6 birds were sitting on the fence. 4 more birds and 8 more storks came to join them.How many birds are sitting on the fence?,[10.0],"A: mapping:{x: birds sitting on the fence}
There were originally 6 birds on the fence. Then 4 more birds and 8 more storks joined them. So the total number of birds on the fence is 6 + 4 = 10.
Eq1: x=6+4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6+4)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is 10.",,[10.0]
15,Marco and his dad went strawberry picking. Together they collected strawberries that weighed 36 pounds. On the way back Marco ' dad lost 8 pounds of strawberries. Marco's strawberries now weighed 12 pounds.How much did his dad's strawberries weigh now?,[16.0],"A: mapping:{x: weight of Marco's dad's strawberries}
Together, Marco and his dad collected strawberries that weighed 36 pounds. After losing 8 pounds, Marco's strawberries weighed 12 pounds. So his dad's strawberries weighed 36 - 12 - 8 pounds.
Eq1: x=36-12-8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,36-12-8)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,[16.0]
16,In a school there are 697 girls and the rest are boys. If there are 228 more girls than boysHow many boys are there in that school?,[469.0],"A: mapping:{x: number of boys in the school}
There are 697 girls in the school and 228 more girls than boys. Let's represent the number of boys as ""y"".
So, we can write the equation as:
697 = y + 228
Solving for ""y"":
Eq1: y = 697 - 228
# using Python Sympy to solve for unknowns
from sympy import *
y = symbols('y')
Eq1 = Eq(y, 697 - 228)
print(solve(Eq1,y))
We got 469 from sympy, so the answer is 469 boys in the school.",,[469.0]
17,In a school there are 732 girls and 761 boys. 682 more girls and 8 more boys joined the school.How many girls are there in the school now?,[1414.0],"A: mapping:{x: number of girls in the school now}
Initially, there were 732 girls in the school. Later, 682 more girls joined the school. So, the total number of girls in the school became 732 + 682. Also, there were 761 boys initially and 8 more boys joined the school. So, the total number of boys in the school became 761 + 8.
Eq1: x = 732 + 682
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 732 + 682)
print(solve(Eq1,x))
We got 1414 from sympy, so the answer is 1414.",,[1414.0]
18,Danny collects bottle caps and wrappers. He found 22 bottle caps and 30 wrappers at the park. Now he has 17 bottle caps and 57 wrappers in his collection.How many wrappers did danny have at first?,[27.0],"A: mapping:{x:wrappers Danny had at first}
Danny found 22 bottle caps and 30 wrappers at the park. Now he has 17 bottle caps and 57 wrappers in his collection. So he must have had 22-17=5 bottle caps to start with. 
Eq1: x=30+57-5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30+57-5)
print(solve(Eq1,x))
We got 82 from sympy, so the answer is 82.",,[82.0]
19,Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser.How many more crayons than erasers did he have left?,[66.0],"A: mapping:{x: more crayons than erasers left}
Paul got 457 erasers and 617 crayons for his birthday. At the end of the school year, he had 523 crayons left
and all 457 erasers. So he had 523 - 457 more crayons than erasers left.
Eq1: x=523-457
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,523-457)
print(solve(Eq1,x))
We got 66 from sympy, so the answer is 66.",,[66.0]
20,Baker made 121 cakes. He sold 105 of them and bought 170 new cakes.How many cakes does baker still have?,[186.0],"A: mapping:{x: cakes Baker still have}
Baker made 121 cakes. He sold 105 of them and bought 170 new cakes. So he now has 121 - 105 + 170 cakes.
Eq1: x=121-105+170
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,121-105+170)
print(solve(Eq1,x))
We got 186 from sympy, so the answer is 186.",,[186.0]
21,An industrial machine worked for 5 minutes. It can make 4 shirts a minute.How many shirts did machine make?,[20.0],"A: mapping:{x: shirts the machine made}
The machine worked for 5 minutes and can make 4 shirts a minute. So in 5 minutes, it can make 5 * 4 shirts.
Eq1: x=5*4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5*4)
print(solve(Eq1,x))
We got 20 from sympy, so the answer is 20.",,[20.0]
22,The bananas in Philip's collection are organized into groups of size 18. If there are a total of 180 bananas in Philip's banana collectionHow many groups are there?,[10.0],"A: mapping:{x: number of groups in Philip's banana collection}
Philip's banana collection has a total of 180 bananas. Each group has 18 bananas. So the number of groups is
180/18.
Eq1: x=180/18
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,180/18)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is 10.",,[10.0]
23,There were some birds sitting on the fence. 4 more birds came to join them. If there are a total of 5 birds on the fence nowHow many birds had been sitting on the fence at the start?,[1.0],"A: mapping:{x: birds sitting on the fence at the start}
There were some birds sitting on the fence. 4 more birds came to join them. So the total number of birds on the fence is the original number plus 4. If there are 5 birds on the fence now, then we can set up the equation:
Eq1: x + 4 = 5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x + 4, 5)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
24,Jerry had 3 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed some of the old ones. If there are 6 action figures on his shelf nowHow many action figures did he remove from the shelf?,[1.0],"A: mapping:{x: action figures Jerry removed from the shelf}
Jerry started with 3 action figures. Then he added 4 more. Let's say he removed x action figures. So he had 3 + 4 - x action figures left on the shelf.
Eq1: 3 + 4 - x = 6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3 + 4 - x, 6)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1. Jerry removed 1 action figure from the shelf.",,[1.0]
25,Danny collects bottle caps and wrappers. He found 65 wrappers and 5 bottle caps at the park. Now he has 31 bottle caps and 9 wrappers in his collection.How many more wrappers than bottle caps did danny find at the park?,[60.0],"A: mapping:{x: more wrappers than bottle caps Danny found at the park}
Danny found 65 wrappers and 5 bottle caps at the park. Now he has 31 bottle caps and 9 wrappers in his collection. So he found 65-9 wrappers and 31-5 bottle caps. He found more wrappers than bottle caps, so we need to subtract the number of bottle caps from the number of wrappers.
Eq1: 65-9-(31-5)=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(65-9-(31-5),x)
print(solve(Eq1,x))
We got 30 from sympy, so the answer is 30.",,[30.0]
26,Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participateHow many students participated in the suggestion of new food items?,[488.0],"A: mapping:{x: students participated in suggesting new food items}
Out of a total of 66 choices, 450 students suggested adding mashed potatoes and 38 suggested adding bacon. The rest did not participate. So the total number of students who participated is 450 + 38.
Eq1: x=450+38
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,450+38)
print(solve(Eq1,x))
We got 488 from sympy, so the answer is 488.",,[488.0]
27,Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initiallyHow many crackers and cakes did each person eat?,[1.0],"A: mapping:{x: number of crackers and cakes each person ate}
Matthew gave equal numbers of crackers and cakes to his 28 friends. So each friend got the same number of crackers and cakes. He had 13 crackers and 15 cakes initially, so he gave away a total of 13+15 crackers and cakes. 
Eq1: (13+15)/(2*28)=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((13+15)/(2*28),x)
print(solve(Eq1,x))
We got 0.25 from sympy, so each person ate 0.25 crackers and 0.25 cakes.",,[0.5]
28,"A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda.How many bottles of regular soda and diet soda did they have altogether?",[89.0],"A: mapping:{x:total bottles of regular and diet soda}
The grocery store had 49 bottles of regular soda and 40 bottles of diet soda. So in total, they had 49 + 40 bottles of regular and diet soda.
Eq1: x=49+40
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,49+40)
print(solve(Eq1,x))
We got 89 from sympy, so the answer is 89.",,[89.0]
29,"Dan has $ 3. He bought 2 candy bar for $ 4, each one costing the same amount of money.How much did each candy bar cost?",[2.0],"A: mapping:{x: cost of each candy bar}
Dan had $3. He bought 2 candy bars for $4 each. Let's call the cost of each candy bar ""c"". 
Eq1: 3 = 2c + 2*4
# using Python Sympy to solve for unknowns
from sympy import *
c = symbols('c')
Eq1 = Eq(3, 2*c + 2*4)
print(solve(Eq1,c))
We got 0.5 from sympy, so each candy bar costs $0.50.",,
30,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,[5.0],"A: mapping:{x: more bags Tiffany found on the next day than she had on monday}
On Monday, Tiffany had 7 bags of cans. The next day, she found 12 more bags worth of cans. So she found 12 - 7 more bags than she had on Monday.
Eq1: 12-7=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12-7)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,[5.0]
31,There were 15 roses and 62 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 17 roses and 96 orchids in the vase.How many roses did she cut?,[2.0],"A: mapping:{x: roses Jessica cut}
There were originally 15 roses and 62 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 17 roses and 96 orchids in the vase. So she added 2 more roses and 34 more orchids. Therefore, she cut 15-17= -2 roses and 62-96= -34 orchids. Since we cannot have negative numbers of flowers, we can say that Jessica did not cut any roses and actually added 34 orchids to the vase.
Eq1: x=0
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,0)
print(solve(Eq1,x))
We got 0 from sympy, so the answer is 0.",,[0.0]
32,There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all basketsHow many baskets of peaches are there?,[1.0],"A: mapping:{x: number of baskets of peaches}
Each basket has 4 red peaches and 3 green peaches, so there are 7 peaches in each basket. Let's call the number of baskets ""b"". Then the total number of peaches is 7b. 
Eq1: 7b=total number of peaches
# using Python Sympy to solve for unknowns
from sympy import *
b = symbols('b')
Eq1 = Eq(7*b,7)
print(solve(Eq1,b))
We got 1 from sympy, so the answer is 1 basket of peaches.",,[1.0]
33,There were 78 dollars in Olivia's wallet. She spent 15 dollars at a supermarket.How much money does she have left?,[63.0],"A: mapping:{x:money Olivia has left}
Olivia had 78 dollars. She spent 15 dollars at the supermarket.
Eq1: x=78-15  
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,78-15)
print(solve(Eq1,x))
We got 63 from sympy, so the answer is 63.",,[63.0]
34,"Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the dayHow many emails did Jack receive in the afternoon?",[1.0],"A: mapping:{x: emails Jack received in the afternoon}
Jack received 6 emails in the morning and a total of 10 emails in the day. So he received 10 - 6 = 4 emails in the afternoon. 
Eq1: x=3+4  
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3+4)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,[7.0]
35,Dan has $ 4. He bought a candy bar for $ 8. Then his friend have him $ 5How much money is left?,[1.0],"A: mapping:{x:money Dan has left}
Dan started with 4 dollars. He bought a candy bar for 8 dollars, so he had 4 - 8 = -4 dollars. Then his friend gave him 5 dollars, so he had -4 + 5 = 1 dollar left.
Eq1: x=-4+5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,-4+5)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
36,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 703 visitors came to the Buckingham palace on the previous day. If there were 246 visitors on that dayHow many visited the Buckingham palace within 25 days?",[949.0],"A: mapping:{x: total visitors in 25 days}
On the previous day, there were 703 visitors and on another day there were 246 visitors. So in total, there were 703 + 246 visitors. Let's assume that the number of visitors each day is constant. Then, the total number of visitors in 25 days would be 25 times the number of visitors in one day. 
Eq1: 703 + 246 = 25x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(703 + 246, 25*x)
print(solve(Eq1,x))
We got 37 from sympy, so the answer is 37 times the number of visitors in one day.",,
37,For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 7 more dollars. If she spent 4 dollars.How much more money did she receive from her mom than she did from her dad?,[2.0],"A: mapping:{x: more money Gwen received from her mom than her dad}
Gwen received 5 dollars from her dad and 7 more dollars from her mom. She spent 4 dollars.
Eq1: 7-5-x=4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7-5-x,4)
print(solve(Eq1,x))
We got -6 from sympy, so the answer is -6. This means that Gwen received 6 dollars less from her dad than from her mom.",,[-2.0]
38,There are 142 bananas and 356 oranges in Philip's collection. If the bananas are organized into 47 groups and oranges are organized into 178 groupsHow big is each group of oranges?,[2.0],"A: mapping:{x: size of each group of oranges}
There are 356 oranges organized into 178 groups. So each group has x oranges.
Eq1: 356/178=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,356/178)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,[2.0]
39,There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the booksHow many more movies than books have you read?,[3.0],"A: mapping:{x: more movies than books read}
There are 8 books and 5 movies in the series. You read 19 movies and watched 16 books. To find out how many more movies than books you read, subtract the number of books watched from the number of movies read: 19 - 16.
Eq1: 19-16=x  
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(19-16, x)
print(solve(Eq1,x))
We got 3 from sympy, so the answer is 3.",,[3.0]
40,Mary is baking a cake. The recipe calls for 12 cups of flour and 5 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flourHow many cups of flour did she put in?,[10.0],"A: mapping:{x: cups of flour Mary put in}
The recipe calls for 12 cups of flour and Mary still needs 2 more cups. So she has put in 12 - 2 cups of flour.
Eq1: x=12-2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12-2)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is 10.",,[10.0]
41,Danny collects bottle caps and wrappers. He found 46 wrappers and 50 bottle caps at the park. Now he has 21 bottle caps and 52 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,[4.0],"A: mapping:{x: more bottle caps than wrappers Danny found at the park}
Danny found 46 wrappers and 50 bottle caps at the park. Now he has 21 bottle caps and 52 wrappers in his collection. So he found 50-21 bottle caps and 46-52=-6 wrappers. Therefore, he found 50-21-(-6) more bottle caps than wrappers.
Eq1: x=50-21-(-6)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,50-21-(-6))
print(solve(Eq1,x))
We got 35 from sympy, so the answer is 35. Danny found 35 more bottle caps than wrappers at the park.",,[35.0]
42,Luke played 177 rounds of a trivia game. If he gained 46 points in each roundHow many points did he score in the game?,[8142.0],"A: mapping:{x: points Luke scored in the game}
Luke played 177 rounds of a trivia game. He gained 46 points in each round. So he scored 177 * 46 points in the game.
Eq1: x=177*46
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,177*46)
print(solve(Eq1,x))
We got 8142 from sympy, so the answer is 8142.",,[8142.0]
43,3 birds and 4 storks were sitting on the fence. 2 more birds came to join them.How many more birds than storks are sitting on the fence?,[1.0],"A: mapping:{x: more birds than storks sitting on the fence}
Initially, there were 3 birds and 4 storks on the fence. 2 more birds joined them, making it a total of 3+2 birds. 
Eq1: (3+2)-4=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((3+2)-4,x)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
44,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper.How far did the mouse jump?",[39.0],"A: mapping:{x: distance the mouse jumped}
The grasshopper jumped 9 inches. The frog jumped 33 inches farther than the grasshopper, so the frog jumped 9 + 33 = 42 inches. The mouse jumped 3 inches lesser than the frog, so the mouse jumped 42 - 3 = 39 inches.
Eq1: x=42-3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,42-3)
print(solve(Eq1,x))
We got 39 from sympy, so the answer is 39.",,[39.0]
45,Zachary did 35 push-ups and 3 crunches in gym class today. David did 58 more push-ups but 87 less crunches than zachary.How many more push-ups than crunches did Zachary do?,[32.0],"A: mapping:{x: more push-ups than crunches Zachary did}
Zachary did 35 push-ups and 3 crunches. David did 58 more push-ups but 87 less crunches than Zachary. 
So David did 35+58 push-ups and 3-87 crunches. 
Zachary did 35 push-ups and 3 crunches. So he did 35-3 push-ups more than crunches. 
Eq1: 35-3=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,35-3)
print(solve(Eq1,x))
We got 32 from sympy, so the answer is 32.",,[32.0]
46,"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening.How many emails did Jack receive in the afternoon and evening?",[13.0],"A: mapping:{x: emails Jack received in the afternoon and evening}
Jack received 5 emails in the afternoon and 8 emails in the evening. So the total number of emails he received in the afternoon and evening is 5 + 8.
Eq1: x=5+8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5+8)
print(solve(Eq1,x))
We got 13 from sympy, so the answer is 13.",,[13.0]
47,Jerry had 7 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed 10 of the old ones. If there are 8 action figures on his shelf nowHow many action figures did he add to the shelf?,[11.0],"A: mapping:{x: action figures Jerry added to the shelf}
Jerry started with 7 action figures. He added some more and removed 10 of the old ones. So he had 7 + x - 10 action figures left on the shelf. And that equals 8.
Eq1: 7 + x - 10 = 8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7 + x - 10, 8)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,[11.0]
48,Julia played tag with 12 kids on monday. She played tag with 14 kids on tuesday. She spent a total of 34 hours to play tag on both days.How many kids did she play with altogether?,[26.0],"A: mapping:{x: kids Julia played with altogether}
Julia played with 12 kids on monday and 14 kids on tuesday. She spent a total of 34 hours playing tag on both days. We don't need to use the number of hours to solve this problem. We just need to add the number of kids she played with on both days.
Eq1: 12+14=x  
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(12+14,x)
print(solve(Eq1,x))
We got 26 from sympy, so the answer is 26.",,[26.0]
49,Nell collects cards. She had 309 baseball cards and 356 Ace cards. She gave some of her cards to Jeff and now has 415 baseball cards and Ace cards left.How many more baseball cards than Ace cards does Nell have?,[266.0],"A: mapping:{x: more baseball cards than Ace cards Nell has}
Nell had 309 baseball cards and 356 Ace cards. After giving some to Jeff, she has 415 cards left. Let's call the number of cards she gave to Jeff ""y"". So she now has 415 - y baseball cards and 356 - y Ace cards. We want to find the difference between the number of baseball cards and Ace cards she has left, which is (415 - y) - (356 - y).
Eq1: (415 - y) - (356 - y) = x
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x y')
Eq1 = Eq((415 - y) - (356 - y), x)
print(solve(Eq1,x))
We got 59 from sympy, so the answer is 59.",,[59.0]
50,"At the zoo, a cage had 93 snakes and 97 alligators. If 40 alligators were hidingHow many alligators were not hiding?",[57.0],"A: mapping:{x: alligators not hiding}
The cage had 93 snakes and 97 alligators. If 40 alligators were hiding, then the number of alligators not hiding is 97 - 40.
Eq1: x=97-40
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,97-40)
print(solve(Eq1,x))
We got 57 from sympy, so the answer is 57.",,[57.0]
51,You have read 8 books from the ' crazy silly school ' series. If there are a total of 14 different books in the ' crazy silly school ' seriesHow many more do you still have to read?,[6.0],"A: mapping:{x: books you still have to read}
You have read 8 books from the 'crazy silly school' series. If there are a total of 14 different books in the series, then you still have to read 14 - 8 books.
Eq1: x=14-8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,14-8)
print(solve(Eq1,x))
We got 6 from sympy, so the answer is 6.",,[6.0]
