,question,answer,response,mapping
149," Chloe picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",[45.0],"def total_carrots(c0, c1, c2):
    # Chloe picked c0 carrots from her garden
    total = c0

    # If she threw out c1 of them
    total -= c1

    # and then picked c2 more the next day
    total += c2

    # return the total number of carrots
    return total","{'c0': 48.0, 'c1': 45.0, 'c2': 42.0}"
150," Sam had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",[43.0],"def sock_count(c0, c1, c2):
    # Sam starts with c0 socks
    total_socks = c0

    # He throws away c1 old socks
    total_socks -= c1

    # He buys c2 new socks
    total_socks += c2

    return total_socks","{'c0': 10.0, 'c1': 3.0, 'c2': 36.0}"
151," Maria had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",[51.0],"def bottles_in_fridge(c0, c1, c2):
    #Maria starts with c0 bottles
    bottles_before = c0

    #After drinking c1 bottles, she has c0 - c1 bottles left
    bottles_left = bottles_before - c1

    #After buying c2 more bottles, she has c0 - c1 + c2 bottles
    bottles_after = bottles_left + c2

    return bottles_after","{'c0': 14.0, 'c1': 8.0, 'c2': 45.0}"
152," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",[63.0],"def worksheets_to_grade(c0, c1, c2):
    # The teacher graded c1 worksheets, so she has c0 - c1 left to grade
    left_to_grade = c0 - c1

    # She then received c2 more worksheets to grade
    total_to_grade = left_to_grade + c2

    return total_to_grade","{'c0': 34.0, 'c1': 7.0, 'c2': 36.0}"
153," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",[11.0],"def bumper_cars(c0, c1, c2):
    #calculate the number of people in line after some left and some joined
    people_in_line = c0 - c1 + c2

    return people_in_line","{'c0': 7.0, 'c1': 4.0, 'c2': 8.0}"
154," Emily had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",[19.0],"def coloring_books(c0, c1, c2):
    # Emily starts with c0 coloring books
    total_books = c0

    # She gives away c1 coloring books
    total_books -= c1

    # She then buys c2 more coloring books
    total_books += c2

    return total_books","{'c0': 7.0, 'c1': 2.0, 'c2': 14.0}"
155," At the arcade Dave won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",[18.0],"def arcade_tickets(c0, c1, c2):
    # Dave starts with c0 tickets
    total_tickets = c0

    # Dave spends c1 tickets on a beanie
    total_tickets -= c1

    # Dave wins c2 more tickets
    total_tickets += c2

    return total_tickets","{'c0': 25.0, 'c1': 22.0, 'c2': 15.0}"
156," Robin had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",[32.0],"def songs_on_mp3(c0, c1, c2):
    # Robin had c0 songs on her mp3 player
    songs_before = c0

    # Robin deleted c1 old songs from her mp3 player
    songs_deleted = c1

    # Robin added c2 new songs to her mp3 player
    songs_added = c2

    # The number of songs on her mp3 player can be calculated by subtracting the number of deleted songs and adding the number of added songs
    songs_after = songs_before - songs_deleted + songs_added

    return songs_after","{'c0': 30.0, 'c1': 8.0, 'c2': 10.0}"
157," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",[9.0],"def apples_left(c0, c1, c2):
    #subtract the number of apples used for lunch from the original number of apples
    apples_left = c0 - c1

    #add the number of apples bought after lunch
    total_apples = apples_left + c2

    return total_apples","{'c0': 23.0, 'c1': 20.0, 'c2': 6.0}"
158," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",[54.0],"def calculate_lives(c0, c1, c2):
    # Janet starts with c0 lives
    current_lives = c0

    # She loses c1 lives in the hard part of the game
    current_lives -= c1

    # She gains c2 lives in the next level
    current_lives += c2

    return current_lives","{'c0': 38.0, 'c1': 16.0, 'c2': 32.0}"
159," Megan picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",[61.0],"def total_carrots(c0, c1, c2):
    # Megan picked c0 carrots from her garden
    total = c0

    # If she threw out c1 of them
    total -= c1

    # and then picked c2 more the next day
    total += c2

    # return the total number of carrots
    return total","{'c0': 19.0, 'c1': 4.0, 'c2': 46.0}"
160," Roger had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",[71.0],"def calculate_money(c0, c1, c2):
    # Roger had c0 dollars in January
    money_before = c0

    # By March he had spent c1 dollars
    money_spent = c1

    # If he got another c2 dollars from his mom
    money_from_mom = c2

    # Calculate how much money he would have
    money_after = money_before - money_spent + money_from_mom

    return money_after","{'c0': 45.0, 'c1': 20.0, 'c2': 46.0}"
161," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",[38.0],"def apples_left(c0, c1, c2):
    #subtract the number of apples used for lunch from the original number of apples
    apples_left = c0 - c1

    #add the number of apples bought after lunch
    total_apples = apples_left + c2

    return total_apples","{'c0': 17.0, 'c1': 2.0, 'c2': 23.0}"
162," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",[70.0],"def calculate_lives(c0, c1, c2):
    # Janet starts with c0 lives
    current_lives = c0

    # She loses c1 lives in the hard part of the game
    current_lives -= c1

    # She gains c2 lives in the next level
    current_lives += c2

    return current_lives","{'c0': 47.0, 'c1': 23.0, 'c2': 46.0}"
163," Nancy picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",[31.0],"def total_carrots(c0, c1, c2):
    #Nancy picked c0 carrots from her garden
    total = c0

    #If she threw out c1 of them
    total -= c1

    #and then picked c2 more the next day
    total += c2

    #return the total number of carrots
    return total","{'c0': 12.0, 'c1': 2.0, 'c2': 21.0}"
164," Bianca had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",[64.0],"def songCount(c0, c1, c2):
    # Bianca had c0 songs on her mp3 player
    songs_before = c0

    # She deleted c1 old songs from it
    songs_deleted = c1

    # She added c2 new songs
    songs_added = c2

    # The number of songs she has on her mp3 player now can be calculated by subtracting the number of deleted songs and adding the number of new songs
    songs_now = songs_before - songs_deleted + songs_added

    return songs_now","{'c0': 34.0, 'c1': 14.0, 'c2': 44.0}"
165," Tom had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Tom have? ",[39.0],"def bookTransaction(c0, c1, c2):
    # Tom starts with c0 books
    books_before = c0

    # Tom sells c1 books
    books_sold = c1

    # Tom uses the money to buy c2 new books
    books_bought = c2

    # Tom's final number of books can be calculated by subtracting the books sold and adding the books bought
    books_after = books_before - books_sold + books_bought

    return books_after","{'c0': 5.0, 'c1': 4.0, 'c2': 38.0}"
166," John had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",[27.0],"def sock_count(c0, c1, c2):
    # John starts with c0 socks
    total_socks = c0

    # He throws away c1 old socks
    total_socks -= c1

    # He buys c2 new socks
    total_socks += c2

    return total_socks","{'c0': 33.0, 'c1': 19.0, 'c2': 13.0}"
167," For the school bake sale Maria made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",[24.0],"def cupcakes(c0, c1, c2):
    #Maria made c0 cupcakes
    total_cupcakes = c0

    #She sold c1 of them
    sold_cupcakes = c1

    #She then made c2 more cupcakes
    additional_cupcakes = c2

    #The total number of cupcakes she would have is the sum of the cupcakes she made and the additional cupcakes she made after selling some
    total_cupcakes = total_cupcakes - sold_cupcakes + additional_cupcakes

    return total_cupcakes","{'c0': 19.0, 'c1': 5.0, 'c2': 10.0}"
168, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,[34.0],"def oranges_in_bin(c0, c1, c2):
    #subtract the number of oranges thrown away from the original number of oranges
    remaining_oranges = c0 - c1

    #add the number of new oranges to the remaining oranges
    total_oranges = remaining_oranges + c2

    return total_oranges","{'c0': 50.0, 'c1': 40.0, 'c2': 24.0}"
169, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,[11.0],"def fourth_grade_students(c0, c1, c2):
    #number of students at the end of the year can be calculated by subtracting the number of students who left and adding the number of new students
    students_end = c0 - c1 + c2
    return students_end","{'c0': 8.0, 'c1': 5.0, 'c2': 8.0}"
170," Bianca picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",[60.0],"def total_carrots(c0, c1, c2):
    # Bianca picked c0 carrots from her garden
    total = c0

    # If she threw out c1 of them
    total -= c1

    # and then picked c2 more the next day
    total += c2

    return total","{'c0': 23.0, 'c1': 10.0, 'c2': 47.0}"
171," Zoe had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",[47.0],"def bottles_in_fridge(c0, c1, c2):
    # Zoe starts with c0 bottles
    bottles_before = c0

    # Zoe drinks c1 bottles
    bottles_after_drinking = bottles_before - c1

    # Zoe buys c2 more bottles
    bottles_after_buying = bottles_after_drinking + c2

    return bottles_after_buying","{'c0': 42.0, 'c1': 25.0, 'c2': 30.0}"
172," Katie had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",[28.0],"def songs_on_mp3(c0, c1, c2):
    #subtract the number of deleted songs from the original number of songs
    remaining_songs = c0 - c1

    #add the number of new songs to the remaining songs
    total_songs = remaining_songs + c2

    return total_songs","{'c0': 11.0, 'c1': 7.0, 'c2': 24.0}"
173, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,[31.0],"def oranges_in_bin(c0, c1, c2):
    #subtract the number of oranges thrown away from the original number of oranges
    remaining_oranges = c0 - c1

    #add the number of new oranges to the remaining oranges
    total_oranges = remaining_oranges + c2

    return total_oranges","{'c0': 5.0, 'c1': 2.0, 'c2': 28.0}"
174," Adam had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Adam have? ",[67.0],"def bookTransaction(c0, c1, c2):
    # Adam starts with c0 books
    books_before = c0

    # Adam sells c1 books
    books_after_sell = books_before - c1

    # Adam uses the money to buy c2 new books
    books_after_buy = books_after_sell + c2

    return books_after_buy","{'c0': 48.0, 'c1': 19.0, 'c2': 38.0}"
175, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,[37.0],"def fourth_grade_students(c0, c1, c2):
    #number of students at the end of the year can be calculated by subtracting the number of students who left and adding the number of new students
    students_end = c0 - c1 + c2
    return students_end","{'c0': 31.0, 'c1': 5.0, 'c2': 11.0}"
176," For the school bake sale Robin made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",[59.0],"def cupcakes_sold_and_made(c0, c1, c2):
    #Robin made c0 cupcakes
    cupcakes_before = c0

    #Robin sold c1 cupcakes
    cupcakes_sold = c1

    #Robin made c2 more cupcakes
    cupcakes_made = c2

    #The total number of cupcakes Robin would have is the sum of cupcakes before, cupcakes made, and cupcakes left after selling
    total_cupcakes = cupcakes_before + cupcakes_made + (cupcakes_before - cupcakes_sold)

    return total_cupcakes","{'c0': 42.0, 'c1': 22.0, 'c2': 39.0}"
177," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",[41.0],"def roses_left(c0, c1, c2):
    #subtract the number of roses sold from the original number of roses
    roses_left = c0 - c1
    #add the number of roses picked later
    roses_left += c2
    return roses_left","{'c0': 11.0, 'c1': 2.0, 'c2': 32.0}"
178," Frank had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",[22.0],"def money_after_spending_and_allowance(c0, c1, c2):
    #Frank had c0 dollars
    money_before = c0

    #He spent c1 dollars on a new game
    money_spent = c1

    #He got c2 dollars for his allowance
    allowance = c2

    #The amount of money he has now can be calculated by subtracting the money spent and adding the allowance to the original amount of money
    money_after = money_before - money_spent + allowance

    return money_after","{'c0': 11.0, 'c1': 3.0, 'c2': 14.0}"
179," Haley was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",[46.0],"def calculate_lives(c0, c1, c2):
    # Haley starts with c0 lives
    current_lives = c0

    # She loses c1 lives in the hard part of the game
    current_lives -= c1

    # She gains c2 lives in the next level
    current_lives += c2

    return current_lives","{'c0': 14.0, 'c1': 4.0, 'c2': 36.0}"
180," Luke had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",[58.0],"def calculate_money(c0, c1, c2):
    #calculate how much money Luke has left after spending c1 dollars
    money_left = c0 - c1

    #add the money he got from his mom
    total_money = money_left + c2

    return total_money","{'c0': 48.0, 'c1': 11.0, 'c2': 21.0}"
181," Emily was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",[41.0],"def calculate_lives(c0, c1, c2):
    # Emily starts with c0 lives
    current_lives = c0

    # She loses c1 lives in the hard part of the game
    current_lives -= c1

    # She gains c2 lives in the next level
    current_lives += c2

    return current_lives","{'c0': 42.0, 'c1': 25.0, 'c2': 24.0}"
182," Debby had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",[58.0],"def coloring_books(c0, c1, c2):
    # Debby starts with c0 coloring books
    total_books = c0

    # Debby gives away c1 coloring books
    total_books -= c1

    # Debby buys c2 more coloring books
    total_books += c2

    return total_books","{'c0': 30.0, 'c1': 7.0, 'c2': 35.0}"
183," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",[23.0],"def apples_left(c0, c1, c2):
    #subtract the number of apples used for lunch from the original number of apples
    apples_left = c0 - c1

    #add the number of apples bought after lunch
    total_apples = apples_left + c2

    return total_apples","{'c0': 12.0, 'c1': 8.0, 'c2': 19.0}"
184," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",[31.0],"def bumper_cars(c0, c1, c2):
    #calculate the number of people in line after some left and some joined
    people_in_line = c0 - c1 + c2

    return people_in_line","{'c0': 31.0, 'c1': 25.0, 'c2': 25.0}"
185," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",[56.0],"def roses_left(c0, c1, c2):
    #subtract the number of roses sold from the original number of roses
    roses_left = c0 - c1
    #add the number of roses picked later
    roses_left += c2
    return roses_left","{'c0': 50.0, 'c1': 15.0, 'c2': 21.0}"
186," Zoe had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",[23.0],"def songs_on_mp3(c0, c1, c2):
    # Zoe had c0 songs on her mp3 player
    songs_before = c0

    # Zoe deleted c1 old songs from her mp3 player
    songs_deleted = c1

    # Zoe added c2 new songs to her mp3 player
    songs_added = c2

    # The number of songs on her mp3 player can be calculated by subtracting the number of deleted songs and adding the number of added songs from the original number of songs
    songs_after = songs_before - songs_deleted + songs_added

    return songs_after","{'c0': 6.0, 'c1': 3.0, 'c2': 20.0}"
187," At the arcade Dave won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",[16.0],"def arcade_tickets(c0, c1, c2):
    # Dave starts with c0 tickets
    total_tickets = c0

    # Dave spends c1 tickets on a beanie
    total_tickets -= c1

    # Dave wins c2 more tickets
    total_tickets += c2

    return total_tickets","{'c0': 11.0, 'c1': 5.0, 'c2': 10.0}"
188," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",[28.0],"def customers_left_and_arrived(c0, c1, c2):
    #subtract the number of customers who left from the original number of customers
    remaining_customers = c0 - c1

    #add the number of new customers who arrived
    total_customers = remaining_customers + c2

    return total_customers","{'c0': 33.0, 'c1': 31.0, 'c2': 26.0}"
189, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,[47.0],"def fourth_grade_students(c0, c1, c2):
    #number of students at the end of the year can be calculated by subtracting the number of students who left and adding the number of new students
    students_end = c0 - c1 + c2
    return students_end","{'c0': 11.0, 'c1': 6.0, 'c2': 42.0}"
190," Oliver had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",[33.0],"def sock_count(c0, c1, c2):
    #subtract the number of old socks thrown away from the original number of socks
    remaining_socks = c0 - c1

    #add the number of new socks bought
    total_socks = remaining_socks + c2

    return total_socks","{'c0': 11.0, 'c1': 4.0, 'c2': 26.0}"
191, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,[36.0],"def oranges_in_bin(c0, c1, c2):
    #subtract the number of oranges thrown away from the original number of oranges
    remaining_oranges = c0 - c1

    #add the number of new oranges to the remaining oranges
    total_oranges = remaining_oranges + c2

    return total_oranges","{'c0': 40.0, 'c1': 25.0, 'c2': 21.0}"
192," At the arcade Edward won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",[9.0],"def arcade_tickets(c0, c1, c2):
    # Edward starts with c0 tickets
    total_tickets = c0

    # He spends c1 tickets on a beanie
    total_tickets -= c1

    # He wins c2 more tickets
    total_tickets += c2

    return total_tickets","{'c0': 9.0, 'c1': 4.0, 'c2': 4.0}"
193, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,[43.0],"def fourth_grade_students(c0, c1, c2):
    #number of students at the end of the year can be calculated by subtracting the number of students who left and adding the number of new students
    students_end = c0 - c1 + c2
    return students_end","{'c0': 4.0, 'c1': 3.0, 'c2': 42.0}"
194," Haley picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",[26.0],"def total_carrots(c0, c1, c2):
    # Haley picked c0 carrots from her garden
    total = c0

    # If she threw out c1 of them
    total -= c1

    # and then picked c2 more the next day
    total += c2

    # return the total number of carrots
    return total","{'c0': 28.0, 'c1': 11.0, 'c2': 9.0}"
195," Roger had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Roger have? ",[34.0],"def bookTransaction(c0, c1, c2):
    #Roger starts with c0 books
    books_before = c0

    #Roger sells c1 books
    books_sold = c1

    #Roger uses the money to buy c2 new books
    books_bought = c2

    #Roger's final number of books can be calculated by subtracting the books sold and adding the books bought to the original number of books
    books_after = books_before - books_sold + books_bought

    return books_after","{'c0': 25.0, 'c1': 21.0, 'c2': 30.0}"
196," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",[36.0],"def roses_left(c0, c1, c2):
    #subtract the number of roses sold from the original number of roses
    roses_left = c0 - c1
    #add the number of roses picked later
    roses_left += c2
    return roses_left","{'c0': 5.0, 'c1': 3.0, 'c2': 34.0}"
197," Wendy was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",[41.0],"def calculate_lives(c0, c1, c2):
    # Wendy starts with c0 lives
    current_lives = c0

    # She loses c1 lives in the hard part of the game
    current_lives -= c1

    # She gains c2 lives in the next level
    current_lives += c2

    return current_lives","{'c0': 10.0, 'c1': 6.0, 'c2': 37.0}"
198," John had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",[29.0],"def money_left(c0, c1, c2):
    # John had c0 dollars
    money_before = c0

    # John spent c1 dollars on a new game
    spent = c1

    # John got c2 dollars for his allowance
    allowance = c2

    # John's total money now is the money he had before plus his allowance minus what he spent
    money_now = money_before + allowance - spent

    return money_now","{'c0': 5.0, 'c1': 2.0, 'c2': 26.0}"
199," For the school bake sale Chloe made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",[11.0],"def cupcakes(c0, c1, c2):
    #Chloe made c0 cupcakes
    total_cupcakes = c0

    #She sold c1 of them
    sold_cupcakes = c1

    #She then made c2 more cupcakes
    additional_cupcakes = c2

    #The total number of cupcakes she would have is the sum of the cupcakes she made and the additional cupcakes she made after selling some
    total_cupcakes = total_cupcakes - sold_cupcakes + additional_cupcakes

    return total_cupcakes","{'c0': 28.0, 'c1': 25.0, 'c2': 8.0}"
200," At the town carnival Billy rode the ferris wheel c0 times and the bumper cars c1 times. If each ride cost c2 tickets, how many tickets did he use? ",[50.0],"def carnival_tickets(c0, c1, c2):
    #calculate the total number of rides Billy went on
    total_rides = c0 + c1

    #calculate the total number of tickets used
    total_tickets = total_rides * c2

    return total_tickets","{'c0': 7.0, 'c1': 3.0, 'c2': 5.0}"
201, Chloe was unboxing some of her old winter clothes. She found c0 boxes of clothing and inside each box there were c1 scarves and c2 mittens. How many pieces of winter clothing did Chloe have total? ,[32.0],"def winter_clothing_total(c0, c1, c2):
    #calculate the total number of scarves by multiplying the number of boxes by the number of scarves in each box
    total_scarves = c0 * c1

    #calculate the total number of mittens by multiplying the number of boxes by the number of mittens in each box
    total_mittens = c0 * c2

    #add the total number of scarves and mittens to get the total number of winter clothing pieces
    total = total_scarves + total_mittens

    return total","{'c0': 4.0, 'c1': 2.0, 'c2': 6.0}"
202," A waiter had c0 tables he was waiting on, with c1 women and c2 men at each table. How many customers total did the waiter have? ",[90.0],"def total_customers(c0, c1, c2):
    #calculate the total number of customers by multiplying the number of tables by the sum of men and women at each table
    total = c0 * (c1 + c2)
    return total","{'c0': 9.0, 'c1': 7.0, 'c2': 3.0}"
203," April's discount flowers was having a sale where each flower was c0 dollars. If Emily bought c1 roses and c2 daisies, how much did she spend? ",[12.0],"def flower_cost(c0, c1, c2):
    #calculate the total cost of roses and daisies
    total_cost = (c0 * c1) + (c0 * c2)

    return total_cost","{'c0': 3.0, 'c1': 2.0, 'c2': 2.0}"
204," Isabel had c0 pages of math homework and c1 pages of reading homework. If each page had c2 problems on it, how many problems did she have to complete total? ",[30.0],"def total_problems(c0, c1, c2):
    #total number of problems in math homework
    math_problems = c0 * c2

    #total number of problems in reading homework
    reading_problems = c1 * c2

    #total number of problems to complete
    total = math_problems + reading_problems

    return total","{'c0': 2.0, 'c1': 4.0, 'c2': 5.0}"
205," Wendy was playing a video game where she scores c0 points for each treasure she finds. If she found c1 treasures on the first level and c2 on the second, what would her score be? ",[35.0],"def calculate_score(c0, c1, c2):
    # Wendy scores c0 points for each treasure she finds
    score = c0 * (c1 + c2)

    return score","{'c0': 5.0, 'c1': 4.0, 'c2': 3.0}"
206," There were c0 friends playing a video game online when c1 more players joined the game. If each player had c2 lives, how many lives did they have total? ",[63.0],"def total_lives(c0, c1, c2):
    #calculate the total number of players
    total_players = c0 + c1

    #calculate the total number of lives
    total_lives = total_players * c2

    return total_lives","{'c0': 7.0, 'c1': 2.0, 'c2': 7.0}"
207," Paul bought c0 boxes of chocolate candy and c1 boxes of caramel candy. If each box has c2 pieces inside it, how much candy did he have total? ",[90.0],"def total_candy(c0, c1, c2):
    #calculate the total number of pieces of chocolate candy
    chocolate_candy = c0 * c2

    #calculate the total number of pieces of caramel candy
    caramel_candy = c1 * c2

    #calculate the total number of pieces of candy
    total = chocolate_candy + caramel_candy

    return total","{'c0': 6.0, 'c1': 4.0, 'c2': 9.0}"
208," A pet store has c0 bird cages. If each cage has c1 parrots and c2 parakeets in it, how many birds does the pet store have total? ",[48.0],"def total_birds(c0, c1, c2):
    #calculate the total number of birds by multiplying the number of cages by the sum of parrots and parakeets in each cage
    total = c0 * (c1 + c2)
    return total","{'c0': 6.0, 'c1': 6.0, 'c2': 2.0}"
209," Rachel was organizing her book case making sure each of the shelves had exactly c0 books on it. If she had c1 shelves of mystery books and c2 shelves of picture books, how many books did she have total? ",[72.0],"def total_books(c0, c1, c2):
    #calculate the total number of books on the mystery shelves
    mystery_books = c0 * c1

    #calculate the total number of books on the picture shelves
    picture_books = c0 * c2

    #calculate the total number of books
    total = mystery_books + picture_books

    return total","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}"
210, Rachel was unboxing some of her old winter clothes. She found c0 boxes of clothing and inside each box there were c1 scarves and c2 mittens. How many pieces of winter clothing did Rachel have total? ,[49.0],"def winter_clothing_total(c0, c1, c2):
    #calculate the total number of scarves by multiplying the number of boxes by the number of scarves in each box
    total_scarves = c0 * c1

    #calculate the total number of mittens by multiplying the number of boxes by the number of mittens in each box
    total_mittens = c0 * c2

    #add the total number of scarves and mittens to get the total number of winter clothing pieces
    total = total_scarves + total_mittens

    return total","{'c0': 7.0, 'c1': 3.0, 'c2': 4.0}"
211," A pet store has c0 bird cages. If each cage has c1 parrots and c2 parakeets in it, how many birds does the pet store have total? ",[36.0],"def total_birds(c0, c1, c2):
    #calculate the total number of birds by multiplying the number of cages by the sum of parrots and parakeets in each cage
    total = c0 * (c1 + c2)
    return total","{'c0': 9.0, 'c1': 2.0, 'c2': 2.0}"
212," Cody bought c0 boxes of chocolate candy and c1 boxes of caramel candy. If each box has c2 pieces inside it, how much candy did he have total? ",[80.0],"def total_candy(c0, c1, c2):
    #calculate the total number of pieces of chocolate candy
    chocolate_candy = c0 * c2

    #calculate the total number of pieces of caramel candy
    caramel_candy = c1 * c2

    #calculate the total number of pieces of candy
    total = chocolate_candy + caramel_candy

    return total","{'c0': 7.0, 'c1': 3.0, 'c2': 8.0}"
213," At Billy's Restaurant a group with c0 adults and c1 children came in to eat. If each meal cost c2 dollars, how much was the bill? ",[21.0],"def calculate_bill(c0, c1, c2):
    #calculate the total number of meals
    total_meals = c0 + c1

    #calculate the total cost of the meals
    total_cost = total_meals * c2

    return total_cost","{'c0': 2.0, 'c1': 5.0, 'c2': 3.0}"
214," Paul was collecting cans for recycling. On Saturday he filled c0 bags up and on Sunday he filled c1 more bags. If each bag had c2 cans in it, how many cans did he pick up total? ",[72.0],"def total_cans(c0, c1, c2):
    #calculate the total number of bags collected
    total_bags = c0 + c1

    #calculate the total number of cans collected
    total_cans = total_bags * c2

    return total_cans","{'c0': 6.0, 'c1': 3.0, 'c2': 8.0}"
215," While playing a trivia game, Adam answered c0 questions correct in the first half and c1 questions correct in the second half. If each question was worth c2 points, what was his final score? ",[50.0],"def trivia_score(c0, c1, c2):
    #calculate the total number of questions answered correctly
    total_correct = c0 + c1

    #calculate the final score by multiplying the total number of correct answers by the point value of each question
    final_score = total_correct * c2

    return final_score","{'c0': 5.0, 'c1': 5.0, 'c2': 5.0}"
216, Haley's favorite band was holding a concert where tickets were c0 dollars each. Haley bought c1 tickets for herself and her friends and c2 extra tickets in case anyone else wanted to go. How much did she spend? ,[32.0],"def concert_cost(c0, c1, c2):
    #calculate the total number of tickets bought
    total_tickets = c1 + c2

    #calculate the total cost of all the tickets
    total_cost = c0 * total_tickets

    return total_cost","{'c0': 4.0, 'c1': 3.0, 'c2': 5.0}"
217," Luke was putting his spare change into piles. He had c0 piles of quarters and c1 piles of dimes. If each pile had c2 coins in it, how many coins did he have total? ",[30.0],"def total_coins(c0, c1, c2):
    #calculate the total number of quarters by multiplying the number of piles by the number of coins in each pile
    quarters = c0 * c2

    #calculate the total number of dimes by multiplying the number of piles by the number of coins in each pile
    dimes = c1 * c2

    #add the total number of quarters and dimes to get the total number of coins
    total = quarters + dimes

    return total","{'c0': 5.0, 'c1': 5.0, 'c2': 3.0}"
218, Victor and his friend were buying trick decks from the magic shop for c0 dollars each. How much did they spend if Victor bought c1 decks and his friend bought c2 decks? ,[64.0],"def magic_shop_cost(c0, c1, c2):
    #calculate the total cost for Victor's decks
    victor_cost = c0 * c1

    #calculate the total cost for Victor's friend's decks
    friend_cost = c0 * c2

    #calculate the total cost for both of them
    total_cost = victor_cost + friend_cost

    return total_cost","{'c0': 8.0, 'c1': 6.0, 'c2': 2.0}"
