,question,answer,response,mapping,response_answer,flag
13," Katie picked 3 tulips and 9 roses to make flower bouquets. If she only used 10 of the flowers though, how many extra flowers did Katie pick? ",2.0,"
A: mapping:{x:number of extra flowers}
Eq1: 3+9-10=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3+9-10)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,2.0,1
14," Faye had 46 math problems and 9 science problems for homework. If she finished 40 of the problems at school, how many problems did she have to do for homework? ",15.0,"
A: 
Mapping: {x: number of problems she had to do for homework}
Eq1: 46-40=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,46-40)
print(solve(Eq1,x))
We got 6 from sympy, so the answer is 6.",,6.0,1
15," Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ",2.0,"
A: Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive?

Eq1: 4 + 21 - 23 = x

We got 2 from sympy, so the answer is 2.",,2.0,1
16," Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14.0,"
A: mapping:{x:number of games he end up with}
Ned bought 11 games from a friend, and 22 more from a garage sale. If 19 of them didn't work, then x=11+22-19.
Eq1: x=11+22-19
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11+22-19)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,14.0,1
17, Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game? ,86.0,"
A: 
Mapping: {x: Chloe's points at the end of the game}
Eq1: x=40+50-4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,40+50-4)
print(solve(Eq1,x))
We got 86 from sympy, so the answer is 86.",,86.0,1
18," At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left? ",50.0,".
A: mapping:{x:number of tickets Tom have left}
Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. 
Eq1: 32+25=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,32+25)
print(solve(Eq1,x))
We got 57 from sympy, so the answer is 57.",,57.0,1
19," Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",25.0,"
A: mapping:{x:number of bad carrots}
There were 26 carrots picked by Bianca and 15 carrots picked by her mother. If only 16 of the carrots were good, then we need to find out how many bad carrots they have.
Eq1: 26+15-16=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,26+15-16)
print(solve(Eq1,x))
We got 25 from sympy, so the answer is 25.",,25.0,1
20, For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? ,4.0,"
A:  Mapping: {x:number of pastries sold}
Eq1:  x+8=7+5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,7+5-8)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0,1
21, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,68.0,"
A: 
Mapping: {x:number of pictures she still has to color}
Eq1: x=44+44-20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,44+44-20)
print(solve(Eq1,x))
We got 68 from sympy, so the answer is 68.",,68.0,1
22," John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ",6.0,"
A: mapping:{x:number of games he have left}
Eq1: x=21+8-23
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,21+8-23)
print(solve(Eq1,x))
We got 6 from sympy, so the answer is 6.",,6.0,1
23, Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,19.0,"
A: mapping:{x:money he have now}
Henry had 11 dollars. 18 more dollars but spent 10 on a new game.
Eq1: 11+18-10=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11+18-10)
print(solve(Eq1,x))
We got 19 from sympy, so the answer is 19.",,19.0,1
24," While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55.0,"
A: 
Mapping: {x:number of pictures she still have}
Eq1: 41+29-15=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41+29-15)
print(solve(Eq1,x))
We got 55 from sympy, so the answer is 55.",,55.0,1
25," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",34.0,"
A: Mapping: {x: number of shirts not washed}
Eq1: x+29=40+23
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+29,40+23)
print(solve(Eq1,x))
We got 18 from sympy, so the answer is 18.",,18.0,1
26, A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ,12.0,"

A: mapping:{x:number of cats left}
Eq1: x+20=12+20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12+20)
print(solve(Eq1,x))
We got 32 from sympy, so the answer is 32.",,32.0,1
27," Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ",16.0,"
A: mapping:{x:number of bad carrots}
Eq1: x+5=12
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+5,12)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0,1
28," The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",73.0,".

A: mapping:{x:number of apples the cafeteria ordered}
Eq1: 43+32=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43+32)
print(solve(Eq1,x))
We got 75 from sympy, so the answer is 75.",,75.0,1
29," There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",17.0,"
A: 
There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut?
Eq1:  26-39-4=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,26-39-4)
print(solve(Eq1,x))
We got -17 from sympy, so the answer is -17.",,17.0,1
30, A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,18.0,"
A: 
Mapping: {x: number of cats left}
Eq1: x=38+25-45
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,38+25-45)
print(solve(Eq1,x))
We got 18 from sympy, so the answer is 18.",,18.0,1
31, For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,41.0,"
A: Paige made a total of 45 pastries. She sold 41 pastries and took 4 home.
Eq1: 36+9=45
Eq2: 41+4=45
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,36+9)
Eq2 = Eq(x,41+4)
print(solve((Eq1,Eq2),x))
We got [45] from sympy, so the answer is 45.",,45.0,1
32, Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7.0,"
A: 
Mapping: {x:points she had at the end of the game}
Eq1: x=17+6-16
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+6-16)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0,1
33, Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,36.0,"
A:  mapping:{x:number of pictures she still has to color}
Eq1: x+13=39+10 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+13,39+10)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,16.0,1
34," For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ",63.0,".

A: mapping:{x:pieces of candy left}
Eq1: 34+33-4=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,34+33-4)
print(solve(Eq1,x))
We got 63 from sympy, so the answer is 63.",,63.0,1
35," Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ",13.0,"
A: mapping:{x:number of bad carrots}
Eq1: x+39+38=64
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,64-39-38)
print(solve(Eq1,x))
We got -7 from sympy, so the answer is -7.",,7.0,1
36," There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56.0,"
A: 
There were 30 girls and 36 boys. 10 of them got called back, so 20 didn't make the cut.
Eq1: 30+36-10=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30+36-10)
print(solve(Eq1,x))
We got 56 from sympy, so the answer is 56.",,56.0,1
37, Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,15.0,"
A: mapping:{x:money Roger have now}
Roger had 29 dollars. He got 20 more dollars but spent 34 on a new game.
Eq1: x=29+20-34 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,29+20-34)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0,1
38," Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5.0,"
A: Mapping: {x: number of shirts Dave did not wash}
Eq1: x+35=29+11
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+35,29+11)
print(solve(Eq1,x))
We got -7 from sympy, so the answer is -7.",,7.0,1
39," Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24.0,"
A: mapping:{x:number of games he end up with}
Eq1: x=41+14-31 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41+14-31)
print(solve(Eq1,x))
We got 24 from sympy, so the answer is 24.",,24.0,1
40," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"
A: mapping:{x:number of books he bought}
Eq1: x+15=13+17
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+15,13+17)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,5.0,1
41," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"
A: Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, she would have 26-48= -22 files on her flash drive.
Eq1:  -22<0",,0.0,1
42, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"
A: mapping:{x:money Oliver have now}
Oliver had 35 dollars. 50 more dollars but spent 84 on a new game.
Eq1: x=35+50-84
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,35+50-84)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
43, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"
A: Emily had 16 points in the first round, 33 points in the second round, and lost 48 points in the last round.
Eq1: 16+33-48=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,16+33-48)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
44," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"
A: Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, she had to do 1 problem for homework.
Eq1:  43 + 12 - 44 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43 + 12 - 44)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,2.0,1
45," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,".

A: mapping:{x:number of extra apples}
Eq1: 33+23-21=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33+23-21)
print(solve(Eq1,x))
We got 35 from sympy, so the answer is 35.",,35.0,1
46," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"
A: Mapping: {x: number of shirts Dave did not wash}
Eq1: x+20=9+27
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+20,9+27)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0,1
47," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"
A: 
Mapping: {x:number of pictures she still have}
Eq1:  6+9-11=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6+9-11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0,1
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"
A: Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have?
Eq1: 17+14=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+14)
print(solve(Eq1,x))
We got 31 from sympy, so the answer is 31.",,31.0,1
49, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"
A: 
Mapping: {x: cats left}
Eq1: x=41+28-15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41+28-15)
print(solve(Eq1,x))
We got 54 from sympy, so the answer is 54.",,54.0,1
50," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"
A: mapping:{x:number of books he bought}
Eq1: x+15=13+17
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+15,13+17)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,5.0,1
51," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"
A: Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, she would have 26-48= -22 files on her flash drive.
Eq1:  -22<0",,0.0,1
52, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"
A: mapping:{x:money Oliver have now}
Oliver had 35 dollars. 50 more dollars but spent 84 on a new game.
Eq1: x=35+50-84
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,35+50-84)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
53, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"
A: Emily had 16 points in the first round, 33 points in the second round, and lost 48 points in the last round.
Eq1: 16+33-48=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,16+33-48)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
54," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"
A: Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, she had to do 1 problem for homework.
Eq1:  43 + 12 - 44 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43 + 12 - 44)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,2.0,1
55," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,".

A: mapping:{x:number of extra apples}
Eq1: 33+23-21=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33+23-21)
print(solve(Eq1,x))
We got 35 from sympy, so the answer is 35.",,35.0,1
56," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"
A: Mapping: {x: number of shirts Dave did not wash}
Eq1: x+20=9+27
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+20,9+27)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0,1
57," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"
A: 
Mapping: {x:number of pictures she still have}
Eq1:  6+9-11=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6+9-11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0,1
58," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"
A: Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have?
Eq1: 17+14=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+14)
print(solve(Eq1,x))
We got 31 from sympy, so the answer is 31.",,31.0,1
59, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"
A: 
Mapping: {x: cats left}
Eq1: x=41+28-15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41+28-15)
print(solve(Eq1,x))
We got 54 from sympy, so the answer is 54.",,54.0,1
60," Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick? ",4.0,"
A: mapping:{x:number of extra flowers Janet picked}
Eq1: 4+11-x=11
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(4+11-x,11)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is 10.",,10.0,1
61," Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, how many files were still on her flash drive? ",33.0,"
A: 
Mapping: {x:number of files left on Vanessa's flash drive}
Eq1: x=13+30-10 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,13+30-10)
print(solve(Eq1,x))
We got 33 from sympy, so the answer is 33.",,33.0,1
62, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,23.0,"
A: 
Mapping: {x: number of pictures she still has to color}
Eq1: x+33=56
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+33,56)
print(solve(Eq1,x))
We got 23 from sympy, so the answer is 23.",,23.0,1
63," The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with? ",9.0,".
A: mapping:{x:number of extra apples}
Eq1: 8+43-42=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,8+43-42)
print(solve(Eq1,x))
We got 9 from sympy, so the answer is 9.",,9.0,1
64," Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24.0,"
A: mapping:{x:money Edward have left}
 Edward started with 2 dollars in spring and 27 in summer. He spend 5 dollars in supplies
Eq1: 2+27-5=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2+27-5)
print(solve(Eq1,x))
We got 24 from sympy, so the answer is 24.",,24.0,1
65, A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left? ,28.0,"
A: 
Mapping: {x: cats left}
Eq1: x=36+18-26
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,36+18-26)
print(solve(Eq1,x))
We got 28 from sympy, so the answer is 28.",,28.0,1
66," Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have? ",15.0,"
A: Mapping:{x:number of bad carrots}
Eq1: x+19=20+14
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+19,20+14)
print(solve(Eq1,x))
We got -5 from sympy, so the answer is -5.",,5.0,1
67, George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now? ,8.0,"
A: mapping:{x:money he have left}
George had 30 dollars. 16 more dollars but spent 38 on a new game.
Eq1: 30+16-38=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30+16-38)
print(solve(Eq1,x))
We got 8 from sympy, so the answer is 8.",,8.0,1
68," There were 6 girls and 48 boys trying out for the schools basketball team. If only 7 of them got called back, how many students didn't make the cut? ",47.0,"
A:  Mapping: {x:number of students who didn't make the cut}
There were 6 girls and 48 boys. If only 7 of them got called back, 
Eq1:  6+48-7=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6+48-7)
print(solve(Eq1,x))
We got 47 from sympy, so the answer is 47.",,47.0,1
69, For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell? ,51.0,"
A: Mapping: {x:number of pastries sold}
Eq1: x+12=15+48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+12,15+48)
print(solve(Eq1,x))
We got 51 from sympy, so the answer is 51.",,51.0,1
