,question,answer,response,mapping,response_answer
31, For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,41.0,"A: mapping:{x:number of pastries sold}
Paige baked 36 cupcakes and 9 cookies. She had 4 pastries left after the sale.
Eq1: 36 + 9 - x = 4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(36+9-x,4)
print(solve(Eq1,x))
We got 41 from sympy, so Paige sold 41 pastries.",,41.0
32, Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7.0,"A: mapping:{x:total points at the end of the game}
Carol scored 17 points in the first round, 6 points in the second round, and lost 16 points in the last round.
Eq1: x = 17 + 6 - 16
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+6-16)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0
33, Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,36.0,"A: mapping:{x:number of pictures Gwen still has to color}
Gwen bought two coloring books, one with 10 pictures and the other with 39 pictures. She colored 13 pictures in total.
Eq1: x = (10 + 39) - 13
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(10+39)-13)
print(solve(Eq1,x))
We got 36 from sympy, so the answer is 36.",,36.0
34," For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ",63.0,"A: mapping:{x:pieces of candy they have left}
Janet had 34 pieces of candy and her sister had 33.
They ate 4 pieces the first night.
Eq1: x = (34 + 33 - 4)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, (34 + 33 - 4))
print(solve(Eq1,x))
We got 63 from sympy, so the answer is 63.",,63.0
35," Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ",13.0,"A: mapping:{x: number of bad carrots}
Haley picked 39 carrots and her mother picked 38, so they picked a total of 39+38=77 carrots.
If only 64 of the carrots were good, then the number of bad carrots is 77-64.
Eq1: x = 77-64
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,77-64)
print(solve(Eq1,x))
We got 13 from sympy, so the answer is 13.",,13.0
36," There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56.0,"A: mapping:{x:number of students who didn't make the cut}
Eq1: 30+36=total number of students trying out
Eq2: total number of students trying out - 10 (called back) = number of students who didn't make the cut
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq2 = Eq(30+36-10,x)
print(solve(Eq2,x))
We got 56 from sympy, so the answer is 56.",,56.0
37, Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,15.0,"A: mapping:{x:money Roger has now}
Roger had 29 dollars. He got 20 more dollars for his birthday, so he had 29+20. He spent 34 dollars on a new game.
Eq1: x = (29+20) - 34
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(29+20)-34)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0
38," Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5.0,"A: mapping:{x:number of shirts Dave did not wash}
Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts, so he had to wash a total of 29 + 11 = 40 shirts.
If he had only washed 35 of them by the time school started, then he did not wash 40 - 35 = 5 shirts.
Eq1: 40 - 35 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(40-35,x)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,5.0
39," Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24.0,"A: mapping:{x: number of good games Edward ended up with}
Edward bought 41 games from a friend and 14 more at a garage sale, so he had 41+14=55 games.
31 of the games didn't work, so he was left with x good games.
Eq1: x = 55 - 31
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,55-31)
print(solve(Eq1,x))
We got 24 from sympy, so the answer is 24.",,24.0
40," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"A: mapping:{x:new books bought}
Sam bought 13 adventure books and 17 mystery books, which is a total of 13+17=30 books.
If 15 of the books were used, then he has 30-15=15 books left.
Let's represent the number of new books he bought as x.
Eq1: x + 15 = 30
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+15,30)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0
41," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"A: mapping:{x: number of files left on flash drive}
Amy had 26 music files and 36 video files on her flash drive. She deleted 48 files.
Eq1: x = 26 + 36 - 48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,26+36-48)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,14.0
42, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"A: mapping:{x:money Oliver has now}
Oliver had 35 dollars. He got 50 more dollars for his birthday, so he had 35+50. He spent 84 dollars on a new game.
Eq1: x = (35+50) - 84
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(35+50)-84)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0
43, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"A: mapping:{x:total points at the end of the game}
Emily scored 16 points in the first round and 33 points in the second round. She lost 48 points in the last round.
Eq1: x = 16 + 33 - 48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,16+33-48)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0
44," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"A: mapping:{x:total homework problems}
Paige had 43 math problems and 12 science problems for homework, so the total homework problems would be 43 + 12.
Eq1: x = 43 + 12 - 44
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43+12-44)
print(solve(Eq1,x))
We got 11 from sympy, so Paige had 11 problems to do for homework.",,11.0
45," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"A: mapping:{x:extra apples}
Eq1: 33 + 23 - 21 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33+23-21)
print(solve(Eq1,x))
We got 35 from sympy, so the cafeteria ended up with 35 extra apples.",,35.0
46," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"A: mapping:{x:number of shirts Dave did not wash}
Dave had to wash a total of 9 + 27 = 36 shirts.
He washed 20 of them before school started.
Eq1: 36 - 20 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(36-20,x)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,16.0
47," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"A: mapping:{x: number of pictures Rachel still has}
Rachel took 6 pictures at the zoo and 9 at the museum, so she had 6 + 9 = 15 pictures.
She deleted 11 pictures, so she had 15 - 11 = 4 pictures left.
Eq1: x = 15 - 11
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,15-11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"A: mapping:{x: number of bad carrots}
Vanessa picked 17 and her mother picked 14, so they picked a total of 17+14=31 carrots.
If only 24 of the carrots were good, then the number of bad carrots is the difference between the total number of carrots and the number of good carrots.
Eq1: x = 31 - 24
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,31-24)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0
49, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"A: mapping:{x:total number of cats left}
Eq1: x = 41 + 28 - 15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 41 + 28 - 15)
print(solve(Eq1,x))
We got 54 from sympy, so the answer is 54.",,54.0
50," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"A: mapping:{x:new books bought}
Sam bought 13 adventure books and 17 mystery books, which is a total of 13+17=30 books.
If 15 of the books were used, then he has 30-15=15 books left.
Let's represent the number of new books he bought as x.
Eq1: x + 15 = 30
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+15,30)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0
51," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"A: mapping:{x: number of files left on flash drive}
Amy had 26 music files and 36 video files on her flash drive. She deleted 48 files.
Eq1: x = 26 + 36 - 48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,26+36-48)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,14.0
52, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"A: mapping:{x:money Oliver has now}
Oliver had 35 dollars. He got 50 more dollars for his birthday, so he had 35+50. He spent 84 dollars on a new game.
Eq1: x = (35+50) - 84
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(35+50)-84)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0
53, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"A: mapping:{x:total points at the end of the game}
Emily scored 16 points in the first round and 33 points in the second round. She lost 48 points in the last round.
Eq1: x = 16 + 33 - 48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,16+33-48)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0
54," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"A: mapping:{x:total homework problems}
Paige had 43 math problems and 12 science problems for homework, so she had a total of 43+12=x
Eq1: 43+12=x-44
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43+12+44)
print(solve(Eq1,x))
We got 99 from sympy, so Paige had to do 99 problems for homework.",,99.0
55," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"A: mapping:{x:extra apples}
Eq1: 33 + 23 - 21 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33+23-21)
print(solve(Eq1,x))
We got 35 from sympy, so the cafeteria ended up with 35 extra apples.",,35.0
56," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"A: mapping:{x:number of shirts Dave did not wash}
Dave had to wash a total of 9 + 27 = 36 shirts.
He washed 20 of them before school started.
Eq1: 36 - 20 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(36-20,x)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,16.0
57," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"A: mapping:{x: number of pictures Rachel still has}
Rachel took 6 pictures at the zoo and 9 at the museum, so she had 6 + 9 = 15 pictures.
She deleted 11 pictures, so she had 15 - 11 = 4 pictures left.
Eq1: x = 15 - 11
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,15-11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0
58," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"A: mapping:{x: number of bad carrots}
Vanessa picked 17 and her mother picked 14, so they picked a total of 17+14=31 carrots.
If only 24 of the carrots were good, then the number of bad carrots is the difference between the total number of carrots and the number of good carrots.
Eq1: x = 31 - 24
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,31-24)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0
