,question,answer,response,mapping,response_answer
13," Katie picked 3 tulips and 9 roses to make flower bouquets. If she only used 10 of the flowers though, how many extra flowers did Katie pick? ",2.0,"First, we add the number of tulips and roses that Katie picked: 

3 + 9 = 12 

Katie picked a total of 12 flowers. 

Next, we subtract the number of flowers she used in the bouquets: 

12 - 10 = 2 

Katie picked 2 extra flowers that she didn't use in the bouquets.",,12.0
14," Faye had 46 math problems and 9 science problems for homework. If she finished 40 of the problems at school, how many problems did she have to do for homework? ",15.0,"First, we need to find out how many problems Faye had in total before doing any at school. We can do this by adding the number of math problems and science problems: 

46 + 9 = 55 

So Faye had 55 problems in total. 

Next, we need to subtract the number of problems she did at school from the total number of problems: 

55 - 40 = 15 

Therefore, Faye had 15 problems left to do for homework.",,55.0
15," Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ",2.0,"1. Amy had 4 music files and 21 video files on her flash drive.
2. The total number of files on her flash drive was 4 + 21 = 25.
3. Amy deleted 23 of the files.
4. The number of files remaining on her flash drive is 25 - 23 = 2.
5. Therefore, there were 2 files still on her flash drive after she deleted 23 of them.",,2.0
16," Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14.0,"1. Ned bought 11 games from a friend.
2. Ned bought 22 more games at a garage sale.
3. Ned now has a total of 11 + 22 = 33 games.
4. 19 of the games didn't work, so we need to subtract those from the total.
5. 33 - 19 = 14
6. Ned ended up with 14 good games.",,14.0
17, Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game? ,86.0,"First, we add Chloe's scores from the first and second rounds: 

40 + 50 = 90 

Next, we subtract the 4 points she lost in the last round: 

90 - 4 = 86 

Therefore, Chloe had 86 points at the end of the game.",,40.0
18," At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left? ",50.0,"1. Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'.
2. To find the total number of tickets Tom won, we need to add the number of tickets he won playing each game: 32 + 25 = 57 tickets.
3. Tom spent 7 of his tickets on a hat.
4. To find out how many tickets Tom has left, we need to subtract the number of tickets he spent from the total number of tickets he won: 57 - 7 = 50 tickets.
5. Therefore, Tom has 50 tickets left.",,50.0
19," Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",25.0,"First, we need to find the total number of carrots they picked: 

26 + 15 = 41 

Next, we know that only 16 of the carrots were good. So, we can subtract that from the total to find the number of bad carrots: 

41 - 16 = 25 

Therefore, Bianca and her mom had 25 bad carrots.",,41.0
20, For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? ,4.0,"1. Start with the total number of pastries Katie had before the sale: 

7 cupcakes + 5 cookies = 12 pastries 

2. Subtract the number of pastries she had left after the sale: 

12 pastries - 8 pastries = 4 pastries 

Therefore, Katie sold 4 pastries at the school bake sale.",,12.0
21, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,68.0,"1. Zoe bought two coloring books with 44 pictures each, so she has a total of 44 + 44 = 88 pictures to color.
2. After one week, she colored 20 pictures, so she still has 88 - 20 = 68 pictures to color. 

Therefore, Zoe still has 68 pictures to color.",,68.0
22," John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ",6.0,"Step 1: Find the total number of games John bought. 

John bought 21 games from a friend and 8 more at a garage sale. 

Total number of games = 21 + 8 = 29 

Step 2: Subtract the number of games that didn't work. 

Out of the 29 games, 23 didn't work. 

Number of good games = 29 - 23 = 6 

Therefore, John ended up with 6 good games.",,29.0
23, Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,19.0,"1. Henry had 11 dollars.
2. He got 18 more dollars for his birthday, so he now has 11 + 18 = 29 dollars.
3. He spent 10 dollars on a new game, so he now has 29 - 10 = 19 dollars.
4. Therefore, Henry now has 19 dollars.",,19.0
24," While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55.0,"1. Start with the total number of pictures Gwen took: 

41 + 29 = 70 

2. Subtract the number of pictures she deleted: 

70 - 15 = 55 

Therefore, Gwen still had 55 pictures from her vacation after deleting 15 of them.",,70.0
25," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",34.0,"Step 1: Find the total number of shirts Sam had to wash. 

Total number of shirts = 40 (short sleeve) + 23 (long sleeve) = 63 shirts 

Step 2: Find the number of shirts Sam had not washed by the time school started. 

Number of shirts not washed = Total number of shirts - Number of shirts washed 

Number of shirts not washed = 63 - 29 = 34 shirts 

Therefore, Sam did not wash 34 shirts by the time school started.",,63.0
26, A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ,12.0,"First, we need to find the total number of cats the pet store had before the sale. 

Total number of cats = 12 siamese cats + 20 house cats 
Total number of cats = 32 cats 

Next, we need to subtract the number of cats sold during the sale. 

Number of cats sold = 20 cats 

Total number of cats left = Total number of cats - Number of cats sold 
Total number of cats left = 32 cats - 20 cats 
Total number of cats left = 12 cats 

Therefore, the pet store has 12 cats left after the sale.",,20.0
27," Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ",16.0,"1. Faye picked 23 carrots and her mother picked 5, so they picked a total of 23 + 5 = 28 carrots.
2. Out of the 28 carrots, only 12 were good. This means that there were 28 - 12 = 16 bad carrots. 
3. Therefore, Faye and her mom had 16 bad carrots.",,16.0
28," The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",73.0,"1. The cafeteria ordered 43 red apples and 32 green apples, so they have a total of 75 apples.
2. Only 2 students wanted fruit, so the cafeteria only needed to provide 2 apples.
3. Therefore, the cafeteria has 75 - 2 = 73 extra apples.",,75.0
29," There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",17.0,"Step 1: Find the total number of students who tried out for the basketball team. 

Total number of students = 39 girls + 4 boys = 43 students 

Step 2: Find the number of students who got called back. 

Number of students called back = 26 

Step 3: Find the number of students who didn't make the cut. 

Number of students who didn't make the cut = Total number of students - Number of students called back 

Number of students who didn't make the cut = 43 - 26 = 17 

Therefore, 17 students didn't make the cut.",,43.0
30, A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,18.0,"1. Start with the total number of cats the pet store had: 38 + 25 = 63 cats.
2. Subtract the number of cats sold during the sale: 63 - 45 = 18 cats.
3. Therefore, the pet store has 18 cats left.",,18.0
31, For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,41.0,"1. Paige baked 36 cupcakes and 9 cookies, so she made a total of 36 + 9 = 45 pastries.
2. After the sale, she had 4 pastries left, so she must have sold 45 - 4 = 41 pastries.
3. Therefore, Paige sold 41 pastries at the school bake sale.",,41.0
32, Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7.0,"First, we need to add up Carol's scores from the first two rounds: 

17 + 6 = 23 

So after the second round, Carol had 23 points. 

Next, we need to subtract the 16 points she lost in the last round: 

23 - 16 = 7 

So at the end of the game, Carol had 7 points.",,16.0
33, Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,36.0,"1. Start with the total number of pictures Gwen has: 10 + 39 = 49 pictures.
2. Subtract the number of pictures she has already colored: 49 - 13 = 36 pictures.
3. Therefore, Gwen still has 36 pictures to color.",,36.0
34," For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ",63.0,"1. First, we need to find the total number of pieces of candy they had before eating any. To do this, we add Janet's 34 pieces to her sister's 33 pieces: 

34 + 33 = 67 

So they had 67 pieces of candy in total. 

2. Next, we need to subtract the 4 pieces they ate on the first night: 

67 - 4 = 63 

So they have 63 pieces of candy left.",,4.0
35," Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ",13.0,"First, we add the number of carrots Haley and her mom picked: 

39 + 38 = 77 

This means they picked a total of 77 carrots. 

Next, we subtract the number of good carrots from the total: 

77 - 64 = 13 

Therefore, they had 13 bad carrots.",,77.0
36," There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56.0,"Step 1: Find the total number of students trying out for the basketball team.
30 girls + 36 boys = 66 students

Step 2: Subtract the number of students who got called back from the total number of students trying out.
66 students - 10 students = 56 students

Step 3: Answer the question.
56 students didn't make the cut.",,56.0
37, Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,15.0,"1. Roger had 29 dollars.
2. He got 20 more dollars for his birthday, so he now has 29 + 20 = 49 dollars.
3. He spent 34 dollars on a new game, so he now has 49 - 34 = 15 dollars.
4. Therefore, Roger now has 15 dollars.",,15.0
38," Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5.0,"1. Dave had to wash a total of 29 + 11 = 40 shirts.
2. He washed 35 of them before school started.
3. Therefore, he did not wash 40 - 35 = 5 shirts.",,40.0
39," Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24.0,"1. Edward bought 41 games from a friend.
2. He bought 14 more games at a garage sale.
3. So, he had a total of 41 + 14 = 55 games.
4. But 31 of the games didn't work.
5. Therefore, he had 55 - 31 = 24 good games.",,55.0
40," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"1. Sam bought a total of 13 + 17 = 30 books at the book fair.
2. Out of those 30 books, 15 were used, so he bought 30 - 15 = 15 new books. 
3. Therefore, Sam bought 15 new books at the book fair.",,15.0
41," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"First, we need to find the total number of files Amy had on her flash drive before deleting any. We can do this by adding the number of music files and video files: 

26 + 36 = 62 

So Amy had 62 files on her flash drive. 

Next, we need to subtract the number of files she deleted: 

62 - 48 = 14 

Therefore, after deleting 48 files, Amy had 14 files still on her flash drive.",,62.0
42, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"1. Oliver had 35 dollars.
2. He got 50 more dollars for his birthday, so he now has 35 + 50 = 85 dollars.
3. He spent 84 dollars on a new game.
4. To find out how much money he has now, we need to subtract the amount he spent from the amount he had before: 85 - 84 = 1 dollar.
5. Therefore, Oliver now has 1 dollar.",,1.0
43, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"First, we need to add up Emily's scores from the first two rounds: 

16 + 33 = 49 

So after the second round, Emily had 49 points. 

Next, we need to subtract the points she lost in the last round: 

49 - 48 = 1 

So at the end of the game, Emily had 1 point.",,49.0
44," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"First, we need to add up the total number of problems Paige had: 

43 math problems + 12 science problems = 55 problems 

Next, we need to subtract the number of problems she finished at school: 

55 total problems - 44 problems finished at school = 11 problems left for homework 

Therefore, Paige had 11 problems left to do for homework.",,43.0
45," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"1. The cafeteria ordered a total of 33 + 23 = 56 apples.
2. If only 21 students wanted fruit, then the cafeteria only needed 21 apples.
3. The cafeteria ended up with 56 - 21 = 35 extra apples.",,56.0
46," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"1. Dave had to wash a total of 9 + 27 = 36 shirts.
2. He washed 20 of them before school started.
3. Therefore, he did not wash 36 - 20 = 16 shirts.",,36.0
47," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"1. Rachel took 6 pictures at the zoo and 9 at the museum, so she had a total of 6 + 9 = 15 pictures.
2. She deleted 11 pictures, so she was left with 15 - 11 = 4 pictures.
3. Therefore, Rachel still had 4 pictures from her vacation.",,4.0
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"1. First, we need to find the total number of carrots they picked: 

17 + 14 = 31 

2. We know that only 24 of the carrots were good, so we can subtract that from the total to find the number of bad carrots: 

31 - 24 = 7 

Therefore, Vanessa and her mom had 7 bad carrots.",,24.0
49, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"1. Start with the total number of cats the pet store had: 41 siamese cats + 28 house cats = 69 cats
2. During the sale, they sold 15 cats, so we subtract that from the total: 69 cats - 15 cats = 54 cats
3. Therefore, the pet store has 54 cats left after the sale.",,54.0
50," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"1. Sam bought a total of 13 + 17 = 30 books at the book fair.
2. Out of those 30 books, 15 were used, so he bought 30 - 15 = 15 new books. 
3. Therefore, Sam bought 15 new books at the book fair.",,15.0
51," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"First, we need to find the total number of files Amy had on her flash drive before deleting any. 

Total number of files = number of music files + number of video files 
Total number of files = 26 + 36 
Total number of files = 62 

Next, we need to subtract the number of files Amy deleted from the total number of files. 

Number of files remaining = total number of files - number of files deleted 
Number of files remaining = 62 - 48 
Number of files remaining = 14 

Therefore, there were 14 files still on Amy's flash drive after she deleted 48 files.",,62.0
52, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"1. Oliver had 35 dollars.
2. He got 50 more dollars for his birthday, so he now has 35 + 50 = 85 dollars.
3. He spent 84 dollars on a new game.
4. To find out how much money he has now, we need to subtract the amount he spent from the amount he had before: 85 - 84 = 1 dollar.
5. Therefore, Oliver now has 1 dollar.",,1.0
53, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"First, we need to add up Emily's scores from the first two rounds: 

16 + 33 = 49 

So after the second round, Emily had 49 points. 

Next, we need to subtract the points she lost in the last round: 

49 - 48 = 1 

So at the end of the game, Emily had 1 point.",,49.0
54," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"First, we need to add up the total number of problems Paige had: 

43 math problems + 12 science problems = 55 problems 

Next, we need to subtract the number of problems she finished at school: 

55 total problems - 44 problems finished at school = 11 problems left for homework 

Therefore, Paige had 11 problems left to do for homework.",,43.0
55," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"1. The cafeteria ordered a total of 33 + 23 = 56 apples.
2. If only 21 students wanted fruit, then the cafeteria only needed 21 apples.
3. The cafeteria ended up with 56 - 21 = 35 extra apples.",,56.0
56," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"1. Dave had to wash a total of 9 + 27 = 36 shirts.
2. He washed 20 of them before school started.
3. Therefore, he did not wash 36 - 20 = 16 shirts.",,36.0
57," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"1. Rachel took 6 pictures at the zoo and 9 at the museum, so she had a total of 6 + 9 = 15 pictures.
2. She deleted 11 pictures, so she was left with 15 - 11 = 4 pictures.
3. Therefore, Rachel still had 4 pictures from her vacation.",,4.0
58," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"1. Vanessa picked 17 carrots and her mother picked 14, so they picked a total of 17 + 14 = 31 carrots.
2. We know that only 24 of the carrots were good, so we can subtract 24 from 31 to find out how many bad carrots they had: 31 - 24 = 7.
3. Therefore, Vanessa and her mom had 7 bad carrots.",,7.0
59, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"1. Start with the total number of cats the pet store had: 41 + 28 = 69 cats.
2. Subtract the number of cats sold during the sale: 69 - 15 = 54 cats.
3. The pet store has 54 cats left.",,54.0
60," Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick? ",4.0,"First, we need to find the total number of flowers Janet picked, which is 4 + 11 = 15. 
Then, we need to subtract the number of flowers she used, which is 11. 
So, the number of extra flowers Janet picked is 15 - 11 = 4. 
Therefore, Janet picked 4 extra flowers.",,4.0
61," Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, how many files were still on her flash drive? ",33.0,"1. Start with the total number of files Vanessa had: 13 + 30 = 43 files.
2. Subtract the number of files she deleted: 43 - 10 = 33 files.
3. Therefore, Vanessa had 33 files still on her flash drive after deleting 10 of them.",,33.0
62, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,23.0,"First, we need to find the total number of pictures Debby had to color. We can do this by adding the number of pictures in each coloring book: 

16 + 40 = 56 

So Debby had 56 pictures to color in total. 

Next, we need to subtract the number of pictures she has already colored: 

56 - 33 = 23 

Therefore, Debby still has 23 pictures left to color.",,56.0
63," The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with? ",9.0,"1. The cafeteria ordered a total of 8 + 43 = 51 apples.
2. If only 42 students wanted fruit, then the cafeteria had 51 - 42 = 9 extra apples.
3. Therefore, the cafeteria ended up with 9 extra apples.",,9.0
64," Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24.0,"First, we need to add up the money Edward made in the spring and summer: 

2 dollars (spring) + 27 dollars (summer) = 29 dollars 

Next, we need to subtract the cost of supplies: 

29 dollars - 5 dollars (supplies) = 24 dollars 

Therefore, Edward ended up with 24 dollars after deducting the cost of supplies.",,2.0
65, A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left? ,28.0,"1. Start with the total number of cats the pet store had: 36 + 18 = 54 cats.
2. Subtract the number of cats sold during the sale: 54 - 26 = 28 cats.
3. The pet store has 28 cats left.",,28.0
66," Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have? ",15.0,"Step 1: Add the number of carrots Olivia and her mom picked together. 

20 + 14 = 34 

Step 2: Subtract the number of good carrots from the total number of carrots picked. 

34 - 19 = 15 

Therefore, Olivia and her mom had 15 bad carrots.",,34.0
67, George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now? ,8.0,"1. George had 30 dollars.
2. He got 16 more dollars for his birthday, so he now has 30 + 16 = 46 dollars.
3. He spent 38 dollars on a new game, so he now has 46 - 38 = 8 dollars left.
4. Therefore, George has 8 dollars now.",,8.0
68," There were 6 girls and 48 boys trying out for the schools basketball team. If only 7 of them got called back, how many students didn't make the cut? ",47.0,"Step 1: Add the number of girls and boys trying out: 6 + 48 = 54
Step 2: Subtract the number of students who got called back from the total number of students who tried out: 54 - 7 = 47
Step 3: The answer is 47 students who didn't make the cut.",,1.0
69, For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell? ,51.0,"1. Start with the total number of pastries Amy had before the sale: 

15 cupcakes + 48 cookies = 63 pastries 

2. Subtract the number of pastries she took back home: 

63 pastries - 12 pastries = 51 pastries 

Therefore, Amy sold 51 pastries at the school bake sale.",,63.0
70," At the schools book fair Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, how many new books did he buy? ",53.0,"1. Victor bought a total of 32 + 37 = 69 books at the book fair.
2. Out of these 69 books, 16 were used, so he bought 69 - 16 = 53 new books. 
3. Therefore, Victor bought 53 new books at the book fair.",,53.0
71," While on vacation, Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",20.0,"1. Haley took 50 pictures at the zoo and 8 at the museum, so she had a total of 50 + 8 = 58 pictures.
2. She deleted 38 pictures, so she was left with 58 - 38 = 20 pictures from her vacation. 
3. Therefore, Haley still had 20 pictures from her vacation after deleting 38 of them.",,20.0
72," The school cafeteria ordered 37 red apples and 45 green apples for students lunches. But, if only 51 students wanted fruit, how many extra did the cafeteria end up with? ",31.0,"1. First, we need to find the total number of apples ordered: 

37 (red apples) + 45 (green apples) = 82 apples 

2. Next, we need to figure out how many apples each student would get if all 82 apples were distributed evenly: 

82 apples ÷ 51 students = 1.61 apples per student 

(Note: We can't give each student exactly 1.61 apples, so we'll round down to 1 apple per student.) 

3. Now we can find out how many apples were actually needed for the 51 students: 

51 students x 1 apple per student = 51 apples 

4. Finally, we can subtract the number of apples needed from the total number of apples ordered to find the extras: 

82 apples - 51 apples = 31 extra apples 

So the cafeteria ended up with 31 extra apples.",,82.0
73," While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them, how many towels did Maria end up with? ",22.0,"1. Maria bought 35 green towels and 21 white towels, so she had a total of 35 + 21 = 56 towels.
2. She gave her mother 34 towels, so she was left with 56 - 34 = 22 towels. 
3. Therefore, Maria ended up with 22 towels.",,22.0
74," There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",39.0,"Step 1: Find the total number of students trying out for the basketball team.
17 girls + 32 boys = 49 students

Step 2: Subtract the number of students who got called back from the total number of students trying out.
49 students - 10 students = 39 students

Step 3: Answer the question.
39 students didn't make the cut.",,39.0
75," Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only 71 of the carrots were good, how many bad carrots did they have? ",14.0,"First, we add the number of carrots Nancy and her mom picked: 

38 + 47 = 85 

This means they picked a total of 85 carrots. 

Next, we subtract the number of good carrots from the total: 

85 - 71 = 14 

So they had 14 bad carrots.",,85.0
