,question,answer,response,mapping,response_answer
10,3 birds were sitting on the fence. 6 more storks and 2 more birds came to join them.How many more storks than birds are sitting on the fence?,1.0,"There were originally 3 birds on the fence. 6 more storks and 2 more birds joined, making a total of 3 + 6 + 2 = 11. There are 11 - 3 = 8 more storks than birds on the fence. The answer is 8.",,8.0
11,They decided to hold the party in their backyard. If they have 11 sets of tables and each set has 13 chairsHow many chairs do they have in the backyard?,143.0,"If they have 11 sets of tables and each set has 13 chairs, then they have a total of 11 x 13 = 143 chairs in the backyard. The answer is 143.",,143.0
12,In a school there are 458 more girls than boys. If there are 692 girlsHow many pupils are there in that school?,926.0,"Let's call the number of boys in the school ""B"". We know that there are 458 more girls than boys, so the number of girls in the school is ""B + 458"". We also know that there are 692 girls in the school. So we can set up an equation:

B + 458 = 692

Subtracting 458 from both sides, we get:

B = 234

So there are 234 boys in the school. To find the total number of pupils, we add the number of boys to the number of girls:

234 + 692 = 926

So there are 926 pupils in the school.",,926.0
13,After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feetHow deep was the water?,255.0,"If Ron stands at 13 feet, then Dean must be 4 feet taller, which means he stands at 13 + 4 = 17 feet. The depth of the water is 15 times Dean's height, so it is 15 x 17 = 255 feet deep. The answer is 255 feet.",,255.0
14,6 birds were sitting on the fence. 4 more birds and 8 more storks came to join them.How many birds are sitting on the fence?,10.0,There were originally 6 birds on the fence. Then 4 more birds and 8 more storks joined them. So the total number of birds on the fence is 6 + 4 = 10 (birds) and 10 + 8 = 18 (birds and storks). The answer depends on whether the question is asking for the total number of birds or the total number of birds and storks.,,18.0
15,Marco and his dad went strawberry picking. Together they collected strawberries that weighed 36 pounds. On the way back Marco ' dad lost 8 pounds of strawberries. Marco's strawberries now weighed 12 pounds.How much did his dad's strawberries weigh now?,16.0,"Before losing 8 pounds, Marco and his dad collected 36 pounds of strawberries. After Marco's strawberries weighed 12 pounds, his dad's strawberries must have weighed 36 - 12 = 24 pounds. After losing 8 pounds, his dad's strawberries weighed 24 - 8 = 16 pounds. The answer is 16.",,16.0
16,In a school there are 697 girls and the rest are boys. If there are 228 more girls than boysHow many boys are there in that school?,469.0,"There are 697 girls in the school. Let's call the number of boys ""b"". We know that there are 228 more girls than boys, so we can set up the equation:

697 = b + 228

To solve for ""b"", we need to isolate it on one side of the equation. We can do this by subtracting 228 from both sides:

697 - 228 = b

469 = b

So there are 469 boys in the school.",,469.0
17,In a school there are 732 girls and 761 boys. 682 more girls and 8 more boys joined the school.How many girls are there in the school now?,1414.0,"Originally, there were 732 girls in the school. Then 682 more girls joined, making a total of 732 + 682 = 1414 girls. There were also 761 boys originally, and 8 more boys joined, making a total of 761 + 8 = 769 boys. Therefore, there are 1414 girls in the school now.",,1414.0
18,Danny collects bottle caps and wrappers. He found 22 bottle caps and 30 wrappers at the park. Now he has 17 bottle caps and 57 wrappers in his collection.How many wrappers did danny have at first?,27.0,"Danny found 22 bottle caps and 30 wrappers at the park, so he had 22 + 30 = 52 items in his collection. Now he has 17 bottle caps and 57 wrappers, so he has 17 + 57 = 74 items in his collection. To find out how many wrappers he had at first, we can subtract the number of bottle caps he had at first from the total number of items he has now: 74 - 22 = 52. Therefore, Danny had 52 wrappers at first.",,52.0
19,Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser.How many more crayons than erasers did he have left?,66.0,"Paul started with 457 erasers and 617 crayons. At the end of the school year, he had 523 crayons left. So he used 617 - 523 = 94 crayons. He didn't lose any erasers, so he still had 457 erasers. He had 523 crayons left, which is 523 - 457 = 66 more crayons than erasers. The answer is 66.",,66.0
20,Baker made 121 cakes. He sold 105 of them and bought 170 new cakes.How many cakes does baker still have?,186.0,"Baker started with 121 cakes. He sold 105, so he had 121 - 105 = 16 left. Then he bought 170 more cakes, so he had 16 + 170 = 186 cakes. The answer is 186.",,186.0
21,An industrial machine worked for 5 minutes. It can make 4 shirts a minute.How many shirts did machine make?,20.0,"The machine worked for 5 minutes and can make 4 shirts a minute. So in 5 minutes, it can make 5 x 4 = 20 shirts. The machine made 20 shirts.",,20.0
22,The bananas in Philip's collection are organized into groups of size 18. If there are a total of 180 bananas in Philip's banana collectionHow many groups are there?,10.0,"If the bananas are organized into groups of size 18, then the total number of groups is equal to the total number of bananas divided by 18: 180/18 = 10. Therefore, there are 10 groups in Philip's banana collection.",,10.0
23,There were some birds sitting on the fence. 4 more birds came to join them. If there are a total of 5 birds on the fence nowHow many birds had been sitting on the fence at the start?,1.0,"Before the 4 birds joined, there were 5 - 4 = 1 bird on the fence. So there were originally 1 bird sitting on the fence. The answer is 1.",,1.0
24,Jerry had 3 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed some of the old ones. If there are 6 action figures on his shelf nowHow many action figures did he remove from the shelf?,1.0,"Jerry started with 3 action figures. Then he added 4 more, making a total of 7. But now there are only 6 on the shelf, so he must have removed 7 - 6 = 1 action figure. The answer is 1.",,1.0
25,Danny collects bottle caps and wrappers. He found 65 wrappers and 5 bottle caps at the park. Now he has 31 bottle caps and 9 wrappers in his collection.How many more wrappers than bottle caps did danny find at the park?,60.0,"Danny started with 31 bottle caps and found 5 more at the park, so he had 31 + 5 = 36 bottle caps. He started with 9 wrappers and found 65 more at the park, so he had 9 + 65 = 74 wrappers. He found 74 - 36 = 38 more wrappers than bottle caps at the park. The answer is 38.",,38.0
26,Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participateHow many students participated in the suggestion of new food items?,488.0,"The number of students who participated in suggesting new food items is the sum of those who suggested mashed potatoes, those who suggested bacon, and those who did not participate. 

So, 

Number of students who suggested mashed potatoes = 450 
Number of students who suggested bacon = 38 

Total number of students who participated = 450 + 38 + (number who did not participate) 

We know that there were a total of 66 choices, so the number who did not participate is: 

Number who did not participate = 66 - (number who suggested mashed potatoes) - (number who suggested bacon) 

Number who did not participate = 66 - 450 - 38 = -422 

This doesn't make sense, as we can't have negative students. So, we must have made an error somewhere. It's possible that the question is incomplete or there is missing information.",,422.0
27,Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initiallyHow many crackers and cakes did each person eat?,1.0,"Matthew had a total of 13 + 15 = 28 snacks initially. He gave equal numbers of crackers and cakes to his 28 friends, so each friend received 28/2 = 14 snacks. Therefore, each person ate 13/14 of a cracker and 15/14 of a cake.",,14.0
28,"A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda.How many bottles of regular soda and diet soda did they have altogether?",89.0,"The grocery store had 49 bottles of regular soda and 40 bottles of diet soda. So in total, they had 49 + 40 = 89 bottles of regular and diet soda. The answer is 89.",,89.0
29,"Dan has $ 3. He bought 2 candy bar for $ 4, each one costing the same amount of money.How much did each candy bar cost?",2.0,"Dan had $3 and spent $4 on 2 candy bars. So he spent $2 on each candy bar. Therefore, each candy bar cost $2.",,2.0
30,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,5.0,"Tiffany had 7 bags of cans on Monday. The next day she found 12 more bags worth of cans. So she had a total of 7 + 12 = 19 bags on the next day. To find out how many more bags she found on the next day than she had on Monday, we subtract the number of bags she had on Monday from the total number of bags she had on the next day: 19 - 7 = 12. Therefore, Tiffany found 12 more bags on the next day than she had on Monday.",,12.0
31,There were 15 roses and 62 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 17 roses and 96 orchids in the vase.How many roses did she cut?,2.0,"Originally, there were 15 roses and 62 orchids in the vase. After Jessica cut some more flowers, there were 17 roses and 96 orchids in the vase. So she added 17 - 15 = 2 roses. She also added 96 - 62 = 34 orchids. Therefore, Jessica cut 15 - 2 = 13 roses. The answer is 13.",,13.0
32,There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all basketsHow many baskets of peaches are there?,1.0,"Each basket has 4 + 3 = 7 peaches in total.
If there are a total of 7 peaches, then there must be 7/7 = 1 basket. The answer is 1.",,1.0
33,There were 78 dollars in Olivia's wallet. She spent 15 dollars at a supermarket.How much money does she have left?,63.0,Olivia had 78 dollars in her wallet. She spent 15 dollars at the supermarket. So she has 78 - 15 = 63 dollars left. The answer is 63.,,63.0
34,"Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the dayHow many emails did Jack receive in the afternoon?",1.0,"Jack received 6 emails in the morning and a total of 10 emails in the day. So he must have received 10 - 6 = 4 emails in the afternoon and evening combined. Since he received 3 emails in the afternoon, he must have received 4 - 3 = 1 email in the evening. Therefore, Jack received 3 emails in the afternoon. The answer is 3.",,3.0
35,Dan has $ 4. He bought a candy bar for $ 8. Then his friend have him $ 5How much money is left?,1.0,"Dan started with $4. He spent $8 on a candy bar, so he had -$4 (negative four dollars). Then his friend gave him $5, so he had -$4 + $5 = $1 left. The answer is $1.",,1.0
36,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 703 visitors came to the Buckingham palace on the previous day. If there were 246 visitors on that dayHow many visited the Buckingham palace within 25 days?",949.0,"The information about the previous day's visitors is not relevant to the question of how many visitors came within 25 days. Therefore, we cannot answer this question with the given information.",,25.0
37,For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 7 more dollars. If she spent 4 dollars.How much more money did she receive from her mom than she did from her dad?,2.0,"Gwen received 5 dollars from her dad and 7 more dollars from her mom, so she received a total of 5 + 7 = 12 dollars. After spending 4 dollars, she had 12 - 4 = 8 dollars left. Her mom gave her 7 more dollars than her dad did, so the difference is 7. The answer is 7.",,7.0
38,There are 142 bananas and 356 oranges in Philip's collection. If the bananas are organized into 47 groups and oranges are organized into 178 groupsHow big is each group of oranges?,2.0,"To find out how big each group of oranges is, we need to divide the total number of oranges (356) by the number of groups (178): 

356 ÷ 178 = 2 

So each group of oranges has 2 oranges.",,2.0
39,There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the booksHow many more movies than books have you read?,3.0,"You read 19 of the movies and 16 of the books. So you have read a total of 19 + 16 = 35 items in the series. There are 8 books and 5 movies, so there are 8 + 5 = 13 items in total. To find out how many more movies than books you have read, you need to subtract the number of books you have read from the number of movies you have read: 19 - 5 = 14. So you have read 14 more movies than books. The answer is 14.",,14.0
40,Mary is baking a cake. The recipe calls for 12 cups of flour and 5 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flourHow many cups of flour did she put in?,10.0,The recipe calls for 12 cups of flour and Mary still needs 2 more cups. So she has already put in 12 - 2 = 10 cups of flour. The answer is 10.,,10.0
41,Danny collects bottle caps and wrappers. He found 46 wrappers and 50 bottle caps at the park. Now he has 21 bottle caps and 52 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,4.0,"Danny found 46 wrappers and 50 bottle caps at the park. He now has 21 bottle caps and 52 wrappers in his collection. To find out how many more bottle caps than wrappers he found at the park, we need to subtract the number of wrappers from the number of bottle caps: 

50 - 46 = 4 

So Danny found 4 more bottle caps than wrappers at the park. The answer is 4.",,4.0
42,Luke played 177 rounds of a trivia game. If he gained 46 points in each roundHow many points did he score in the game?,8142.0,"Luke played 177 rounds and gained 46 points in each round. To find out how many points he scored in total, we can multiply the number of rounds by the number of points gained in each round: 

177 x 46 = 8130 

Therefore, Luke scored 8130 points in the game.",,8130.0
43,3 birds and 4 storks were sitting on the fence. 2 more birds came to join them.How many more birds than storks are sitting on the fence?,1.0,"There were originally 3 birds and 4 storks, so there were 3 + 4 = 7 animals on the fence. After 2 more birds joined, there were 7 + 2 = 9 animals on the fence. Out of the 9 animals, 5 are birds (3 original birds + 2 new birds) and 4 are storks. So there are 5 - 4 = 1 more bird than stork on the fence. The answer is 1.",,1.0
44,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper.How far did the mouse jump?",39.0,"The grasshopper jumped 9 inches. The frog jumped 33 inches farther than the grasshopper, so the frog jumped 9 + 33 = 42 inches. The mouse jumped 3 inches less than the frog, so the mouse jumped 42 - 3 = 39 inches. The answer is 39.",,39.0
45,Zachary did 35 push-ups and 3 crunches in gym class today. David did 58 more push-ups but 87 less crunches than zachary.How many more push-ups than crunches did Zachary do?,32.0,"Zachary did 35 push-ups and 3 crunches. David did 58 more push-ups than Zachary, so he did 35 + 58 = 93 push-ups. David also did 87 less crunches than Zachary, so he did 3 - 87 = -84 crunches (which means he did not do any crunches). Therefore, Zachary did 35 push-ups - 3 crunches = 32 more push-ups than crunches. The answer is 32.",,32.0
46,"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening.How many emails did Jack receive in the afternoon and evening?",13.0,Jack received 5 emails in the afternoon and 8 emails in the evening. So he received a total of 5 + 8 = 13 emails in the afternoon and evening. The answer is 13.,,13.0
47,Jerry had 7 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed 10 of the old ones. If there are 8 action figures on his shelf nowHow many action figures did he add to the shelf?,11.0,Jerry started with 7 action figures. He removed 10 and added some more. So he must have added 10 - 8 = 2 action figures to the shelf. The answer is 2.,,2.0
48,Julia played tag with 12 kids on monday. She played tag with 14 kids on tuesday. She spent a total of 34 hours to play tag on both days.How many kids did she play with altogether?,26.0,"Julia played tag with 12 kids on Monday and 14 kids on Tuesday. So she played with a total of 12 + 14 = 26 kids. She spent a total of 34 hours playing tag on both days. There is no information given to calculate the number of hours she spent playing tag with each group of kids. Therefore, we cannot determine the answer to this question.",,34.0
49,Nell collects cards. She had 309 baseball cards and 356 Ace cards. She gave some of her cards to Jeff and now has 415 baseball cards and Ace cards left.How many more baseball cards than Ace cards does Nell have?,266.0,"Nell originally had 309 + 356 = 665 cards. After giving some to Jeff, she has 415 cards left. So she gave Jeff 665 - 415 = 250 cards. Let's call the number of baseball cards she gave to Jeff ""x"". Then the number of Ace cards she gave to Jeff is 250 - x. 

After giving some cards to Jeff, Nell has 415 baseball cards and Ace cards left. So:

415 = (309 - x) + (356 - (250 - x))

Simplifying this equation, we get:

415 = 415 + x

x = 0

This means that Nell didn't give any baseball cards to Jeff, and gave him all 250 Ace cards. So she has 309 - 0 = 309 baseball cards left, and 356 - 250 = 106 Ace cards left. 

Nell has 309 - 106 = 203 more baseball cards than Ace cards. The answer is 203.",,203.0
50,"At the zoo, a cage had 93 snakes and 97 alligators. If 40 alligators were hidingHow many alligators were not hiding?",57.0,"There were originally 97 alligators. 40 were hiding, so there are 97 - 40 = 57 alligators not hiding. The answer is 57.",,57.0
51,You have read 8 books from the ' crazy silly school ' series. If there are a total of 14 different books in the ' crazy silly school ' seriesHow many more do you still have to read?,6.0,You have already read 8 books. There are 14 books in total. So you still have to read 14 - 8 = 6 more books. The answer is 6.,,6.0
52,Emily is making bead necklaces for her 43 friends. She had 20 beads and she was able to make 5 necklaces.How many beads did each necklace need?,4.0,Emily made 5 necklaces for her 43 friends. So each necklace needed 20 beads / 5 necklaces = 4 beads. The answer is 4.,,4.0
53,Frank put 11 pieces of candy in each bag. If he had 22 pieces of candyHow many bags would he have?,2.0,"Frank had 22 pieces of candy. If he put 11 pieces in each bag, he would have 22/11 = 2 bags. The answer is 2.",,2.0
54,A waiter had 12 customers. After some left he still had 14 customers. Then he got 10 new customersHow many customers does he have now?,24.0,"The waiter originally had 12 customers. After some left, he still had 14, so he must have had 2 new customers. Then he got 10 more customers, so he now has 14 + 10 = 24 customers. The answer is 24.",,24.0
55,A farmer had 90 tomatoes in his garden. If he picked 154 of them yesterday and 50 today.How many tomatoes did he pick in all?,204.0,The farmer started with 90 tomatoes. He picked 154 yesterday and 50 today. So he picked a total of 90 + 154 + 50 = 294 tomatoes. The answer is 294.,,294.0
56,"5 red peaches, 14 yellow peaches and 6 green peaches are in the basket.How many green and yellow peaches are in the basket?",20.0,There are 14 yellow peaches and 6 green peaches in the basket. The answer is 14 + 6 = 20.,,14.0
57,Winter is almost here and most animals are migrating to warmer countries. There were 89 bird families living near the mountain. If 60 bird families flew away for winterHow many more bird families flew away for the winter than those that stayed behind?,31.0,"There were originally 89 bird families. 60 flew away for winter, so the number that stayed behind is 89 - 60 = 29. The difference between the number that flew away and the number that stayed behind is 60 - 29 = 31. Therefore, 31 more bird families flew away for winter than those that stayed behind. The answer is 31.",,31.0
58,There were 9 roses and 6 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 13 orchids and 3 roses in the vase.How many more orchids than roses are there in the vase now?,10.0,"Originally, there were 9 roses and 6 orchids in the vase, for a total of 15 flowers. Now there are 13 orchids and 3 roses, for a total of 16 flowers. So there must be 16 - 15 = 1 more flower in the vase now. Since there are 13 orchids and 3 roses, there are 13 - 3 = 10 more orchids than roses in the vase now. The answer is 10.",,10.0
59,"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous dayHow many more visitors visited the Buckingham palace on that day than on the previous day?",61.0,"On the day Rachel visited, there were 661 visitors. The previous day, there were 600 visitors. To find out how many more visitors there were on Rachel's day, we can subtract the previous day's visitors from Rachel's day's visitors: 661 - 600 = 61. Therefore, there were 61 more visitors on Rachel's day than on the previous day. The answer is 61.",,61.0
60,A waiter had 12 customers. While 15 customers left he got 14 new customers.How many customers does he still have?,11.0,The waiter started with 12 customers. Then 15 left and 14 new ones came in. So the total change in customers is -15 + 14 = -1. This means the waiter now has 12 - 1 = 11 customers. The answer is 11.,,11.0
61,Emily is making bead necklaces for her 72 friends. She has 6 beads and each necklace takes 3 beads.How many necklaces can Emily make?,2.0,"Emily has 6 beads and each necklace takes 3 beads. So she can make 6/3 = 2 necklaces with the beads she has. Since she has 72 friends, she will need to make 72/2 = 36 sets of 2 necklaces. The answer is 36.",,36.0
62,He also had 26 aquariums for saltwater animals. The aquarium had 52 saltwater animals in total and every aquarium had the same number of animals.How many saltwater animals does each aquarium have?,2.0,"If there are 26 aquariums and a total of 52 saltwater animals, then each aquarium must have 52/26 = 2 saltwater animals. The answer is 2.",,2.0
63,Mary is baking a cake. The recipe calls for 11 cups of flour and 7 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour than sugarHow many cups of flour did she put in?,2.0,"The recipe calls for 11 cups of flour and 7 cups of sugar. If Mary still needs 2 more cups of flour than sugar, that means she needs 9 cups of flour and 7 cups of sugar. Let's call the amount of flour she already put in ""x"". So we have the equation: 

x + 2 = 11 

Solving for x, we get: 

x = 9 

So Mary already put in 9 cups of flour. The answer is 9.",,9.0
64,Baker made 149 cakes and 91 pastries. If he sold 10 cakes and 90 pastriesHow many cakes would baker still have?,139.0,"Baker originally had 149 cakes and 91 pastries. After selling 10 cakes and 90 pastries, he would have 149 - 10 = 139 cakes left. The answer is 139.",,139.0
65,Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left.How many files did he delete?,3.0,"Dave originally had 24 files and 13 apps. After deleting some, he had 17 apps and 21 files left. So he deleted 24 - 21 = 3 files. The answer is 3.",,3.0
66,An industrial machine made 9 shirts yesterday and 8 shirts today. It can make 2 shirts a minute.How many minutes did the machine work today?,4.0,"The machine made 9 shirts yesterday and 8 shirts today, so it made a total of 9 + 8 = 17 shirts. Since the machine can make 2 shirts a minute, it worked for 17/2 = 8.5 minutes today. The answer is 8.5.",,8.5
67,Rebecca wants to split a collection of eggs into 3 groups. Rebecca has 4 marbles and 15 eggs.How many eggs will each group have?,5.0,Rebecca has a total of 15 eggs. She wants to split them into 3 groups. So each group will have 15/3 = 5 eggs. The answer is 5.,,5.0
68,Matthew had some crackers. If Matthew gave 2 crackers to each of his 11 friendsHow many crackers did Matthew have?,22.0,We don't have enough information to answer this question. We need to know how many crackers Matthew had originally.,,
69,Olivia spent 78 dollars at a supermarket. If she has 33 dollars left with herHow much money did she have initially?,111.0,Olivia spent 78 dollars at the supermarket and has 33 dollars left. So initially she had 78 + 33 = 111 dollars. The answer is 111.,,111.0
70,If Lewis earns $ 1357 every week during the 223 weeks of a harvest season.How much money will he earn if he works for 73 harvest seasons?,22090603.0,"Lewis earns $1357 every week during 1 harvest season, which is 223 weeks. So he earns 1357 x 223 = $303,011 per harvest season. If he works for 73 harvest seasons, he will earn 303,011 x 73 = $22,109,803. The answer is $22,109,803.",,22109803.0
71,Because of the decision Sofia asked 310 students to suggest specific types of food. 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu.How many students suggested bacon?,125.0,"We know that 310 students were asked to suggest food. Out of those, 185 suggested mashed potatoes. So the remaining students must have suggested bacon. To find out how many students suggested bacon, we can subtract 185 from 310: 310 - 185 = 125. Therefore, 125 students suggested bacon.",,125.0
72,Jack received 3 emails and 64 letters in the morning. He then received 5 emails and 54 letters in the afternoon.How many emails did jack receive in the day?,8.0,Jack received a total of 3 + 5 = 8 emails in the day. The answer is 8.,,8.0
73,Paco had 40 cookies. He ate 2 of them. Then he bought 37 more cookiesHow many cookies did Paco have left?,75.0,"Paco started with 40 cookies. He ate 2, so he had 40 - 2 = 38. Then he bought 37 more, so he had 38 + 37 = 75 cookies. The answer is 75.",,75.0
74,Because of the decision Sofia asked the students to suggest specific types of food. If 218 students suggested adding mashed potatoes as well as bacon while 351 suggested adding only bacon to the menuHow many students suggested adding bacon?,569.0,351 students suggested adding bacon to the menu.,,351.0
75,If each bag has 41 cookies and you had 53 bags of cookiesHow many cookies would you have?,2173.0,"If each bag has 41 cookies and you have 53 bags, you would have 41 x 53 = 2,173 cookies. The answer is 2,173.",,2173.0
76,Rachel had to complete 2 pages of reading homework and 4 pages of math homework.How many more pages of math homework than reading homework did she have?,2.0,"Rachel had 2 pages of reading homework and 4 pages of math homework. To find out how many more pages of math homework she had than reading homework, we need to subtract the number of reading pages from the number of math pages: 4 - 2 = 2. Rachel had 2 more pages of math homework than reading homework. The answer is 2.",,2.0
77,Allan brought 5 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park.How many balloons did Allan bring to the park?,8.0,Allan brought 5 balloons originally. Then he bought 3 more at the park. So he brought a total of 5 + 3 = 8 balloons to the park. The answer is 8.,,8.0
78,"Julia played tag with 8 kids on monday, 11 kids on tuesday and 9 kids on wednesday.How many more kids did she play with on tuesday than on wednesday?",2.0,"Julia played with 11 kids on Tuesday and 9 kids on Wednesday. To find out how many more kids she played with on Tuesday than on Wednesday, we need to subtract the number of kids she played with on Wednesday from the number of kids she played with on Tuesday. 

11 - 9 = 2 

So Julia played with 2 more kids on Tuesday than on Wednesday. The answer is 2.",,2.0
79,The Razorback shop makes $ 5 dollars off each jersey and $ 215 off each t-shirt. During the Arkansas and Texas tech game they sold 20 t-shirts and 64 jerseys.How much money did they make from selling the t-shirts?,4300.0,"They sold 20 t-shirts and made $215 off each one, so they made 20 x $215 = $4300 from selling t-shirts. The answer is $4300.",,4300.0
80,36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus.How many more children got off the bus than those that got on?,24.0,"Initially, there were 36 children on the bus. Then 68 got off, leaving some on and some new ones got on. So the total number of children on the bus was 12. Therefore, the number of children who got on the bus was 12 - (36 - 68) = 44. The number of children who got off the bus more than those who got on is 68 - 44 = 24. The answer is 24.",,24.0
81,Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookiesHow many did each of them have?,7.0,"Brenda's mother made 14 cookies for 2 guests. To find out how many cookies each of them had, we need to divide the total number of cookies by the number of guests: 14 ÷ 2 = 7. Each of them had 7 cookies. The answer is 7.",,7.0
82,Tiffany was collecting cans for recycling. On monday she had 4 bags of cans. The next day she found some more bags worth of cans. If she had a total of 6 bags altogetherHow many bags did she find on the next day?,2.0,"Tiffany had 4 bags of cans on Monday. After finding some more bags, she had a total of 6 bags. So she must have found 6 - 4 = 2 bags on the next day. The answer is 2.",,2.0
83,In a school there are 632 girls and 410 boys. 465 more girls joined the school.How many more girls than boys does the school have?,687.0,"Originally, there were 632 girls and 410 boys, so the difference in number of girls and boys was 632 - 410 = 222. After 465 more girls joined, the school had 632 + 465 = 1097 girls. The number of boys remained the same at 410. So the difference in number of girls and boys became 1097 - 410 = 687. Therefore, the school now has 687 more girls than boys.",,687.0
84,Emily is making bead necklaces for her friends where each necklace takes 5 beads. She made 4 necklaces.How many beads did Emily have?,20.0,"Emily made 4 necklaces, and each necklace takes 5 beads. So she used a total of 4 x 5 = 20 beads. The answer is 20.",,20.0
85,Randy has 95 blocks. He uses 20 blocks to build a house and 50 blocks to build a tower.How many more blocks did he use to build the tower than he did to build the house?,30.0,Randy used 20 blocks to build a house and 50 blocks to build a tower. So he used 50 - 20 = 30 more blocks to build the tower than he did to build the house. The answer is 30.,,30.0
