,question,answer,response,mapping,response_answer
10," Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",[66.0],"A: mapping: {x: number of shirts Oliver did not wash}
Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts, for a total of 39 + 47 = 86 shirts. He only washed 20 of them, so he did not wash x shirts.
Eq1: x = 86 - 20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 86 - 20)
print(solve(Eq1,x))
We got 66 from sympy, so the answer is 66.",,[66.0]
11, For the school bake sale Wendy made pastries. She baked 4 cupcakes and 29 cookies. After the sale she had 24 to take back home. How many pastries did she sell? ,[9.0],"A: mapping: {x: number of pastries Wendy sold}
Wendy made 4 cupcakes and 29 cookies, so she made a total of 4 + 29 = 33 pastries. After the sale, she had 24 pastries left, so she sold 33 - 24 = 9 pastries.
Eq1: x=9
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,9)
print(solve(Eq1,x))
We got 9 from sympy, which confirms our answer.",,[9.0]
12," While on vacation, Debby took 24 pictures at the zoo and 12 at the museum. If she later deleted 14 of the pictures, how many pictures from her vacation did she still have? ",[22.0],"A: mapping: {x: number of pictures Debby still has from her vacation}
Debby took 24 pictures at the zoo and 12 at the museum, but deleted 14 pictures.
Eq1: x=24+12-14
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,24+12-14)
print(solve(Eq1,x))
We got 22 from sympy, so the answer is 22.",,[22.0]
13," Katie picked 3 tulips and 9 roses to make flower bouquets. If she only used 10 of the flowers though, how many extra flowers did Katie pick? ",[2.0],"A: mapping: {x: extra flowers Katie picked}
Katie picked 3 tulips and 9 roses, which is a total of 3+9=12 flowers. She only used 10 of them, so the number of extra flowers she picked is:
Eq1: x=12-10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12-10)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,[2.0]
14," Faye had 46 math problems and 9 science problems for homework. If she finished 40 of the problems at school, how many problems did she have to do for homework? ",[15.0],"A: mapping: {x: number of problems Faye had to do for homework}
Faye had 46 math problems and 9 science problems for homework. She finished 40 of the problems at school.
Eq1: x = 46 + 9 - 40
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 46 + 9 - 40)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,[15.0]
15," Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ",[2.0],"A: mapping: {x: number of files still on her flash drive}
Amy had 4 music files and 21 video files on her flash drive. She deleted 23 files.
Eq1: x = 4 + 21 - 23
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 4 + 21 - 23)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,[2.0]
16," Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",[14.0],"A: mapping: {x: number of good games Ned ended up with}
Ned bought 11 games from a friend and 22 more at a garage sale, so he had 11+22 games
Eq1: x=11+22-19
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11+22-19)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,[14.0]
17, Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game? ,[86.0],"A: mapping: {x: points Chloe had at the end of the game}
Chloe scored 40 points in the first round, 50 points in the second round, and lost 4 points in the last round.
Eq1: x=40+50-4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,40+50-4)
print(solve(Eq1,x))
We got 86 from sympy, so the answer is 86.",,[86.0]
18," At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left? ",[50.0],"A: mapping:{x: tickets Tom has left}
Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. He spent 7 tickets on a hat.
Eq1: x=32+25-7
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,32+25-7)
print(solve(Eq1,x))
We got 50 from sympy, so the answer is 50.",,[50.0]
19," Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",[25.0],"A: mapping: {x: number of bad carrots}
Bianca picked 26 carrots and her mother picked 15, so they picked a total of 26+15=41 carrots. If only 16 of them were good, then the rest must be bad.
Eq1: x=41-16
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41-16)
print(solve(Eq1,x))
We got 25 from sympy, so the answer is 25 bad carrots.",,[25.0]
20, For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? ,[4.0],"A: mapping: {x: number of pastries Katie sold}
Katie baked 7 cupcakes and 5 cookies, and had 8 left to take back home. This means she sold x pastries.
Eq1: x = 7 + 5 + 8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 7 + 5 + 8)
print(solve(Eq1,x))
We got 20 from sympy, so the answer is 20.",,[20.0]
21, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,[68.0],"A: mapping: {x: number of pictures Zoe still has to color}
Zoe bought two coloring books with 44 pictures each. She colored 20 pictures in one week.
Eq1: x = 44 + 44 - 20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 44 + 44 - 20)
print(solve(Eq1,x))
We got 68 from sympy, so the answer is 68.",,[68.0]
22," John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ",[6.0],"A: mapping: {x: number of good games John ended up with}
John bought 21 games from a friend and 8 more at a garage sale, but 23 of them didn't work.
Eq1: x = 21 + 8 - 23
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 21 + 8 - 23)
print(solve(Eq1,x))
We got 6 from sympy, so the answer is 6.",,[6.0]
23, Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,[19.0],"A: mapping:{x:money Henry has now}
Henry had 11 dollars, got 18 more dollars for his birthday, but spent 10 on a new game.
Eq1: x=11+18-10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11+18-10)
print(solve(Eq1,x))
We got 19 from sympy, so the answer is 19.",,[19.0]
24," While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",[55.0],"A: mapping: {x: number of pictures Gwen still has from her vacation}
Gwen took 41 pictures at the zoo and 29 at the museum, but deleted 15 pictures.
Eq1: x=41+29-15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41+29-15)
print(solve(Eq1,x))
We got 55 from sympy, so the answer is 55.",,[55.0]
25," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",[34.0],"A: mapping: {x: number of shirts Sam did not wash}
Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts, for a total of 63 shirts. He washed 29 of them, so he did not wash x shirts.
Eq1: x=63-29
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,63-29)
print(solve(Eq1,x))
We got 34 from sympy, so the answer is 34.",,[34.0]
26, A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ,[12.0],"A: mapping:{x:cats they have left}
The pet store had 12 siamese cats and 20 house cats. They sold 20 cats during the sale.
Eq1: x=12+20-20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12+20-20)
print(solve(Eq1,x))
We got 12 from sympy, so the answer is 12.",,[12.0]
27," Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ",[16.0],"A: mapping: {x: number of bad carrots}
Faye picked 23 carrots and her mother picked 5, so they picked a total of 23+5=28 carrots. If only 12 of them were good, then the rest must be bad.
Eq1: x=28-12
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,28-12)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16 bad carrots.",,[16.0]
28," The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",[73.0],"A: mapping: {x: extra apples the cafeteria ended up with}
The cafeteria ordered 43 red apples and 32 green apples, but only 2 students wanted fruit.
Eq1: x = 43 + 32 - (2*2)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43+32-(2*2))
print(solve(Eq1,x))
We got 71 from sympy, so the answer is 71 extra apples.",,[71.0]
29," There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",[17.0],"A: mapping: {x: number of students who didn't make the cut}
There were 39 girls and 4 boys trying out for the basketball team, so there were 39+4=43 students in total. Only 26 of them got called back, so the number of students who didn't make the cut is:
Eq1: x=43-26
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43-26)
print(solve(Eq1,x))
We got 17 from sympy, so the answer is 17.",,[17.0]
30, A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,[18.0],"A: mapping: {x: number of cats left}
The pet store had 38 siamese cats and 25 house cats, and sold 45 cats.
Eq1: x = 38 + 25 - 45
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 38 + 25 - 45)
print(solve(Eq1,x))
We got 18 from sympy, so the answer is 18.",,[18.0]
31, For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,[41.0],"A: mapping: {x: number of pastries Paige sold}
Paige baked 36 cupcakes and 9 cookies, and had 4 left over to take home.
Eq1: x = 36 + 9 - 4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,36+9-4)
print(solve(Eq1,x))
We got 41 from sympy, so the answer is 41.",,[41.0]
32, Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,[7.0],"A: mapping: {x: points Carol had at the end of the game}
Carol scored 17 points in the first round, 6 points in the second round, and lost 16 points in the last round.
Eq1: x=17+6-16
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+6-16)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,[7.0]
33, Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,[36.0],"A: mapping: {x: number of pictures Gwen still has to color}
Gwen bought two coloring books, one with 10 pictures and the other with 39 pictures. She colored 13 pictures in total.
Eq1: x = 10 + 39 - 13
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 10 + 39 - 13)
print(solve(Eq1,x))
We got 36 from sympy, so the answer is 36.",,[36.0]
34," For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ",[63.0],"A: mapping: {x: pieces of candy they have left}
Janet had 34 pieces of candy and her sister had 33. They ate 4 pieces on the first night.
Eq1: x = 34 + 33 - 4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 34 + 33 - 4)
print(solve(Eq1,x))
We got 63 from sympy, so the answer is 63.",,[63.0]
35," Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ",[13.0],"A: mapping: {x: number of bad carrots}
Haley picked 39 carrots and her mother picked 38, so they picked a total of 39+38=77 carrots. If only 64 of them were good, then the number of bad carrots is the difference between the total number of carrots and the number of good carrots.
Eq1: x=77-64
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,77-64)
print(solve(Eq1,x))
We got 13 from sympy, so the answer is 13.",,[13.0]
36," There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",[56.0],"A: mapping: {x: number of students who didn't make the cut}
There were 30 girls and 36 boys trying out for the basketball team, so there were 30+36=66 students in total. Only 10 of them got called back, so the number of students who didn't make the cut is:
Eq1: x=66-10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,66-10)
print(solve(Eq1,x))
We got 56 from sympy, so the answer is 56.",,[56.0]
37, Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,[15.0],"A: mapping:{x:money Roger has now}
Roger had 29 dollars, got 20 more for his birthday, but spent 34 on a new game
Eq1: x=29+20-34
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,29+20-34)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,[15.0]
38," Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",[5.0],"A: mapping: {x: number of shirts Dave did not wash}
Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts, which is a total of 40 shirts.
He only washed 35 of them, so the number of shirts he did not wash is:
Eq1: x=40-35
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,40-35)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,[5.0]
39," Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",[24.0],"A: mapping: {x: number of good games Edward ended up with}
Edward bought 41 games from a friend and 14 more at a garage sale, but 31 of them didn't work.
Eq1: x = 41 + 14 - 31
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 41 + 14 - 31)
print(solve(Eq1,x))
We got 24 from sympy, so the answer is 24.",,[24.0]
40," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",[15.0],"A: mapping: {x: number of new books Sam bought}
Sam bought 13 adventure books and 17 mystery books, so he bought a total of 13+17=30 books. If 15 of the books were used, then the number of new books he bought is:
Eq1: x = 30 - 15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30-15)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,[15.0]
41," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",[14.0],"A: mapping: {x: number of files still on her flash drive}
Amy had 26 music files and 36 video files on her flash drive, and then deleted 48 files.
Eq1: x = 26 + 36 - 48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 26 + 36 - 48)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,[14.0]
42, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,[1.0],"A: mapping:{x:money Oliver has now}
Oliver started with 35 dollars, got 50 more for his birthday, but spent 84 on a new game.
Eq1: x=35+50-84
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,35+50-84)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
43, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,[1.0],"A: mapping: {x: points Emily had at the end of the game}
Emily scored 16 points in the first round, 33 points in the second round, and lost 48 points in the last round.
Eq1: x=16+33-48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,16+33-48)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
44," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",[11.0],"A: mapping: {x: number of problems Paige had to do for homework}
Paige had 43 math problems and 12 science problems for homework. She finished 44 of the problems at school, so she had to do x problems for homework.
Eq1: x = 43 + 12 - 44
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 43 + 12 - 44)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,[11.0]
45," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",[35.0],"A: mapping: {x: extra apples the cafeteria ended up with}
The cafeteria ordered 33 red apples and 23 green apples, but only 21 students wanted fruit.
Eq1: x = 33 + 23 - (21*2)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33+23-(21*2))
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,[14.0]
46," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",[16.0],"A: mapping: {x: number of shirts Dave did not wash}
Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts, for a total of 36 shirts.
He only washed 20 of them, so he did not wash x shirts.
Eq1: x=36-20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,36-20)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,[16.0]
47," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",[4.0],"A: mapping: {x: number of pictures Rachel still has}
Rachel took 6 pictures at the zoo and 9 at the museum, so she had a total of 6+9=15 pictures.
She later deleted 11 pictures, so she had x pictures left.
Eq1: x=15-11
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,15-11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,[4.0]
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",[7.0],"A: mapping: {x: number of bad carrots}
Vanessa picked 17 carrots and her mother picked 14, so the total number of carrots they picked is 17 + 14 = 31. If only 24 of the carrots were good, then the number of bad carrots is 31 - 24.
Eq1: x = 31 - 24
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,31-24)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,[7.0]
49, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,[54.0],"A: mapping: {x: number of cats left}
The pet store had 41 siamese cats and 28 house cats, and sold 15 cats.
Eq1: x=41+28-15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41+28-15)
print(solve(Eq1,x))
We got 54 from sympy, so the answer is 54.",,[54.0]
50," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",[15.0],"A: mapping: {x: number of new books Sam bought}
Sam bought 13 adventure books and 17 mystery books, so he bought a total of 13+17=30 books. If 15 of the books were used, then the number of new books he bought is:
Eq1: x = 30 - 15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30-15)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,[15.0]
51," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",[14.0],"A: mapping: {x: number of files still on her flash drive}
Amy had 26 music files and 36 video files on her flash drive, and then deleted 48 files.
Eq1: x = 26 + 36 - 48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 26 + 36 - 48)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,[14.0]
52, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,[1.0],"A: mapping:{x:money Oliver has now}
Oliver started with 35 dollars, got 50 more for his birthday, but spent 84 on a new game.
Eq1: x=35+50-84
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,35+50-84)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
53, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,[1.0],"A: mapping: {x: points Emily had at the end of the game}
Emily scored 16 points in the first round and 33 points in the second round, but lost 48 points in the last round.
Eq1: x=16+33-48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,16+33-48)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
54," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",[11.0],"A: mapping: {x: number of problems Paige had to do for homework}
Paige had 43 math problems and 12 science problems for homework. She finished 44 of the problems at school, so she had to do x number of problems for homework.
Eq1: x = 43 + 12 - 44
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 43 + 12 - 44)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,[11.0]
55," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",[35.0],"A: mapping: {x: extra apples the cafeteria ended up with}
The cafeteria ordered 33 red apples and 23 green apples, but only 21 students wanted fruit.
Eq1: x = 33 + 23 - (21*2)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33+23-(21*2))
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,[14.0]
56," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",[16.0],"A: mapping: {x: number of shirts Dave did not wash}
Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts, for a total of 36 shirts.
He only washed 20 of them, so he did not wash x shirts.
Eq1: x = 36 - 20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 36 - 20)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,[16.0]
57," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",[4.0],"A: mapping: {x: number of pictures Rachel still has from her vacation}
Rachel took 6 pictures at the zoo and 9 at the museum, so she had a total of 6+9=15 pictures.
She later deleted 11 pictures.
Eq1: x=15-11
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,15-11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,[4.0]
