,question,answer,response,mapping,response_answer,equations
46," Dave had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",16.0,"Dave had to wash c0 + c1 shirts in total. If he only washed c2 of them, then he did not wash c0 + c1 - c2 shirts. The answer is c0 + c1 - c2.","{'c0': 9.0, 'c1': 27.0, 'c2': 20.0}",,[]
47," While on vacation, Rachel took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",4.0,"Rachel had c0 + c1 pictures in total. After deleting c2 pictures, she had c0 + c1 - c2 pictures left. The answer is c0 + c1 - c2.","{'c0': 6.0, 'c1': 9.0, 'c2': 11.0}",,[]
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",7.0,The problem does not provide enough information to solve for the number of bad carrots.,"{'c0': 17.0, 'c1': 14.0, 'c2': 24.0}",,[]
49, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,54.0,"The pet store originally had c0 + c1 cats. After selling c2 cats, they have c0 + c1 - c2 cats left. The answer is c0 + c1 - c2.","{'c0': 41.0, 'c1': 28.0, 'c2': 15.0}",,[]
50," At the schools book fair Sam bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",15.0,We don't have enough information to solve this problem. We need to know either the total number of books Sam bought or the number of used books he bought in order to determine how many new books he bought.,"{'c0': 13.0, 'c1': 17.0, 'c2': 15.0}",,[]
51," Amy had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",14.0,"Amy had c0 + c1 files on her flash drive. After deleting c2 files, she had c0 + c1 - c2 files left. The answer is c0 + c1 - c2.","{'c0': 26.0, 'c1': 36.0, 'c2': 48.0}",,[]
52, Oliver had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,1.0,"Oliver started with c0 dollars. He got c1 more dollars for his birthday, so he had c0 + c1 dollars. Then he spent c2 dollars on a new game, so he has c0 + c1 - c2 dollars left. The answer is c0 + c1 - c2.","{'c0': 35.0, 'c1': 50.0, 'c2': 84.0}",,[]
53, Emily was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,1.0,"We don't have enough information to give a specific answer, as we don't know the values of c0, c1, and c2. The total number of points Emily had at the end of the game would be the sum of her scores in the first two rounds, minus the points she lost in the last round. So the answer would be c0 + c1 - c2.","{'c0': 16.0, 'c1': 33.0, 'c2': 48.0}",,[]
54," Paige had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",11.0,Paige had c0 + c1 problems for homework. She finished c2 problems at school. So she still has c0 + c1 - c2 problems left to do for homework. The answer is c0 + c1 - c2.,"{'c0': 43.0, 'c1': 12.0, 'c2': 44.0}",,[]
55," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"The cafeteria ordered c0 + c1 apples in total. If c2 students wanted fruit, then they only needed c2 apples. The extra apples would be the difference between what they ordered and what they needed, which is (c0 + c1) - c2. The answer is (c0 + c1) - c2.","{'c0': 33.0, 'c1': 23.0, 'c2': 21.0}",,[]
56," Dave had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",16.0,"Dave had to wash c0 + c1 shirts in total. If he only washed c2 of them, then he did not wash c0 + c1 - c2 shirts. The answer is c0 + c1 - c2.","{'c0': 9.0, 'c1': 27.0, 'c2': 20.0}",,[]
57," While on vacation, Rachel took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",4.0,"Rachel had c0 + c1 pictures in total. After deleting c2 pictures, she had c0 + c1 - c2 pictures left. The answer is c0 + c1 - c2.","{'c0': 6.0, 'c1': 9.0, 'c2': 11.0}",,[]
58," Vanessa and her mom were picking carrots from their garden. Vanessa picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",7.0,The problem does not provide enough information to solve for the number of bad carrots.,"{'c0': 17.0, 'c1': 14.0, 'c2': 24.0}",,[]
59, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,54.0,"The pet store originally had c0 + c1 cats. After selling c2 cats, they have c0 + c1 - c2 cats left. The answer is c0 + c1 - c2.","{'c0': 41.0, 'c1': 28.0, 'c2': 15.0}",,[]
60," Janet picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Janet pick? ",4.0,"Janet picked c0 tulips and c1 roses, so she picked a total of c0 + c1 flowers. If she only used c2 of them, then she had c0 + c1 - c2 extra flowers. The answer is c0 + c1 - c2.","{'c0': 4.0, 'c1': 11.0, 'c2': 11.0}",,[]
61," Vanessa had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",33.0,"The total number of files on Vanessa's flash drive was c0 + c1. After deleting c2 files, the number of files remaining is (c0 + c1) - c2. The answer is (c0 + c1) - c2.","{'c0': 13.0, 'c1': 30.0, 'c2': 10.0}",,[]
62, Debby bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,23.0,"Debby had two coloring books with c0 and c1 pictures. In total, she had c0 + c1 pictures. After one week, she colored c2 pictures. So she still has c0 + c1 - c2 pictures left to color. The answer is c0 + c1 - c2.","{'c0': 16.0, 'c1': 40.0, 'c2': 33.0}",,[]
63," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",9.0,"The cafeteria ordered c0 + c1 apples in total. If c2 students wanted fruit, then they only needed c2 apples. The extra apples would be the difference between what they ordered and what they needed, which is (c0 + c1) - c2. The answer is (c0 + c1) - c2.","{'c0': 8.0, 'c1': 43.0, 'c2': 42.0}",,[]
64," Edward started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",24.0,"The total amount of money Edward made is c0 + c1. After buying supplies, he has c0 + c1 - c2 dollars left. The answer is c0 + c1 - c2.","{'c0': 2.0, 'c1': 27.0, 'c2': 5.0}",,[]
65, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,28.0,"The pet store originally had c0 + c1 cats. After selling c2 cats, they have c0 + c1 - c2 cats left. The answer is c0 + c1 - c2.","{'c0': 36.0, 'c1': 18.0, 'c2': 26.0}",,[]
66," Olivia and her mom were picking carrots from their garden. Olivia picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",15.0,The problem does not provide enough information to solve it. We need to know the total number of carrots picked (c0 + c1) in order to determine how many bad carrots there were.,"{'c0': 20.0, 'c1': 14.0, 'c2': 19.0}",,[]
67, George had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,8.0,"George started with c0 dollars. He got c1 more dollars for his birthday, so he had c0 + c1 dollars. Then he spent c2 dollars on a new game, so he has c0 + c1 - c2 dollars left. The answer is c0 + c1 - c2.","{'c0': 30.0, 'c1': 16.0, 'c2': 38.0}",,[]
68," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",47.0,"The total number of students who tried out is c0 + c1. If only c2 got called back, then c0 + c1 - c2 did not make the cut. The answer is c0 + c1 - c2.","{'c0': 6.0, 'c1': 48.0, 'c2': 7.0}",,[]
69, For the school bake sale Amy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,51.0,"Amy made c0 cupcakes and c1 cookies. If she had c2 pastries left after the sale, then she must have sold c0 + c1 - c2 pastries. The answer is c0 + c1 - c2.","{'c0': 15.0, 'c1': 48.0, 'c2': 12.0}",,[]
70," At the schools book fair Victor bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",53.0,We don't have enough information to solve this problem as we don't know the total number of books Victor bought.,"{'c0': 32.0, 'c1': 37.0, 'c2': 16.0}",,[]
71," While on vacation, Haley took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",20.0,"Haley had c0 + c1 pictures in total. After deleting c2 pictures, she had c0 + c1 - c2 pictures left. The answer is c0 + c1 - c2.","{'c0': 50.0, 'c1': 8.0, 'c2': 38.0}",,[]
72," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",31.0,"The cafeteria ordered c0 + c1 apples in total. If c2 students wanted fruit, then they only needed c2 apples. The extra apples would be the difference between what they ordered and what they needed, which is (c0 + c1) - c2. The answer is (c0 + c1) - c2.","{'c0': 37.0, 'c1': 45.0, 'c2': 51.0}",,[]
73," While shopping, Maria bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Maria end up with? ",22.0,"Maria originally had c0 + c1 towels. After giving c2 to her mother, she had c0 + c1 - c2 towels left. The answer is c0 + c1 - c2.","{'c0': 35.0, 'c1': 21.0, 'c2': 34.0}",,[]
74," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",39.0,"The total number of students who tried out is c0 + c1. If only c2 got called back, then c0 + c1 - c2 did not make the cut. The answer is c0 + c1 - c2.","{'c0': 17.0, 'c1': 32.0, 'c2': 10.0}",,[]
75," Nancy and her mom were picking carrots from their garden. Nancy picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",14.0,"We are not given the values of c0, c1, or c2, so we cannot solve this problem.","{'c0': 38.0, 'c1': 47.0, 'c2': 71.0}",,[]
76," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",15.0,"The waiter started with c0 customers. Then c1 more customers came in. So he had a total of c0 + c1 customers. If c2 customers didn't leave a tip, then the number of customers who did leave a tip is c0 + c1 - c2. The answer is c0 + c1 - c2.","{'c0': 29.0, 'c1': 20.0, 'c2': 34.0}",,[]
77," Tom had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",30.0,"Tom had to wash c0 + c1 shirts in total. If he only washed c2 of them, then he did not wash c0 + c1 - c2 shirts. The answer is c0 + c1 - c2.","{'c0': 10.0, 'c1': 25.0, 'c2': 5.0}",,[]
78," Vanessa had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",34.0,"The total number of files on Vanessa's flash drive was c0 + c1. After deleting c2 files, the number of files remaining is (c0 + c1) - c2. The answer is (c0 + c1) - c2.","{'c0': 16.0, 'c1': 48.0, 'c2': 30.0}",,[]
79," Kaleb started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",50.0,"To find out how much money Kaleb ended up with, we need to subtract his expenses from his earnings. So the equation would be: 

Money earned = c0 + c1 
Money spent on supplies = c2 

Money Kaleb ended up with = (c0 + c1) - c2 

We cannot provide a specific answer without knowing the values of c0, c1, and c2.","{'c0': 4.0, 'c1': 50.0, 'c2': 4.0}",50.0,"['Money earned = c0 + c1 ', 'Money spent on supplies = c2 ', 'Money Kaleb ended up with = (c0 + c1) - c2 ']"
80," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",16.0,"The cafeteria ordered c0 + c1 apples in total. If c2 students wanted fruit, then they only needed c2 apples. The extra apples would be the difference between what they ordered and what they needed, which is (c0 + c1) - c2. The answer is (c0 + c1) - c2.","{'c0': 6.0, 'c1': 15.0, 'c2': 5.0}",,[]
