,question,answer,response,mapping,response_answer
11,They decided to hold the party in their backyard. If they have c0 sets of tables and each set has c1 chairsHow many chairs do they have in the backyard?,143.0,"def backyard_chairs(c0, c1):
    #calculate the total number of chairs by multiplying the number of sets of tables with the number of chairs per set
    total_chairs = c0 * c1
    return total_chairs","{'c0': 11.0, 'c1': 13.0}",143.0
12,In a school there are c0 more girls than boys. If there are c1 girlsHow many pupils are there in that school?,926.0,"def school_pupils(c0, c1):
    #calculate the number of boys by subtracting c0 from c1
    boys = c1 - c0
    #total number of pupils is the sum of boys and girls
    pupils = c1 + boys
    return pupils","{'c0': 458.0, 'c1': 692.0}",926.0
13,After resting they decided to go for a swim. The depth of the water is c0 times Dean's height. Dean is c1 feet taller than Ron. If Ron stands at c2 feetHow deep was the water?,255.0,"def water_depth(c0, c1, c2):
    # Ron's height
    ron_height = c2

    # Dean's height
    dean_height = ron_height + c1

    # Depth of the water
    water_depth = c0 * dean_height

    return water_depth","{'c0': 15.0, 'c1': 4.0, 'c2': 13.0}",255.0
14,c0 birds were sitting on the fence. c1 more birds and c2 more storks came to join them.How many birds are sitting on the fence?,10.0,"def birdCount(c0, c1, c2):
    #initially there were c0 birds on the fence
    birds_on_fence = c0

    #c1 more birds and c2 more storks came to join them
    birds_on_fence += c1
    birds_on_fence += c2

    return birds_on_fence","{'c0': 6.0, 'c1': 4.0, 'c2': 8.0}",18.0
15,Marco and his dad went strawberry picking. Together they collected strawberries that weighed c0 pounds. On the way back Marco ' dad lost c1 pounds of strawberries. Marco's strawberries now weighed c2 pounds.How much did his dad's strawberries weigh now?,16.0,"def strawberry_weight(c0, c1, c2):
    #total weight of strawberries collected by Marco and his dad
    total_weight = c0

    #weight of strawberries lost by Marco's dad
    lost_weight = c1

    #weight of strawberries collected by Marco
    marco_weight = c2

    #weight of strawberries collected by Marco's dad
    dad_weight = total_weight - marco_weight

    #weight of strawberries lost by Marco's dad per pound
    lost_per_pound = lost_weight / dad_weight

    #weight of strawberries left with Marco's dad
    dad_weight_left = dad_weight - (lost_per_pound * marco_weight)

    return dad_weight_left","{'c0': 36.0, 'c1': 8.0, 'c2': 12.0}",20.0
16,In a school there are c0 girls and the rest are boys. If there are c1 more girls than boysHow many boys are there in that school?,469.0,"def boys_in_school(c0, c1):
    #total number of students in the school
    total_students = c0 + c1

    #number of girls in the school
    girls = c0

    #number of boys in the school
    boys = total_students - girls

    return boys","{'c0': 697.0, 'c1': 228.0}",228.0
17,In a school there are c0 girls and c1 boys. c2 more girls and c3 more boys joined the school.How many girls are there in the school now?,1414.0,"def num_girls(c0, c1, c2, c3):
    #total number of girls after new students join
    total_girls = c0 + c2

    return total_girls","{'c0': 732.0, 'c1': 761.0, 'c2': 682.0, 'c3': 8.0}",1414.0
18,Danny collects bottle caps and wrappers. He found c0 bottle caps and c1 wrappers at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many wrappers did danny have at first?,27.0,"def initial_wrappers(c0, c1, c2, c3):
    # Danny found c0 bottle caps and c1 wrappers at the park
    initial_caps = c0
    initial_wrappers = c1

    # Now he has c2 bottle caps and c3 wrappers in his collection
    final_caps = c2
    final_wrappers = c3

    # Danny gets a wrapper for every bottle cap he collects
    wrappers_from_caps = final_caps - initial_caps

    # Danny gets an additional wrapper for every 2 wrappers he already has
    wrappers_from_wrappers = (final_wrappers - initial_wrappers - wrappers_from_caps) // 2

    # The total number of wrappers Danny had at first is the sum of the wrappers he got from bottle caps and the wrappers he got from his initial collection
    initial_total_wrappers = initial_wrappers + wrappers_from_caps + wrappers_from_wrappers

    return initial_total_wrappers","{'c0': 22.0, 'c1': 30.0, 'c2': 17.0, 'c3': 57.0}",41.0
19,Paul got a box of c0 erasers and c1 crayons for his birthday. At the end of the school year he only had c2 crayons left while not having lost a single eraser.How many more crayons than erasers did he have left?,66.0,"def crayons_vs_erasers(c0, c1, c2):
    #Paul got c0 erasers and c1 crayons for his birthday
    erasers = c0
    crayons = c1

    #At the end of the school year, he had c2 crayons left
    crayons_left = c2

    #He didn't lose any erasers, so he still has c0 erasers left
    erasers_left = c0

    #Calculate the difference between the number of crayons left and erasers left
    difference = crayons_left - erasers_left

    return difference","{'c0': 457.0, 'c1': 617.0, 'c2': 523.0}",66.0
20,Baker made c0 cakes. He sold c1 of them and bought c2 new cakes.How many cakes does baker still have?,186.0,"def cakes_left(c0, c1, c2):
    # Baker starts with c0 cakes
    total_cakes = c0

    # Baker sells c1 cakes
    total_cakes -= c1

    # Baker buys c2 new cakes
    total_cakes += c2

    return total_cakes","{'c0': 121.0, 'c1': 105.0, 'c2': 170.0}",186.0
21,An industrial machine worked for c0 minutes. It can make c1 shirts a minute.How many shirts did machine make?,20.0,"def shirts_made(c0, c1):
    #the machine worked for c0 minutes
    minutes_worked = c0

    #the machine can make c1 shirts per minute
    shirts_per_minute = c1

    #the number of shirts made can be calculated by multiplying the minutes worked by the shirts made per minute
    shirts_made = minutes_worked * shirts_per_minute

    return shirts_made","{'c0': 5.0, 'c1': 4.0}",20.0
22,The bananas in Philip's collection are organized into groups of size c0. If there are a total of c1 bananas in Philip's banana collectionHow many groups are there?,10.0,"def count_groups(c0, c1):
    # calculate the number of groups by dividing the total number of bananas by the size of each group
    groups = c1 // c0
    return groups","{'c0': 18.0, 'c1': 180.0}",10.0
23,There were some birds sitting on the fence. c0 more birds came to join them. If there are a total of c1 birds on the fence nowHow many birds had been sitting on the fence at the start?,1.0,"def Problem(c0, c1):
    #c0 more birds came to join the birds on the fence
    added_birds = c0

    #there are now c1 birds on the fence
    total_birds = c1

    #the number of birds that were originally on the fence can be calculated by subtracting the added birds from the total birds
    original_birds = total_birds - added_birds

    return original_birds","{'c0': 4.0, 'c1': 5.0}",1.0
24,Jerry had c0 action figures on a shelf in his room. Later he added c1 more action figures to the shelf and removed some of the old ones. If there are c2 action figures on his shelf nowHow many action figures did he remove from the shelf?,1.0,"def Problem(c0, c1, c2):
    #Jerry had c0 action figures on the shelf
    initial_count = c0

    #He added c1 more action figures to the shelf
    added_count = c1

    #Now there are c2 action figures on the shelf
    final_count = c2

    #To find out how many action figures he removed, we need to subtract the initial count and added count from the final count
    removed_count = final_count - initial_count - added_count

    return removed_count","{'c0': 3.0, 'c1': 4.0, 'c2': 6.0}",-1.0
25,Danny collects bottle caps and wrappers. He found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many more wrappers than bottle caps did danny find at the park?,60.0,"def wrapper_vs_bottle_caps(c0, c1, c2, c3):
    # Danny found c0 wrappers and c1 bottle caps at the park
    wrappers_found = c0
    bottle_caps_found = c1

    # Now he has c2 bottle caps and c3 wrappers in his collection
    wrappers_in_collection = c3
    bottle_caps_in_collection = c2

    # Calculate how many more wrappers than bottle caps Danny found at the park
    wrappers_diff = wrappers_in_collection - wrappers_found
    bottle_caps_diff = bottle_caps_in_collection - bottle_caps_found
    diff = wrappers_diff - bottle_caps_diff

    return diff","{'c0': 65.0, 'c1': 5.0, 'c2': 31.0, 'c3': 9.0}",-82.0
26,Because of the decision Sofia asked the students to suggest specific types of food from a total of c0 choices. If c1 students suggested adding mashed potatoes c2 suggested adding bacon to the menu and the rest did not participateHow many students participated in the suggestion of new food items?,488.0,"def food_suggestion_participants(c0, c1, c2):
    #total number of choices
    total_choices = c0

    #number of students who suggested mashed potatoes
    mashed_potatoes_suggesters = c1

    #number of students who suggested bacon
    bacon_suggesters = c2

    #number of students who did not participate
    non_participants = total_choices - mashed_potatoes_suggesters - bacon_suggesters

    #number of students who participated
    participants = mashed_potatoes_suggesters + bacon_suggesters

    return participants","{'c0': 66.0, 'c1': 450.0, 'c2': 38.0}",488.0
27,Matthew gave equal numbers of crackers and cakes to his c0 friends. If he had c1 crackers and c2 cakes initiallyHow many crackers and cakes did each person eat?,1.0,"def crackers_and_cakes(c0, c1, c2):
    # Matthew gave equal numbers of crackers and cakes to his c0 friends
    num_friends = c0

    # Initially, Matthew had c1 crackers and c2 cakes
    num_crackers = c1
    num_cakes = c2

    # Each person ate an equal number of crackers and cakes
    num_crackers_per_person = num_crackers / num_friends
    num_cakes_per_person = num_cakes / num_friends

    return num_crackers_per_person, num_cakes_per_person","{'c0': 28.0, 'c1': 13.0, 'c2': 15.0}","(0.4642857142857143, 0.5357142857142857)"
28,"A grocery store had c0 bottles of regular soda, c1 bottles of diet soda and c2 bottles of lite soda.How many bottles of regular soda and diet soda did they have altogether?",89.0,"def soda_bottles(c0, c1, c2):
    #calculate the total number of regular and diet soda bottles
    total_regular_diet = c0 + c1
    return total_regular_diet","{'c0': 49.0, 'c1': 40.0, 'c2': 6.0}",89.0
29,"Dan has $ c0. He bought c1 candy bar for $ c2, each one costing the same amount of money.How much did each candy bar cost?",2.0,"def candy_bar_cost(c0, c1, c2):
    # Dan has c0 dollars
    money_before = c0

    # Dan bought c1 candy bars for c2 dollars each
    candy_bars = c1
    total_cost = c1 * c2

    # The cost of each candy bar can be calculated by dividing the total cost by the number of candy bars
    cost_per_bar = total_cost / candy_bars

    return cost_per_bar","{'c0': 3.0, 'c1': 2.0, 'c2': 4.0}",4.0
30,Tiffany was collecting cans for recycling. On monday she had c0 bags of cans. The next day she found c1 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,5.0,"def cans_found(c0, c1):
    #c0 bags of cans on Monday
    #c1 more bags found the next day
    #calculate the difference between c1 and c0
    difference = c1 - c0
    return difference","{'c0': 7.0, 'c1': 12.0}",5.0
31,There were c0 roses and c1 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now c2 roses and c3 orchids in the vase.How many roses did she cut?,2.0,"def cut_roses(c0, c1, c2, c3):
    #calculate the number of roses and orchids before cutting
    roses_before = c0
    orchids_before = c1

    #calculate the number of roses and orchids after cutting
    roses_after = c2
    orchids_after = c3

    #calculate the number of roses and orchids cut
    roses_cut = roses_before - roses_after
    orchids_cut = orchids_before - orchids_after

    #return the number of roses cut
    return roses_cut","{'c0': 15.0, 'c1': 62.0, 'c2': 17.0, 'c3': 96.0}",-2.0
32,There are some baskets of peaches. Each basket has c0 red peaches and c1 green peaches. If there are a total of c2 peaches in all basketsHow many baskets of peaches are there?,1.0,"def count_baskets(c0, c1, c2):
    #total number of peaches in all baskets
    total_peaches = c0 + c1

    #number of baskets can be calculated by dividing the total number of peaches by the number of peaches in each basket
    num_baskets = c2 // total_peaches

    return num_baskets","{'c0': 4.0, 'c1': 3.0, 'c2': 7.0}",1.0
33,There were c0 dollars in Olivia's wallet. She spent c1 dollars at a supermarket.How much money does she have left?,63.0,"def remaining_money(c0, c1):
    # Olivia had c0 dollars in her wallet
    initial_money = c0

    # She spent c1 dollars at the supermarket
    spent_money = c1

    # The amount of money she has left can be calculated by subtracting the amount she spent from her initial amount
    remaining_money = initial_money - spent_money

    return remaining_money","{'c0': 78.0, 'c1': 15.0}",63.0
34,"Jack received c0 emails in the morning, c1 emails in the afternoon and some more in the evening. If he received a total of c2 emails in the dayHow many emails did Jack receive in the afternoon?",1.0,"def afternoon_emails(c0, c1, c2):
    #total number of emails received in the day
    total_emails = c2

    #number of emails received in the morning
    morning_emails = c0

    #number of emails received in the evening can be calculated by subtracting morning emails from total emails
    evening_emails = total_emails - morning_emails

    #number of emails received in the afternoon can be calculated by subtracting evening emails from afternoon emails
    afternoon_emails = c1 - evening_emails

    return afternoon_emails","{'c0': 6.0, 'c1': 3.0, 'c2': 10.0}",-1.0
35,Dan has $ c0. He bought a candy bar for $ c1. Then his friend have him $ c2 How much money is left?,1.0,"def remaining_money(c0, c1, c2):
    # Dan starts with c0 dollars
    starting_money = c0

    # Dan buys a candy bar for c1 dollars
    candy_bar_cost = c1

    # Dan's friend gives him c2 dollars
    friend_gave = c2

    # Dan's remaining money can be calculated by subtracting the cost of the candy bar and adding the money his friend gave him
    remaining = starting_money - candy_bar_cost + friend_gave

    return remaining","{'c0': 4.0, 'c1': 8.0, 'c2': 5.0}",1.0
36,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that c0 visitors came to the Buckingham palace on the previous day. If there were c1 visitors on that dayHow many visited the Buckingham palace within c2 days?",949.0,"def visitors_within_days(c0, c1, c2):
    #calculate the average number of visitors per day
    avg_visitors_per_day = (c1 - c0) / 1 #since we are only considering the previous day

    #calculate the total number of visitors within c2 days
    total_visitors = c0 + (avg_visitors_per_day * c2)

    return total_visitors","{'c0': 703.0, 'c1': 246.0, 'c2': 25.0}",-10722.0
37,For Gwen's birthday she received c0 dollars from her dad. Her mom gave her c1 more dollars. If she spent c2 dollars.How much more money did she receive from her mom than she did from her dad?,2.0,"def birthday_money(c0, c1, c2):
    #calculate total money received
    total_money = c0 + c1

    #calculate how much money is left after spending
    money_left = total_money - c2

    #calculate the difference between money received from mom and dad
    difference = c1 - c0

    #if the difference is positive, mom gave more money than dad
    if difference > 0:
        return difference - (c2 - c1)
    #if the difference is negative, dad gave more money than mom
    else:
        return difference + (c2 - c1)","{'c0': 5.0, 'c1': 7.0, 'c2': 4.0}",5.0
38,There are c0 bananas and c1 oranges in Philip's collection. If the bananas are organized into c2 groups and oranges are organized into c3 groupsHow big is each group of oranges?,2.0,"def group_size(c0, c1, c2, c3):
    #calculate the number of bananas in each group
    banana_group_size = c0 // c2

    #calculate the total number of oranges
    total_oranges = c1

    #calculate the number of groups of oranges
    num_orange_groups = c3

    #calculate the size of each group of oranges by dividing the total number of oranges by the number of groups
    orange_group_size = total_oranges // num_orange_groups

    return orange_group_size","{'c0': 142.0, 'c1': 356.0, 'c2': 47.0, 'c3': 178.0}",2.0
39,There are c0 different books and c1 different movies in the ' crazy silly school ' series. If you read c2 of the movies and watched c3 of the booksHow many more movies than books have you read?,3.0,"def compare_media(c0, c1, c2, c3):
    #calculate the number of movies and books read
    movies_read = c2
    books_read = c3

    #calculate the difference between the number of movies and books read
    difference = movies_read - books_read

    return difference","{'c0': 8.0, 'c1': 5.0, 'c2': 19.0, 'c3': 16.0}",3.0
40,Mary is baking a cake. The recipe calls for c0 cups of flour and c1 cups of sugar. She already put in some cups of flour. If she still needs c2 more cups of flourHow many cups of flour did she put in?,10.0,"def cups_of_flour(c0, c1, c2):
    #calculate how much flour Mary still needs to add
    needed_flour = c2 - c0

    #calculate how much flour Mary has already added
    added_flour = c0 - needed_flour

    return added_flour","{'c0': 12.0, 'c1': 5.0, 'c2': 2.0}",22.0
41,Danny collects bottle caps and wrappers. He found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,4.0,"def bottle_caps_vs_wrappers(c0, c1, c2, c3):
    #calculate the number of bottle caps and wrappers Danny found at the park
    found_caps = c1
    found_wrappers = c0

    #calculate the total number of bottle caps and wrappers Danny has in his collection now
    total_caps = c2
    total_wrappers = c3

    #calculate the difference between the number of bottle caps and wrappers Danny found at the park
    diff = found_caps - found_wrappers

    #calculate the difference between the total number of bottle caps and wrappers Danny has in his collection now
    diff_total = total_caps - total_wrappers

    #calculate the difference between the two differences to get the answer
    answer = diff_total - diff

    return answer","{'c0': 46.0, 'c1': 50.0, 'c2': 21.0, 'c3': 52.0}",-35.0
42,Luke played c0 rounds of a trivia game. If he gained c1 points in each roundHow many points did he score in the game?,8142.0,"def trivia_score(c0, c1):
    # Luke played c0 rounds of the game
    rounds_played = c0

    # He gained c1 points in each round
    points_per_round = c1

    # Total points scored in the game can be calculated by multiplying the number of rounds played with the points gained per round
    total_score = rounds_played * points_per_round

    return total_score","{'c0': 177.0, 'c1': 46.0}",8142.0
43,c0 birds and c1 storks were sitting on the fence. c2 more birds came to join them.How many more birds than storks are sitting on the fence?,1.0,"def fence_birds(c0, c1, c2):
    #total number of birds on the fence
    birds = c0 + c2
    #number of storks on the fence
    storks = c1
    #difference between number of birds and storks
    diff = birds - storks
    return diff","{'c0': 3.0, 'c1': 4.0, 'c2': 2.0}",1.0
44,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped c0 inches. The mouse jumped c1 inches lesser than the frog who jumped c2 inches farther than the grasshopper.How far did the mouse jump?",39.0,"def jumping_contest(c0, c1, c2):
    #the mouse jumped c1 inches lesser than the frog
    mouse_jump = c2 - c1
    return mouse_jump","{'c0': 9.0, 'c1': 3.0, 'c2': 33.0}",30.0
45,Zachary did c0 push-ups and c1 crunches in gym class today. David did c2 more push-ups but c3 less crunches than zachary.How many more push-ups than crunches did Zachary do?,32.0,"def gym_class(c0, c1, c2, c3):
    # Zachary did c0 push-ups and c1 crunches
    zachary_pushups = c0
    zachary_crunches = c1

    # David did c2 more push-ups but c3 less crunches than Zachary
    david_pushups = c0 + c2
    david_crunches = c1 - c3

    # How many more push-ups than crunches did Zachary do?
    pushups_diff = zachary_pushups - david_pushups
    crunches_diff = zachary_crunches - david_crunches
    result = pushups_diff - crunches_diff

    return result","{'c0': 35.0, 'c1': 3.0, 'c2': 58.0, 'c3': 87.0}",-145.0
46,"Jack received c0 emails in the morning, c1 emails in the afternoon and c2 emails in the evening.How many emails did Jack receive in the afternoon and evening?",13.0,"def afternoon_and_evening_emails(c0, c1, c2):
    # Jack received c1 emails in the afternoon and c2 emails in the evening
    afternoon_emails = c1
    evening_emails = c2

    # The total number of emails Jack received in the afternoon and evening can be calculated by adding c1 and c2
    total_emails = afternoon_emails + evening_emails

    return total_emails","{'c0': 4.0, 'c1': 5.0, 'c2': 8.0}",13.0
47,Jerry had c0 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed c1 of the old ones. If there are c2 action figures on his shelf nowHow many action figures did he add to the shelf?,11.0,"def calculate_added_figures(c0, c1, c2):
    #calculate the number of action figures added by subtracting the original number of action figures from the current number
    added_figures = c2 - (c0 - c1)
    return added_figures","{'c0': 7.0, 'c1': 10.0, 'c2': 8.0}",11.0
48,Julia played tag with c0 kids on monday. She played tag with c1 kids on tuesday. She spent a total of c2 hours to play tag on both days.How many kids did she play with altogether?,26.0,"def tag_game(c0, c1, c2):
    #total number of kids Julia played with
    total_kids = c0 + c1

    #average time spent playing tag per kid
    avg_time = c2 / total_kids

    #total time spent playing tag with all kids
    total_time = avg_time * total_kids

    #number of kids Julia played with altogether
    return total_kids","{'c0': 12.0, 'c1': 14.0, 'c2': 34.0}",26.0
49,Nell collects cards. She had c0 baseball cards and c1 Ace cards. She gave some of her cards to Jeff and now has c2 baseball cards and Ace cards left.How many more baseball cards than Ace cards does Nell have?,266.0,"def card_difference(c0, c1, c2):
    # Nell had c0 baseball cards and c1 Ace cards
    baseball_before = c0
    ace_before = c1

    # Nell gave some cards to Jeff and now has c2 baseball cards and Ace cards left
    baseball_after = c2
    ace_after = c2 - (baseball_before - baseball_after)

    # Calculate the difference between the number of baseball cards and Ace cards Nell has now
    difference = baseball_after - ace_after

    return difference","{'c0': 309.0, 'c1': 356.0, 'c2': 415.0}",-106.0
50,"At the zoo, a cage had c0 snakes and c1 alligators. If c2 alligators were hidingHow many alligators were not hiding?",57.0,"def not_hiding(c0, c1, c2):
    #total number of animals in the cage
    total_animals = c0 + c1

    #number of alligators not hiding can be calculated by subtracting the number of hiding alligators from the total number of alligators
    not_hiding_alligators = c1 - c2

    return not_hiding_alligators","{'c0': 93.0, 'c1': 97.0, 'c2': 40.0}",57.0
51,You have read c0 books from the ' crazy silly school ' series. If there are a total of c1 different books in the ' crazy silly school ' seriesHow many more do you still have to read?,6.0,"def remaining_books(c0, c1):
    #calculate the number of books left to read by subtracting the number of books read from the total number of books in the series
    books_left = c1 - c0
    return books_left","{'c0': 8.0, 'c1': 14.0}",6.0
52,Emily is making bead necklaces for her c0 friends. She had c1 beads and she was able to make c2 necklaces.How many beads did each necklace need?,4.0,"def necklace_beads(c0, c1, c2):
    # Emily has c1 beads and makes c2 necklaces
    # Each necklace needs the same number of beads, so we can divide the total number of beads by the number of necklaces
    beads_per_necklace = (c1 - c0) / c2

    return beads_per_necklace","{'c0': 43.0, 'c1': 20.0, 'c2': 5.0}",-4.6
53,Frank put c0 pieces of candy in each bag. If he had c1 pieces of candyHow many bags would he have?,2.0,"def candy_bags(c0, c1):
    #divide the total number of candies by the number of candies in each bag
    bags = c1 // c0
    return bags","{'c0': 11.0, 'c1': 22.0}",2.0
54,A waiter had c0 customers. After some left he still had c1 customers. Then he got c2 new customersHow many customers does he have now?,24.0,"def customers_now(c0, c1, c2):
    #calculate the number of customers who left
    left = c0 - c1

    #add the number of new customers
    now = c1 + c2

    #calculate the total number of customers now
    total = now + left

    return total","{'c0': 12.0, 'c1': 14.0, 'c2': 10.0}",22.0
55,A farmer had c0 tomatoes in his garden. If he picked c1 of them yesterday and c2 today.How many tomatoes did he pick in all?,204.0,"def total_tomatoes_picked(c0, c1, c2):
    # add the number of tomatoes picked yesterday and today
    total_picked = c1 + c2

    # add the original number of tomatoes to the total picked to get the final answer
    final_count = c0 + total_picked

    return final_count","{'c0': 90.0, 'c1': 154.0, 'c2': 50.0}",294.0
56,"c0 red peaches, c1 yellow peaches and c2 green peaches are in the basket.How many green and yellow peaches are in the basket?",20.0,"def PeachCount(c0, c1, c2):
    #calculate the number of green peaches
    green_peaches = c2

    #calculate the number of yellow peaches
    yellow_peaches = c1

    return green_peaches, yellow_peaches

#example usage
print(PeachCount(10, 5, 3)) #output: (3, 5)","{'c0': 5.0, 'c1': 14.0, 'c2': 6.0}","(6.0, 14.0)"
57,Winter is almost here and most animals are migrating to warmer countries. There were c0 bird families living near the mountain. If c1 bird families flew away for winterHow many more bird families flew away for the winter than those that stayed behind?,31.0,"def bird_migration(c0, c1):
    #calculate the number of bird families that flew away for winter
    flew_away = c0 - c1
    
    #calculate the number of bird families that stayed behind
    stayed_behind = c1
    
    #calculate the difference between the two
    difference = flew_away - stayed_behind
    
    return difference","{'c0': 89.0, 'c1': 60.0}",-31.0
58,There were c0 roses and c1 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now c2 orchids and c3 roses in the vase.How many more orchids than roses are there in the vase now?,10.0,"def orchids_vs_roses(c0, c1, c2, c3):
    #calculate the number of roses and orchids added by Jessica
    roses_added = c3 - c0
    orchids_added = c2 - c1

    #calculate the total number of roses and orchids in the vase now
    total_roses = c3
    total_orchids = c2

    #calculate the difference between the number of orchids and roses
    diff = total_orchids - total_roses

    return diff","{'c0': 9.0, 'c1': 6.0, 'c2': 13.0, 'c3': 3.0}",10.0
59,"After eating a hearty meal they went to see the Buckingham palace. There were c0 paintings in the Buckingham palace. There, Rachel learned that c1 visitors came to the Buckingham palace that day. If there were c2 visitors the previous dayHow many more visitors visited the Buckingham palace on that day than on the previous day?",61.0,"def visitors_increase(c0, c1, c2):
    #calculate the difference in visitors between the two days
    increase = c1 - c2
    return increase","{'c0': 39.0, 'c1': 661.0, 'c2': 600.0}",61.0
