,question,answer,response,mapping,response_answer,flag
10," Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",66.0,"
A: mapping:{x: shirts Oliver did not wash}
Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts. He only washed 20 of them. So he
didn't wash 39 + 47 - 20. 
Eq1: x=39 + 47 - 20 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,39 + 47 - 20)
print(solve(Eq1,x))
We got 66 from sympy, so the answer is 66.",,66.0,1
11, For the school bake sale Wendy made pastries. She baked 4 cupcakes and 29 cookies. After the sale she had 24 to take back home. How many pastries did she sell? ,9.0,".
A: mapping:{x: pastries she sold}
Wendy started with 4 cupcakes and 29 cookies. After the sale, she had 24. So she sold 4 + 29 - 24 pastries.
Eq1: x=4 + 29 - 24
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4 + 29 - 24)
print(solve(Eq1,x))
We got 9 from sympy, so the answer is 9.",,9.0,1
12," While on vacation, Debby took 24 pictures at the zoo and 12 at the museum. If she later deleted 14 of the pictures, how many pictures from her vacation did she still have? ",22.0,".
A: mapping:{x: pictures from her vacation she still have}
Debby took 24 pictures at the zoo and 12 at the museum. So she had 24 + 12 pictures. After deleting 14, she
had 24 + 12 - 14 pictures. 
Eq1: x=24 + 12 - 14 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,24 + 12 - 14)
print(solve(Eq1,x))
We got 22 from sympy, so the answer is 22.",,22.0,1
13," Katie picked 3 tulips and 9 roses to make flower bouquets. If she only used 10 of the flowers though, how many extra flowers did Katie pick? ",2.0,"
A: mapping:{x: extra flowers Katie pick}
Katie picked 3 tulips and 9 roses. She only used 10 of the flowers, so she had 3 + 9 - 10 extra flowers.
Eq1: 3 + 9 - 10 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3 + 9 - 10, x)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,2.0,1
14," Faye had 46 math problems and 9 science problems for homework. If she finished 40 of the problems at school, how many problems did she have to do for homework? ",15.0,"
A: mapping:{x:problems she had to do for homework}
Faye had 46 math problems and 9 science problems for homework. If she finished 40 of the problems at school, she would have 46 - 40 math problems and 9 science problems left for homework. 
Eq1: x=46-40+9 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,46-40+9)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0,1
15," Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ",2.0,"
A: mapping:{x:files still on her flash drive}
Amy had 4 music files and 21 video files. If she deleted 23 files, then she would have 4 - 23 music files and 21 - 23 video files. So in total, she would have 4 - 23 + 21 - 23 = -25 files. 
Eq1: x=4-23+21-23 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4-23+21-23)
print(solve(Eq1,x))
We got -25 from sympy, so the answer is -25.",,25.0,1
16," Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14.0,"
A: mapping:{x: good games}
Ned started with 11 games. He bought 22 more. So in total he had 11 + 22. Of those, 19 didn't work. So he had
11 + 22 - 19 that did work. 
Eq1: x=11 + 22 - 19 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11 + 22 - 19)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,14.0,1
17, Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game? ,86.0,"
A: mapping:{x: points Chloe had at the end of the game}
Chloe started with 40 points. She got 50 more points in the second round. But she lost 4 points in the last round. So she had 40 + 50 - 4 points at the end of the game. 
Eq1: 40 + 50 - 4 = x 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(40 + 50 - 4, x)
print(solve(Eq1,x))
We got 86 from sympy, so the answer is 86.",,86.0,1
18," At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left? ",50.0,"
A: mapping:{x:tickets Tom have left}
Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. So in total he had 32 + 25. After spending 7 tickets on a hat, he had 32 + 25 - 7. 
Eq1: x=32 + 25 - 7 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,32 + 25 - 7)
print(solve(Eq1,x))
We got 50 from sympy, so the answer is 50.",,50.0,1
19," Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",25.0,"
A: mapping:{x: bad carrots they have}
Bianca picked 26 carrots. Her mother picked 15. So in total they had 26 + 15. If only 16 of them were good,
then they had 26 + 15 - 16 bad carrots. 
Eq1: 26 + 15 - 16=x 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(26 + 15 - 16,x)
print(solve(Eq1,x))
We got 25 from sympy, so the answer is 25.",,25.0,1
20, For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? ,4.0,".
A: mapping:{x: pastries she sold}
Katie started with 7 cupcakes and 5 cookies. After the sale, she had 8 left. So she sold 7 + 5 - 8 pastries.
Eq1: 7 + 5 - 8 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7 + 5 - 8, x)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0,1
21, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,68.0,"
A: mapping:{x: pictures Zoe still has to color}
Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. So she has 44 + 44 - 20 pictures left to color. 
Eq1: 44 + 44 - 20 = x 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(44 + 44 - 20, x)
print(solve(Eq1,x))
We got 68 from sympy, so the answer is 68.",,68.0,1
22," John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ",6.0,"
A: mapping:{x: games that worked} 
John started with 21 games. He bought 8 more at a garage sale. So in total he had 21 + 8. But 23 of them
didn't work. So he had 21 + 8 - 23 that worked. 
Eq1: x=21 + 8 - 23 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,21 + 8 - 23)
print(solve(Eq1,x))
We got 6 from sympy, so the answer is 6.",,6.0,1
23, Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,19.0,"
A: mapping:{x: money Henry has now}
Henry had 11 dollars. He got 18 more dollars for his birthday, but spent 10 on a new game. So he has 11 + 18 - 10.
Eq1: 11 + 18 - 10 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(11 + 18 - 10, x)
print(solve(Eq1,x))
We got 19 from sympy, so the answer is 19.",,19.0,1
24," While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55.0,".
A: mapping:{x: pictures from her vacation she still have}
Gwen took 41 pictures at the zoo and 29 at the museum. So she had 41 + 29 pictures. If she later deleted 15 of the pictures, she would have 41 + 29 - 15 pictures. 
Eq1: x=41 + 29 - 15 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41 + 29 - 15)
print(solve(Eq1,x))
We got 55 from sympy, so the answer is 55.",,55.0,1
25," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",34.0,"
A: mapping:{x: shirts he did not wash}
Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts. He only washed 29 of them. So he did not wash
40 + 23 - 29 shirts. 
Eq1: x=40 + 23 - 29 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,40 + 23 - 29)
print(solve(Eq1,x))
We got 34 from sympy, so the answer is 34.",,34.0,1
26, A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ,12.0,"
A: mapping:{x: cats left} 
The pet store had 12 siamese cats and 20 house cats. So in total they had 32 cats. After the sale, they had 32 - 20 cats left. 
Eq1: 32 - 20 = x 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(32 - 20, x)
print(solve(Eq1,x))
We got 12 from sympy, so the answer is 12.",,12.0,1
27," Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ",16.0,"
A: mapping:{x: bad carrots they have}
Faye picked 23 carrots. Her mother picked 5. So in total they had 23 + 5. If only 12 of the carrots were good,
then they had 23 + 5 - 12 bad carrots. 
Eq1: 23 + 5 - 12=x 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(23 + 5 - 12,x)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,16.0,1
28," The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",73.0,".
A: mapping:{x: extra apples the cafeteria end up with} 
The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, the cafeteria would have 43 + 32 - 2 apples. 
Eq1: x=43 + 32 - 2 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43 + 32 - 2)
print(solve(Eq1,x))
We got 73 from sympy, so the answer is 73.",,73.0,1
29," There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",17.0,"
A: mapping:{x: students didn't make the cut}
There were originally 39 girls and 4 boys. If 26 of them got called back, then that means 13 of them didn't make the cut. 
Eq1: 13=39+4-26 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(13,39+4-26)
print(solve(Eq1,x))
We got 0 from sympy, so the answer is 0.",,0.0,1
30, A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,18.0,"
A: mapping:{x: cats left} 
The pet store had 38 siamese cats and 25 house cats. So in total they had 38 + 25. During the sale they sold 45. So they have 38 + 25 - 45 cats left. 
Eq1: x=38 + 25 - 45 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,38 + 25 - 45)
print(solve(Eq1,x))
We got 18 from sympy, so the answer is 18.",,18.0,1
31, For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,41.0,".
A: mapping:{x: pastries she sold}
Paige started with 36 cupcakes and 9 cookies. After the sale, she had 4 left. So she sold 36 + 9 - 4 pastries.
Eq1: 36 + 9 - 4 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(36 + 9 - 4, x)
print(solve(Eq1,x))
We got 41 from sympy, so the answer is 41.",,41.0,1
32, Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7.0,"
A: mapping:{x: points Carol had at the end of the game}
Carol started with 17 points. Then she had 6 more points. But then she lost 16 points. So in total she had
17 + 6 - 16. 
Eq1: 17 + 6 - 16 = x 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(17 + 6 - 16, x)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0,1
33, Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,36.0,"
A: mapping:{x: pictures she still has to color}
Gwen bought 2 coloring books. One had 10 pictures and the other had 39. So she had 10 + 39 pictures.
After one week, she had already colored 13 of them. So she had 10 + 39 - 13 left to color. 
Eq1: 10 + 39 - 13 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10 + 39 - 13, x)
print(solve(Eq1,x))
We got 36 from sympy, so the answer is 36.",,36.0,1
34," For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ",63.0,".
A: mapping:{x:pieces left} 
Janet had 34 pieces of candy. Her sister had 33. So in total they had 34 + 33. After eating 4 pieces, they
had 34 + 33 - 4. 
Eq1: x=34 + 33 - 4 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,34 + 33 - 4)
print(solve(Eq1,x))
We got 63 from sympy, so the answer is 63.",,63.0,1
35," Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ",13.0,"
A: mapping:{x: bad carrots they have}
Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. So in total they had 39 + 38. If only 64 of the carrots were good, then they had 39 + 38 - 64 bad carrots.
Eq1: x=39 + 38 - 64 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,39 + 38 - 64)
print(solve(Eq1,x))
We got 13 from sympy, so the answer is 13.",,13.0,1
36," There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56.0,"
A: mapping:{x: students didn't make the cut}
There were 30 girls and 36 boys. In total, that is 30 + 36. If 10 of them got called back, then that means
10 of them didn't make the cut. 
Eq1: x=30 + 36 - 10 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30 + 36 - 10)
print(solve(Eq1,x))
We got 56 from sympy, so the answer is 56.",,56.0,1
37, Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,15.0,"
A: mapping:{x: money Roger has now}
Roger had 29 dollars. He got 20 more dollars for his birthday, but spent 34 on a new game. So he has 29 + 20 - 34 dollars now. 
Eq1: 29 + 20 - 34 = x 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(29 + 20 - 34, x)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0,1
38," Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5.0,"
A: mapping:{x: shirts Dave did not wash}
Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts. He washed 35 of them. So he did not wash
29 + 11 - 35 shirts. 
Eq1: 29 + 11 - 35 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(29 + 11 - 35, x)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,5.0,1
39," Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24.0,"
A: mapping:{x: games Edward ended up with} 
Edward started with 41 games. He bought 14 more at a garage sale. So in total he had 41 + 14. After 31 of them didn't work, he had 41 + 14 - 31. 
Eq1: x=41 + 14 - 31 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41 + 14 - 31)
print(solve(Eq1,x))
We got 24 from sympy, so the answer is 24.",,24.0,1
40," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"
A: mapping:{x:new books} 
Sam bought 13 adventure books and 17 mystery books. So in total he had 13 + 17. After using 15, he
had 13 + 17 - 15. 
Eq1: x=13 + 17 - 15 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,13 + 17 - 15)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0,1
41," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,".
A: mapping:{x:files still on her flash drive}
Amy had 26 music files and 36 video files. So in total she had 26 + 36. After deleting 48, she
had 26 + 36 - 48. 
Eq1: x=26 + 36 - 48 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,26 + 36 - 48)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,14.0,1
42, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"
A: mapping:{x: money Oliver has now}
Oliver had 35 dollars. He got 50 more dollars for his birthday, but spent 84 on a new game. So he has
35 + 50 - 84 = 1 dollar now. 
Eq1: 35 + 50 - 84 = 1 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(35 + 50 - 84,1)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
43, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"
A: mapping:{x: points Emily had at the end of the game}
Emily started with 16 points. Then she had 33 more points. But in the last round she lost 48 points. So
in total she had 16 + 33 - 48 points. 
Eq1: 16 + 33 - 48 = x 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(16 + 33 - 48, x)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
44," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"
A: mapping:{x:problems she had to do for homework}
Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, she would have 43 - 44 + 12 = 11 problems left for homework.
Eq1: 43 - 44 + 12 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(43 - 44 + 12, x)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,11.0,1
45," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,".
A: mapping:{x: extra apples the cafeteria end up with} 
The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, the cafeteria end up with 33 + 23 - 21.
Eq1: x=33 + 23 - 21 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33 + 23 - 21)
print(solve(Eq1,x))
We got 35 from sympy, so the answer is 35.",,35.0,1
46," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"
A: mapping:{x: shirts Dave did not wash}
Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts. He washed 20 of them. So he did not wash
9 + 27 - 20 shirts. 
Eq1: 9 + 27 - 20 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(9 + 27 - 20, x)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,16.0,1
47," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"
A: mapping:{x: pictures from her vacation she still have}
Rachel took 6 pictures at the zoo and 9 at the museum. So she took 6 + 9 pictures. After deleting 11 pictures,
she had 6 + 9 - 11 pictures. 
Eq1: x=6 + 9 - 11 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6 + 9 - 11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0,1
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"
A: mapping:{x: bad carrots they have}
Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have?
Eq1: 17+14-24=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(17+14-24,x)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0,1
49, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"
A: mapping:{x: cats left} 
The pet store had 41 siamese cats and 28 house cats. So they had 41 + 28 = 69 cats. They sold 15 cats during a sale. So they have 69 - 15 = 54 cats left. 
Eq1: 69 - 15 = 54 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(69 - 15, 54)
print(solve(Eq1,x))
We got 54 from sympy, so the answer is 54.",,54.0,1
50," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"
A: mapping:{x:new books} 
Sam bought 13 adventure books and 17 mystery books. So in total he had 13 + 17. After using 15, he
had 13 + 17 - 15. 
Eq1: x=13 + 17 - 15 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,13 + 17 - 15)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0,1
51," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,".
A: mapping:{x:files still on her flash drive}
Amy had 26 music files and 36 video files. So in total she had 26 + 36. After deleting 48, she
had 26 + 36 - 48. 
Eq1: x=26 + 36 - 48 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,26 + 36 - 48)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,14.0,1
52, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"
A: mapping:{x: money Oliver has now}
Oliver had 35 dollars. He got 50 more dollars for his birthday, but spent 84 on a new game. So he has
35 + 50 - 84 = 1 dollar now. 
Eq1: 35 + 50 - 84 = 1 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(35 + 50 - 84,1)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
53, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"
A: mapping:{x: points Emily had at the end of the game}
Emily started with 16 points. Then she had 33 points. Then she lost 48 points. So she had 16 + 33 - 48 points. 
Eq1: 16 + 33 - 48 = x 
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(16 + 33 - 48, x)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
