,question,answer,response,mapping,response_answer
12," While on vacation, Debby took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",22.0,"def vacation_pictures(c0, c1, c2):
    # Debby took c0 pictures at the zoo and c1 at the museum
    total_pictures = c0 + c1

    # Debby deleted c2 pictures
    deleted_pictures = c2

    # The number of pictures Debby still has can be calculated by subtracting the number of deleted pictures from the total number of pictures she took
    remaining_pictures = total_pictures - deleted_pictures

    return remaining_pictures","{'c0': 24.0, 'c1': 12.0, 'c2': 14.0}",22.0
13," Katie picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Katie pick? ",2.0,"def Problem(c0, c1, c2):
    #Katie picked c0 tulips and c1 roses
    tulips = c0
    roses = c1

    #Katie only used c2 of the flowers
    used = c2

    #The total number of flowers Katie picked can be calculated by adding the number of tulips and roses she picked
    total_picked = tulips + roses

    #The number of extra flowers Katie picked can be calculated by subtracting the number of flowers she used from the total number of flowers she picked
    extra = total_picked - used

    return extra","{'c0': 3.0, 'c1': 9.0, 'c2': 10.0}",2.0
14," Faye had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",15.0,"def homework_problems(c0, c1, c2):
    # Faye had c0 math problems and c1 science problems for homework
    total_homework = c0 + c1
    
    # She finished c2 of the problems at school
    finished_at_school = c2
    
    # The number of problems she has to do for homework can be calculated by subtracting the number of problems she finished at school from the total number of homework problems
    remaining_homework = total_homework - finished_at_school
    
    return remaining_homework","{'c0': 46.0, 'c1': 9.0, 'c2': 40.0}",15.0
15," Amy had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",2.0,"def remaining_files(c0, c1, c2):
    # Amy had c0 music files and c1 video files on her flash drive
    total_files = c0 + c1

    # If she deleted c2 of the files
    remaining_files = total_files - c2

    return remaining_files","{'c0': 4.0, 'c1': 21.0, 'c2': 23.0}",2.0
16," Ned was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",14.0,"def good_games(c0, c1, c2):
    # Ned originally had c0 games
    original_games = c0
    
    # Ned bought c1 more games
    new_games = c1
    
    # Ned had c2 games that didn't work
    broken_games = c2
    
    # The total number of games Ned has now can be calculated by adding the original number of games to the number of new games he bought
    total_games = original_games + new_games
    
    # The number of good games Ned has now can be calculated by subtracting the number of broken games from the total number of games he has
    good_games = total_games - broken_games
    
    return good_games","{'c0': 11.0, 'c1': 22.0, 'c2': 19.0}",14.0
17, Chloe was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,86.0,"def Problem(c0, c1, c2):
    #Chloe scored c0 points in the first round
    round1 = c0

    #Chloe scored c1 points in the second round
    round2 = c1

    #Chloe lost c2 points in the last round
    lost = c2

    #The total points Chloe has at the end of the game can be calculated by adding the points she scored in the first and second round and then subtracting the points she lost in the last round
    total_points = round1 + round2 - lost

    return total_points","{'c0': 40.0, 'c1': 50.0, 'c2': 4.0}",86.0
18," At the arcade, Tom won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he spent c2 of his tickets on a hat, how many tickets does Tom have left? ",50.0,"def tickets_left(c0, c1, c2):
    # Tom won c0 tickets playing 'whack a mole'
    whack_a_mole_tickets = c0

    # Tom won c1 tickets playing 'skee ball'
    skee_ball_tickets = c1

    # Tom spent c2 of his tickets on a hat
    spent_tickets = c2

    # The total number of tickets Tom had can be calculated by adding the number of tickets he won playing 'whack a mole' and 'skee ball'
    total_tickets = whack_a_mole_tickets + skee_ball_tickets

    # The number of tickets Tom has left can be calculated by subtracting the number of tickets he spent on the hat from the total number of tickets he had
    tickets_left = total_tickets - spent_tickets

    return tickets_left","{'c0': 32.0, 'c1': 25.0, 'c2': 7.0}",50.0
19," Bianca and her mom were picking carrots from their garden. Bianca picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",25.0,"def Problem(c0, c1, c2):
    #Bianca picked c0 carrots
    bianca = c0

    #Bianca's mother picked c1 carrots
    mother = c1

    #The total number of carrots they picked can be calculated by adding the number of carrots Bianca picked by the number of carrots her mother picked
    total_picked = bianca + mother

    #The number of bad carrots they have can be calculated by substracting the number of good carrots from the total number of carrots they picked
    bad_carrots = total_picked - c2

    return bad_carrots","{'c0': 26.0, 'c1': 15.0, 'c2': 16.0}",25.0
20, For the school bake sale Katie made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,4.0,"def Problem(c0, c1, c2):
    #Katie baked c0 cupcakes and c1 cookies
    cupcakes = c0
    cookies = c1

    #After the sale, she had c2 pastries left
    pastries_left = c2

    #The total number of pastries she sold can be calculated by subtracting the number of pastries left from the total number of pastries she baked
    pastries_sold = cupcakes + cookies - pastries_left

    return pastries_sold","{'c0': 7.0, 'c1': 5.0, 'c2': 8.0}",4.0
21, Zoe bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,68.0,"def Problem(c0, c1, c2):
    # Zoe has c0 pictures in the first coloring book
    book1 = c0

    # Zoe has c1 pictures in the second coloring book
    book2 = c1

    # Zoe has already colored c2 pictures
    colored = c2

    # The total number of pictures Zoe has is the sum of pictures in both books
    total_pictures = book1 + book2

    # The number of pictures Zoe still has to color is the difference between the total number of pictures and the number of pictures she has already colored
    pictures_left = total_pictures - colored

    return pictures_left","{'c0': 44.0, 'c1': 44.0, 'c2': 20.0}",68.0
22," John was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",6.0,"def good_games(c0, c1, c2):
    # John originally had c0 games
    original_games = c0
    
    # John bought c1 more games
    garage_sale_games = c1
    
    # John had c2 games that didn't work
    broken_games = c2
    
    # The total number of games John has now can be calculated by adding the original number of games and the garage sale games
    total_games = original_games + garage_sale_games
    
    # The number of good games John has now can be calculated by subtracting the number of broken games from the total number of games
    good_games = total_games - broken_games
    
    return good_games","{'c0': 21.0, 'c1': 8.0, 'c2': 23.0}",6.0
23, Henry had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,19.0,"def Problem(c0, c1, c2):
    #Henry had c0 dollars originally
    money_before = c0

    #Henry got c1 more dollars for his birthday
    birthday_money = c1

    #Henry spent c2 dollars on a new game
    game_cost = c2

    #The total money Henry has right now can be calculated by adding the birthday money he got and substracting the cost of the game he bought from the orginal money he had
    money_now = money_before + birthday_money - game_cost

    return money_now","{'c0': 11.0, 'c1': 18.0, 'c2': 10.0}",19.0
24," While on vacation, Gwen took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",55.0,"def vacation_pictures(c0, c1, c2):
    #Gwen took c0 pictures at the zoo
    zoo_pics = c0

    #Gwen took c1 pictures at the museum
    museum_pics = c1

    #Gwen deleted c2 pictures
    deleted_pics = c2

    #The total number of pictures Gwen had can be calculated by adding the number of pictures she took at the zoo and the museum
    total_pics = zoo_pics + museum_pics

    #The number of pictures Gwen has left can be calculated by subtracting the number of pictures she deleted from the total number of pictures she had
    remaining_pics = total_pics - deleted_pics

    return remaining_pics","{'c0': 41.0, 'c1': 29.0, 'c2': 15.0}",55.0
25," Sam had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",34.0,"def Problem(c0, c1, c2):
    #Sam had to wash c0 short sleeve shirts and c1 long sleeve shirts
    total_shirts = c0 + c1

    #Sam only washed c2 of them by the time school started
    washed = c2

    #The number of shirts Sam did not wash can be calculated by subtracting the number of shirts he washed from the total number of shirts he had to wash
    not_washed = total_shirts - washed

    return not_washed","{'c0': 40.0, 'c1': 23.0, 'c2': 29.0}",34.0
26, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,12.0,"def cats_left(c0, c1, c2):
    # The pet store originally had c0 siamese cats and c1 house cats
    total_cats = c0 + c1

    # During the sale, they sold c2 cats
    sold_cats = c2

    # The number of cats left can be calculated by subtracting the number of sold cats from the total number of cats
    cats_left = total_cats - sold_cats

    return cats_left","{'c0': 12.0, 'c1': 20.0, 'c2': 20.0}",12.0
27," Faye and her mom were picking carrots from their garden. Faye picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",16.0,"def Problem(c0, c1, c2):
    #Faye picked c0 carrots
    faye = c0

    #Faye's mother picked c1 carrots
    mother = c1

    #The total number of carrots they picked can be calculated by adding the number of carrots Faye picked by the number of carrots her mother picked
    total_picked = faye + mother

    #The number of bad carrots they have can be calculated by substracting the number of good carrots from the total number of carrots they picked
    bad_carrots = total_picked - c2

    return bad_carrots","{'c0': 23.0, 'c1': 5.0, 'c2': 12.0}",16.0
28," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",73.0,"def Problem(c0, c1, c2):
    #The cafeteria ordered c0 red apples and c1 green apples
    red_apples = c0
    green_apples = c1

    #Only c2 students wanted fruit
    students = c2

    #The total number of apples the cafeteria ordered can be calculated by adding the number of red apples and the number of green apples
    total_apples = red_apples + green_apples

    #The number of extra apples the cafeteria ended up with can be calculated by subtracting the number of students who wanted fruit from the total number of apples ordered
    extra_apples = total_apples - students

    return extra_apples","{'c0': 43.0, 'c1': 32.0, 'c2': 2.0}",73.0
29," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",17.0,"def Problem(c0, c1, c2):
    #The total number of students who tried out is the sum of the number of girls and boys
    total_students = c0 + c1

    #The number of students who made the cut is c2
    students_made_cut = c2

    #The number of students who didn't make the cut can be calculated by subtracting the number of students who made the cut from the total number of students who tried out
    students_didnt_make_cut = total_students - students_made_cut

    return students_didnt_make_cut","{'c0': 39.0, 'c1': 4.0, 'c2': 26.0}",17.0
30, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,18.0,"def cats_left(c0, c1, c2):
    # The pet store originally had c0 siamese cats and c1 house cats
    total_cats = c0 + c1

    # During the sale, they sold c2 cats
    sold_cats = c2

    # The number of cats left can be calculated by subtracting the number of sold cats from the total number of cats
    cats_left = total_cats - sold_cats

    return cats_left","{'c0': 38.0, 'c1': 25.0, 'c2': 45.0}",18.0
31, For the school bake sale Paige made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,41.0,"def Problem(c0, c1, c2):
    #Paige baked c0 cupcakes and c1 cookies
    cupcakes = c0
    cookies = c1

    #After the sale, she had c2 pastries left
    pastries_left = c2

    #The total number of pastries Paige sold can be calculated by subtracting the number of pastries she had left from the total number of pastries she baked
    pastries_sold = cupcakes + cookies - pastries_left

    return pastries_sold","{'c0': 36.0, 'c1': 9.0, 'c2': 4.0}",41.0
32, Carol was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,7.0,"def calculate_points(c0, c1, c2):
    # Carol's score before the last round
    score_before = c0 + c1
    
    # Carol lost c2 points in the last round
    lost_points = c2
    
    # Carol's final score after the last round
    final_score = score_before - lost_points
    
    return final_score","{'c0': 17.0, 'c1': 6.0, 'c2': 16.0}",7.0
33, Gwen bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,36.0,"def remaining_pictures(c0, c1, c2):
    #Gwen has c0 pictures in the first coloring book
    book1 = c0

    #Gwen has c1 pictures in the second coloring book
    book2 = c1

    #Gwen has already colored c2 pictures
    colored = c2

    #The total number of pictures Gwen has is the sum of the pictures in both books
    total_pictures = book1 + book2

    #The number of pictures Gwen still has to color can be calculated by subtracting the number of pictures she has already colored from the total number of pictures she has
    remaining = total_pictures - colored

    return remaining","{'c0': 10.0, 'c1': 39.0, 'c2': 13.0}",36.0
34," For Halloween Janet and her sister combined the candy they received. Janet had c0 pieces of candy while her sister had c1. If they ate c2 pieces the first night, how many pieces do they have left? ",63.0,"def candy_left(c0, c1, c2):
    # Janet had c0 pieces of candy
    janet_candy = c0
    
    # Janet's sister had c1 pieces of candy
    sister_candy = c1
    
    # They ate c2 pieces of candy the first night
    eaten_candy = c2
    
    # The total number of candy they had before eating any can be calculated by adding Janet's and her sister's candy
    total_candy_before = janet_candy + sister_candy
    
    # The total number of candy they have left can be calculated by subtracting the number of candy they ate from the total number of candy they had before
    candy_left = total_candy_before - eaten_candy
    
    return candy_left","{'c0': 34.0, 'c1': 33.0, 'c2': 4.0}",63.0
35," Haley and her mom were picking carrots from their garden. Haley picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",13.0,"def Problem(c0, c1, c2):
    #Haley picked c0 carrots
    haley = c0

    #Haley's mom picked c1 carrots
    mom = c1

    #The total number of carrots they picked can be calculated by adding the number of carrots Haley picked by the number of carrots her mom picked
    total_picked = haley + mom

    #The number of bad carrots they have can be calculated by substracting the number of good carrots from the total number of carrots they picked
    bad_carrots = total_picked - c2

    return bad_carrots","{'c0': 39.0, 'c1': 38.0, 'c2': 64.0}",13.0
36," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",56.0,"def Problem(c0, c1, c2):
    #The total number of students who tried out is the sum of the number of girls and boys
    total_students = c0 + c1

    #The number of students who made the cut is c2
    students_made_cut = c2

    #The number of students who didn't make the cut can be calculated by subtracting the number of students who made the cut from the total number of students who tried out
    students_didnt_make_cut = total_students - students_made_cut

    return students_didnt_make_cut","{'c0': 30.0, 'c1': 36.0, 'c2': 10.0}",56.0
37, Roger had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,15.0,"def Problem(c0, c1, c2):
    #Roger had c0 dollars originally
    money_before = c0

    #Roger got c1 more dollars for his birthday
    birthday_money = c1

    #Roger spent c2 dollars on a new game
    game_cost = c2

    #The total money Roger has right now can be calculated by adding the money he got for his birthday and substracting the cost of the new game he bought
    money_now = money_before + birthday_money - game_cost

    return money_now","{'c0': 29.0, 'c1': 20.0, 'c2': 34.0}",15.0
38," Dave had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",5.0,"def Problem(c0, c1, c2):
    #Dave had to wash c0 short sleeve shirts and c1 long sleeve shirts
    total_shirts = c0 + c1

    #Dave only washed c2 of them by the time school started
    washed_shirts = c2

    #The number of shirts Dave did not wash can be calculated by subtracting the number of shirts he washed from the total number of shirts he had to wash
    not_washed = total_shirts - washed_shirts

    return not_washed","{'c0': 29.0, 'c1': 11.0, 'c2': 35.0}",5.0
39," Edward was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",24.0,"def good_games(c0, c1, c2):
    # Edward originally had c0 games
    original_games = c0

    # Edward bought c1 more games at a garage sale
    garage_sale_games = c1

    # Edward had c2 games that didn't work
    broken_games = c2

    # The total number of games Edward has now can be calculated by adding the original number of games and the garage sale games
    total_games = original_games + garage_sale_games

    # The number of good games Edward has now can be calculated by subtracting the number of broken games from the total number of games
    good_games = total_games - broken_games

    return good_games","{'c0': 41.0, 'c1': 14.0, 'c2': 31.0}",24.0
40," At the schools book fair Sam bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",15.0,"def Problem(c0, c1, c2):
    #Sam bought c0 adventure books and c1 mystery books
    adventure_books = c0
    mystery_books = c1

    #c2 of the books were used
    used_books = c2

    #The number of new books Sam bought can be calculated by subtracting the number of used books from the total number of books he bought
    new_books = adventure_books + mystery_books - used_books

    return new_books","{'c0': 13.0, 'c1': 17.0, 'c2': 15.0}",15.0
41," Amy had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",14.0,"def remaining_files(c0, c1, c2):
    # Amy had c0 music files and c1 video files on her flash drive
    total_files = c0 + c1

    # If she deleted c2 of the files
    remaining_files = total_files - c2

    return remaining_files","{'c0': 26.0, 'c1': 36.0, 'c2': 48.0}",14.0
42, Oliver had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,1.0,"def calculate_money(c0, c1, c2):
    # Oliver originally had c0 dollars
    original_money = c0

    # Oliver got c1 more dollars for his birthday
    birthday_money = c1

    # Oliver spent c2 dollars on a new game
    spent_money = c2

    # The total money Oliver has now can be calculated by adding the birthday money and subtracting the spent money from the original money
    total_money = original_money + birthday_money - spent_money

    return total_money","{'c0': 35.0, 'c1': 50.0, 'c2': 84.0}",1.0
43, Emily was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,1.0,"def calculate_points(c0, c1, c2):
    # Emily's score before the last round
    score_before = c0 + c1
    
    # Emily lost c2 points in the last round
    lost_points = c2
    
    # Emily's final score after the last round
    final_score = score_before - lost_points
    
    return final_score","{'c0': 16.0, 'c1': 33.0, 'c2': 48.0}",1.0
44," Paige had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",11.0,"def homework_problems(c0, c1, c2):
    # Paige had c0 math problems and c1 science problems for homework
    total_homework = c0 + c1

    # Paige finished c2 of the problems at school
    finished_at_school = c2

    # The number of problems Paige has to do for homework can be calculated by subtracting the number of problems she finished at school from the total number of homework problems
    remaining_homework = total_homework - finished_at_school

    return remaining_homework","{'c0': 43.0, 'c1': 12.0, 'c2': 44.0}",11.0
45," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"def Problem(c0, c1, c2):
    #The cafeteria ordered c0 red apples and c1 green apples
    red_apples = c0
    green_apples = c1

    #Only c2 students wanted fruit
    students = c2

    #The total number of apples the cafeteria ordered can be calculated by adding the number of red apples and the number of green apples
    total_apples = red_apples + green_apples

    #The number of extra apples the cafeteria ended up with can be calculated by subtracting the number of students who wanted fruit from the total number of apples ordered
    extra_apples = total_apples - students

    return extra_apples","{'c0': 33.0, 'c1': 23.0, 'c2': 21.0}",35.0
46," Dave had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",16.0,"def Problem(c0, c1, c2):
    #Dave had to wash c0 short sleeve shirts and c1 long sleeve shirts
    total_shirts = c0 + c1

    #Dave only washed c2 of them by the time school started
    washed_shirts = c2

    #The number of shirts Dave did not wash can be calculated by subtracting the number of shirts he washed from the total number of shirts he had to wash
    not_washed = total_shirts - washed_shirts

    return not_washed","{'c0': 9.0, 'c1': 27.0, 'c2': 20.0}",16.0
47," While on vacation, Rachel took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",4.0,"def vacation_pictures(c0, c1, c2):
    # Rachel took c0 pictures at the zoo
    zoo_pics = c0
    
    # Rachel took c1 pictures at the museum
    museum_pics = c1
    
    # Rachel deleted c2 pictures
    deleted_pics = c2
    
    # The total number of pictures Rachel had before deleting any can be calculated by adding the number of pictures she took at the zoo and museum
    total_pics_before = zoo_pics + museum_pics
    
    # The number of pictures Rachel has now can be calculated by subtracting the number of pictures she deleted from the total number of pictures she had before
    total_pics_now = total_pics_before - deleted_pics
    
    return total_pics_now","{'c0': 6.0, 'c1': 9.0, 'c2': 11.0}",4.0
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",7.0,"def Problem(c0, c1, c2):
    #Vanessa picked c0 carrots
    vanessa = c0

    #Vanessa's mother picked c1 carrots
    mother = c1

    #The total number of carrots they picked can be calculated by adding the number of carrots Vanessa picked by the number of carrots her mother picked
    total_picked = vanessa + mother

    #The number of bad carrots they have can be calculated by substracting the number of good carrots from the total number of carrots they picked
    bad_carrots = total_picked - c2

    return bad_carrots","{'c0': 17.0, 'c1': 14.0, 'c2': 24.0}",7.0
49, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,54.0,"def cats_left(c0, c1, c2):
    #total number of cats before sale
    total_cats = c0 + c1
    
    #number of cats sold during sale
    sold_cats = c2
    
    #number of cats left after sale
    cats_left = total_cats - sold_cats
    
    return cats_left","{'c0': 41.0, 'c1': 28.0, 'c2': 15.0}",54.0
50," At the schools book fair Sam bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",15.0,"def Problem(c0, c1, c2):
    #Sam bought c0 adventure books and c1 mystery books
    adventure_books = c0
    mystery_books = c1

    #c2 of the books were used
    used_books = c2

    #The number of new books Sam bought can be calculated by subtracting the number of used books from the total number of books he bought
    new_books = adventure_books + mystery_books - used_books

    return new_books","{'c0': 13.0, 'c1': 17.0, 'c2': 15.0}",15.0
