,question,answer,response,mapping,response_answer
27,Matthew gave equal numbers of crackers and cakes to his c0 friends. If he had c1 crackers and c2 cakes initiallyHow many crackers and cakes did each person eat?,1.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Matthew gave equal numbers of crackers and cakes to his c0 friends
    num_friends = c0

    #Matthew had c1 crackers initially
    crackers = c1

    #Matthew had c2 cakes initially
    cakes = c2

    #The total number of crackers and cakes Matthew gave to his friends can be calculated by adding the number of crackers and cakes he had initially
    total = crackers + cakes

    #The number of crackers and cakes each person got can be calculated by dividing the total number of crackers and cakes by the number of friends
    per_person = total / num_friends

    #The number of crackers and cakes each person ate can be calculated by subtracting the number of crackers and cakes each person got from the initial number of crackers and cakes
    ate = per_person - (crackers/num_friends)

    return ate","{'c0': 28.0, 'c1': 13.0, 'c2': 15.0}",0.5357142857142857
28,"A grocery store had c0 bottles of regular soda, c1 bottles of diet soda and c2 bottles of lite soda.How many bottles of regular soda and diet soda did they have altogether?",89.0,"def Problem(c0, c1, c2):
    #The grocery store had c0 bottles of regular soda
    regular = c0

    #The grocery store had c1 bottles of diet soda
    diet = c1

    #The grocery store had c2 bottles of lite soda
    lite = c2

    #The total number of regular and diet soda bottles can be calculated by adding the number of regular soda bottles to the number of diet soda bottles
    total = regular + diet

    return total","{'c0': 49.0, 'c1': 40.0, 'c2': 6.0}",89.0
29,"Dan has $ c0. He bought c1 candy bar for $ c2, each one costing the same amount of money.How much did each candy bar cost?",2.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Dan has c0 dollars
    dan_money = c0

    #Dan bought c1 candy bars
    candy_bars = c1

    #Each candy bar costs c2 dollars
    candy_bar_cost = c2

    #The total cost of all the candy bars can be calculated by multiplying the number of candy bars by the cost of each candy bar
    total_cost = candy_bars * candy_bar_cost

    #The cost of each candy bar can be calculated by dividing the total cost by the number of candy bars
    cost_per_candy_bar = total_cost / candy_bars

    return cost_per_candy_bar","{'c0': 3.0, 'c1': 2.0, 'c2': 4.0}",4.0
30,Tiffany was collecting cans for recycling. On monday she had c0 bags of cans. The next day she found c1 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,5.0,"def Problem(c0, c1):
    #Tiffany had c0 bags of cans on Monday
    bags_monday = c0

    #Tiffany found c1 more bags worth of cans the next day
    bags_next_day = c1

    #The number of bags she found on the next day than she had on Monday can be calculated by subtracting the number of bags she had on Monday from the number of bags she had on the next day
    more_bags = bags_next_day - bags_monday

    return more_bags","{'c0': 7.0, 'c1': 12.0}",5.0
31,There were c0 roses and c1 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now c2 roses and c3 orchids in the vase.How many roses did she cut?,2.0,"def Problem(c0, c1, c2, c3):
    #There were originally c0 roses and c1 orchids in the vase
    roses_before = c0
    orchids_before = c1

    #Jessica cut some more roses and orchids from her flower garden
    roses_cut = roses_before - c2
    orchids_cut = orchids_before - c3

    #The total number of roses Jessica cut can be calculated by subtracting the current number of roses in the vase from the original number of roses in the vase
    total_roses_cut = roses_before - c2

    return total_roses_cut","{'c0': 15.0, 'c1': 62.0, 'c2': 17.0, 'c3': 96.0}",-2.0
32,There are some baskets of peaches. Each basket has c0 red peaches and c1 green peaches. If there are a total of c2 peaches in all basketsHow many baskets of peaches are there?,1.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Each basket has c0 red peaches and c1 green peaches
    #The total number of peaches in each basket is c0 + c1
    total_per_basket = c0 + c1

    #The total number of baskets can be calculated by dividing the total number of peaches by the number of peaches per basket
    total_baskets = c2 // total_per_basket

    return total_baskets","{'c0': 4.0, 'c1': 3.0, 'c2': 7.0}",1.0
33,There were c0 dollars in Olivia's wallet. She spent c1 dollars at a supermarket.How much money does she have left?,63.0,"def remaining_money(c0, c1):
    # Olivia had c0 dollars originally
    money_before = c0

    # Olivia spent c1 dollars at the supermarket
    spent = c1

    # The total money Olivia has right now can be calculated by subtracting the money she spent from the original money she had
    money_now = money_before - spent

    return money_now","{'c0': 78.0, 'c1': 15.0}",63.0
34,"Jack received c0 emails in the morning, c1 emails in the afternoon and some more in the evening. If he received a total of c2 emails in the dayHow many emails did Jack receive in the afternoon?",1.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Jack received c0 emails in the morning
    morning = c0

    #Jack received c1 emails in the afternoon
    afternoon = c1

    #Jack received a total of c2 emails in the day
    total = c2

    #The number of emails Jack received in the evening can be calculated by subtracting the sum of morning and afternoon emails from the total emails he received in the day
    evening = total - (morning + afternoon)

    #The number of emails Jack received in the afternoon is simply c1
    return afternoon","{'c0': 6.0, 'c1': 3.0, 'c2': 10.0}",3.0
35,Dan has $ c0. He bought a candy bar for $ c1. Then his friend have him $ c2 How much money is left?,1.0,"def Problem(c0, c1, c2):
    #Dan had c0 dollars originally
    money_before = c0

    #Dan bought a candy bar for c1 dollars
    candy_cost = c1

    #Dan's friend gave him c2 dollars
    friend_gave = c2

    #The total cost of the candy bar can be substracted from the original money Dan had
    money_spent = candy_cost
    money_now = money_before - money_spent

    #Dan's friend gave him some money, so the total money Dan has now can be calculated by adding the money his friend gave him to the money he has left after buying the candy bar
    money_now += friend_gave

    return money_now","{'c0': 4.0, 'c1': 8.0, 'c2': 5.0}",1.0
36,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that c0 visitors came to the Buckingham palace on the previous day. If there were c1 visitors on that dayHow many visited the Buckingham palace within c2 days?",949.0,"def visitors_in_c2_days(c0, c1, c2):
    # Calculate the average number of visitors per day
    avg_visitors_per_day = c1 / 1
    
    # Calculate the total number of visitors in c2 days
    total_visitors = c0 + (avg_visitors_per_day * c2)
    
    return total_visitors","{'c0': 703.0, 'c1': 246.0, 'c2': 25.0}",6853.0
37,For Gwen's birthday she received c0 dollars from her dad. Her mom gave her c1 more dollars. If she spent c2 dollars.How much more money did she receive from her mom than she did from her dad?,2.0,"def Problem(c0, c1, c2):
    #Gwen received c0 dollars from her dad
    dad_money = c0

    #Gwen received c1 more dollars from her mom
    mom_money = c1

    #Gwen spent c2 dollars
    spent_money = c2

    #The total money Gwen received can be calculated by adding the money she received from her dad and the money she received from her mom
    total_received = dad_money + mom_money

    #The money Gwen has left can be calculated by substracting the money she spent from the total money she received
    money_left = total_received - spent_money

    #The difference between the money Gwen received from her mom and the money she received from her dad can be calculated by substracting the money she received from her dad from the money she received from her mom
    difference = mom_money - dad_money

    return difference","{'c0': 5.0, 'c1': 7.0, 'c2': 4.0}",2.0
38,There are c0 bananas and c1 oranges in Philip's collection. If the bananas are organized into c2 groups and oranges are organized into c3 groupsHow big is each group of oranges?,2.0,"Let's think about it step by step:

def Problem(c0, c1, c2, c3):
    #Philip has c0 bananas and c1 oranges
    bananas = c0
    oranges = c1

    #The bananas are organized into c2 groups
    banana_groups = c2

    #The oranges are organized into c3 groups
    orange_groups = c3

    #The size of each group of oranges can be calculated by dividing the number of oranges by the number of orange groups
    orange_group_size = oranges / orange_groups

    return orange_group_size","{'c0': 142.0, 'c1': 356.0, 'c2': 47.0, 'c3': 178.0}",2.0
39,There are c0 different books and c1 different movies in the ' crazy silly school ' series. If you read c2 of the movies and watched c3 of the booksHow many more movies than books have you read?,3.0,"def Problem(c0, c1, c2, c3):
    #number of movies read
    movies_read = c2

    #number of books watched
    books_watched = c3

    #number of movies in the series
    movies_total = c1

    #number of books in the series
    books_total = c0

    #calculate the difference between the number of movies read and the number of books watched
    difference = movies_read - books_watched

    #calculate the difference between the total number of movies and the total number of books
    total_difference = movies_total - books_total

    #calculate the number of more movies read than books
    more_movies = (difference * total_difference) / abs(total_difference)

    return more_movies","{'c0': 8.0, 'c1': 5.0, 'c2': 19.0, 'c3': 16.0}",-3.0
40,Mary is baking a cake. The recipe calls for c0 cups of flour and c1 cups of sugar. She already put in some cups of flour. If she still needs c2 more cups of flourHow many cups of flour did she put in?,10.0,"def Problem(c0, c1, c2):
    #Mary needs c0 cups of flour and c1 cups of sugar for the cake
    flour_needed = c0

    #Mary already put in some cups of flour
    flour_already_added = c0 - c2

    #The amount of flour Mary still needs can be calculated by subtracting the amount of flour she already added from the total amount of flour needed
    flour_still_needed = c2

    #The amount of flour Mary put in can be calculated by subtracting the amount of flour still needed from the total amount of flour needed
    flour_added = flour_needed - flour_still_needed

    return flour_added","{'c0': 12.0, 'c1': 5.0, 'c2': 2.0}",10.0
41,Danny collects bottle caps and wrappers. He found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,4.0,"def Problem(c0, c1, c2, c3):
    #Danny found c0 wrappers and c1 bottle caps at the park
    wrappers_found = c0
    bottle_caps_found = c1

    #Danny now has c2 bottle caps and c3 wrappers in his collection
    wrappers_now = c3
    bottle_caps_now = c2

    #The number of bottle caps and wrappers Danny found can be calculated by subtracting the number of bottle caps and wrappers he has now from the number he had before
    bottle_caps_found = bottle_caps_now - bottle_caps_found
    wrappers_found = wrappers_now - wrappers_found

    #The difference between the number of bottle caps and wrappers Danny found can be calculated by subtracting the number of wrappers found from the number of bottle caps found
    difference = bottle_caps_found - wrappers_found

    return difference","{'c0': 46.0, 'c1': 50.0, 'c2': 21.0, 'c3': 52.0}",-35.0
42,Luke played c0 rounds of a trivia game. If he gained c1 points in each roundHow many points did he score in the game?,8142.0,"def trivia_score(c0, c1):
    # Luke played c0 rounds of the game
    rounds_played = c0

    # Luke gained c1 points in each round
    points_per_round = c1

    # The total points Luke scored can be calculated by multiplying the number of rounds played by the points gained per round
    total_score = rounds_played * points_per_round

    return total_score","{'c0': 177.0, 'c1': 46.0}",8142.0
43,c0 birds and c1 storks were sitting on the fence. c2 more birds came to join them.How many more birds than storks are sitting on the fence?,1.0,"def Problem(c0, c1, c2):
    #The total number of birds and storks sitting on the fence can be calculated by adding the number of birds and storks
    total_birds_storks = c0 + c1

    #The number of birds after c2 more birds joined can be calculated by adding the number of birds before to c2
    birds_now = c0 + c2

    #The number of storks remains the same
    storks_now = c1

    #The difference between the number of birds and storks now can be calculated by subtracting the number of storks from the number of birds
    difference = birds_now - storks_now

    return difference","{'c0': 3.0, 'c1': 4.0, 'c2': 2.0}",1.0
44,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped c0 inches. The mouse jumped c1 inches lesser than the frog who jumped c2 inches farther than the grasshopper.How far did the mouse jump?",39.0,"def Problem(c0, c1, c2):
    #The grasshopper jumped c0 inches
    grasshopper = c0

    #The mouse jumped c1 inches lesser than the frog
    mouse = c2 - c1

    #The frog jumped c2 inches farther than the grasshopper
    frog = c2

    #The distance the mouse jumped can be calculated by substracting the distance the mouse jumped from the distance the frog jumped
    distance = frog - mouse

    return distance","{'c0': 9.0, 'c1': 3.0, 'c2': 33.0}",3.0
45,Zachary did c0 push-ups and c1 crunches in gym class today. David did c2 more push-ups but c3 less crunches than zachary.How many more push-ups than crunches did Zachary do?,32.0,"def Problem(c0, c1, c2, c3):
    #Zachary did c0 push-ups and c1 crunches
    zachary_pushups = c0
    zachary_crunches = c1

    #David did c2 more push-ups and c3 less crunches than Zachary
    david_pushups = c0 + c2
    david_crunches = c1 - c3

    #The difference between the number of push-ups and crunches Zachary did can be calculated by subtracting the number of crunches from the number of push-ups
    zachary_difference = zachary_pushups - zachary_crunches

    #The difference between the number of push-ups and crunches David did can be calculated by subtracting the number of crunches from the number of push-ups
    david_difference = david_pushups - david_crunches

    #The difference between the number of push-ups and crunches Zachary did more than David can be calculated by subtracting the difference between the number of push-ups and crunches David did from the difference between the number of push-ups and crunches Zachary did
    difference = zachary_difference - david_difference

    return difference","{'c0': 35.0, 'c1': 3.0, 'c2': 58.0, 'c3': 87.0}",-145.0
46,"Jack received c0 emails in the morning, c1 emails in the afternoon and c2 emails in the evening.How many emails did Jack receive in the afternoon and evening?",13.0,"def Problem(c0, c1, c2):
    #Jack received c1 emails in the afternoon and c2 emails in the evening
    afternoon_and_evening = c1 + c2

    return afternoon_and_evening","{'c0': 4.0, 'c1': 5.0, 'c2': 8.0}",13.0
47,Jerry had c0 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed c1 of the old ones. If there are c2 action figures on his shelf nowHow many action figures did he add to the shelf?,11.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Jerry originally had c0 action figures on the shelf
    original_figures = c0

    #Jerry added some more action figures to the shelf
    added_figures = c2 - original_figures + c1

    return added_figures

#Explanation: To find out how many action figures Jerry added to the shelf, we need to subtract the original number of action figures from the current number of action figures on the shelf. However, we also need to take into account the fact that Jerry removed c1 of the old action figures. Therefore, we need to add c1 to the difference between c2 and c0.","{'c0': 7.0, 'c1': 10.0, 'c2': 8.0}",11.0
