,question,answer,response,mapping,response_answer
12,In a school there are c0 more girls than boys. If there are c1 girlsHow many pupils are there in that school?,926.0,"def Problem(c0, c1):
    #there are c1 girls in the school
    girls = c1

    #there are c0 more girls than boys, so we can calculate the number of boys by subtracting c0 from the number of girls
    boys = girls - c0

    #the total number of pupils is the sum of boys and girls
    pupils = boys + girls

    return pupils","{'c0': 458.0, 'c1': 692.0}",926.0
13,After resting they decided to go for a swim. The depth of the water is c0 times Dean's height. Dean is c1 feet taller than Ron. If Ron stands at c2 feetHow deep was the water?,255.0,"def Problem(c0, c1, c2):
    #Dean's height is c1 feet taller than Ron
    ron_height = c2
    dean_height = ron_height + c1

    #The depth of the water is c0 times Dean's height
    water_depth = c0 * dean_height

    return water_depth","{'c0': 15.0, 'c1': 4.0, 'c2': 13.0}",255.0
14,c0 birds were sitting on the fence. c1 more birds and c2 more storks came to join them.How many birds are sitting on the fence?,10.0,"def Problem(c0, c1, c2):
    #there are originally c0 birds on the fence
    birds_before = c0

    #c1 more birds and c2 more storks came to join them
    birds_arrived = c1 + c2

    #The number of birds sitting on the fence now can be calculated by adding the number of birds arrived to the original number of birds
    birds_after = birds_before + birds_arrived

    return birds_after","{'c0': 6.0, 'c1': 4.0, 'c2': 8.0}",18.0
15,Marco and his dad went strawberry picking. Together they collected strawberries that weighed c0 pounds. On the way back Marco ' dad lost c1 pounds of strawberries. Marco's strawberries now weighed c2 pounds.How much did his dad's strawberries weigh now?,16.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #the total weight of strawberries collected by Marco and his dad is c0 pounds
    total_weight = c0

    #on the way back, Marco's dad lost c1 pounds of strawberries
    lost_weight = c1

    #now Marco's strawberries weigh c2 pounds
    marco_weight = c2

    #the weight of his dad's strawberries can be calculated by subtracting Marco's strawberries weight from the total weight and then subtracting the lost weight
    dad_weight = total_weight - marco_weight - lost_weight

    return dad_weight","{'c0': 36.0, 'c1': 8.0, 'c2': 12.0}",16.0
16,In a school there are c0 girls and the rest are boys. If there are c1 more girls than boysHow many boys are there in that school?,469.0,"def Problem(c0, c1):
    #there are originally c0 girls in the school
    girls = c0

    #there are c1 more girls than boys
    #so the number of boys is c1 less than the number of girls
    boys = girls - c1

    return boys","{'c0': 697.0, 'c1': 228.0}",469.0
17,In a school there are c0 girls and c1 boys. c2 more girls and c3 more boys joined the school.How many girls are there in the school now?,1414.0,"def count_girls(c0, c1, c2, c3):
    #total number of girls in the school
    girls = c0 + c2

    return girls","{'c0': 732.0, 'c1': 761.0, 'c2': 682.0, 'c3': 8.0}",1414.0
18,Danny collects bottle caps and wrappers. He found c0 bottle caps and c1 wrappers at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many wrappers did danny have at first?,27.0,"Let's think about it step by step:

def Problem(c0, c1, c2, c3):
    #Danny found c0 bottle caps and c1 wrappers at the park
    bottle_caps_found = c0
    wrappers_found = c1

    #Now he has c2 bottle caps and c3 wrappers in his collection
    bottle_caps_collected = c2
    wrappers_collected = c3

    #We need to find out how many wrappers Danny had at first
    #We can start by subtracting the number of wrappers he collected from the total number of wrappers he has now
    wrappers_before = wrappers_collected - (c3 - c1)

    #Next, we need to add the number of bottle caps he found to the number of wrappers he had before
    total_wrappers_before = wrappers_before + bottle_caps_found

    return total_wrappers_before","{'c0': 22.0, 'c1': 30.0, 'c2': 17.0, 'c3': 57.0}",52.0
19,Paul got a box of c0 erasers and c1 crayons for his birthday. At the end of the school year he only had c2 crayons left while not having lost a single eraser.How many more crayons than erasers did he have left?,66.0,"def Problem(c0, c1, c2):
    #Paul got c0 erasers and c1 crayons for his birthday
    erasers = c0
    crayons = c1

    #At the end of the school year, he had c2 crayons left
    crayons_left = c2

    #Paul did not lose any erasers, so he still has c0 erasers left
    erasers_left = c0

    #The difference between the number of crayons left and erasers left is how many more crayons than erasers he has left
    difference = crayons_left - erasers_left

    return difference","{'c0': 457.0, 'c1': 617.0, 'c2': 523.0}",66.0
20,Baker made c0 cakes. He sold c1 of them and bought c2 new cakes.How many cakes does baker still have?,186.0,"def Problem(c0, c1, c2):
    #Baker made c0 cakes
    cakes_before = c0

    #Baker sold c1 cakes
    cakes_sold = c1

    #Baker bought c2 new cakes
    cakes_bought = c2

    #The number of cakes baker still has can be calculated by subtracting the number of cakes sold and adding the number of cakes bought from the original number of cakes
    cakes_after = cakes_before - cakes_sold + cakes_bought

    return cakes_after","{'c0': 121.0, 'c1': 105.0, 'c2': 170.0}",186.0
21,An industrial machine worked for c0 minutes. It can make c1 shirts a minute.How many shirts did machine make?,20.0,"def Problem(c0, c1):
    #the machine worked for c0 minutes
    minutes_worked = c0

    #the machine can make c1 shirts a minute
    shirts_per_minute = c1

    #The number of shirts the machine made can be calculated by multiplying the number of minutes worked by the number of shirts made per minute
    shirts_made = minutes_worked * shirts_per_minute

    return shirts_made","{'c0': 5.0, 'c1': 4.0}",20.0
22,The bananas in Philip's collection are organized into groups of size c0. If there are a total of c1 bananas in Philip's banana collectionHow many groups are there?,10.0,"def Problem(c0, c1):
    #the bananas are organized into groups of size c0
    group_size = c0

    #there are a total of c1 bananas in the collection
    total_bananas = c1

    #The number of groups can be calculated by dividing the total number of bananas by the group size
    num_groups = total_bananas // group_size

    return num_groups","{'c0': 18.0, 'c1': 180.0}",10.0
23,There were some birds sitting on the fence. c0 more birds came to join them. If there are a total of c1 birds on the fence nowHow many birds had been sitting on the fence at the start?,1.0,"def Problem(c0, c1):
    #c0 more birds came to join the birds sitting on the fence
    joined = c0

    #there are a total of c1 birds on the fence now
    total = c1

    #The number of birds sitting on the fence at the start can be calculated by subtracting the number of birds joined from the total number of birds
    sitting = total - joined

    return sitting","{'c0': 4.0, 'c1': 5.0}",1.0
24,Jerry had c0 action figures on a shelf in his room. Later he added c1 more action figures to the shelf and removed some of the old ones. If there are c2 action figures on his shelf nowHow many action figures did he remove from the shelf?,1.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Jerry had c0 action figures on the shelf
    initial_figures = c0

    #He added c1 more action figures to the shelf
    added_figures = c1

    #Now there are c2 action figures on the shelf
    current_figures = c2

    #The number of action figures he removed can be calculated by subtracting the initial number of figures and the added figures from the current number of figures
    removed_figures = current_figures - initial_figures - added_figures

    return removed_figures","{'c0': 3.0, 'c1': 4.0, 'c2': 6.0}",-1.0
25,Danny collects bottle caps and wrappers. He found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many more wrappers than bottle caps did danny find at the park?,60.0,"def Problem(c0, c1, c2, c3):
    #Danny found c0 wrappers and c1 bottle caps at the park
    wrappers_found = c0
    bottle_caps_found = c1

    #Danny now has c2 bottle caps and c3 wrappers in his collection
    wrappers_in_collection = c3
    bottle_caps_in_collection = c2

    #Danny found x more wrappers than bottle caps at the park
    x = wrappers_found - bottle_caps_found

    #Danny now has y more wrappers than bottle caps in his collection
    y = wrappers_in_collection - bottle_caps_in_collection

    #The difference between x and y is the answer to the problem
    answer = y - x

    return answer","{'c0': 65.0, 'c1': 5.0, 'c2': 31.0, 'c3': 9.0}",-82.0
26,Because of the decision Sofia asked the students to suggest specific types of food from a total of c0 choices. If c1 students suggested adding mashed potatoes c2 suggested adding bacon to the menu and the rest did not participateHow many students participated in the suggestion of new food items?,488.0,"def Problem(c0, c1, c2):
    #total number of choices is c0
    total_choices = c0

    #number of students who suggested adding mashed potatoes is c1
    mashed_potatoes = c1

    #number of students who suggested adding bacon is c2
    bacon = c2

    #number of students who did not participate can be calculated by subtracting the number of students who suggested from the total number of students
    not_participated = total_choices - mashed_potatoes - bacon

    #number of students who participated can be calculated by adding the number of students who suggested mashed potatoes and bacon
    participated = mashed_potatoes + bacon

    return participated","{'c0': 66.0, 'c1': 450.0, 'c2': 38.0}",488.0
27,Matthew gave equal numbers of crackers and cakes to his c0 friends. If he had c1 crackers and c2 cakes initiallyHow many crackers and cakes did each person eat?,1.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Matthew gave equal numbers of crackers and cakes to his c0 friends
    crackers_per_person = c1 / c0
    cakes_per_person = c2 / c0

    return crackers_per_person, cakes_per_person

#The function returns the number of crackers and cakes each person ate, which is simply the total number of crackers and cakes divided by the number of friends.","{'c0': 28.0, 'c1': 13.0, 'c2': 15.0}","(0.4642857142857143, 0.5357142857142857)"
28,"A grocery store had c0 bottles of regular soda, c1 bottles of diet soda and c2 bottles of lite soda.How many bottles of regular soda and diet soda did they have altogether?",89.0,"def Problem(c0, c1, c2):
    #calculate the total number of regular and diet soda bottles
    total = c0 + c1
    return total","{'c0': 49.0, 'c1': 40.0, 'c2': 6.0}",89.0
29,"Dan has $ c0. He bought c1 candy bar for $ c2, each one costing the same amount of money.How much did each candy bar cost?",2.0,"def candy_bar_cost(c0, c1, c2):
    # Dan has c0 dollars
    dan_money = c0

    # Dan bought c1 candy bars for c2 dollars each
    candy_bars = c1
    cost_per_bar = c2

    # The cost per candy bar can be calculated by dividing the total cost by the number of candy bars
    cost_per_bar = (dan_money - (candy_bars * cost_per_bar)) / candy_bars

    return cost_per_bar","{'c0': 3.0, 'c1': 2.0, 'c2': 4.0}",-2.5
30,Tiffany was collecting cans for recycling. On monday she had c0 bags of cans. The next day she found c1 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,5.0,"def Problem(c0, c1):
    #Tiffany had c0 bags of cans on Monday
    bags_monday = c0

    #She found c1 more bags worth of cans the next day
    bags_tuesday = bags_monday + c1

    #The number of bags she found on Tuesday can be calculated by subtracting the number of bags she had on Monday from the number of bags she had on Tuesday
    bags_found = bags_tuesday - bags_monday

    return bags_found","{'c0': 7.0, 'c1': 12.0}",12.0
31,There were c0 roses and c1 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now c2 roses and c3 orchids in the vase.How many roses did she cut?,2.0,"def Problem(c0, c1, c2, c3):
    #there were originally c0 roses and c1 orchids in the vase
    roses_before = c0
    orchids_before = c1

    #Jessica cut some more roses and orchids from her flower garden
    roses_cut = c2 - roses_before
    orchids_cut = c3 - orchids_before

    #The number of roses she cut can be calculated by subtracting the original number of roses from the current number of roses
    return roses_cut","{'c0': 15.0, 'c1': 62.0, 'c2': 17.0, 'c3': 96.0}",2.0
32,There are some baskets of peaches. Each basket has c0 red peaches and c1 green peaches. If there are a total of c2 peaches in all basketsHow many baskets of peaches are there?,1.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #each basket has c0 red peaches and c1 green peaches
    #the total number of peaches in all baskets is c2
    #let's assume there are x baskets in total

    #the total number of red peaches is c0 times the number of baskets
    total_red = c0 * x

    #the total number of green peaches is c1 times the number of baskets
    total_green = c1 * x

    #the total number of peaches is the sum of red and green peaches
    total_peaches = total_red + total_green

    #if the total number of peaches matches c2, then x is the number of baskets
    if total_peaches == c2:
        return x

    #if the total number of peaches doesn't match c2, then we need to adjust the number of baskets
    else:
        #let's assume there are y additional baskets needed
        y = (c2 - total_peaches) / (c0 + c1)

        #round up y to the nearest integer
        y = math.ceil(y)

        #the total number of baskets is x + y
        return x + y","{'c0': 4.0, 'c1': 3.0, 'c2': 7.0}",
33,There were c0 dollars in Olivia's wallet. She spent c1 dollars at a supermarket.How much money does she have left?,63.0,"def Problem(c0, c1):
    #there were originally c0 dollars in Olivia's wallet
    money_before = c0

    #she spent c1 dollars at the supermarket
    spent = c1

    #The amount of money she has left can be calculated by subtracting the amount she spent from the original amount of money
    money_left = money_before - spent

    return money_left","{'c0': 78.0, 'c1': 15.0}",63.0
34,"Jack received c0 emails in the morning, c1 emails in the afternoon and some more in the evening. If he received a total of c2 emails in the dayHow many emails did Jack receive in the afternoon?",1.0,"def Problem(c0, c1, c2):
    #Jack received c0 emails in the morning and c1 emails in the afternoon
    morning_emails = c0
    afternoon_emails = c1

    #Jack received a total of c2 emails in the day
    total_emails = c2

    #The number of emails Jack received in the evening can be calculated by subtracting the total number of emails from the sum of morning and afternoon emails
    evening_emails = total_emails - (morning_emails + afternoon_emails)

    #The number of emails Jack received in the afternoon is simply c1
    return afternoon_emails","{'c0': 6.0, 'c1': 3.0, 'c2': 10.0}",3.0
35,Dan has $ c0. He bought a candy bar for $ c1. Then his friend have him $ c2 How much money is left?,1.0,"def Problem(c0, c1, c2):
    #Dan has c0 dollars
    money_before = c0

    #Dan bought a candy bar for c1 dollars
    candy_cost = c1

    #Dan's friend gave him c2 dollars
    friend_gave = c2

    #The amount of money Dan has left can be calculated by subtracting the cost of the candy bar from the original amount of money and adding the amount his friend gave him
    money_after = money_before - candy_cost + friend_gave

    return money_after","{'c0': 4.0, 'c1': 8.0, 'c2': 5.0}",1.0
36,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that c0 visitors came to the Buckingham palace on the previous day. If there were c1 visitors on that dayHow many visited the Buckingham palace within c2 days?",949.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #c0 visitors came to the Buckingham palace on the previous day
    visitors_previous_day = c0

    #there were c1 visitors on the day Rachel visited
    visitors_on_day = c1

    #we need to calculate the total number of visitors within c2 days
    total_visitors = visitors_previous_day + (visitors_on_day * c2)

    return total_visitors","{'c0': 703.0, 'c1': 246.0, 'c2': 25.0}",6853.0
37,For Gwen's birthday she received c0 dollars from her dad. Her mom gave her c1 more dollars. If she spent c2 dollars.How much more money did she receive from her mom than she did from her dad?,2.0,"def Problem(c0, c1, c2):
    #Gwen received c0 dollars from her dad
    dad_money = c0

    #Gwen's mom gave her c1 more dollars
    mom_money = c0 + c1

    #Gwen spent c2 dollars
    spent_money = c2

    #The difference between the money Gwen received from her mom and dad can be calculated by subtracting dad's money from mom's money
    difference = mom_money - dad_money

    return difference","{'c0': 5.0, 'c1': 7.0, 'c2': 4.0}",7.0
38,There are c0 bananas and c1 oranges in Philip's collection. If the bananas are organized into c2 groups and oranges are organized into c3 groupsHow big is each group of oranges?,2.0,"def Problem(c0, c1, c2, c3):
    #calculate the number of bananas in each group
    bananas_per_group = c0 // c2

    #calculate the total number of oranges
    total_oranges = c1

    #calculate the number of groups of oranges
    num_orange_groups = c3

    #calculate the number of oranges in each group
    oranges_per_group = total_oranges // num_orange_groups

    return oranges_per_group","{'c0': 142.0, 'c1': 356.0, 'c2': 47.0, 'c3': 178.0}",2.0
39,There are c0 different books and c1 different movies in the ' crazy silly school ' series. If you read c2 of the movies and watched c3 of the booksHow many more movies than books have you read?,3.0,"def Problem(c0, c1, c2, c3):
    #calculate the number of movies and books read
    movies_read = c2
    books_read = c3

    #calculate the difference between the number of movies and books read
    difference = movies_read - books_read

    return difference","{'c0': 8.0, 'c1': 5.0, 'c2': 19.0, 'c3': 16.0}",3.0
40,Mary is baking a cake. The recipe calls for c0 cups of flour and c1 cups of sugar. She already put in some cups of flour. If she still needs c2 more cups of flourHow many cups of flour did she put in?,10.0,"def Problem(c0, c1, c2):
    #Mary needs c2 more cups of flour
    needed_flour = c2

    #Mary already put in some cups of flour
    flour_before = c0 - needed_flour

    #The amount of flour Mary put in can be calculated by subtracting the needed flour from the original amount of flour
    flour_used = c0 - flour_before

    return flour_used","{'c0': 12.0, 'c1': 5.0, 'c2': 2.0}",2.0
41,Danny collects bottle caps and wrappers. He found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,4.0,"def Problem(c0, c1, c2, c3):
    #Danny found c0 wrappers and c1 bottle caps at the park
    wrappers_found = c0
    bottle_caps_found = c1

    #Danny now has c2 bottle caps and c3 wrappers in his collection
    wrappers_in_collection = c3
    bottle_caps_in_collection = c2

    #The difference between the number of bottle caps and wrappers that Danny found can be calculated by subtracting the number of wrappers found from the number of bottle caps found
    difference = bottle_caps_found - wrappers_found

    #The difference between the number of bottle caps and wrappers that Danny has in his collection can be calculated by subtracting the number of wrappers in his collection from the number of bottle caps in his collection
    difference_in_collection = bottle_caps_in_collection - wrappers_in_collection

    #The total difference between the number of bottle caps and wrappers that Danny found and has in his collection can be calculated by adding the two differences together
    total_difference = difference + difference_in_collection

    return total_difference","{'c0': 46.0, 'c1': 50.0, 'c2': 21.0, 'c3': 52.0}",-27.0
42,Luke played c0 rounds of a trivia game. If he gained c1 points in each roundHow many points did he score in the game?,8142.0,"def trivia_score(c0, c1):
    #Luke played c0 rounds of the trivia game
    rounds_played = c0

    #He gained c1 points in each round
    points_per_round = c1

    #The total score can be calculated by multiplying the number of rounds played by the points gained per round
    total_score = rounds_played * points_per_round

    return total_score","{'c0': 177.0, 'c1': 46.0}",8142.0
43,c0 birds and c1 storks were sitting on the fence. c2 more birds came to join them.How many more birds than storks are sitting on the fence?,1.0,"def Problem(c0, c1, c2):
    #total number of birds and storks sitting on the fence
    total = c0 + c1

    #number of birds after c2 more birds join them
    birds_after = c0 + c2

    #number of storks remains the same
    storks_after = c1

    #difference between number of birds and storks after c2 more birds join them
    diff = birds_after - storks_after

    return diff","{'c0': 3.0, 'c1': 4.0, 'c2': 2.0}",1.0
44,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped c0 inches. The mouse jumped c1 inches lesser than the frog who jumped c2 inches farther than the grasshopper.How far did the mouse jump?",39.0,"def jumping_contest(c0, c1, c2):
    #the grasshopper jumped c0 inches
    grasshopper_jump = c0

    #the frog jumped c2 inches farther than the grasshopper
    frog_jump = c0 + c2

    #the mouse jumped c1 inches lesser than the frog
    mouse_jump = frog_jump - c1

    return mouse_jump","{'c0': 9.0, 'c1': 3.0, 'c2': 33.0}",39.0
45,Zachary did c0 push-ups and c1 crunches in gym class today. David did c2 more push-ups but c3 less crunches than zachary.How many more push-ups than crunches did Zachary do?,32.0,"def Problem(c0, c1, c2, c3):
    #Zachary did c0 push-ups and c1 crunches
    zach_pushups = c0
    zach_crunches = c1

    #David did c2 more push-ups but c3 less crunches than Zachary
    david_pushups = zach_pushups + c2
    david_crunches = zach_crunches - c3

    #calculate the difference between push-ups and crunches that Zachary did
    diff = zach_pushups - zach_crunches

    return diff","{'c0': 35.0, 'c1': 3.0, 'c2': 58.0, 'c3': 87.0}",32.0
46,"Jack received c0 emails in the morning, c1 emails in the afternoon and c2 emails in the evening.How many emails did Jack receive in the afternoon and evening?",13.0,"def Problem(c0, c1, c2):
    #Jack received c1 emails in the afternoon and c2 emails in the evening
    afternoon_and_evening = c1 + c2

    return afternoon_and_evening","{'c0': 4.0, 'c1': 5.0, 'c2': 8.0}",13.0
47,Jerry had c0 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed c1 of the old ones. If there are c2 action figures on his shelf nowHow many action figures did he add to the shelf?,11.0,"def Problem(c0, c1, c2):
    #Jerry had c0 action figures on the shelf
    initial_count = c0

    #He added some more action figures to the shelf
    added_count = c2 - initial_count + c1

    return added_count","{'c0': 7.0, 'c1': 10.0, 'c2': 8.0}",11.0
48,Julia played tag with c0 kids on monday. She played tag with c1 kids on tuesday. She spent a total of c2 hours to play tag on both days.How many kids did she play with altogether?,26.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Julia played tag with c0 kids on monday
    kids_monday = c0

    #Julia played tag with c1 kids on tuesday
    kids_tuesday = c1

    #Julia spent a total of c2 hours to play tag on both days
    total_hours = c2

    #Let's assume that Julia played with the same number of kids on both days
    #We can calculate the number of kids she played with by dividing the total hours by the average number of kids she played with per hour
    average_kids_per_hour = (kids_monday + kids_tuesday) / 2
    total_kids = total_hours * average_kids_per_hour

    return total_kids","{'c0': 12.0, 'c1': 14.0, 'c2': 34.0}",442.0
49,Nell collects cards. She had c0 baseball cards and c1 Ace cards. She gave some of her cards to Jeff and now has c2 baseball cards and Ace cards left.How many more baseball cards than Ace cards does Nell have?,266.0,"def Problem(c0, c1, c2):
    #Nell had c0 baseball cards and c1 Ace cards
    baseball_before = c0
    ace_before = c1

    #Nell gave some of her cards to Jeff and now has c2 baseball cards and Ace cards left
    baseball_after = c2
    ace_after = c2 - baseball_before + ace_before

    #calculate the difference between the number of baseball cards and Ace cards Nell has now
    difference = baseball_after - ace_after

    return difference","{'c0': 309.0, 'c1': 356.0, 'c2': 415.0}",-47.0
50,"At the zoo, a cage had c0 snakes and c1 alligators. If c2 alligators were hidingHow many alligators were not hiding?",57.0,"def Problem(c0, c1, c2):
    #there are originally c1 alligators in the cage
    alligators_before = c1

    #c2 alligators are hiding
    alligators_hiding = c2

    #The number of alligators not hiding can be calculated by subtracting the number of hiding alligators from the original number of alligators
    alligators_not_hiding = alligators_before - alligators_hiding

    return alligators_not_hiding","{'c0': 93.0, 'c1': 97.0, 'c2': 40.0}",57.0
51,You have read c0 books from the ' crazy silly school ' series. If there are a total of c1 different books in the ' crazy silly school ' seriesHow many more do you still have to read?,6.0,"def Problem(c0, c1):
    #c0 books have already been read
    books_read = c0

    #c1 is the total number of books in the series
    total_books = c1

    #The number of books left to read can be calculated by subtracting the number of books already read from the total number of books in the series
    books_left = total_books - books_read

    return books_left","{'c0': 8.0, 'c1': 14.0}",6.0
52,Emily is making bead necklaces for her c0 friends. She had c1 beads and she was able to make c2 necklaces.How many beads did each necklace need?,4.0,"def Problem(c0, c1, c2):
    #Emily is making c2 necklaces for c0 friends
    num_necklaces = c2
    num_friends = c0

    #Emily had c1 beads to make the necklaces
    num_beads = c1

    #Each necklace needs the same number of beads, so we can divide the total number of beads by the number of necklaces
    beads_per_necklace = num_beads / num_necklaces

    return beads_per_necklace","{'c0': 43.0, 'c1': 20.0, 'c2': 5.0}",4.0
53,Frank put c0 pieces of candy in each bag. If he had c1 pieces of candyHow many bags would he have?,2.0,"def Problem(c0, c1):
    #Frank put c0 pieces of candy in each bag
    candy_per_bag = c0

    #Frank had c1 pieces of candy
    total_candy = c1

    #The number of bags he would have can be calculated by dividing the total number of candy by the number of candy per bag
    bags = total_candy // candy_per_bag

    return bags","{'c0': 11.0, 'c1': 22.0}",2.0
