,question,answer,response,mapping,response_answer,flag
42, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0," Oliver had 35 dollars. He got 50 more dollars, so he had 85 dollars. But he spent 84 dollars on a new game, so he has 1 dollar now.",,1.0,1
43, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0, Emily had 16 + 33 - 48 = 1 point at the end of the game.,,1.0,1
44," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, she would have had to do 44 - 43 = 1 math problem and 44 - 12 = 32 science problems for homework.",,32.0,1
45," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0," The school cafeteria ordered 33 red apples and 23 green apples. But if only 21 students wanted fruit, then the cafeteria would have 33 + 23 - 21 = 35 apples. So the answer is 35.",,35.0,1
46," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts. He only washed 20 of them, so he must not have washed 9 + 27 - 20 = 16 shirts.",,16.0,1
47," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0," Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, she would have (6+9)-11 = 4 pictures from her vacation.",,4.0,1
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0," Vanessa and her mom picked a total of 31 carrots. If only 24 of them were good, then that means that 31 - 24 = 7 carrots were bad.",,7.0,1
49, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0, The pet store had 41 siamese cats and 28 house cats. They sold 15 cats during a sale. So they must have 41 - 15 = 26. The answer is 26.,,26.0,0
50," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0," Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, that means 2 books were not used. So he bought 2 new books.",,2.0,1
51," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0, Amy had 26 music files and 36 video files originally. She deleted 48 files in total. So there would be 26 + 36 - 48 = 14 files remaining.,,14.0,1
52, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0," Oliver had 35 dollars. He got 50 more dollars, so he had 85 dollars. But he spent 84 dollars on a new game, so he has 1 dollar now.",,1.0,1
53, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0, Emily had 16 + 33 - 48 = 1 point at the end of the game.,,1.0,1
54," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, she would have had to do 44 - 43 = 1 math problem and 44 - 12 = 32 science problems for homework.",,32.0,1
55," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0," The school cafeteria ordered 33 red apples and 23 green apples. But if only 21 students wanted fruit, then the cafeteria would have 33 + 23 - 21 = 35 apples. So the answer is 35.",,35.0,1
56," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts. He only washed 20 of them, so he must not have washed 9 + 27 - 20 = 16 shirts.",,16.0,1
57," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0," Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, she would have (6+9)-11 = 4 pictures from her vacation.",,4.0,1
58," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0," Vanessa and her mom picked a total of 31 carrots. If only 24 of them were good, then that means that 31 - 24 = 7 carrots were bad.",,7.0,1
59, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0, The pet store had 41 siamese cats and 28 house cats. They sold 15 cats during a sale. So they must have 41 - 15 = 26. The answer is 26.,,26.0,0
60," Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick? ",4.0," Janet picked 4 tulips and 11 roses. She only used 11 of the flowers, so she must have had 11 - 4 = 7 extra flowers. The answer is 7.",,7.0,0
61," Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, how many files were still on her flash drive? ",33.0," Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, there would be 13 - 10 = 3 music files and 30 - 10 = 20 video files left on her flash drive. The answer is 23.",,23.0,0
62, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,23.0, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. So she has 33 - 16 = 17 pictures left to color.,,17.0,1
63," The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with? ",9.0,"  There are 8 red apples and 43 green apples for a total of 51 apples. But if only 42 students wanted fruit, that means there are 9 extra apples.",,9.0,1
64," Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24.0," Edward started with 2 dollars. Then he made 27 dollars. So he must have had 27 + 2 = 29 dollars. But he spent 5 dollars on supplies, so he must have had 29 - 5 = 24 dollars left. The answer is 24.",,24.0,0
65, A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left? ,28.0," The pet store had 36 siamese cats and 18 house cats. They sold 26 cats in total. So they would have 36 - 26 = 10 siamese cats left, and 18 - 26 = -8 house cats left. So they have a total of 10 - 8 = 2 cats left.",,2.0,1
66," Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have? ",15.0, Olivia and her mom picked a total of 20 + 14 = 34 carrots. But only 19 of them were good. So they must have had 34 - 19 = 15 bad carrots.,,15.0,1
67, George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now? ,8.0," George had 30 dollars. He got 16 more dollars, so he had 46 dollars. But he spent 38 dollars on a new game, so he has 46 - 38 = 8 dollars now.",,8.0,1
68," There were 6 girls and 48 boys trying out for the schools basketball team. If only 7 of them got called back, how many students didn't make the cut? ",47.0," If only 7 of them got called back, that means that 48 - 7 = 41 didn't make the cut.",,41.0,1
69, For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell? ,51.0, Amy sold 15 cupcakes and 48 cookies. She had 12 left over. So she must have sold 15 + 48 - 12 = 51. The answer is 51.,,51.0,0
70," At the schools book fair Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, how many new books did he buy? ",53.0," Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, that means that he bought 16 new books.",,16.0,1
71," While on vacation, Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",20.0, Haley took 50 pictures at the zoo and 8 at the museum. She later deleted 38 of the pictures. So she would have 50 - 38 = 12 pictures from her vacation.,,12.0,1
72," The school cafeteria ordered 37 red apples and 45 green apples for students lunches. But, if only 51 students wanted fruit, how many extra did the cafeteria end up with? ",31.0,"  The school cafeteria ordered 37 red apples and 45 green apples. But if only 51 students wanted fruit, then the cafeteria would have had 37 + 45 - 51 = 31 apples left over. The answer is 31.",,31.0,0
73," While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them, how many towels did Maria end up with? ",22.0," Maria bought 35 green towels and 21 white towels. She gave her mother 34 of them, so she must have 34 - (35 + 21) = -10 towels left. The answer is -10.",,10.0,0
74," There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",39.0,"  There were a total of 49 students trying out. If 10 made the cut, then that means that 49 - 10 = 39 didn't make the cut.",,39.0,1
75," Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only 71 of the carrots were good, how many bad carrots did they have? ",14.0," There were a total of 38 + 47 = 85 carrots. But only 71 of them were good, so that means that 85 - 71 = 14 carrots were bad.",,14.0,1
76," A waiter at 'The Greasy Spoon' restaurant had 29 customers to wait on. During the lunch rush he added another 20 customers. If 34 of the customers didn't leave him a tip, how many customers did leave a tip? ",15.0,  29 + 20 = 49  49 - 34 = 15.  The answer is 15.,,15.0,0
77," Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts before school. If he had only washed 5 of them by the time school started, how many did he not wash? ",30.0," Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts. If he had only washed 5 of them by the time school started, he would have not washed 5 shirts.",,5.0,1
78," Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive? ",34.0," Vanessa had 16 music files and 48 video files originally. If she deleted 30 files, that would leave 16 + 48 - 30 = 34 files remaining.",,34.0,1
79," Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with? ",50.0, Kaleb started with 4 dollars. Then he made 50 dollars. So he must have 50 + 4 = 54 dollars in total. The answer is 54 dollars.,,54.0,0
80," The school cafeteria ordered 6 red apples and 15 green apples for students lunches. But, if only 5 students wanted fruit, how many extra did the cafeteria end up with? ",16.0,"  If 6 red apples and 15 green apples were ordered and 5 students wanted fruit, then the cafeteria would have 1 extra red apple and 10 extra green apples. So they would have 1 + 10 = 11 extra apples in total.",,11.0,1
81," Bianca picked 39 tulips and 49 roses to make flower bouquets. If she only used 81 of the flowers though, how many extra flowers did Bianca pick? ",7.0," Bianca picked 39 tulips and 49 roses. If she only used 81 of the flowers, that means she had 81 - 39 - 49 = -7 extra flowers. The answer is -7.",,7.0,0
82," While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",19.0, Nancy took 49 pictures at the zoo and 8 at the museum. She later deleted 38 of the pictures. So she would have 49 - 38 = 11 pictures from the zoo and 8 - 38 = -30 pictures from the museum. The answer is 11 - 30 = -19.,,11.0,0
83," Gwen had 18 math problems and 11 science problems for homework. If she finished 24 of the problems at school, how many problems did she have to do for homework? ",5.0," Gwen had 18 math problems and 11 science problems for homework. If she finished 24 of the problems at school, she would have had to do 18 + 11 - 24 = 5 problems for homework.",,5.0,1
84," For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left? ",7.0, They would have 10 + 6 - 9 = 7 pieces left.,,7.0,1
85, A pet store had 15 siamese cats and 49 house cats. During a sale they sold 19 cats. How many cats do they have left? ,45.0, The pet store had 15 siamese cats and 49 house cats. They sold 19 cats during a sale. So they must have 49 - 19 = 30. The answer is 30.,,30.0,0
86," There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ",21.0, There were 9 girls and 14 boys. 2 of them got called back. So that means that 9 + 14 - 2 = 21. The answer is 21.,,21.0,0
87," Haley had 27 music files and 42 video files on her flash drive. If she deleted 11 of the files, how many files were still on her flash drive? ",58.0," Haley had 27 music files and 42 video files on her flash drive. If she deleted 11 of the files, there would be 27 - 11 = 16 music files and 42 - 11 = 31 video files left on her flash drive. The answer is 16 + 31 = 47.",,16.0,0
88," While shopping, Maria bought 40 green towels and 44 white towels. If she gave her mother 65 of them, how many towels did Maria end up with? ",19.0," Maria bought 40 green towels and 44 white towels. If she gave her mother 65 of them, she would have given her mother 40 + 44 - 65 = 19 towels. So the answer is 19.",,19.0,1
89," A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on. During the lunch rush he added another 12 customers. If 49 of the customers didn't leave him a tip, how many customers did leave a tip? ",2.0,"  49 customers did not leave a tip, so that means that 49 - 39 = 10 customers did leave a tip.",,10.0,1
90, A pet store had 19 siamese cats and 45 house cats. During a sale they sold 56 cats. How many cats do they have left? ,8.0, A pet store had 19 siamese cats and 45 house cats. During a sale they sold 56 cats. So they would have 19 + 45 - 56 = 8 cats left.,,8.0,1
91," A waiter at 'The Greasy Spoon' restaurant had 26 customers to wait on. During the lunch rush he added another 27 customers. If 27 of the customers didn't leave him a tip, how many customers did leave a tip? ",26.0,"  The waiter had 26 customers to wait on. Then he added 27 more customers. In total, he had 53 customers. If 27 of them did not leave a tip, that means that 53 - 27 = 26 customers did leave a tip. The answer is 26.",,26.0,0
92, Rachel bought two coloring books. One had 24 pictures and the other had 39. After one week she had already colored 4 of the pictures. How many pictures does she still have to color? ,59.0," Rachel bought two coloring books. One had 24 pictures and the other had 39. After one week she had already colored 4 of the pictures. So she has 24 - 4 = 20 pictures left to color in the first book. And she has 39 - 4 = 35 pictures left to color in the second book. In total, she has 20 + 35 = 55 pictures left to color.",,55.0,1
93," While shopping, Emily bought 5 green towels and 30 white towels. If she gave her mother 26 of them, how many towels did Emily end up with? ",9.0," Emily bought 5 green towels and 30 white towels. She gave her mother 26 of them, so she must have 26 - 5 = 21 towels left.",,21.0,1
94," For Halloween Katie and her sister combined the candy they received. Katie had 8 pieces of candy while her sister had 23. If they ate 8 pieces the first night, how many pieces do they have left? ",23.0,  8 + 23 = 31. 31 - 8 = 23. So they would have 23 pieces left.,,23.0,1
95," Ned was trying to expand his game collection. He bought 50 games from a friend and bought 27 more at a garage sale. If 74 of the games didn't work, how many good games did he end up with? ",3.0," Ned started with 50 games. He bought 27 more, so he should have 50 + 27 = 77 games. However, 74 of them didn't work. So he must have 77 - 74 = 3 good games.",,3.0,1
96, For the school bake sale Wendy made pastries. She baked 41 cupcakes and 31 cookies. After the sale she had 32 to take back home. How many pastries did she sell? ,40.0, Wendy sold 41 cupcakes and 31 cookies. So she must have sold 41 + 31 = 72 pastries.,,72.0,1
97," The school cafeteria ordered 25 red apples and 17 green apples for students lunches. But, if only 10 students wanted fruit, how many extra did the cafeteria end up with? ",32.0,"  The school cafeteria ordered 25 red apples and 17 green apples for students lunches. But, if only 10 students wanted fruit, the cafeteria would have had 25 + 17 - 10 = 32 apples. So, the answer is 32 - 25 - 17 = -10. The answer is -10.",,10.0,0
98," At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat, how many tickets does Jerry have left? ",34.0," Jerry had 29 + 17 = 46 tickets to start. Then he spent 12 of them, so he has 46 - 12 = 34 tickets left.",,34.0,1
99, Cody had 45 dollars. For his birthday he got 9 more dollars but spent 19 on a new game. How much money does he have now? ,35.0," Cody had 45 dollars. He got 9 more dollars, so he had 54 dollars. But he spent 19 dollars on a new game, so he has 54 - 19 = 35 dollars now.",,35.0,1
100," For the school bake sale Carol made 30 cupcakes. If she sold 9 of them and then made 28 more, how many cupcakes would she have? ",49.0, Carol would have 30 + 28 - 9 = 49 cupcakes.,,49.0,1
101, For Halloween Faye scored 47 pieces of candy. She ate 25 pieces the first night and then her sister gave her 40 more pieces. How many pieces of candy does Faye have now? ,62.0," Faye had 47 pieces of candy originally. Then she ate 25 pieces, so she had 47 - 25 = 22 pieces left. Then her sister gave her 40 more pieces, so she had 22 + 40 = 62 pieces in total. The answer is 62.",,62.0,0
102," Kaleb had 34 books. If he sold 17 of them and used the money he earned to buy 7 new books, how many books would Kaleb have? ",24.0, Kaleb would have 34 - 17 + 7 = 24 books.,,24.0,1
103, In fourth grade there were 10 students at the start of the year. During the year 4 students left and 42 new students came to school. How many students were in fourth grade at the end? ,48.0,"  There were 10 students at the start of the year. 4 left and 42 came, so the total number of students in fourth grade at the end of the year is 10 + 42 - 4 = 48.",,48.0,1
104," Oliver had 33 dollars in January. By March he had spent 4 dollars. If he got another 32 dollars from his mom, how much money would he have? ",61.0," Oliver had 33 dollars in January. He spent 4 dollars by March, so he would have 33 - 4 = 29 dollars. If he got another 32 dollars from his mom, he would have 29 + 32 = 61 dollars.",,61.0,1
