,question,answer,response,mapping,response_answer
10,c0 birds were sitting on the fence. c1 more storks and c2 more birds came to join them.How many more storks than birds are sitting on the fence?,1.0,"def Problem(c0, c1, c2):
    #c0 birds were sitting on the fence
    birds = c0

    #c1 more storks came to join them
    storks = c1

    #c2 more birds came to join them
    more_birds = c2

    #The total number of birds and storks on the fence now
    total_now = birds + storks + more_birds

    #The difference between the number of storks and birds on the fence can be calculated by subtracting the number of birds from the total number of birds and storks, and then subtracting the number of storks from the result
    difference = (total_now - birds) - storks

    return difference","{'c0': 3.0, 'c1': 6.0, 'c2': 2.0}",2.0
11,They decided to hold the party in their backyard. If they have c0 sets of tables and each set has c1 chairsHow many chairs do they have in the backyard?,143.0,"def Problem(c0, c1):
    #there are c0 sets of tables
    sets_of_tables = c0

    #each set of tables has c1 chairs
    chairs_per_set = c1

    #The total number of chairs in the backyard can be calculated by multiplying the number of sets of tables by the number of chairs per set
    total_chairs = sets_of_tables * chairs_per_set

    return total_chairs","{'c0': 11.0, 'c1': 13.0}",143.0
12,In a school there are c0 more girls than boys. If there are c1 girlsHow many pupils are there in that school?,926.0,"def Problem(c0, c1):
    #there are c0 more girls than boys
    boys = c1 - c0

    #total number of pupils is the sum of boys and girls
    pupils = c1 + boys

    return pupils","{'c0': 458.0, 'c1': 692.0}",926.0
13,After resting they decided to go for a swim. The depth of the water is c0 times Dean's height. Dean is c1 feet taller than Ron. If Ron stands at c2 feetHow deep was the water?,255.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Dean's height is c1 feet taller than Ron's height
    ron_height = c2
    dean_height = ron_height + c1

    #The depth of the water is c0 times Dean's height
    water_depth = c0 * dean_height

    return water_depth","{'c0': 15.0, 'c1': 4.0, 'c2': 13.0}",255.0
14,c0 birds were sitting on the fence. c1 more birds and c2 more storks came to join them.How many birds are sitting on the fence?,10.0,"def Problem(c0, c1, c2):
    #c0 birds were sitting on the fence
    birds_before = c0

    #c1 more birds came to join them
    more_birds = c1

    #c2 more storks came to join them
    more_storks = c2

    #The total number of birds sitting on the fence can be calculated by adding the original number of birds with the number of more birds and more storks that joined them
    total_birds = birds_before + more_birds + more_storks

    return total_birds","{'c0': 6.0, 'c1': 4.0, 'c2': 8.0}",18.0
15,Marco and his dad went strawberry picking. Together they collected strawberries that weighed c0 pounds. On the way back Marco ' dad lost c1 pounds of strawberries. Marco's strawberries now weighed c2 pounds.How much did his dad's strawberries weigh now?,16.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #The total weight of strawberries they collected was c0 pounds
    total_weight = c0

    #Marco's strawberries now weigh c2 pounds
    marco_weight = c2

    #The weight of strawberries his dad lost can be calculated by subtracting Marco's strawberries weight from the total weight
    dad_lost = total_weight - marco_weight

    #His dad's strawberries weight now can be calculated by subtracting the weight his dad lost from the total weight
    dad_weight = total_weight - dad_lost

    return dad_weight","{'c0': 36.0, 'c1': 8.0, 'c2': 12.0}",12.0
16,In a school there are c0 girls and the rest are boys. If there are c1 more girls than boysHow many boys are there in that school?,469.0,"Let's think about it step by step:

def Problem(c0, c1):
    #there are originally c0 girls in the school
    girls = c0

    #there are c1 more girls than boys
    more_girls = c1

    #let's calculate the total number of students in the school
    total_students = girls + more_girls

    #since the rest of the students are boys, we can calculate the number of boys by subtracting the number of girls from the total number of students
    boys = total_students - girls

    return boys","{'c0': 697.0, 'c1': 228.0}",228.0
17,In a school there are c0 girls and c1 boys. c2 more girls and c3 more boys joined the school.How many girls are there in the school now?,1414.0,"def total_girls(c0, c1, c2, c3):
    #total number of girls before new students joined
    girls_before = c0

    #total number of boys before new students joined
    boys_before = c1

    #number of new girls who joined
    new_girls = c2

    #number of new boys who joined
    new_boys = c3

    #total number of girls after new students joined
    girls_after = girls_before + new_girls

    #total number of boys after new students joined
    boys_after = boys_before + new_boys

    return girls_after","{'c0': 732.0, 'c1': 761.0, 'c2': 682.0, 'c3': 8.0}",1414.0
18,Danny collects bottle caps and wrappers. He found c0 bottle caps and c1 wrappers at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many wrappers did danny have at first?,27.0,"Let's think about it step by step:

def Problem(c0, c1, c2, c3):
    #Danny found c0 bottle caps and c1 wrappers at the park
    found_caps = c0
    found_wrappers = c1

    #Now Danny has c2 bottle caps and c3 wrappers in his collection
    total_caps = c2
    total_wrappers = c3

    #Danny started with some number of wrappers, which we'll call x
    starting_wrappers = x

    #We know that Danny found c1 wrappers at the park, so we can add that to his starting wrappers to get his total number of wrappers before he started collecting bottle caps
    total_wrappers_before_caps = starting_wrappers + found_wrappers

    #We also know that Danny collected c0 bottle caps, and each bottle cap comes with a wrapper. So we can add c0 to his starting wrappers to get his total number of wrappers after collecting bottle caps
    total_wrappers_after_caps = starting_wrappers + found_wrappers + c0

    #Finally, we know that Danny has c3 wrappers in his collection now. So we can set up an equation to solve for x, his starting number of wrappers:
    #total_wrappers_before_caps + (total_wrappers_after_caps - total_wrappers_before_caps) = c3
    #Simplifying:
    #total_wrappers_after_caps = c3 + total_wrappers_before_caps
    #starting_wrappers + found_wrappers + c0 = c3 + starting_wrappers + found_wrappers
    #c0 = c3 - starting_wrappers
    starting_wrappers = c3 - c0

    return starting_wrappers","{'c0': 22.0, 'c1': 30.0, 'c2': 17.0, 'c3': 57.0}",
19,Paul got a box of c0 erasers and c1 crayons for his birthday. At the end of the school year he only had c2 crayons left while not having lost a single eraser.How many more crayons than erasers did he have left?,66.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Paul got c0 erasers and c1 crayons for his birthday
    erasers = c0
    crayons = c1

    #At the end of the school year, he had c2 crayons left
    crayons_left = c2

    #Paul did not lose any erasers, so he still has c0 erasers left
    erasers_left = erasers

    #The number of crayons more than erasers that Paul has left can be calculated by subtracting the number of erasers left from the number of crayons left
    more_crayons = crayons_left - erasers_left

    return more_crayons","{'c0': 457.0, 'c1': 617.0, 'c2': 523.0}",66.0
20,Baker made c0 cakes. He sold c1 of them and bought c2 new cakes.How many cakes does baker still have?,186.0,"def Problem(c0, c1, c2):
    #Baker originally made c0 cakes
    original_cakes = c0

    #Baker sold c1 cakes
    sold_cakes = c1

    #Baker bought c2 new cakes
    bought_cakes = c2

    #The number of cakes Baker still has can be calculated by subtracting the number of cakes he sold and adding the number of cakes he bought from the original number of cakes he made
    remaining_cakes = original_cakes - sold_cakes + bought_cakes

    return remaining_cakes","{'c0': 121.0, 'c1': 105.0, 'c2': 170.0}",186.0
21,An industrial machine worked for c0 minutes. It can make c1 shirts a minute.How many shirts did machine make?,20.0,"def Problem(c0, c1):
    #The machine worked for c0 minutes
    minutes_worked = c0

    #The machine can make c1 shirts a minute
    shirts_per_minute = c1

    #The number of shirts the machine made can be calculated by multiplying the number of minutes worked by the number of shirts made per minute
    shirts_made = minutes_worked * shirts_per_minute

    return shirts_made","{'c0': 5.0, 'c1': 4.0}",20.0
22,The bananas in Philip's collection are organized into groups of size c0. If there are a total of c1 bananas in Philip's banana collectionHow many groups are there?,10.0,"def Problem(c0, c1):
    #The bananas are organized into groups of size c0
    group_size = c0

    #There are a total of c1 bananas in the collection
    total_bananas = c1

    #The number of groups can be calculated by dividing the total number of bananas by the group size
    num_groups = total_bananas // group_size

    return num_groups","{'c0': 18.0, 'c1': 180.0}",10.0
23,There were some birds sitting on the fence. c0 more birds came to join them. If there are a total of c1 birds on the fence nowHow many birds had been sitting on the fence at the start?,1.0,"def Problem(c0, c1):
    #The number of birds sitting on the fence before c0 more birds came can be calculated by subtracting c0 from the total number of birds on the fence now
    birds_before = c1 - c0

    return birds_before","{'c0': 4.0, 'c1': 5.0}",1.0
24,Jerry had c0 action figures on a shelf in his room. Later he added c1 more action figures to the shelf and removed some of the old ones. If there are c2 action figures on his shelf nowHow many action figures did he remove from the shelf?,1.0,"def Problem(c0, c1, c2):
    #Jerry originally had c0 action figures on the shelf
    original = c0

    #Jerry added c1 more action figures to the shelf
    added = c1

    #Jerry now has c2 action figures on the shelf
    now = c2

    #The number of action figures Jerry removed can be calculated by subtracting the original number of action figures and the added number of action figures from the current number of action figures
    removed = now - (original + added)

    return removed","{'c0': 3.0, 'c1': 4.0, 'c2': 6.0}",-1.0
25,Danny collects bottle caps and wrappers. He found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many more wrappers than bottle caps did danny find at the park?,60.0,"def Problem(c0, c1, c2, c3):
    #Danny found c0 wrappers and c1 bottle caps at the park
    wrappers_found = c0
    bottle_caps_found = c1

    #Danny now has c2 bottle caps and c3 wrappers in his collection
    wrappers_now = c3
    bottle_caps_now = c2

    #The difference between the number of wrappers and bottle caps Danny found at the park can be calculated by subtracting the number of bottle caps found from the number of wrappers found
    difference = wrappers_found - bottle_caps_found

    #The number of extra wrappers Danny has now can be calculated by subtracting the number of bottle caps he has now from the number of wrappers he has now
    extra_wrappers = wrappers_now - bottle_caps_now

    #The final answer is the difference between the number of wrappers and bottle caps found at the park minus the number of extra wrappers Danny has now
    answer = difference - extra_wrappers

    return answer","{'c0': 65.0, 'c1': 5.0, 'c2': 31.0, 'c3': 9.0}",82.0
26,Because of the decision Sofia asked the students to suggest specific types of food from a total of c0 choices. If c1 students suggested adding mashed potatoes c2 suggested adding bacon to the menu and the rest did not participateHow many students participated in the suggestion of new food items?,488.0,"def Problem(c0, c1, c2):
    #The total number of choices was c0
    total_choices = c0

    #c1 students suggested adding mashed potatoes
    mashed_potatoes = c1

    #c2 students suggested adding bacon
    bacon = c2

    #The number of students who participated in suggesting new food items can be calculated by adding the number of students who suggested mashed potatoes and the number of students who suggested bacon
    participated = mashed_potatoes + bacon

    return participated","{'c0': 66.0, 'c1': 450.0, 'c2': 38.0}",488.0
27,Matthew gave equal numbers of crackers and cakes to his c0 friends. If he had c1 crackers and c2 cakes initiallyHow many crackers and cakes did each person eat?,1.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #Matthew gave equal numbers of crackers and cakes to his c0 friends
    #So each friend got c1/c0 crackers and c2/c0 cakes
    crackers_per_person = c1/c0
    cakes_per_person = c2/c0

    #Now let's say each person ate x crackers and y cakes
    #Then the total number of crackers and cakes eaten would be x*c0 and y*c0 respectively
    #And we know that the total number of crackers and cakes eaten is c1 and c2 respectively
    #So we can solve for x and y as follows:
    x = c1/c0
    y = c2/c0

    #Now we have the number of crackers and cakes each person ate
    return x, y","{'c0': 28.0, 'c1': 13.0, 'c2': 15.0}","(0.4642857142857143, 0.5357142857142857)"
28,"A grocery store had c0 bottles of regular soda, c1 bottles of diet soda and c2 bottles of lite soda.How many bottles of regular soda and diet soda did they have altogether?",89.0,"def Problem(c0, c1, c2):
    #The grocery store had c0 bottles of regular soda
    regular = c0

    #The grocery store had c1 bottles of diet soda
    diet = c1

    #The total number of regular and diet soda bottles can be calculated by adding the number of regular soda bottles and the number of diet soda bottles
    total = regular + diet

    return total","{'c0': 49.0, 'c1': 40.0, 'c2': 6.0}",89.0
29,"Dan has $ c0. He bought c1 candy bar for $ c2, each one costing the same amount of money.How much did each candy bar cost?",2.0,"def Problem(c0, c1, c2):
    #Dan has c0 dollars
    dan_money = c0

    #Dan bought c1 candy bars
    candy_bars = c1

    #Each candy bar costs c2 dollars
    candy_bar_cost = c2

    #The cost of each candy bar can be calculated by dividing the total cost of candy bars by the number of candy bars
    cost_per_candy_bar = (dan_money - (candy_bars * candy_bar_cost)) / candy_bars

    return cost_per_candy_bar","{'c0': 3.0, 'c1': 2.0, 'c2': 4.0}",-2.5
30,Tiffany was collecting cans for recycling. On monday she had c0 bags of cans. The next day she found c1 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,5.0,"def Problem(c0, c1):
    #Tiffany had c0 bags of cans on Monday
    monday = c0

    #She found c1 more bags worth of cans the next day
    tuesday = c0 + c1

    #The number of more bags she found on Tuesday than she had on Monday can be calculated by subtracting the number of bags she had on Monday from the number of bags she had on Tuesday
    more_bags = tuesday - monday

    return more_bags","{'c0': 7.0, 'c1': 12.0}",12.0
31,There were c0 roses and c1 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now c2 roses and c3 orchids in the vase.How many roses did she cut?,2.0,"def Problem(c0, c1, c2, c3):
    #there were originally c0 roses and c1 orchids in the vase
    roses_before = c0
    orchids_before = c1

    #there are now c2 roses and c3 orchids in the vase
    roses_after = c2
    orchids_after = c3

    #Jessica cut some more roses and orchids from her flower garden
    roses_cut = roses_after - roses_before
    orchids_cut = orchids_after - orchids_before

    #return the number of roses she cut
    return roses_cut","{'c0': 15.0, 'c1': 62.0, 'c2': 17.0, 'c3': 96.0}",2.0
32,There are some baskets of peaches. Each basket has c0 red peaches and c1 green peaches. If there are a total of c2 peaches in all basketsHow many baskets of peaches are there?,1.0,"Let's think about it step by step:

def Problem(c0, c1, c2):
    #each basket has c0 red peaches and c1 green peaches
    red_peaches = c0
    green_peaches = c1

    #there are a total of c2 peaches in all baskets
    total_peaches = c2

    #we can calculate the total number of baskets by dividing the total number of peaches by the number of peaches in each basket
    #since each basket has c0 + c1 peaches, we can divide the total number of peaches by c0 + c1 to get the number of baskets
    baskets = total_peaches / (c0 + c1)

    return baskets","{'c0': 4.0, 'c1': 3.0, 'c2': 7.0}",1.0
33,There were c0 dollars in Olivia's wallet. She spent c1 dollars at a supermarket.How much money does she have left?,63.0,"def remaining_money(c0, c1):
    # Olivia originally had c0 dollars in her wallet
    original_money = c0

    # Olivia spent c1 dollars at the supermarket
    spent_money = c1

    # The amount of money Olivia has left can be calculated by subtracting the amount she spent from the original amount she had
    remaining_money = original_money - spent_money

    return remaining_money","{'c0': 78.0, 'c1': 15.0}",63.0
34,"Jack received c0 emails in the morning, c1 emails in the afternoon and some more in the evening. If he received a total of c2 emails in the dayHow many emails did Jack receive in the afternoon?",1.0,"def Problem(c0, c1, c2):
    #Jack received c0 emails in the morning
    morning = c0

    #Jack received c1 emails in the afternoon
    afternoon = c1

    #Jack received a total of c2 emails in the day
    total = c2

    #The number of emails Jack received in the evening can be calculated by subtracting the sum of morning and afternoon emails from the total emails he received in the day
    evening = total - (morning + afternoon)

    #The number of emails Jack received in the afternoon is c1
    return afternoon","{'c0': 6.0, 'c1': 3.0, 'c2': 10.0}",3.0
35,Dan has $ c0. He bought a candy bar for $ c1. Then his friend have him $ c2 How much money is left?,1.0,"def Problem(c0, c1, c2):
    #Dan originally had c0 dollars
    dan_money = c0

    #Dan bought a candy bar for c1 dollars
    candy_bar_cost = c1

    #Dan's friend gave him c2 dollars
    friend_gave = c2

    #The amount of money Dan has left can be calculated by subtracting the cost of the candy bar from the original amount of money Dan had and adding the amount his friend gave him
    money_left = dan_money - candy_bar_cost + friend_gave

    return money_left","{'c0': 4.0, 'c1': 8.0, 'c2': 5.0}",1.0
36,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that c0 visitors came to the Buckingham palace on the previous day. If there were c1 visitors on that dayHow many visited the Buckingham palace within c2 days?",949.0,"def visitors_in_c2_days(c0, c1, c2):
    #calculate the average number of visitors per day
    avg_visitors_per_day = c1 / 1

    #calculate the total number of visitors in c2 days
    total_visitors = avg_visitors_per_day * c2

    #add the visitors from the previous day
    total_visitors += c0

    return total_visitors","{'c0': 703.0, 'c1': 246.0, 'c2': 25.0}",6853.0
37,For Gwen's birthday she received c0 dollars from her dad. Her mom gave her c1 more dollars. If she spent c2 dollars.How much more money did she receive from her mom than she did from her dad?,2.0,"def Problem(c0, c1, c2):
    #Gwen received c0 dollars from her dad
    dad = c0

    #Gwen's mom gave her c1 more dollars
    mom = c0 + c1

    #Gwen spent c2 dollars
    spent = c2

    #The amount of money Gwen received from her mom more than her dad can be calculated by subtracting the original amount of money she received from her dad from the amount of money she received from her mom
    difference = mom - dad

    return difference","{'c0': 5.0, 'c1': 7.0, 'c2': 4.0}",7.0
38,There are c0 bananas and c1 oranges in Philip's collection. If the bananas are organized into c2 groups and oranges are organized into c3 groupsHow big is each group of oranges?,2.0,"def Problem(c0, c1, c2, c3):
    #number of bananas in Philip's collection
    bananas = c0

    #number of oranges in Philip's collection
    oranges = c1

    #number of groups the bananas are organized into
    banana_groups = c2

    #number of groups the oranges are organized into
    orange_groups = c3

    #size of each group of oranges can be calculated by dividing the total number of oranges by the number of orange groups
    orange_group_size = oranges/orange_groups

    return orange_group_size","{'c0': 142.0, 'c1': 356.0, 'c2': 47.0, 'c3': 178.0}",2.0
39,There are c0 different books and c1 different movies in the ' crazy silly school ' series. If you read c2 of the movies and watched c3 of the booksHow many more movies than books have you read?,3.0,"def Problem(c0, c1, c2, c3):
    #number of movies read
    movies_read = c2

    #number of books read
    books_read = c3

    #difference between number of movies and books read
    diff = movies_read - books_read

    return diff","{'c0': 8.0, 'c1': 5.0, 'c2': 19.0, 'c3': 16.0}",3.0
40,Mary is baking a cake. The recipe calls for c0 cups of flour and c1 cups of sugar. She already put in some cups of flour. If she still needs c2 more cups of flourHow many cups of flour did she put in?,10.0,"def Problem(c0, c1, c2):
    #Mary needs c0 cups of flour and c1 cups of sugar for the recipe
    flour_needed = c0

    #Mary already put in some cups of flour
    flour_used = c0 - c2

    #The number of cups of flour Mary put in can be calculated by subtracting the amount of flour she used from the amount needed
    flour_added = flour_needed - flour_used

    return flour_added","{'c0': 12.0, 'c1': 5.0, 'c2': 2.0}",2.0
41,Danny collects bottle caps and wrappers. He found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,4.0,"def Problem(c0, c1, c2, c3):
    #Danny found c0 wrappers and c1 bottle caps at the park
    wrappers_found = c0
    bottle_caps_found = c1

    #Danny now has c2 bottle caps and c3 wrappers in his collection
    wrappers_now = c3
    bottle_caps_now = c2

    #The difference between the number of bottle caps and the number of wrappers Danny found can be calculated by subtracting the number of wrappers found from the number of bottle caps found
    difference = bottle_caps_found - wrappers_found

    #The number of additional bottle caps Danny has in his collection can be calculated by subtracting the number of bottle caps he found from the number of bottle caps he has now
    additional_bottle_caps = bottle_caps_now - bottle_caps_found

    #The number of additional wrappers Danny has in his collection can be calculated by subtracting the number of wrappers he found from the number of wrappers he has now
    additional_wrappers = wrappers_now - wrappers_found

    #The difference between the number of additional bottle caps and the number of additional wrappers can be calculated by subtracting the number of additional wrappers from the number of additional bottle caps
    final_difference = additional_bottle_caps - additional_wrappers

    return final_difference","{'c0': 46.0, 'c1': 50.0, 'c2': 21.0, 'c3': 52.0}",-35.0
42,Luke played c0 rounds of a trivia game. If he gained c1 points in each roundHow many points did he score in the game?,8142.0,"def trivia_score(c0, c1):
    #Luke played c0 rounds of the game
    rounds = c0

    #He gained c1 points in each round
    points_per_round = c1

    #The total points he scored in the game can be calculated by multiplying the number of rounds he played by the points he gained in each round
    total_score = rounds * points_per_round

    return total_score","{'c0': 177.0, 'c1': 46.0}",8142.0
43,c0 birds and c1 storks were sitting on the fence. c2 more birds came to join them.How many more birds than storks are sitting on the fence?,1.0,"def Problem(c0, c1, c2):
    #calculate the total number of birds and storks before more birds arrived
    total_before = c0 + c1

    #add the number of birds that arrived to the total number of birds
    total_now = total_before + c2

    #calculate the number of storks now
    storks_now = c1

    #calculate the number of birds now
    birds_now = total_now - storks_now

    #calculate the difference between the number of birds and storks now
    difference = birds_now - storks_now

    return difference","{'c0': 3.0, 'c1': 4.0, 'c2': 2.0}",1.0
44,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped c0 inches. The mouse jumped c1 inches lesser than the frog who jumped c2 inches farther than the grasshopper.How far did the mouse jump?",39.0,"def Problem(c0, c1, c2):
    #The grasshopper jumped c0 inches
    grasshopper = c0

    #The mouse jumped c1 inches lesser than the frog
    mouse = c2 - c1

    return mouse","{'c0': 9.0, 'c1': 3.0, 'c2': 33.0}",30.0
45,Zachary did c0 push-ups and c1 crunches in gym class today. David did c2 more push-ups but c3 less crunches than zachary.How many more push-ups than crunches did Zachary do?,32.0,"def Problem(c0, c1, c2, c3):
    #Zachary did c0 push-ups and c1 crunches
    zachary_pushups = c0
    zachary_crunches = c1

    #David did c2 more push-ups but c3 less crunches than Zachary
    david_pushups = c0 + c2
    david_crunches = c1 - c3

    #The difference between the number of push-ups and crunches Zachary did can be calculated by subtracting the number of crunches from the number of push-ups
    difference = zachary_pushups - zachary_crunches

    #The difference between the number of push-ups and crunches David did can be calculated by subtracting the number of crunches from the number of push-ups
    david_difference = david_pushups - david_crunches

    #The number of more push-ups than crunches Zachary did can be calculated by subtracting the difference between the number of push-ups and crunches David did from the difference between the number of push-ups and crunches Zachary did
    more_pushups = difference - david_difference

    return more_pushups","{'c0': 35.0, 'c1': 3.0, 'c2': 58.0, 'c3': 87.0}",-145.0
46,"Jack received c0 emails in the morning, c1 emails in the afternoon and c2 emails in the evening.How many emails did Jack receive in the afternoon and evening?",13.0,"def Problem(c0, c1, c2):
    #Jack received c1 emails in the afternoon and c2 emails in the evening
    afternoon = c1
    evening = c2

    #The total number of emails Jack received in the afternoon and evening can be calculated by adding the number of emails he received in the afternoon and evening
    total = afternoon + evening

    return total","{'c0': 4.0, 'c1': 5.0, 'c2': 8.0}",13.0
47,Jerry had c0 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed c1 of the old ones. If there are c2 action figures on his shelf nowHow many action figures did he add to the shelf?,11.0,"def Problem(c0, c1, c2):
    #Jerry originally had c0 action figures on the shelf
    original = c0

    #Jerry added some more action figures to the shelf
    added = c2 - original + c1

    return added","{'c0': 7.0, 'c1': 10.0, 'c2': 8.0}",11.0
48,Julia played tag with c0 kids on monday. She played tag with c1 kids on tuesday. She spent a total of c2 hours to play tag on both days.How many kids did she play with altogether?,26.0,"def Problem(c0, c1, c2):
    #Julia played tag with c0 kids on monday
    monday_kids = c0

    #Julia played tag with c1 kids on tuesday
    tuesday_kids = c1

    #Julia spent a total of c2 hours to play tag on both days
    total_hours = c2

    #The average number of kids Julia played with per hour can be calculated by dividing the total number of kids by the total number of hours
    average_kids_per_hour = (monday_kids + tuesday_kids) / total_hours

    #The total number of kids Julia played with can be calculated by multiplying the average number of kids per hour by the total number of hours
    total_kids = average_kids_per_hour * (c0 + c1)

    return total_kids","{'c0': 12.0, 'c1': 14.0, 'c2': 34.0}",19.88235294117647
