,question,answer,response,mapping,response_answer,equations
12,In a school there are c0 more girls than boys. If there are c1 girlsHow many pupils are there in that school?,926.0,"Let's first find the number of boys in the school. Since there are c0 more girls than boys, we can say that the number of boys is c1 - c0. 
number_of_boys = c1 - c0
And the total number of pupils in the school is the sum of the number of boys and girls. 
total_pupils = number_of_boys + c1
The answer is total_pupils.","{'c0': 458.0, 'c1': 692.0}",926.0,"['number_of_boys =  c1 - c0', 'total_pupils =  number_of_boys + c1', 'answer = total_pupils']"
13,After resting they decided to go for a swim. The depth of the water is c0 times Dean's height. Dean is c1 feet taller than Ron. If Ron stands at c2 feetHow deep was the water?,255.0,"If the depth of the water is c0 times Dean's height, and Dean is c1 feet taller than Ron, then the depth of the water is (c0 * (Ron's height + c1)). If Ron stands at c2 feet, then the depth of the water is (c0 * (c2 + c1)).
depth_of_water = c0 * (c2 + c1)
The answer is depth_of_water.","{'c0': 15.0, 'c1': 4.0, 'c2': 13.0}",255.0,"['depth_of_water =  c0 * (c2 + c1)', 'answer = depth_of_water']"
14,c0 birds were sitting on the fence. c1 more birds and c2 more storks came to join them.How many birds are sitting on the fence?,10.0,"There were originally c0 birds on the fence. Then c1 more birds joined, making a total of c0 + c1 birds. Finally, c2 storks joined, but we are only interested in the number of birds on the fence, so we ignore the storks. The answer is c0 + c1.","{'c0': 6.0, 'c1': 4.0, 'c2': 8.0}",,['There were originally c0 birds on the fence']
15,Marco and his dad went strawberry picking. Together they collected strawberries that weighed c0 pounds. On the way back Marco ' dad lost c1 pounds of strawberries. Marco's strawberries now weighed c2 pounds.How much did his dad's strawberries weigh now?,16.0,"Marco and his dad collected c0 pounds of strawberries together. After his dad lost c1 pounds, Marco's strawberries weighed c2 pounds. So his dad's strawberries must have weighed c0 - c2 pounds. 
dad_strawberries = c0 - c2
The answer is dad_strawberries.","{'c0': 36.0, 'c1': 8.0, 'c2': 12.0}",24.0,"['dad_strawberries =  c0 - c2', 'answer = dad_strawberries']"
16,In a school there are c0 girls and the rest are boys. If there are c1 more girls than boysHow many boys are there in that school?,469.0,"Let's first find the total number of students in the school. Since there are c0 girls and the rest are boys, we can say that the number of boys is equal to the total number of students minus c0. 

total_students = c0 + (c1 + c0)  (since there are c1 more girls than boys)
total_students = 2c0 + c1

Now, we can find the number of boys by subtracting the number of girls from the total number of students. 

boys = total_students - c0
boys = (2c0 + c1) - c0
boys = c0 + c1

The answer is c0 + c1 boys.","{'c0': 697.0, 'c1': 228.0}",925.0,"['total_students =  c0 + (c1 + c0)  (since there are c1 more girls than boys)', 'total_students =  2c0 + c1', 'boys =  total_students - c0', 'boys =  (2c0 + c1) - c0', 'boys =  c0 + c1', 'answer = c0 + c1 boys']"
17,In a school there are c0 girls and c1 boys. c2 more girls and c3 more boys joined the school.How many girls are there in the school now?,1414.0,"There were originally c0 girls in the school. Then c2 more girls joined, making the total number of girls c0 + c2. 
total_girls = c0 + c2
The answer is total_girls.","{'c0': 732.0, 'c1': 761.0, 'c2': 682.0, 'c3': 8.0}",1414.0,"['total_girls =  c0 + c2', 'answer = total_girls']"
18,Danny collects bottle caps and wrappers. He found c0 bottle caps and c1 wrappers at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many wrappers did danny have at first?,27.0,"Danny started with c1 wrappers and now has c3 wrappers, so he must have found c3 - c1 wrappers at the park. 
wrappers_found = c3 - c1
Similarly, Danny started with c0 bottle caps and now has c2 bottle caps, so he must have found c2 - c0 bottle caps at the park. 
bottle_caps_found = c2 - c0
Since Danny collects both bottle caps and wrappers, we need to add the number of wrappers he found to the number he started with to get the total number of wrappers he had at first. 
total_wrappers = c1 + wrappers_found
The answer is total_wrappers.","{'c0': 22.0, 'c1': 30.0, 'c2': 17.0, 'c3': 57.0}",57.0,"['wrappers_found =  c3 - c1', 'bottle_caps_found =  c2 - c0', 'total_wrappers =  c1 + wrappers_found', 'answer = total_wrappers']"
19,Paul got a box of c0 erasers and c1 crayons for his birthday. At the end of the school year he only had c2 crayons left while not having lost a single eraser.How many more crayons than erasers did he have left?,66.0,"Paul started with c0 erasers and c1 crayons. At the end of the school year, he had c2 crayons left and all of his erasers. So he had c0 erasers and c2 crayons left. 
crayons_left = c2
erasers_left = c0
To find out how many more crayons than erasers he had left, we subtract the number of erasers from the number of crayons. 
more_crayons = crayons_left - erasers_left
The answer is more_crayons.","{'c0': 457.0, 'c1': 617.0, 'c2': 523.0}",66.0,"['crayons_left =  c2', 'erasers_left =  c0', 'more_crayons =  crayons_left - erasers_left', 'answer = more_crayons']"
20,Baker made c0 cakes. He sold c1 of them and bought c2 new cakes.How many cakes does baker still have?,186.0,"Baker started with c0 cakes. He sold c1 of them, so he has c0 - c1 cakes left. Then he bought c2 new cakes, so he has c0 - c1 + c2 cakes in total.
total_cakes = c0 - c1 + c2
The answer is total_cakes.","{'c0': 121.0, 'c1': 105.0, 'c2': 170.0}",186.0,"['total_cakes =  c0 - c1 + c2', 'answer = total_cakes']"
21,An industrial machine worked for c0 minutes. It can make c1 shirts a minute.How many shirts did machine make?,20.0,"The machine worked for c0 minutes and can make c1 shirts a minute. So in c0 minutes, it can make c0 x c1 shirts. 
shirts_made = c0 x c1
The answer is shirts_made.","{'c0': 5.0, 'c1': 4.0}",20.0,"['shirts_made =  c0 x c1', 'answer = shirts_made']"
22,The bananas in Philip's collection are organized into groups of size c0. If there are a total of c1 bananas in Philip's banana collectionHow many groups are there?,10.0,"If the bananas are organized into groups of size c0, then the number of groups is equal to the total number of bananas divided by the size of each group. 
number_of_groups = c1 / c0
The answer is number_of_groups.","{'c0': 18.0, 'c1': 180.0}",10.0,"['number_of_groups =  c1 / c0', 'answer = number_of_groups']"
23,There were some birds sitting on the fence. c0 more birds came to join them. If there are a total of c1 birds on the fence nowHow many birds had been sitting on the fence at the start?,1.0,"There were some birds sitting on the fence originally. Then c0 more birds came to join them. The total number of birds on the fence is c1. So the original number of birds on the fence must have been c1 - c0. 
original_birds = c1 - c0
The answer is original_birds.","{'c0': 4.0, 'c1': 5.0}",1.0,"['original_birds =  c1 - c0', 'answer = original_birds']"
24,Jerry had c0 action figures on a shelf in his room. Later he added c1 more action figures to the shelf and removed some of the old ones. If there are c2 action figures on his shelf nowHow many action figures did he remove from the shelf?,1.0,"Jerry started with c0 action figures. Then he added c1 more and removed some. So the total change in action figures is c2 - c0. This includes both the ones he added and the ones he removed. To find out how many he removed, we need to subtract the ones he added. So the number of action figures he removed is (c2 - c0) - c1.
action_figures_removed = (c2 - c0) - c1
The answer is action_figures_removed.","{'c0': 3.0, 'c1': 4.0, 'c2': 6.0}",-1.0,"['action_figures_removed =  (c2 - c0) - c1', 'answer = action_figures_removed']"
25,Danny collects bottle caps and wrappers. He found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many more wrappers than bottle caps did danny find at the park?,60.0,"Danny found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection. So he must have found c3 - c0 wrappers and c2 - c1 bottle caps. 
wrappers_found = c3 - c0
bottle_caps_found = c2 - c1
To find out how many more wrappers than bottle caps he found, we need to subtract the number of bottle caps found from the number of wrappers found. 
more_wrappers_than_bottle_caps = wrappers_found - bottle_caps_found
The answer is more_wrappers_than_bottle_caps.","{'c0': 65.0, 'c1': 5.0, 'c2': 31.0, 'c3': 9.0}",-82.0,"['wrappers_found =  c3 - c0', 'bottle_caps_found =  c2 - c1', 'more_wrappers_than_bottle_caps =  wrappers_found - bottle_caps_found', 'answer = more_wrappers_than_bottle_caps']"
26,Because of the decision Sofia asked the students to suggest specific types of food from a total of c0 choices. If c1 students suggested adding mashed potatoes c2 suggested adding bacon to the menu and the rest did not participateHow many students participated in the suggestion of new food items?,488.0,"The total number of students who participated in suggesting new food items is the sum of the number of students who suggested mashed potatoes and the number of students who suggested bacon. 
total_participants = c1 + c2
The answer is total_participants.","{'c0': 66.0, 'c1': 450.0, 'c2': 38.0}",488.0,"['total_participants =  c1 + c2', 'answer = total_participants']"
27,Matthew gave equal numbers of crackers and cakes to his c0 friends. If he had c1 crackers and c2 cakes initiallyHow many crackers and cakes did each person eat?,1.0,"Matthew gave equal numbers of crackers and cakes to each of his c0 friends. So each friend received c1/c0 crackers and c2/c0 cakes. 
crackers_per_person = c1/c0
cakes_per_person = c2/c0
After they ate, each person would have eaten the same amount of crackers and cakes, so the answer is crackers_per_person and cakes_per_person.","{'c0': 28.0, 'c1': 13.0, 'c2': 15.0}",0.5357142857142857,"['crackers_per_person =  c1/c0', 'cakes_per_person =  c2/c0']"
28,"A grocery store had c0 bottles of regular soda, c1 bottles of diet soda and c2 bottles of lite soda.How many bottles of regular soda and diet soda did they have altogether?",89.0,"The grocery store had c0 bottles of regular soda and c1 bottles of diet soda. To find the total number of bottles of regular and diet soda, we add c0 and c1. 
total_regular_and_diet_soda = c0 + c1
The answer is total_regular_and_diet_soda.","{'c0': 49.0, 'c1': 40.0, 'c2': 6.0}",89.0,"['total_regular_and_diet_soda =  c0 + c1', 'answer = total_regular_and_diet_soda']"
29,"Dan has $ c0. He bought c1 candy bar for $ c2, each one costing the same amount of money.How much did each candy bar cost?",2.0,"Dan spent c1 dollars on c2 candy bars. So each candy bar cost c1/c2 dollars. 
cost_per_candy_bar = c1/c2
The answer is cost_per_candy_bar.","{'c0': 3.0, 'c1': 2.0, 'c2': 4.0}",0.5,"['cost_per_candy_bar =  c1/c2', 'answer = cost_per_candy_bar']"
30,Tiffany was collecting cans for recycling. On monday she had c0 bags of cans. The next day she found c1 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,5.0,"Tiffany had c0 bags of cans on Monday. The next day she found c1 more bags worth of cans. So she found c1 - c0 more bags on the next day than she had on Monday.
more_bags_found = c1 - c0
The answer is more_bags_found.","{'c0': 7.0, 'c1': 12.0}",5.0,"['more_bags_found =  c1 - c0', 'answer = more_bags_found']"
31,There were c0 roses and c1 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now c2 roses and c3 orchids in the vase.How many roses did she cut?,2.0,"Jessica started with c0 roses and c1 orchids in the vase. After cutting some more, there are now c2 roses and c3 orchids. So she must have cut c2 - c0 roses and c3 - c1 orchids. We only need to find out how many roses she cut, so the answer is c2 - c0. 
roses_cut = c2 - c0
The answer is roses_cut.","{'c0': 15.0, 'c1': 62.0, 'c2': 17.0, 'c3': 96.0}",2.0,"['roses_cut =  c2 - c0', 'answer = roses_cut']"
32,There are some baskets of peaches. Each basket has c0 red peaches and c1 green peaches. If there are a total of c2 peaches in all basketsHow many baskets of peaches are there?,1.0,"Each basket has c0 red peaches and c1 green peaches, so each basket has c0 + c1 peaches in total. If there are c2 peaches in all baskets, then the number of baskets can be found by dividing c2 by the number of peaches in each basket:
number_of_baskets = c2 / (c0 + c1)
The answer is number_of_baskets.","{'c0': 4.0, 'c1': 3.0, 'c2': 7.0}",1.0,"['number_of_baskets =  c2 / (c0 + c1)', 'answer = number_of_baskets']"
33,There were c0 dollars in Olivia's wallet. She spent c1 dollars at a supermarket.How much money does she have left?,63.0,"Olivia started with c0 dollars in her wallet. She spent c1 dollars at the supermarket. So she has c0 - c1 dollars left. 
money_left = c0 - c1
The answer is money_left.","{'c0': 78.0, 'c1': 15.0}",63.0,"['money_left =  c0 - c1', 'answer = money_left']"
34,"Jack received c0 emails in the morning, c1 emails in the afternoon and some more in the evening. If he received a total of c2 emails in the dayHow many emails did Jack receive in the afternoon?",1.0,"Jack received c0 emails in the morning and c1 emails in the afternoon. So he received c0 + c1 emails before the evening. Then he received some more emails in the evening, bringing the total to c2. Therefore, he received c2 - (c0 + c1) emails in the evening. 
evening_emails = c2 - (c0 + c1)
Since we want to know how many emails he received in the afternoon, we can simply use the given value of c1. 
afternoon_emails = c1
The answer is afternoon_emails.","{'c0': 6.0, 'c1': 3.0, 'c2': 10.0}",3.0,"['evening_emails =  c2 - (c0 + c1)', 'afternoon_emails =  c1', 'answer = afternoon_emails']"
35,Dan has $ c0. He bought a candy bar for $ c1. Then his friend have him $ c2 How much money is left?,1.0,"Dan started with $ c0. He spent $ c1 on a candy bar, so he had c0 - c1 left. Then his friend gave him $ c2, so he had c0 - c1 + c2 left. 
money_left = c0 - c1 + c2
The answer is money_left.","{'c0': 4.0, 'c1': 8.0, 'c2': 5.0}",1.0,"['money_left =  c0 - c1 + c2', 'answer = money_left']"
36,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that c0 visitors came to the Buckingham palace on the previous day. If there were c1 visitors on that dayHow many visited the Buckingham palace within c2 days?",949.0,We don't have enough information to answer this question. Knowing the number of visitors on one day doesn't give us enough information to determine how many visited within a certain number of days. We would need to know the average number of visitors per day or the total number of visitors over a certain period of time to answer this question.,"{'c0': 703.0, 'c1': 246.0, 'c2': 25.0}",,[]
37,For Gwen's birthday she received c0 dollars from her dad. Her mom gave her c1 more dollars. If she spent c2 dollars.How much more money did she receive from her mom than she did from her dad?,2.0,"Gwen received c0 dollars from her dad and c1 more dollars from her mom. So in total, she received c0 + c1 dollars. After spending c2 dollars, she has c0 + c1 - c2 dollars left. 
remaining_money = c0 + c1 - c2
To find out how much more money she received from her mom than her dad, we need to subtract c0 from c1. 
mom_money = c1 - c0
The answer is mom_money.","{'c0': 5.0, 'c1': 7.0, 'c2': 4.0}",2.0,"['remaining_money =  c0 + c1 - c2', 'mom_money =  c1 - c0', 'answer = mom_money']"
38,There are c0 bananas and c1 oranges in Philip's collection. If the bananas are organized into c2 groups and oranges are organized into c3 groupsHow big is each group of oranges?,2.0,"The bananas are organized into c2 groups, so each group has c0/c2 bananas. 
bananas_per_group = c0/c2
The oranges are organized into c3 groups, so each group has c1/c3 oranges. 
oranges_per_group = c1/c3
The answer is oranges_per_group.","{'c0': 142.0, 'c1': 356.0, 'c2': 47.0, 'c3': 178.0}",2.0,"['bananas_per_group =  c0/c2', 'oranges_per_group =  c1/c3', 'answer = oranges_per_group']"
39,There are c0 different books and c1 different movies in the ' crazy silly school ' series. If you read c2 of the movies and watched c3 of the booksHow many more movies than books have you read?,3.0,"You have read c2 movies and c3 books. The number of movies you have read more than books is c2 - c3. 
movies_more_than_books = c2 - c3
The answer is movies_more_than_books.","{'c0': 8.0, 'c1': 5.0, 'c2': 19.0, 'c3': 16.0}",3.0,"['movies_more_than_books =  c2 - c3', 'answer = movies_more_than_books']"
40,Mary is baking a cake. The recipe calls for c0 cups of flour and c1 cups of sugar. She already put in some cups of flour. If she still needs c2 more cups of flourHow many cups of flour did she put in?,10.0,"The recipe calls for c0 cups of flour and Mary still needs c2 more cups of flour. So far, she has put in c0 - c2 cups of flour. 
flour_put_in = c0 - c2
The answer is flour_put_in.","{'c0': 12.0, 'c1': 5.0, 'c2': 2.0}",10.0,"['flour_put_in =  c0 - c2', 'answer = flour_put_in']"
41,Danny collects bottle caps and wrappers. He found c0 wrappers and c1 bottle caps at the park. Now he has c2 bottle caps and c3 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,4.0,"Danny found c0 wrappers and c1 bottle caps at the park, so he had c0 + c1 total items. 
total_items = c0 + c1
Now he has c2 bottle caps and c3 wrappers in his collection, so he has c2 - c1 bottle caps and c3 - c0 wrappers from the park. 
bottle_caps_from_park = c2 - c1
wrappers_from_park = c3 - c0
To find the difference between the number of bottle caps and wrappers he found at the park, we subtract the number of wrappers from the number of bottle caps. 
bottle_caps_from_park - wrappers_from_park
The answer is bottle_caps_from_park - wrappers_from_park.","{'c0': 46.0, 'c1': 50.0, 'c2': 21.0, 'c3': 52.0}",-35.0,"['total_items =  c0 + c1', 'bottle_caps_from_park =  c2 - c1', 'wrappers_from_park =  c3 - c0', 'answer = bottle_caps_from_park - wrappers_from_park']"
42,Luke played c0 rounds of a trivia game. If he gained c1 points in each roundHow many points did he score in the game?,8142.0,"Luke played c0 rounds and gained c1 points in each round. So his total score is c0 multiplied by c1. 
total_score = c0 * c1
The answer is total_score.","{'c0': 177.0, 'c1': 46.0}",8142.0,"['total_score =  c0 * c1', 'answer = total_score']"
43,c0 birds and c1 storks were sitting on the fence. c2 more birds came to join them.How many more birds than storks are sitting on the fence?,1.0,"There were originally c0 birds and c1 storks on the fence, so the total number of birds and storks was c0 + c1. After c2 more birds joined, the total number of birds on the fence is c0 + c2, and the total number of storks is c1. The difference between the number of birds and storks is (c0 + c2) - c1. 
birds_minus_storks = (c0 + c2) - c1
The answer is birds_minus_storks.","{'c0': 3.0, 'c1': 4.0, 'c2': 2.0}",1.0,"['birds_minus_storks =  (c0 + c2) - c1', 'answer = birds_minus_storks']"
44,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped c0 inches. The mouse jumped c1 inches lesser than the frog who jumped c2 inches farther than the grasshopper.How far did the mouse jump?",39.0,"The frog jumped c2 inches farther than the grasshopper, so the frog's jump was c0 + c2 inches. The mouse jumped c1 inches lesser than the frog, so the mouse's jump was (c0 + c2) - c1 inches.
mouse_jump = (c0 + c2) - c1
The answer is mouse_jump.","{'c0': 9.0, 'c1': 3.0, 'c2': 33.0}",39.0,"['mouse_jump =  (c0 + c2) - c1', 'answer = mouse_jump']"
45,Zachary did c0 push-ups and c1 crunches in gym class today. David did c2 more push-ups but c3 less crunches than zachary.How many more push-ups than crunches did Zachary do?,32.0,"Zachary did c0 push-ups and c1 crunches. David did c2 more push-ups than Zachary, so David did c0 + c2 push-ups. David also did c3 less crunches than Zachary, so David did c1 - c3 crunches. 

To find out how many more push-ups than crunches Zachary did, we need to subtract the number of crunches from the number of push-ups: 

push_ups_diff = c0 + c2 - c1 + c3

The answer is push_ups_diff.","{'c0': 35.0, 'c1': 3.0, 'c2': 58.0, 'c3': 87.0}",177.0,"['push_ups_diff =  c0 + c2 - c1 + c3', 'answer = push_ups_diff']"
46,"Jack received c0 emails in the morning, c1 emails in the afternoon and c2 emails in the evening.How many emails did Jack receive in the afternoon and evening?",13.0,"Jack received c1 emails in the afternoon and c2 emails in the evening. So the total number of emails he received in the afternoon and evening is c1 + c2. 
afternoon_and_evening_emails = c1 + c2
The answer is afternoon_and_evening_emails.","{'c0': 4.0, 'c1': 5.0, 'c2': 8.0}",13.0,"['afternoon_and_evening_emails =  c1 + c2', 'answer = afternoon_and_evening_emails']"
47,Jerry had c0 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed c1 of the old ones. If there are c2 action figures on his shelf nowHow many action figures did he add to the shelf?,11.0,"Jerry started with c0 action figures. He added some more and removed c1 of the old ones. So he must have added c2 - c0 + c1 action figures to the shelf. 
added_action_figures = c2 - c0 + c1
The answer is added_action_figures.","{'c0': 7.0, 'c1': 10.0, 'c2': 8.0}",11.0,"['added_action_figures =  c2 - c0 + c1', 'answer = added_action_figures']"
48,Julia played tag with c0 kids on monday. She played tag with c1 kids on tuesday. She spent a total of c2 hours to play tag on both days.How many kids did she play with altogether?,26.0,"Julia played with c0 kids on Monday and c1 kids on Tuesday. In total, she played with c0 + c1 kids. 
total_kids = c0 + c1
She spent c2 hours playing tag on both days. There is no information on how long she played on each day, so we cannot determine the exact number of hours she played with each group of kids. 
The answer is total_kids.","{'c0': 12.0, 'c1': 14.0, 'c2': 34.0}",26.0,"['total_kids =  c0 + c1', 'answer = total_kids']"
49,Nell collects cards. She had c0 baseball cards and c1 Ace cards. She gave some of her cards to Jeff and now has c2 baseball cards and Ace cards left.How many more baseball cards than Ace cards does Nell have?,266.0,"Nell started with c0 baseball cards and c1 Ace cards. After giving some to Jeff, she has c2 baseball cards and Ace cards left. To find out how many more baseball cards than Ace cards she has, we need to subtract the number of Ace cards from the number of baseball cards. 
baseball_cards_left = c2 - (c0 - cards_given_to_Jeff)
ace_cards_left = c1 - cards_given_to_Jeff
more_baseball_cards = baseball_cards_left - ace_cards_left
The answer is more_baseball_cards.","{'c0': 309.0, 'c1': 356.0, 'c2': 415.0}",,"['baseball_cards_left =  c2 - (c0 - cards_given_to_Jeff)', 'ace_cards_left =  c1 - cards_given_to_Jeff', 'more_baseball_cards =  baseball_cards_left - ace_cards_left', 'answer = more_baseball_cards']"
50,"At the zoo, a cage had c0 snakes and c1 alligators. If c2 alligators were hidingHow many alligators were not hiding?",57.0,"There were originally c1 alligators in the cage. Some of them were hiding, so the number of alligators not hiding would be c1 - c2. 
alligators_not_hiding = c1 - c2
The answer is alligators_not_hiding.","{'c0': 93.0, 'c1': 97.0, 'c2': 40.0}",57.0,"['alligators_not_hiding =  c1 - c2', 'answer = alligators_not_hiding']"
51,You have read c0 books from the ' crazy silly school ' series. If there are a total of c1 different books in the ' crazy silly school ' seriesHow many more do you still have to read?,6.0,"If you have read c0 books from the series and there are c1 different books in the series, then you still have c1 - c0 books left to read. 
books_left_to_read = c1 - c0
The answer is books_left_to_read.","{'c0': 8.0, 'c1': 14.0}",6.0,"['books_left_to_read =  c1 - c0', 'answer = books_left_to_read']"
52,Emily is making bead necklaces for her c0 friends. She had c1 beads and she was able to make c2 necklaces.How many beads did each necklace need?,4.0,"Emily had c1 beads and was able to make c2 necklaces. So each necklace needed c1/c2 beads. 
beads_per_necklace = c1/c2
The answer is beads_per_necklace.","{'c0': 43.0, 'c1': 20.0, 'c2': 5.0}",4.0,"['beads_per_necklace =  c1/c2', 'answer = beads_per_necklace']"
53,Frank put c0 pieces of candy in each bag. If he had c1 pieces of candyHow many bags would he have?,2.0,"If Frank put c0 pieces of candy in each bag and he had c1 pieces of candy in total, he would have c1/c0 bags. 
number_of_bags = c1/c0
The answer is number_of_bags.","{'c0': 11.0, 'c1': 22.0}",2.0,"['number_of_bags =  c1/c0', 'answer = number_of_bags']"
