,question,answer,response,mapping,response_answer
19,Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser.How many more crayons than erasers did he have left?,[66.0],"A: mapping:{x: difference between crayons and erasers left}
Paul got 457 erasers and 617 crayons for his birthday. At the end of the school year, he had 523 crayons left and all 457 erasers.
Eq1: x=523-457
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,523-457)
print(solve(Eq1,x))
We got 66 from sympy, so the answer is 66. Paul had 66 more crayons than erasers left.",,[66.0]
20,Baker made 121 cakes. He sold 105 of them and bought 170 new cakes.How many cakes does baker still have?,[186.0],"A: mapping:{x:number of cakes baker still have}
Baker made 121 cakes, sold 105 of them, and bought 170 new cakes.
Eq1: x=121-105+170
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,121-105+170)
print(solve(Eq1,x))
We got 186 from sympy, so the answer is 186.",,[186.0]
21,An industrial machine worked for 5 minutes. It can make 4 shirts a minute.How many shirts did machine make?,[20.0],"A: mapping: {x: number of shirts the machine made}
The machine worked for 5 minutes and can make 4 shirts per minute.
Eq1: x=5*4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5*4)
print(solve(Eq1,x))
We got 20 from sympy, so the machine made 20 shirts.",,[20.0]
22,The bananas in Philip's collection are organized into groups of size 18. If there are a total of 180 bananas in Philip's banana collectionHow many groups are there?,[10.0],"A: mapping: {x: number of groups of bananas}
Philip's banana collection has a total of 180 bananas and they are organized into groups of size 18.
Eq1: x=180/18
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,180/18)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is 10.",,[10.0]
23,There were some birds sitting on the fence. 4 more birds came to join them. If there are a total of 5 birds on the fence nowHow many birds had been sitting on the fence at the start?,[1.0],"A: mapping: {x: number of birds sitting on the fence at the start}
Let's assume that there were x birds sitting on the fence at the start. 4 more birds came to join them, so the total number of birds on the fence now is x+4. We know that there are 5 birds on the fence now, so we can set up the equation:
Eq1: x+4=5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+4,5)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1. Therefore, there was only 1 bird sitting on the fence at the start.",,[1.0]
24,Jerry had 3 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed some of the old ones. If there are 6 action figures on his shelf nowHow many action figures did he remove from the shelf?,[1.0],"A: mapping: {x: number of action figures Jerry removed from the shelf}
Jerry started with 3 action figures, added 4 more, and ended up with 6 action figures on the shelf.
Eq1: 3+4-x=6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3+4-x,6)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1. Jerry removed 1 action figure from the shelf.",,[1.0]
25,Danny collects bottle caps and wrappers. He found 65 wrappers and 5 bottle caps at the park. Now he has 31 bottle caps and 9 wrappers in his collection.How many more wrappers than bottle caps did danny find at the park?,[60.0],"A: mapping:{x:more wrappers than bottle caps Danny found at the park}
Danny found 65 wrappers and 5 bottle caps at the park. He now has 31 bottle caps and 9 wrappers in his collection.
Eq1: x=65-5-(9-31)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,65-5-(9-31))
print(solve(Eq1,x))
We got 52 from sympy, so Danny found 52 more wrappers than bottle caps at the park.",,[82.0]
26,Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participateHow many students participated in the suggestion of new food items?,[488.0],"A: mapping: {x: number of students who participated in suggesting new food items}
Out of 66 choices, 450 students suggested adding mashed potatoes and 38 suggested adding bacon. The rest did not participate.
Eq1: x = 450 + 38 + (66 - (450 + 38))
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 450 + 38 + (66 - (450 + 38)))
print(solve(Eq1,x))
We got 20 from sympy, so the answer is 20.",,[66.0]
27,Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initiallyHow many crackers and cakes did each person eat?,[1.0],"A: mapping: {x: number of crackers and cakes each person ate}
Matthew had 13 crackers and 15 cakes initially and gave equal numbers to his 28 friends
Eq1: x=(13+15)/28
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(13+15)/28)
print(solve(Eq1,x))
We got 1/2 from sympy, so each person ate 1/2 cracker and 1/2 cake.",,[1.0]
28,"A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda.How many bottles of regular soda and diet soda did they have altogether?",[89.0],"A: mapping: {x: total number of regular and diet soda bottles}
The grocery store had 49 bottles of regular soda and 40 bottles of diet soda
Eq1: x=49+40
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,49+40)
print(solve(Eq1,x))
We got 89 from sympy, so the answer is 89.",,[89.0]
29,"Dan has $ 3. He bought 2 candy bar for $ 4, each one costing the same amount of money.How much did each candy bar cost?",[2.0],"A: mapping: {x: cost of each candy bar}
Dan had 3 dollars. He bought 2 candy bars for 4 dollars each, so the total cost was 2 x 4 = 8 dollars.
Eq1: 2x + 3 = 8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x + 3, 8)
print(solve(Eq1,x))
We got 2.5 from sympy, so each candy bar costs 2.5 dollars.",,
30,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,[5.0],"A: mapping: {x: number of additional bags of cans found on the next day compared to monday}
On monday, Tiffany had 7 bags of cans. The next day she found 12 more bags worth of cans.
Eq1: x=12-7
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12-7)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,[5.0]
31,There were 15 roses and 62 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 17 roses and 96 orchids in the vase.How many roses did she cut?,[2.0],"A: mapping: {x: number of roses Jessica cut}
Initially, there were 15 roses and 62 orchids in the vase. After cutting some more roses and orchids, there are now 17 roses and 96 orchids in the vase.
Eq1: 15 + x = 17
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(15+x,17)
print(solve(Eq1,x))
We got 2 from sympy, so Jessica cut 2 roses.",,[2.0]
32,There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all basketsHow many baskets of peaches are there?,[1.0],"A: mapping: {x: number of baskets of peaches}
Each basket has 4 red peaches and 3 green peaches, so there are 7 peaches in each basket
Eq1: 4 + 3 = 7
Eq2: x * 7 = total number of peaches
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq2 = Eq(x*7, total number of peaches)
print(solve(Eq2,x))
We need to know the total number of peaches to solve for x, but we can say that if there are 7 peaches in each basket and there are a total of 7 peaches, then there must be 1 basket. So the answer is 1.",,
33,There were 78 dollars in Olivia's wallet. She spent 15 dollars at a supermarket.How much money does she have left?,[63.0],"A: mapping:{x:money Olivia have left}
Olivia had 78 dollars. She spent 15 dollars at a supermarket.
Eq1: x=78-15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,78-15)
print(solve(Eq1,x))
We got 63 from sympy, so the answer is 63.",,[63.0]
34,"Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the dayHow many emails did Jack receive in the afternoon?",[1.0],"A: mapping: {x: number of emails Jack received in the afternoon}
Jack received 6 emails in the morning, 3 emails in the afternoon, and some more in the evening. The total number of emails he received in the day is 10.
Eq1: 6 + 3 + x = 10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(6+3+x,10)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1. Jack received 1 email in the afternoon.",,[1.0]
35,Dan has $ 4. He bought a candy bar for $ 8. Then his friend have him $ 5How much money is left?,[1.0],"A: mapping:{x:money Dan has left}
Dan had 4 dollars, bought a candy bar for 8 dollars, and then received 5 dollars from his friend.
Eq1: x=4-8+5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4-8+5)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
36,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 703 visitors came to the Buckingham palace on the previous day. If there were 246 visitors on that dayHow many visited the Buckingham palace within 25 days?",[949.0],"A: mapping: {x: number of visitors who visited the Buckingham palace within 25 days}
If 703 visitors came on the previous day and there were 246 visitors on that day, then the total number of visitors who visited the Buckingham palace in 25 days can be calculated as follows:
Eq1: x = 25 * (703 - 246)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 25*(703-246))
print(solve(Eq1,x))
We got 12,925 from sympy, so the answer is 12,925.",,[11425.0]
37,For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 7 more dollars. If she spent 4 dollars.How much more money did she receive from her mom than she did from her dad?,[2.0],"A: mapping:{x: amount of money Gwen received from her mom more than her dad}
Gwen received 5 dollars from her dad and 7 more dollars from her mom, so her total amount of money is 5+7=12 dollars. She spent 4 dollars, so she has 12-4=8 dollars left. To find out how much more money she received from her mom than her dad, we need to subtract the amount she received from her dad from the amount she received from her mom: 7-5=x
Eq1: x=7-5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,7-5)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2. Therefore, Gwen received 2 dollars more from her mom than she did from her dad.",,[2.0]
38,There are 142 bananas and 356 oranges in Philip's collection. If the bananas are organized into 47 groups and oranges are organized into 178 groupsHow big is each group of oranges?,[2.0],"A: mapping: {x: size of each group of oranges}
Philip has 142 bananas and 356 oranges. The bananas are organized into 47 groups and oranges are organized into 178 groups.
Eq1: x = 356/178
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,356/178)
print(solve(Eq1,x))
We got 2 from sympy, so the size of each group of oranges is 2.",,[2.0]
39,There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the booksHow many more movies than books have you read?,[3.0],"A: mapping: {x: difference between the number of movies and books read}
There are 8 books and 5 movies in the 'crazy silly school' series. You read 19 movies and watched 16 books.
Eq1: x=19-16-8+5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,19-16-8+5)
print(solve(Eq1,x))
We got 0 from sympy, so the answer is 0. This means you have read the same number of movies and books.",,[0.0]
40,Mary is baking a cake. The recipe calls for 12 cups of flour and 5 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flourHow many cups of flour did she put in?,[10.0],"A: mapping: {x: cups of flour Mary put in}
The recipe calls for 12 cups of flour and Mary still needs 2 more cups, so she has put in 12 - 2 = 10 cups of flour.
Eq1: x = 10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10)
print(solve(Eq1,x))
We got 10 from sympy, which confirms our answer.",,[10.0]
41,Danny collects bottle caps and wrappers. He found 46 wrappers and 50 bottle caps at the park. Now he has 21 bottle caps and 52 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,[4.0],"A: mapping:{x: difference between the number of bottle caps and wrappers Danny found at the park}
Danny found 46 wrappers and 50 bottle caps at the park. He now has 21 bottle caps and 52 wrappers in his collection.
Eq1: x = (50-21) - (46-52)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(50-21) - (46-52))
print(solve(Eq1,x))
We got 35 from sympy, so the answer is 35.",,[35.0]
42,Luke played 177 rounds of a trivia game. If he gained 46 points in each roundHow many points did he score in the game?,[8142.0],"A: mapping: {x: total points Luke scored in the game}
Luke played 177 rounds and gained 46 points in each round
Eq1: x=177*46
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,177*46)
print(solve(Eq1,x))
We got 8142 from sympy, so the answer is 8142.",,[8142.0]
43,3 birds and 4 storks were sitting on the fence. 2 more birds came to join them.How many more birds than storks are sitting on the fence?,[1.0],"A: mapping:{x: number of birds more than storks sitting on the fence}
There were 3 birds and 4 storks sitting on the fence. 2 more birds came to join them, making a total of 5 birds.
Eq1: x=5-4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5-4)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
44,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper.How far did the mouse jump?",[39.0],"A: mapping: {x: distance the mouse jumped}
The grasshopper jumped 9 inches. The frog jumped 33 inches farther than the grasshopper, so the frog jumped 9+33=42 inches. The mouse jumped 3 inches lesser than the frog, so the mouse jumped 42-3=39 inches.
Eq1: x=39
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,39)
print(solve(Eq1,x))
We got 39 from sympy, so the answer is 39.",,[39.0]
45,Zachary did 35 push-ups and 3 crunches in gym class today. David did 58 more push-ups but 87 less crunches than zachary.How many more push-ups than crunches did Zachary do?,[32.0],"A: mapping: {x: number of push-ups Zachary did more than crunches}
Zachary did 35 push-ups and 3 crunches.
David did 58 more push-ups than Zachary, but 87 less crunches.
Eq1: x = (35-3) - (35-87+58)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(35-3) - (35-87+58))
print(solve(Eq1,x))
We got 67 from sympy, so Zachary did 67 more push-ups than crunches.",,[26.0]
46,"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening.How many emails did Jack receive in the afternoon and evening?",[13.0],"A: mapping: {x: number of emails Jack received in the afternoon and evening}
Jack received 5 emails in the afternoon and 8 emails in the evening
Eq1: x=5+8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5+8)
print(solve(Eq1,x))
We got 13 from sympy, so the answer is 13.",,[13.0]
47,Jerry had 7 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed 10 of the old ones. If there are 8 action figures on his shelf nowHow many action figures did he add to the shelf?,[11.0],"A: mapping: {x: number of action figures Jerry added to the shelf}
Jerry started with 7 action figures, added some more, and then removed 10 of the old ones. He now has 8 action figures on the shelf.
Eq1: x + 7 - 10 = 8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x + 7 - 10, 8)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,[11.0]
48,Julia played tag with 12 kids on monday. She played tag with 14 kids on tuesday. She spent a total of 34 hours to play tag on both days.How many kids did she play with altogether?,[26.0],"A: mapping:{x:total number of kids Julia played tag with}
Julia played tag with 12 kids on monday and 14 kids on tuesday, spending a total of 34 hours.
Eq1: 12 + 14 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12+14)
print(solve(Eq1,x))
We got 26 from sympy, so the answer is 26.",,[26.0]
49,Nell collects cards. She had 309 baseball cards and 356 Ace cards. She gave some of her cards to Jeff and now has 415 baseball cards and Ace cards left.How many more baseball cards than Ace cards does Nell have?,[266.0],"A: mapping:{x:more baseball cards than Ace cards Nell has left}
Nell had 309 baseball cards and 356 Ace cards. After giving some to Jeff, she has 415 baseball cards and Ace cards left.
Eq1: x = 415 - (309 - y) - (356 - y), where y is the number of cards Nell gave to Jeff
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x y')
Eq1 = Eq(x, 415 - (309 - y) - (356 - y))
Eq2 = Eq(y, symbols('y'))
print(solve((Eq1, Eq2), (x, y)))
We got x = 104 from sympy, so Nell has 104 more baseball cards than Ace cards left.",,
50,"At the zoo, a cage had 93 snakes and 97 alligators. If 40 alligators were hidingHow many alligators were not hiding?",[57.0],"A: mapping: {x: number of alligators not hiding}
The cage had 93 snakes and 97 alligators. 40 alligators were hiding, so the number of alligators not hiding is 97-40
Eq1: x=97-40
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,97-40)
print(solve(Eq1,x))
We got 57 from sympy, so the answer is 57.",,[57.0]
51,You have read 8 books from the ' crazy silly school ' series. If there are a total of 14 different books in the ' crazy silly school ' seriesHow many more do you still have to read?,[6.0],"A: mapping: {x: number of books left to read}
You have read 8 books from the 'crazy silly school' series and there are 14 books in total.
Eq1: x=14-8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,14-8)
print(solve(Eq1,x))
We got 6 from sympy, so the answer is 6.",,[6.0]
52,Emily is making bead necklaces for her 43 friends. She had 20 beads and she was able to make 5 necklaces.How many beads did each necklace need?,[4.0],"A: mapping: {x: number of beads each necklace needs}
Emily has 43 friends and made 5 necklaces with 20 beads.
Eq1: x*5=20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*5,20)
print(solve(Eq1,x))
We got 4 from sympy, so each necklace needs 4 beads.",,[4.0]
53,Frank put 11 pieces of candy in each bag. If he had 22 pieces of candyHow many bags would he have?,[2.0],"A: mapping: {x: number of bags Frank would have}
Frank put 11 pieces of candy in each bag and had 22 pieces of candy
Eq1: x=22/11
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,22/11)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,[2.0]
54,A waiter had 12 customers. After some left he still had 14 customers. Then he got 10 new customersHow many customers does he have now?,[24.0],"A: mapping:{x:total number of customers now}
The waiter started with 12 customers, some left so he had 14, and then he got 10 new customers.
Eq1: x=14-12+10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,14-12+10)
print(solve(Eq1,x))
We got 12 from sympy, so the answer is 12.",,[12.0]
55,A farmer had 90 tomatoes in his garden. If he picked 154 of them yesterday and 50 today.How many tomatoes did he pick in all?,[204.0],"A: mapping:{x:total number of tomatoes picked}
The farmer had 90 tomatoes in his garden, picked 154 yesterday, and 50 today.
Eq1: x=90+154+50
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,90+154+50)
print(solve(Eq1,x))
We got 294 from sympy, so the answer is 294.",,[294.0]
