,question,answer,response,mapping,response_answer,flag
29," There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",17.0,"
A: mapping:{x: students didn't make the cut}
There were 39 girls and 4 boys. 26 of them got called back.
Eq1: x=39+4-26
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,39+4-26)
print(solve(Eq1,x))
We got 17 from sympy, so the answer is 17.",,17.0,1
30, A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,18.0,"
A: mapping:{x: cats they have left}
There were 38 siamese cats and 25 house cats. 45 were sold in total.
Eq1: 38+25-45=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,38+25-45)
print(solve(Eq1,x))
We got 18 from sympy, so the answer is 18.",,18.0,1
31, For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,41.0,"
A: mapping:{x: pastries she sold}
Paige made 36 cupcakes and 9 cookies. After the sale she had 4 to take home, so she sold 
Eq1: x=36+9-4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,36+9-4)
print(solve(Eq1,x))
We got 41 from sympy, so the answer is 41.",,41.0,1
32, Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7.0,"
A: mapping:{x: points she had at the end of the game}
Carol scored 17 points in the first round, 6 points in the second round, and lost 16 points in the last round.
Eq1: 17+6-16=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+6-16)
print(solve(Eq1,x))
We got 7 from sympy, so the answer is 7.",,7.0,1
33, Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,36.0,"
A: mapping:{x: pictures she still have to color}
Gwen bought 2 coloring books. One had 10 pictures, and the other had 39. After one week, she had already colored 13 pictures. 
Eq1: x=39+10-13
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,39+10-13)
print(solve(Eq1,x))
We got 36 from sympy, so the answer is 36.",,36.0,1
34," For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ",63.0,".
A: mapping:{x: pieces of candy left}
Janet had 34 pieces of candy, her sister had 33, and they ate 4 pieces the first night.
Eq1: 34+33-4=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,34+33-4)
print(solve(Eq1,x))
We got 63 from sympy, so the answer is 63.",,63.0,1
35," Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ",13.0,"
A: mapping:{x: bad carrots they have}
Haley picked 39 carrots, her mother picked 38 carrots, and 64 were good.
Eq1: 39+38-64=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,39+38-64)
print(solve(Eq1,x))
We got 13 from sympy, so the answer is 13.",,13.0,1
36," There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56.0,"
A: mapping:{x: students didn't make the cut}
There were 30 girls and 36 boys. 10 of them got called back. 
Eq1: x=30+36-10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30+36-10)
print(solve(Eq1,x))
We got 56 from sympy, so the answer is 56.",,56.0,1
37, Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,15.0,"
A: mapping:{x:money Roger have now}
Roger had 29 dollars. He got 20 more dollars but spent 34 on a new game.
Eq1: x=29+20-34
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,29+20-34)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0,1
38," Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5.0,"
A: mapping:{x: shirts he did not wash}
Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts. He only washed 35 of them.
Eq1: x=29+11-35
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,29+11-35)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,5.0,1
39," Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24.0,"
A: mapping:{x: games he end up with}
Edward bought 41 games from a friend and 14 more from a garage sale. 31 of them were not working. 
Eq1: 41+14-31=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41+14-31)
print(solve(Eq1,x))
We got 24 from sympy, so the answer is 24.",,24.0,1
40," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"
A: mapping:{x:new books he bought}
Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, 
Eq1: x=13+17-15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,13+17-15)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0,1
41," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"
A: mapping:{x:files still on her flash drive}
Amy had 26 music files and 36 video files. She deleted a total of 48 files.
Eq1: 26+36-48=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,26+36-48)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,14.0,1
42, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"
A: mapping:{x:money Oliver have now}
Oliver had 35 dollars. He got 50 more dollars but spent 84 on a new game.
Eq1: x=35+50-84
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,35+50-84)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
43, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"
A: mapping:{x: points she had at the end of the game}
Emily scored 16 points in the first round, 33 points in the second round, and lost 48 points in the last round.
Eq1: 16+33-48=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,16+33-48)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
44," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"
A: mapping:{x:problems she have to do for homework}
Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, 
Eq1: x=43+12-44
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43+12-44)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,11.0,1
45," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,".
A: mapping:{x: extra apples the cafeteria end up with}
The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit,
Eq1: 33+23-21=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33+23-21)
print(solve(Eq1,x))
We got 35 from sympy, so the answer is 35.",,35.0,1
46," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"
A: mapping:{x: shirts Dave did not wash}
Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts. He only washed 20 by the time school started.
Eq1: 9+27-20=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,9+27-20)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,16.0,1
47," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"
A: mapping:{x:pictures from her vacation she still have}
Rachel took 6 pictures at the zoo and 9 at the museum. She later deleted 11 pictures. 
Eq1: 6+9-11=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6+9-11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0,1
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"
A: mapping:{x: bad carrots they have}
Vanessa picked 17 carrots, her mother picked 14 carrots, and only 24 were good.
Eq1: 17+14-24=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+14-24)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,5.0,1
49, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"
A: mapping:{x: cats they have left}
There were 41 siamese cats and 28 house cats. 15 were sold.
Eq1: 41+28-15=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41+28-15)
print(solve(Eq1,x))
We got 54 from sympy, so the answer is 54.",,54.0,1
50," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"
A: mapping:{x:new books he bought}
Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, 
Eq1: x=13+17-15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,13+17-15)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is 15.",,15.0,1
51," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"
A: mapping:{x:files still on her flash drive}
Amy had 26 music files and 36 video files. She deleted a total of 48 files.
Eq1: 26+36-48=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,26+36-48)
print(solve(Eq1,x))
We got 14 from sympy, so the answer is 14.",,14.0,1
52, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"
A: mapping:{x:money Oliver have now}
Oliver had 35 dollars. He got 50 more dollars but spent 84 on a new game.
Eq1: x=35+50-84
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,35+50-84)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
53, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"
A: mapping:{x: points she had at the end of the game}
Emily scored 16 points in the first round, 33 points in the second round, and lost 48 points in the last round.
Eq1: 16+33-48=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,16+33-48)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,1.0,1
54," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"
A: mapping:{x:problems she have to do for homework}
Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, 
Eq1: x=43+12-44
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43+12-44)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,11.0,1
55," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,".
A: mapping:{x: extra apples the cafeteria end up with}
The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit,
Eq1: 33+23-21=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33+23-21)
print(solve(Eq1,x))
We got 35 from sympy, so the answer is 35.",,35.0,1
56," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"
A: mapping:{x: shirts Dave did not wash}
Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts. He only washed 20 by the time school started.
Eq1: 9+27-20=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,9+27-20)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,16.0,1
57," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"
A: mapping:{x:pictures from her vacation she still have}
Rachel took 6 pictures at the zoo and 9 at the museum. She later deleted 11 pictures. 
Eq1: 6+9-11=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6+9-11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0,1
58," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"
A: mapping:{x: bad carrots they have}
Vanessa picked 17 carrots, her mother picked 14 carrots, and only 24 were good.
Eq1: 17+14-24=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+14-24)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is 5.",,5.0,1
59, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"
A: mapping:{x: cats they have left}
There were 41 siamese cats and 28 house cats. 15 were sold.
Eq1: 41+28-15=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,41+28-15)
print(solve(Eq1,x))
We got 54 from sympy, so the answer is 54.",,54.0,1
60," Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick? ",4.0,"
A: mapping:{x: extra flowers Janet pick}
Janet picked 4 tulips and 11 roses. She only used 11 of the flowers.
Eq1: 4+11-11=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4+11-11)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is 4.",,4.0,1
61," Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, how many files were still on her flash drive? ",33.0,"
A: mapping:{x:files were still on her flash drive}
Vanessa had 13 music files and 30 video files. She deleted 10 files in total. 
Eq1: x=13+30-10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,13+30-10)
print(solve(Eq1,x))
We got 33 from sympy, so the answer is 33.",,33.0,1
