,question,answer,response,mapping,response_answer
19,Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser.How many more crayons than erasers did he have left?,[66.0],"A: mapping:{x:more crayons than erasers left}
Paul had 457 erasers and 617 crayons. At the end of the school year, he had 523 crayons left and all 457 erasers. 
Eq1: x = 523 - 457
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 523 - 457)
print(solve(Eq1,x))
We got 66 from sympy, so the answer is 66. Paul had 66 more crayons than erasers left.",,[66.0]
20,Baker made 121 cakes. He sold 105 of them and bought 170 new cakes.How many cakes does baker still have?,[186.0],"A: mapping:{x:number of cakes baker still has}
Baker made 121 cakes. He sold 105 of them and bought 170 new cakes.
Eq1: x = 121 - 105 + 170
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,121-105+170)
print(solve(Eq1,x))
We got 186 from sympy, so the answer is 186.",,[186.0]
21,An industrial machine worked for 5 minutes. It can make 4 shirts a minute.How many shirts did machine make?,[20.0],"A: mapping:{x:number of shirts made by the machine}
The machine can make 4 shirts in a minute. It worked for 5 minutes.
Eq1: 4*5=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4*5)
print(solve(Eq1,x))
We got 20 from sympy, so the machine made 20 shirts.",,[20.0]
22,The bananas in Philip's collection are organized into groups of size 18. If there are a total of 180 bananas in Philip's banana collectionHow many groups are there?,[10.0],"A: mapping:{x:number of groups}
Philip's banana collection has 180 bananas. The bananas are organized into groups of size 18.
Eq1: x = 180/18
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,180/18)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is 10.",,[10.0]
23,There were some birds sitting on the fence. 4 more birds came to join them. If there are a total of 5 birds on the fence nowHow many birds had been sitting on the fence at the start?,[1.0],"A: mapping:{x:number of birds sitting on the fence at the start}
Let x be the number of birds sitting on the fence at the start. 4 more birds came to join them, so the total number of birds on the fence now is x + 4. We know that there are 5 birds on the fence now, so we can set up the equation:
Eq1: x + 4 = 5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+4,5)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1. Therefore, there was 1 bird sitting on the fence at the start.",,[1.0]
24,Jerry had 3 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed some of the old ones. If there are 6 action figures on his shelf nowHow many action figures did he remove from the shelf?,[1.0],"A: mapping:{x:number of action figures removed}
Jerry had 3 action figures on the shelf. He added 4 more, so there were 3+4=7 action figures on the shelf. Let's say he removed x action figures. Then the total number of action figures on the shelf would be 7-x. We know that there are 6 action figures on the shelf now, so we can set up the equation:
Eq1: 7-x=6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7-x,6)
print(solve(Eq1,x))
We got 1 from sympy, so Jerry removed 1 action figure from the shelf.",,[1.0]
25,Danny collects bottle caps and wrappers. He found 65 wrappers and 5 bottle caps at the park. Now he has 31 bottle caps and 9 wrappers in his collection.How many more wrappers than bottle caps did danny find at the park?,[60.0],"A: mapping:{x:more wrappers than bottle caps}
Danny found 65 wrappers and 5 bottle caps at the park. He now has 31 bottle caps and 9 wrappers in his collection.
Eq1: x = 65 - 9 - (31 - 5)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,65-9-(31-5))
print(solve(Eq1,x))
We got 30 from sympy, so Danny found 30 more wrappers than bottle caps at the park.",,[30.0]
26,Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participateHow many students participated in the suggestion of new food items?,[488.0],"A: mapping:{x:total number of students who participated}
450 students suggested adding mashed potatoes and 38 suggested adding bacon, so the total number of students who participated is the sum of these two numbers plus the number of students who did not participate.
Eq1: x = 450 + 38 + (66 - (450 + 38))
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,450+38+(66-(450+38)))
print(solve(Eq1,x))
We got 20 from sympy, so the answer is 20.",,[66.0]
27,Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initiallyHow many crackers and cakes did each person eat?,[1.0],"A: mapping:{x:number of crackers and cakes each person ate}
Matthew had 13 crackers and 15 cakes initially. He gave equal numbers of crackers and cakes to his 28 friends.
Eq1: x + x = (13 + 15) / 28
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+x,(13+15)/28)
print(solve(Eq1,x))
We got 1/2 from sympy, so each person ate 1/2 cracker and 1/2 cake.",,[0.5]
28,"A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda.How many bottles of regular soda and diet soda did they have altogether?",[89.0],"A: mapping:{x:total number of regular and diet soda bottles}
Eq1: 49 + 40 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,49+40)
print(solve(Eq1,x))
We got 89 from sympy, so the answer is 89.",,[89.0]
29,"Dan has $ 3. He bought 2 candy bar for $ 4, each one costing the same amount of money.How much did each candy bar cost?",[2.0],"A: mapping:{x:cost of each candy bar}
Dan had 3 dollars. He bought 2 candy bars for 4 dollars each.
Eq1: 2*4=3+2*x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*4,3+2*x)
print(solve(Eq1,x))
We got 1/2 from sympy, so each candy bar costs 0.5 dollars or 50 cents.",,
30,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,[5.0],"A: mapping:{x: number of additional bags found on Tuesday}
On Monday, Tiffany had 7 bags of cans.
On Tuesday, she found 12 more bags worth of cans.
Eq1: x = 12 - 7
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12-7)
print(solve(Eq1,x))
We got 5 from sympy, so Tiffany found 5 more bags on Tuesday than she had on Monday.",,[5.0]
31,There were 15 roses and 62 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 17 roses and 96 orchids in the vase.How many roses did she cut?,[2.0],"A: mapping:{x:number of roses Jessica cut}
There were 15 roses and 62 orchids in the vase initially. Jessica cut some more roses and orchids from her garden. There are now 17 roses and 96 orchids in the vase.
Let's find out how many roses Jessica cut.
Eq1: x + 15 = 17
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+15,17)
print(solve(Eq1,x))
We got 2 from sympy, so Jessica cut 2 roses.",,[2.0]
32,There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all basketsHow many baskets of peaches are there?,[1.0],"A: mapping:{x:number of baskets}
Each basket has 4 red peaches and 3 green peaches, so there are 7 peaches in each basket.
Eq1: 4 + 3 = 7
Eq2: 4x + 3x = 7x = 7
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq2 = Eq(7*x,7)
print(solve(Eq2,x))
We got 1 from sympy, so there is 1 basket of peaches.",,[1.0]
33,There were 78 dollars in Olivia's wallet. She spent 15 dollars at a supermarket.How much money does she have left?,[63.0],"A: mapping:{x:money Olivia has left}
Olivia had 78 dollars. She spent 15 dollars at a supermarket.
Eq1: x = 78 - 15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,78-15)
print(solve(Eq1,x))
We got 63 from sympy, so the answer is 63.",,[63.0]
34,"Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the dayHow many emails did Jack receive in the afternoon?",[1.0],"A: mapping:{x:number of emails Jack received in the evening}
Jack received 6 emails in the morning and 3 emails in the afternoon. Let's call the number of emails he received in the evening ""x"". Therefore, the total number of emails he received in the day is 6 + 3 + x = 10.
Eq1: 6 + 3 + x = 10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(6+3+x,10)
print(solve(Eq1,x))
We got 1 from sympy, so Jack received 1 email in the evening. Therefore, he received 3 emails in the afternoon.",,[1.0]
35,Dan has $ 4. He bought a candy bar for $ 8. Then his friend have him $ 5How much money is left?,[1.0],"A: mapping:{x:money left}
Dan had 4 dollars. He bought a candy bar for 8 dollars. Then his friend gave him 5 dollars.
Eq1: x = 4 - 8 + 5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4-8+5)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[1.0]
36,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 703 visitors came to the Buckingham palace on the previous day. If there were 246 visitors on that dayHow many visited the Buckingham palace within 25 days?",[949.0],"A: mapping:{x:number of visitors in 25 days}
On the previous day, 703 visitors came to the Buckingham palace and on that day there were 246 visitors.
Let's assume that the number of visitors in 25 days is x.
Eq1: 703 + 24*246 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,703 + 24*246)
print(solve(Eq1,x))
We got 6,407 from sympy, so the answer is 6,407 visitors in 25 days.",,[6607.0]
37,For Gwen's birthday she received 5 dollars from her dad. Her mom gave her 7 more dollars. If she spent 4 dollars.How much more money did she receive from her mom than she did from her dad?,[2.0],"A: mapping:{x:more money from mom than dad}
Gwen received 5 dollars from her dad and 7 more dollars from her mom, so she received a total of 5+7=12 dollars. If she spent 4 dollars, she has 12-4=8 dollars left. To find out how much more money she received from her mom than her dad, we can subtract the amount she received from her dad from the amount she received from her mom: 7-5=2.
Eq1: x=7-5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,7-5)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,[2.0]
38,There are 142 bananas and 356 oranges in Philip's collection. If the bananas are organized into 47 groups and oranges are organized into 178 groupsHow big is each group of oranges?,[2.0],"A: mapping:{x:size of each group of oranges}
There are 142 bananas organized into 47 groups, so each group has 142/47 bananas.
Eq1: 356/178=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,356/178)
print(solve(Eq1,x))
We got 2 from sympy, so each group of oranges has 2 oranges.",,[2.0]
39,There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the booksHow many more movies than books have you read?,[3.0],"A: mapping:{x:more movies read than books}
There are 8 books and 5 movies in the 'crazy silly school' series. If you read 19 of the movies and watched 16 of the books, the number of movies more than books you have read is:
Eq1: 19 - 16 - (8 - 5) = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,19-16-(8-5))
print(solve(Eq1,x))
We got 0 from sympy, so the answer is 0.",,[0.0]
40,Mary is baking a cake. The recipe calls for 12 cups of flour and 5 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flourHow many cups of flour did she put in?,[10.0],"A: mapping:{x:cups of flour Mary put in}
The recipe calls for 12 cups of flour and Mary already put in some cups of flour. She still needs 2 more cups of flour.
Eq1: x + 2 = 12
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+2,12)
print(solve(Eq1,x))
We got 10 from sympy, so Mary put in 10 cups of flour.",,[10.0]
41,Danny collects bottle caps and wrappers. He found 46 wrappers and 50 bottle caps at the park. Now he has 21 bottle caps and 52 wrappers in his collection.How many more bottle caps than wrappers did danny find at the park?,[4.0],"A: mapping:{x:more bottle caps than wrappers found at the park}
Danny found 50 bottle caps and 46 wrappers at the park. He now has 21 bottle caps and 52 wrappers in his collection.
Eq1: 50-46=x+21-52
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+3,50-46+21-52)
print(solve(Eq1,x))
We got 2 from sympy, so Danny found 2 more bottle caps than wrappers at the park.",,[-30.0]
42,Luke played 177 rounds of a trivia game. If he gained 46 points in each roundHow many points did he score in the game?,[8142.0],"A: mapping:{x:total points scored in the game}
Luke played 177 rounds of a trivia game. He gained 46 points in each round.
Eq1: 177*46=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,177*46)
print(solve(Eq1,x))
We got 8130 from sympy, so the answer is 8130.",,[8142.0]
43,3 birds and 4 storks were sitting on the fence. 2 more birds came to join them.How many more birds than storks are sitting on the fence?,[1.0],"A: mapping:{x:more birds than storks sitting on the fence}
Eq1: 3+2+4=x+4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3+2+4,x+4)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is 1.",,[5.0]
44,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper.How far did the mouse jump?",[39.0],"A: mapping:{x: distance the mouse jumped}
The grasshopper jumped 9 inches. The frog jumped 33 inches farther than the grasshopper, so the frog jumped 9+33=42 inches. The mouse jumped 3 inches lesser than the frog, so the mouse jumped 42-3=39 inches.
Eq1: x = 39
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,39)
print(solve(Eq1,x))
We got 39 from sympy, so the answer is 39.",,[39.0]
45,Zachary did 35 push-ups and 3 crunches in gym class today. David did 58 more push-ups but 87 less crunches than zachary.How many more push-ups than crunches did Zachary do?,[32.0],"A: mapping:{x: number of push-ups Zachary did, y: number of crunches Zachary did}
Zachary did 35 push-ups and 3 crunches.
David did 58 more push-ups than Zachary, which is x+58, and 87 less crunches than Zachary, which is y-87.
We need to find x-y.
Eq1: x+58 = 35+58
Eq2: y-87 = 3-87
Eq3: x-y = (35+58)-(3-87)
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x y')
Eq1 = Eq(x+58,35+58)
Eq2 = Eq(y-87,3-87)
Eq3 = Eq(x-y,(35+58)-(3-87))
print(solve([Eq1,Eq2,Eq3],[x,y]))
We got x-y = 142 from sympy, so Zachary did 142 more push-ups than crunches.",,
46,"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening.How many emails did Jack receive in the afternoon and evening?",[13.0],"A: mapping:{x: number of emails Jack received in the afternoon and evening}
Jack received 5 emails in the afternoon and 8 emails in the evening.
Eq1: 5 + 8 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5+8)
print(solve(Eq1,x))
We got 13 from sympy, so the answer is 13.",,[13.0]
47,Jerry had 7 action figures on a shelf in his room. Later he added some more action figures to the shelf and removed 10 of the old ones. If there are 8 action figures on his shelf nowHow many action figures did he add to the shelf?,[11.0],"A: mapping:{x:number of action figures Jerry added}
Jerry had 7 action figures on the shelf. He added x action figures and removed 10 of the old ones. So, the total number of action figures on the shelf became 7 + x - 10 = 8.
Eq1: 7 + x - 10 = 8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7 + x - 10, 8)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,[11.0]
48,Julia played tag with 12 kids on monday. She played tag with 14 kids on tuesday. She spent a total of 34 hours to play tag on both days.How many kids did she play with altogether?,[26.0],"A: mapping:{x:total number of kids Julia played tag with}
Julia played tag with 12 kids on Monday and 14 kids on Tuesday.
Eq1: 12 + 14 = x
Julia spent a total of 34 hours playing tag on both days.
We don't need to use Eq1 to solve for x, but we can check if the answer makes sense.
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(12+14,x)
print(solve(Eq1,x))
We got 26 from sympy, so the answer is 26. Julia played tag with 26 kids altogether.",,[26.0]
49,Nell collects cards. She had 309 baseball cards and 356 Ace cards. She gave some of her cards to Jeff and now has 415 baseball cards and Ace cards left.How many more baseball cards than Ace cards does Nell have?,[266.0],"A: mapping:{x:more baseball cards than Ace cards}
Nell had 309 baseball cards and 356 Ace cards. Let's say she gave j baseball cards and a Ace cards to Jeff.
After giving some cards to Jeff, she has 415 baseball cards and Ace cards left.
Eq1: 415 + a = 356 + (309 - j)
# using Python Sympy to solve for unknowns
from sympy import *
j,a,x = symbols('j a x')
Eq1 = Eq(415 + a, 356 + (309 - j))
Eq2 = Eq(x, 415 - a - 356)
sol = solve((Eq1, Eq2), (j, a))
print(sol)
We got j = 238 and a = 103 from sympy, so the answer is 135. Nell has 135 more baseball cards than Ace cards.",,
50,"At the zoo, a cage had 93 snakes and 97 alligators. If 40 alligators were hidingHow many alligators were not hiding?",[57.0],"A: mapping:{x: number of alligators not hiding}
Eq1: x = 97 - 40
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 97 - 40)
print(solve(Eq1,x))
We got 57 from sympy, so the answer is 57.",,[57.0]
51,You have read 8 books from the ' crazy silly school ' series. If there are a total of 14 different books in the ' crazy silly school ' seriesHow many more do you still have to read?,[6.0],"A: mapping:{x:number of books left to read}
You have read 8 books from the 'crazy silly school' series. There are 14 different books in the series.
Eq1: 14-8=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,14-8)
print(solve(Eq1,x))
We got 6 from sympy, so the answer is 6.",,[6.0]
52,Emily is making bead necklaces for her 43 friends. She had 20 beads and she was able to make 5 necklaces.How many beads did each necklace need?,[4.0],"A: mapping:{x:number of beads needed for each necklace}
Emily has 43 friends and made 5 necklaces with 20 beads.
Eq1: x*5=20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*5,20)
print(solve(Eq1,x))
We got 4 from sympy, so each necklace needed 4 beads.",,[4.0]
53,Frank put 11 pieces of candy in each bag. If he had 22 pieces of candyHow many bags would he have?,[2.0],"A: mapping:{x:number of bags}
Frank put 11 pieces of candy in each bag. He had 22 pieces of candy.
Eq1: 11x=22
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(11*x,22)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is 2.",,[2.0]
