,question,answer,response,mapping,response_answer
21, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,68.0, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. 44 - 20 = 24. The answer is 24.,,24.0
22," John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ",6.0," John bought 21 games from a friend. He bought 8 more at a garage sale. So he had a total of 21 + 8 = 29 games. However, 23 of them didn't work. So he was left with 29 - 23 = 6 good games.",,21.0
23, Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,19.0, Henry had 11 dollars. 18 more dollars were added. But then 10 were subtracted. So 11 + 18 - 10 = 19. The answer is 19.,,19.0
24," While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55.0, Gwen took 41 pictures at the zoo and 29 at the museum. She later deleted 15 pictures. 41 + 29 - 15 = 55. The answer is 55.,,55.0
25," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",34.0," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts. He only washed 29 of them, so he didn't wash 40 + 23 - 29 = 34 shirts.",,40.0
26, A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ,12.0, The pet store had 12 siamese cats and 20 house cats. They sold 20 cats in total. So they have 20 - 20 = 0 cats left. The answer is 0.,,0.0
27," Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ",16.0," Faye picked 23 carrots and her mother picked 5 carrots. In total, they had 23 + 5 = 28 carrots. However, only 12 of them were good. So they had 28 - 12 = 16 bad carrots.",,23.0
28," The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",73.0,"  There are 43 red apples and 32 green apples. But if only 2 students wanted fruit, then there would be 43 + 32 - 2 = 73. The answer is 73.",,73.0
29," There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",17.0, There were a total of 39 + 4 = 43 students trying out. 26 of them got called back. 43 - 26 = 17. The answer is 17.,,17.0
30, A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,18.0, The pet store had 38 siamese cats and 25 house cats. They sold 45 cats during a sale. So they must have 45 - (38 + 25) = 45 - 63 = -18 cats left. The answer is -18.,,18.0
31, For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,41.0, Paige had 36 cupcakes and 9 cookies. She sold 36 + 9 - 4 = 41 pastries.,,36.0
32, Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7.0, Carol had 17 points in the first round. Then she had 6 points in the second round. So she had 17 + 6 = 23 points. In the last round she lost 16 points. So she had 23 - 16 = 7 points. The answer is 7.,,7.0
33, Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,36.0," Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. So she has 13 - 10 = 3 pictures left to color in the first book, and she has 39 - 13 = 26 pictures left to color in the second book. So she has 3 + 26 = 29 pictures left to color in total.",,10.0
34," For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ",63.0, Janet had 34 pieces of candy and her sister had 33. They combined them and ate 4 pieces the first night. So they would have 34 + 33 - 4 = 63 - 4 = 59. The answer is 59.,,59.0
35," Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ",13.0, Haley and her mom picked a total of 77 carrots. 64 of them were good and the rest were bad. So 77 - 64 = 13. The answer is 13.,,13.0
36," There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56.0," 30 + 36 = 66. 10 got called back, so 66 - 10 = 56. The answer is 56.",,56.0
37, Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,15.0, Roger had 29 dollars. He got 20 more dollars. So he had 29 + 20 = 49 dollars. But he spent 34 dollars on a new game. So he has 49 - 34 = 15 dollars now.,,29.0
38," Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5.0," Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts. He only washed 35 of them, so he must not have washed 29 + 11 - 35 = 5 shirts. The answer is 5.",,5.0
39," Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24.0, Edward had 41 + 14 = 55 games in total. But 31 of them were not working. So he had 55 - 31 = 24 good games.,,41.0
40," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0," Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, that means 2 books were not used. So he bought 2 new books.",,13.0
41," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0," Amy had 26 music files and 36 video files, for a total of 62 files. She deleted 48 files, so 62 - 48 = 14 files remained.",,26.0
42, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0, Oliver had 35 dollars. He got 50 more dollars. So he had 35 + 50 = 85 dollars. But he spent 84 on a new game. So he has 85 - 84 = 1 dollar now.,,35.0
43, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0, Emily had 16 points in the first round. Then she had 33 points in the second round. So she had 16 + 33 = 49 points. But in the last round she lost 48 points. So she had 49 - 48 = 1 point left. The answer is 1.,,1.0
44," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0, Paige had 43 math problems and 12 science problems for homework. She finished 44 of the problems at school. So she had to do 44 - 43 = 1 math problem and 44 - 12 = 32 science problems for homework.,,43.0
45," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0," The school cafeteria ordered 33 red apples and 23 green apples. But only 21 students wanted fruit, so the cafeteria had 33 - 21 = 12 extra apples.",,33.0
46," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0, Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts. He only washed 20 shirts. So he must not have washed 9 + 27 - 20 = 16 shirts.,,9.0
47," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0, Rachel took 6 pictures at the zoo and 9 at the museum. She later deleted 11 pictures. So she must have had 6 + 9 - 11 = 4. The answer is 4.,,4.0
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0," Vanessa picked 17 carrots and her mother picked 14 carrots. In total, they had 17 + 14 = 31 carrots. However, only 24 of them were good. So there must have been 31 - 24 = 7 bad carrots.",,17.0
49, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0, The pet store had 41 siamese cats and 28 house cats. They sold 15 cats during a sale. 41 - 15 = 26. The answer is 26.,,26.0
50," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0," Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, that means 2 books were not used. So he bought 2 new books.",,13.0
51," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0," Amy had 26 music files and 36 video files, for a total of 62 files. She deleted 48 files, so 62 - 48 = 14 files remained.",,26.0
52, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0, Oliver had 35 dollars. He got 50 more dollars. So he had 35 + 50 = 85 dollars. But he spent 84 on a new game. So he has 85 - 84 = 1 dollar now.,,35.0
53, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0, Emily had 16 points in the first round. Then she had 33 points in the second round. So she had 16 + 33 = 49 points. But in the last round she lost 48 points. So she had 49 - 48 = 1 point left. The answer is 1.,,1.0
54," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0, Paige had 43 math problems and 12 science problems for homework. She finished 44 of the problems at school. So she had to do 44 - 43 = 1 problem for homework. The answer is 1.,,1.0
55," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0," The school cafeteria ordered 33 red apples and 23 green apples. But only 21 students wanted fruit, so the cafeteria had 33 - 21 = 12 extra apples.",,33.0
56," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0, Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts. He only washed 20 shirts. So he must not have washed 9 + 27 - 20 = 16 shirts.,,9.0
57," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0, Rachel took 6 pictures at the zoo and 9 at the museum. She later deleted 11 pictures. So she must have had 6 + 9 - 11 = 4. The answer is 4.,,4.0
58," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0," Vanessa picked 17 carrots and her mother picked 14 carrots. In total, they had 17 + 14 = 31 carrots. However, only 24 of them were good. So there must have been 31 - 24 = 7 bad carrots.",,17.0
59, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0, The pet store had 41 siamese cats and 28 house cats. They sold 15 cats during a sale. 41 - 15 = 26. The answer is 26.,,26.0
60," Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick? ",4.0, Janet picked 4 tulips and 11 roses. She only used 11 of the flowers. 4 + 11 = 15. 15 - 11 = 4. The answer is 4.,,4.0
61," Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, how many files were still on her flash drive? ",33.0," Vanessa had 13 music files and 30 video files. She deleted 10 files in total. So 13 - 10 = 3 music files are still on her drive, and 30 - 10 = 20 video files are still on her drive. The answer is 3 + 20 = 23.",,3.0
62, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,23.0, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. So she has 33 - 16 = 17 pictures left to color.,,16.0
63," The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with? ",9.0," The school cafeteria ordered 8 red apples and 43 green apples. But 42 students wanted fruit, so the cafeteria had 1 extra apple.",,8.0
64," Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24.0," Edward made 2 dollars in the spring and 27 dollars in the summer. So he made a total of 2 + 27 = 29 dollars. But he spent 5 dollars buying supplies, so he ended up with 29 - 5 = 24 dollars. The answer is 24.",,24.0
65, A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left? ,28.0, The pet store had 36 siamese cats and 18 house cats. They sold 26 cats during a sale. So they must have 36 - 26 = 10 siamese cats left. The answer is 10.,,10.0
66," Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have? ",15.0, Olivia picked 20 carrots and her mother picked 14 carrots. They had a total of 34 carrots. 19 of those carrots were good and the rest were bad. So there must have been 34 - 19 = 15 bad carrots.,,20.0
67, George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now? ,8.0, George had 30 dollars. He got 16 more dollars. So he had 46 dollars. But he spent 38 dollars on a new game. So he has 46 - 38 = 8 dollars now.,,30.0
68," There were 6 girls and 48 boys trying out for the schools basketball team. If only 7 of them got called back, how many students didn't make the cut? ",47.0, There were originally 54 students trying out. 7 of them got called back. So 54 - 7 = 47. The answer is 47.,,47.0
69, For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell? ,51.0, Amy baked a total of 15 cupcakes and 48 cookies. She sold (15 + 48) - 12 = 51 pastries.,,15.0
70," At the schools book fair Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, how many new books did he buy? ",53.0," Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, then he bought 16 new books.",,32.0
71," While on vacation, Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",20.0, Haley took 50 pictures at the zoo and 8 at the museum. She later deleted 38 of the pictures. So she would have 50 - 38 = 12. The answer is 12.,,12.0
72," The school cafeteria ordered 37 red apples and 45 green apples for students lunches. But, if only 51 students wanted fruit, how many extra did the cafeteria end up with? ",31.0," The school cafeteria ordered 37 red apples and 45 green apples. But only 51 students wanted fruit, so the cafeteria had 37 + 45 - 51 = 31 apples left over.",,37.0
73," While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them, how many towels did Maria end up with? ",22.0, Maria bought 35 green towels and 21 white towels. She gave her mother 34 of them. So she would have 35 + 21 - 34 = 22 towels left.,,35.0
74," There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",39.0, There were a total of 49 students trying out. 10 of them got called back. So that means that 49 - 10 = 39 didn't make the cut.,,49.0
75," Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only 71 of the carrots were good, how many bad carrots did they have? ",14.0, Nancy picked 38 carrots and her mother picked 47 carrots. 38 + 47 = 85. But only 71 of the carrots were good. So 85 - 71 = 14. The answer is 14.,,14.0
76," A waiter at 'The Greasy Spoon' restaurant had 29 customers to wait on. During the lunch rush he added another 20 customers. If 34 of the customers didn't leave him a tip, how many customers did leave a tip? ",15.0,  29 + 20 = 49 customers in total. 34 customers did not leave a tip. 49 - 34 = 15 customers left a tip.,,29.0
77," Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts before school. If he had only washed 5 of them by the time school started, how many did he not wash? ",30.0, Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts. He only washed 5 of them. So he did not wash 10 + 25 - 5 = 30. The answer is 30.,,30.0
78," Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive? ",34.0, Vanessa had 16 music files and 48 video files. She deleted 30 files in total. So 16 - 30 = -14 and 48 - 30 = 18. The answer is 18.,,18.0
79," Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with? ",50.0, Kaleb started with 4 dollars. Then he made 50 dollars. But he spent 4 dollars on supplies. So he must have 50 - 4 = 46. The answer is 46.,,46.0
80," The school cafeteria ordered 6 red apples and 15 green apples for students lunches. But, if only 5 students wanted fruit, how many extra did the cafeteria end up with? ",16.0," The school cafeteria ordered 6 red apples and 15 green apples. But if only 5 students wanted fruit, then the cafeteria would have 6 + 15 - 5 = 16 apples. The answer is 16.",,16.0
81," Bianca picked 39 tulips and 49 roses to make flower bouquets. If she only used 81 of the flowers though, how many extra flowers did Bianca pick? ",7.0," Bianca picked a total of 39 + 49 = 88 flowers. However, she only used 81 of them. So she had 88 - 81 = 7 extra flowers.",,39.0
82," While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",19.0, Nancy took 49 pictures at the zoo and 8 at the museum. She later deleted 38 of the pictures. So she would have 49 - 38 = 11 pictures from the zoo and 8 - 38 = -30 pictures from the museum. The answer is 11 - 30 = -19.,,11.0
83," Gwen had 18 math problems and 11 science problems for homework. If she finished 24 of the problems at school, how many problems did she have to do for homework? ",5.0," Gwen had 18 math problems and 11 science problems for homework. If she finished 24 of the problems at school, she would have had to do 18 + 11 - 24 = 5 problems for homework.",,18.0
84," For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left? ",7.0," They had a total of 16 pieces of candy. 9 pieces were eaten the first night, so 16 - 9 = 7. The answer is 7.",,7.0
85, A pet store had 15 siamese cats and 49 house cats. During a sale they sold 19 cats. How many cats do they have left? ,45.0, The pet store had 15 siamese cats and 49 house cats. They sold 19 cats during a sale. So they have 15 + 49 - 19 = 35 cats left.,,15.0
86," There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ",21.0, There were 9 girls and 14 boys. 2 of them got called back. 9 + 14 - 2 = 21. The answer is 21.,,21.0
87," Haley had 27 music files and 42 video files on her flash drive. If she deleted 11 of the files, how many files were still on her flash drive? ",58.0," Haley had 27 music files and 42 video files. She deleted 11 files in total. That means she would have 27 - 11 = 16 music files and 42 - 11 = 31 video files left. In total, she would have 16 + 31 = 47 files left.",,27.0
88," While shopping, Maria bought 40 green towels and 44 white towels. If she gave her mother 65 of them, how many towels did Maria end up with? ",19.0, Maria bought 40 green towels and 44 white towels. She gave her mother 65 towels. So she must have 40 + 44 - 65 = 19 towels left.,,40.0
89," A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on. During the lunch rush he added another 12 customers. If 49 of the customers didn't leave him a tip, how many customers did leave a tip? ",2.0,"  There were 39 customers originally. Then there were 12 more customers. So there must have been 12 + 39 = 51 customers in total. 49 of them didn't leave a tip, so that means that 51 - 49 = 2 customers did leave a tip. The answer is 2.",,2.0
90, A pet store had 19 siamese cats and 45 house cats. During a sale they sold 56 cats. How many cats do they have left? ,8.0, A pet store had 19 siamese cats and 45 house cats. They sold 56 cats total. So they would have 19 + 45 - 56 = 8 cats left.,,19.0
91," A waiter at 'The Greasy Spoon' restaurant had 26 customers to wait on. During the lunch rush he added another 27 customers. If 27 of the customers didn't leave him a tip, how many customers did leave a tip? ",26.0," The waiter had 26 customers originally. Then he added 27 more customers. So he must have had 26 + 27 = 53 customers in total. If 27 of them didn't leave a tip, then that means 53 - 27 = 26 customers did leave a tip. The answer is 26.",,26.0
92, Rachel bought two coloring books. One had 24 pictures and the other had 39. After one week she had already colored 4 of the pictures. How many pictures does she still have to color? ,59.0, Rachel bought two coloring books. One had 24 pictures and the other had 39. After one week she had already colored 4 of the pictures. She still has to color 24 + 39 - 4 = 59 pictures.,,24.0
93," While shopping, Emily bought 5 green towels and 30 white towels. If she gave her mother 26 of them, how many towels did Emily end up with? ",9.0, Emily bought 5 green towels and 30 white towels. She gave her mother 26 of them. So she would have 5 + 30 - 26 = 9 towels.,,5.0
94," For Halloween Katie and her sister combined the candy they received. Katie had 8 pieces of candy while her sister had 23. If they ate 8 pieces the first night, how many pieces do they have left? ",23.0," Katie had 8 pieces of candy and her sister had 23. They ate 8 pieces the first night, so they have 8 + 23 - 8 = 23 pieces left.",,8.0
95," Ned was trying to expand his game collection. He bought 50 games from a friend and bought 27 more at a garage sale. If 74 of the games didn't work, how many good games did he end up with? ",3.0," Ned started with 50 games. He bought 27 more, for a total of 77. But 74 of them didn't work, so he ended up with 3 good games.",,50.0
96, For the school bake sale Wendy made pastries. She baked 41 cupcakes and 31 cookies. After the sale she had 32 to take back home. How many pastries did she sell? ,40.0, Wendy baked 41 cupcakes and 31 cookies. She sold 41 + 31 - 32 = 40 pastries.,,41.0
97," The school cafeteria ordered 25 red apples and 17 green apples for students lunches. But, if only 10 students wanted fruit, how many extra did the cafeteria end up with? ",32.0," The school cafeteria ordered 25 red apples and 17 green apples. But if only 10 students wanted fruit, the cafeteria would have 25 + 17 - 10 = 32 apples. So the answer is 32.",,25.0
98," At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat, how many tickets does Jerry have left? ",34.0," Jerry had 29 + 17 = 46 tickets. He spent 12 of them on a hat, so he has 46 - 12 = 34 tickets left.",,29.0
99, Cody had 45 dollars. For his birthday he got 9 more dollars but spent 19 on a new game. How much money does he have now? ,35.0, 45 + 9 - 19 = 35. The answer is 35.,,35.0
100," For the school bake sale Carol made 30 cupcakes. If she sold 9 of them and then made 28 more, how many cupcakes would she have? ",49.0, Carol would have 30 cupcakes originally. She sold 9 of them and then made 28 more. So she would have 30 - 9 + 28 = 49. The answer is 49.,,49.0
101, For Halloween Faye scored 47 pieces of candy. She ate 25 pieces the first night and then her sister gave her 40 more pieces. How many pieces of candy does Faye have now? ,62.0, Faye had 47 pieces of candy. She ate 25 pieces. Her sister gave her 40 more pieces. 47 + 40 = 87. The answer is 87.,,87.0
102," Kaleb had 34 books. If he sold 17 of them and used the money he earned to buy 7 new books, how many books would Kaleb have? ",24.0, Kaleb had 34 books. He sold 17 and then bought 7. So he would have 34 - 17 + 7 = 24. The answer is 24.,,24.0
103, In fourth grade there were 10 students at the start of the year. During the year 4 students left and 42 new students came to school. How many students were in fourth grade at the end? ,48.0, There were 10 students at the start of the year. 4 students left and 42 new students came to school. So the answer is 10 + 42 - 4 = 48.,,10.0
104," Oliver had 33 dollars in January. By March he had spent 4 dollars. If he got another 32 dollars from his mom, how much money would he have? ",61.0," Oliver had 33 dollars in January. He spent 4 dollars by March. So he would have 33 - 4 = 29 dollars. If he got another 32 dollars from his mom, he would have 29 + 32 = 61 dollars. The answer is 61.",,61.0
