,question,answer,response,mapping,response_answer,equations
10," Oliver had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",66.0,"Solve the problem step by step:

Information from question:

short_sleeve_shirts = c0
long_sleeve_shirts = c1
shirts_washed = c2

1. Add the number of short sleeve shirts and the number of long sleeve shirts to calculate the total number of shirts. Let total_shirts be the total number of shirts,
total_shirts = short_sleeve_shirts + long_sleeve_shirts

2. Subtract the number of shirts washed from the total number of shirts to calculate the number of shirts not washed.
shirts_not_washed = total_shirts - shirts_washed

answer = shirts_not_washed","{'c0': 39.0, 'c1': 47.0, 'c2': 20.0}",66.0,"['short_sleeve_shirts = c0', 'long_sleeve_shirts = c1', 'shirts_washed = c2', 'total_shirts = short_sleeve_shirts + long_sleeve_shirts', 'shirts_not_washed = total_shirts - shirts_washed', 'answer = shirts_not_washed']"
11, For the school bake sale Wendy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,9.0,"Solve the problem step by step:

Information from question:

cupcakes_baked = c0
cookies_baked = c1
pastries_left = c2

1. Add the number of cupcakes and cookies baked to calculate the total number of pastries made. Let total_pastries be the total number of pastries,
total_pastries = cupcakes_baked + cookies_baked

2. Subtract the number of pastries left from the total number of pastries to calculate the number of pastries sold.
pastries_sold = total_pastries - pastries_left

answer = pastries_sold","{'c0': 4.0, 'c1': 29.0, 'c2': 24.0}",9.0,"['cupcakes_baked = c0', 'cookies_baked = c1', 'pastries_left = c2', 'total_pastries = cupcakes_baked + cookies_baked', 'pastries_sold = total_pastries - pastries_left', 'answer = pastries_sold']"
12," While on vacation, Debby took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",22.0,"Solve the problem step by step:

Information from question:

pictures_at_zoo = c0
pictures_at_museum = c1
pictures_deleted = c2

1. Add the number of pictures taken at the zoo and the number of pictures taken at the museum to calculate the total number of pictures taken. Let total_pictures be the total number of pictures taken,
total_pictures = pictures_at_zoo + pictures_at_museum

2. Subtract the number of pictures deleted from the total number of pictures taken to calculate the number of pictures Debby still has.
pictures_left = total_pictures - pictures_deleted

answer = pictures_left","{'c0': 24.0, 'c1': 12.0, 'c2': 14.0}",22.0,"['pictures_at_zoo = c0', 'pictures_at_museum = c1', 'pictures_deleted = c2', 'total_pictures = pictures_at_zoo + pictures_at_museum', 'pictures_left = total_pictures - pictures_deleted', 'answer = pictures_left']"
13," Katie picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Katie pick? ",2.0,"Solve the problem step by step:

Information from question:

tulips_picked = c0
roses_picked = c1
flowers_used = c2

1. Add the number of tulips picked and the number of roses picked to calculate the total number of flowers picked. Let total_flowers be the total number of flowers,
total_flowers = tulips_picked + roses_picked

2. Subtract the number of flowers used from the total number of flowers to calculate the number of extra flowers.
extra_flowers = total_flowers - flowers_used

answer = extra_flowers","{'c0': 3.0, 'c1': 9.0, 'c2': 10.0}",2.0,"['tulips_picked = c0', 'roses_picked = c1', 'flowers_used = c2', 'total_flowers = tulips_picked + roses_picked', 'extra_flowers = total_flowers - flowers_used', 'answer = extra_flowers']"
14," Faye had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",15.0,"Solve the problem step by step:

Information from question:

math_problems = c0
science_problems = c1
problems_done_at_school = c2

1. Add the number of math problems and the number of science problems to calculate the total number of problems. Let total_problems be the total number of problems,
total_problems = math_problems + science_problems

2. Subtract the number of problems done at school from the total number of problems to calculate the number of problems left to do for homework.
homework_problems = total_problems - problems_done_at_school

answer = homework_problems","{'c0': 46.0, 'c1': 9.0, 'c2': 40.0}",15.0,"['math_problems = c0', 'science_problems = c1', 'problems_done_at_school = c2', 'total_problems = math_problems + science_problems', 'homework_problems = total_problems - problems_done_at_school', 'answer = homework_problems']"
15," Amy had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",2.0,"Solve the problem step by step:

Information from question:

music_files = c0
video_files = c1
files_deleted = c2

1. Add the number of music files and the number of video files to calculate the total number of files. Let total_files be the total number of files,
total_files = music_files + video_files

2. Subtract the number of files deleted from the total number of files to calculate how many files are left.
files_left = total_files - files_deleted

answer = files_left","{'c0': 4.0, 'c1': 21.0, 'c2': 23.0}",2.0,"['music_files = c0', 'video_files = c1', 'files_deleted = c2', 'total_files = music_files + video_files', 'files_left = total_files - files_deleted', 'answer = files_left']"
16," Ned was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",14.0,"Solve the problem step by step:

Information from question:

games_from_friend = c0
games_from_garage_sale = c1
non_working_games = c2

1. Add the number of games Ned bought from his friend and the number of games he bought at the garage sale to calculate the total number of games he had. Let total_games be the total number of games,
total_games = games_from_friend + games_from_garage_sale

2. Subtract the number of non-working games from the total number of games to calculate the number of good games he ended up with.
good_games = total_games - non_working_games

answer = good_games","{'c0': 11.0, 'c1': 22.0, 'c2': 19.0}",14.0,"['games_from_friend = c0', 'games_from_garage_sale = c1', 'non_working_games = c2', 'total_games = games_from_friend + games_from_garage_sale', 'good_games = total_games - non_working_games', 'answer = good_games']"
17, Chloe was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,86.0,"Solve the problem step by step:

Information from question:

points_first_round = c0
points_second_round = c1
points_lost_last_round = c2

1. Add the number of points Chloe scored in the first and second rounds to calculate the total points before losing any points. Let total_points_before_loss be the total points before losing any points,
total_points_before_loss = points_first_round + points_second_round

2. Subtract the number of points lost in the last round from the total points before losing any points to calculate the final score.
final_score = total_points_before_loss - points_lost_last_round

answer = final_score","{'c0': 40.0, 'c1': 50.0, 'c2': 4.0}",86.0,"['points_first_round = c0', 'points_second_round = c1', 'points_lost_last_round = c2', 'total_points_before_loss = points_first_round + points_second_round', 'final_score = total_points_before_loss - points_lost_last_round', 'answer = final_score']"
18," At the arcade, Tom won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he spent c2 of his tickets on a hat, how many tickets does Tom have left? ",50.0,"Solve the problem step by step:

Information from question:

tickets_won_whack_a_mole = c0
tickets_won_skee_ball = c1
tickets_spent_on_hat = c2

1. Add the number of tickets won playing 'whack a mole' and the number of tickets won playing 'skee ball' to calculate the total number of tickets won. Let total_tickets_won be the total number of tickets won,
total_tickets_won = tickets_won_whack_a_mole + tickets_won_skee_ball

2. Subtract the number of tickets spent on the hat from the total number of tickets won to calculate the number of tickets Tom has left.
tickets_left = total_tickets_won - tickets_spent_on_hat

answer = tickets_left","{'c0': 32.0, 'c1': 25.0, 'c2': 7.0}",50.0,"['tickets_won_whack_a_mole = c0', 'tickets_won_skee_ball = c1', 'tickets_spent_on_hat = c2', 'total_tickets_won = tickets_won_whack_a_mole + tickets_won_skee_ball', 'tickets_left = total_tickets_won - tickets_spent_on_hat', 'answer = tickets_left']"
19," Bianca and her mom were picking carrots from their garden. Bianca picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",25.0,"Solve the problem step by step:

Information from question:

Bianca_picked_carrots = c0
Mother_picked_carrots = c1
Good_carrots = c2

1. Add the number of carrots Bianca picked and the number of carrots her mother picked to calculate the total number of carrots. Let total_carrots be the total number of carrots,
total_carrots = Bianca_picked_carrots + Mother_picked_carrots

2. Subtract the number of good carrots from the total number of carrots to calculate the number of bad carrots.
bad_carrots = total_carrots - Good_carrots

answer = bad_carrots","{'c0': 26.0, 'c1': 15.0, 'c2': 16.0}",25.0,"['Bianca_picked_carrots = c0', 'Mother_picked_carrots = c1', 'Good_carrots = c2', 'total_carrots = Bianca_picked_carrots + Mother_picked_carrots', 'bad_carrots = total_carrots - Good_carrots', 'answer = bad_carrots']"
20, For the school bake sale Katie made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,4.0,"Solve the problem step by step:

Information from question:

cupcakes_baked = c0
cookies_baked = c1
pastries_left = c2

1. Add the number of cupcakes and cookies baked to calculate the total number of pastries made. Let total_pastries be the total number of pastries,
total_pastries = cupcakes_baked + cookies_baked

2. Subtract the number of pastries left from the total number of pastries to calculate the number of pastries sold.
pastries_sold = total_pastries - pastries_left

answer = pastries_sold","{'c0': 7.0, 'c1': 5.0, 'c2': 8.0}",4.0,"['cupcakes_baked = c0', 'cookies_baked = c1', 'pastries_left = c2', 'total_pastries = cupcakes_baked + cookies_baked', 'pastries_sold = total_pastries - pastries_left', 'answer = pastries_sold']"
21, Zoe bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,68.0,"Solve the problem step by step:

Information from question:

pictures_in_book1 = c0
pictures_in_book2 = c1
pictures_colored = c2

1. Add the number of pictures in both coloring books to calculate the total number of pictures. Let total_pictures be the total number of pictures,
total_pictures = pictures_in_book1 + pictures_in_book2

2. Subtract the number of pictures colored from the total number of pictures to calculate the number of pictures still left to color.
pictures_left = total_pictures - pictures_colored

answer = pictures_left","{'c0': 44.0, 'c1': 44.0, 'c2': 20.0}",68.0,"['pictures_in_book1 = c0', 'pictures_in_book2 = c1', 'pictures_colored = c2', 'total_pictures = pictures_in_book1 + pictures_in_book2', 'pictures_left = total_pictures - pictures_colored', 'answer = pictures_left']"
22," John was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",6.0,"Solve the problem step by step:

Information from question:

games_from_friend = c0
games_from_garage_sale = c1
non_working_games = c2

1. Add the number of games John bought from his friend and the number of games he bought at the garage sale to calculate the total number of games he had. Let total_games be the total number of games,
total_games = games_from_friend + games_from_garage_sale

2. Subtract the number of non-working games from the total number of games to calculate the number of good games he ended up with.
good_games = total_games - non_working_games

answer = good_games","{'c0': 21.0, 'c1': 8.0, 'c2': 23.0}",6.0,"['games_from_friend = c0', 'games_from_garage_sale = c1', 'non_working_games = c2', 'total_games = games_from_friend + games_from_garage_sale', 'good_games = total_games - non_working_games', 'answer = good_games']"
23, Henry had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,19.0,"Solve the problem step by step:

Information from question:

original_money = c0
birthday_money = c1
game_cost = c2

1. Add the amount of money Henry got for his birthday to the amount of money he originally had to calculate his total money. Let total_money be the total amount of money he had,
total_money = original_money + birthday_money

2. Subtract the cost of the game from the total amount of money to calculate how much money he has left.
current_money = total_money - game_cost

answer = current_money","{'c0': 11.0, 'c1': 18.0, 'c2': 10.0}",19.0,"['original_money = c0', 'birthday_money = c1', 'game_cost = c2', 'total_money = original_money + birthday_money', 'current_money = total_money - game_cost', 'answer = current_money']"
24," While on vacation, Gwen took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",55.0,"Solve the problem step by step:

Information from question:

pictures_at_zoo = c0
pictures_at_museum = c1
pictures_deleted = c2

1. Add the number of pictures taken at the zoo and the number of pictures taken at the museum to calculate the total number of pictures taken. Let total_pictures be the total number of pictures taken,
total_pictures = pictures_at_zoo + pictures_at_museum

2. Subtract the number of pictures deleted from the total number of pictures taken to calculate the number of pictures Gwen still has.
pictures_remaining = total_pictures - pictures_deleted

answer = pictures_remaining","{'c0': 41.0, 'c1': 29.0, 'c2': 15.0}",55.0,"['pictures_at_zoo = c0', 'pictures_at_museum = c1', 'pictures_deleted = c2', 'total_pictures = pictures_at_zoo + pictures_at_museum', 'pictures_remaining = total_pictures - pictures_deleted', 'answer = pictures_remaining']"
25," Sam had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",34.0,"Solve the problem step by step:

Information from question:

short_sleeve_shirts = c0
long_sleeve_shirts = c1
shirts_washed = c2

1. Add the number of short sleeve shirts and the number of long sleeve shirts to calculate the total number of shirts. Let total_shirts be the total number of shirts,
total_shirts = short_sleeve_shirts + long_sleeve_shirts

2. Subtract the number of shirts washed from the total number of shirts to calculate the number of shirts not washed.
shirts_not_washed = total_shirts - shirts_washed

answer = shirts_not_washed","{'c0': 40.0, 'c1': 23.0, 'c2': 29.0}",34.0,"['short_sleeve_shirts = c0', 'long_sleeve_shirts = c1', 'shirts_washed = c2', 'total_shirts = short_sleeve_shirts + long_sleeve_shirts', 'shirts_not_washed = total_shirts - shirts_washed', 'answer = shirts_not_washed']"
26, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,12.0,"Solve the problem step by step:

Information from question:

siamese_cats = c0
house_cats = c1
cats_sold = c2

1. Add the number of siamese cats and the number of house cats to calculate the total number of cats. Let total_cats be the total number of cats,
total_cats = siamese_cats + house_cats

2. Subtract the number of cats sold from the total number of cats to calculate how many cats are left.
cats_left = total_cats - cats_sold

answer = cats_left","{'c0': 12.0, 'c1': 20.0, 'c2': 20.0}",12.0,"['siamese_cats = c0', 'house_cats = c1', 'cats_sold = c2', 'total_cats = siamese_cats + house_cats', 'cats_left = total_cats - cats_sold', 'answer = cats_left']"
27," Faye and her mom were picking carrots from their garden. Faye picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",16.0,"Solve the problem step by step:

Information from question:

Faye_picked_carrots = c0
Mother_picked_carrots = c1
good_carrots = c2

1. Add the number of carrots Faye picked and the number of carrots her mother picked to calculate the total number of carrots. Let total_carrots be the total number of carrots,
total_carrots = Faye_picked_carrots + Mother_picked_carrots

2. Subtract the number of good carrots from the total number of carrots to calculate the number of bad carrots.
bad_carrots = total_carrots - good_carrots

answer = bad_carrots","{'c0': 23.0, 'c1': 5.0, 'c2': 12.0}",16.0,"['Faye_picked_carrots = c0', 'Mother_picked_carrots = c1', 'good_carrots = c2', 'total_carrots = Faye_picked_carrots + Mother_picked_carrots', 'bad_carrots = total_carrots - good_carrots', 'answer = bad_carrots']"
28," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",73.0,"Solve the problem step by step:

Information from question:

red_apples_ordered = c0
green_apples_ordered = c1
students_want_fruit = c2

1. Add the number of red apples and the number of green apples to calculate the total number of apples ordered. Let total_apples_ordered be the total number of apples ordered,
total_apples_ordered = red_apples_ordered + green_apples_ordered

2. Subtract the number of students who wanted fruit from the total number of apples ordered to calculate the number of extra apples.
extra_apples = total_apples_ordered - students_want_fruit

answer = extra_apples","{'c0': 43.0, 'c1': 32.0, 'c2': 2.0}",73.0,"['red_apples_ordered = c0', 'green_apples_ordered = c1', 'students_want_fruit = c2', 'total_apples_ordered = red_apples_ordered + green_apples_ordered', 'extra_apples = total_apples_ordered - students_want_fruit', 'answer = extra_apples']"
29," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",17.0,"Solve the problem step by step:

Information from question:

girls_trying_out = c0
boys_trying_out = c1
students_called_back = c2

1. Add the number of girls trying out and the number of boys trying out to calculate the total number of students trying out. Let total_trying_out be the total number of students trying out,
total_trying_out = girls_trying_out + boys_trying_out

2. Subtract the number of students called back from the total number of students trying out to calculate the number of students who didn't make the cut.
students_not_called_back = total_trying_out - students_called_back

answer = students_not_called_back","{'c0': 39.0, 'c1': 4.0, 'c2': 26.0}",17.0,"['girls_trying_out = c0', 'boys_trying_out = c1', 'students_called_back = c2', 'total_trying_out = girls_trying_out + boys_trying_out', 'students_not_called_back = total_trying_out - students_called_back', 'answer = students_not_called_back']"
30, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,18.0,"Solve the problem step by step:

Information from question:

siamese_cats = c0
house_cats = c1
cats_sold = c2

1. Add the number of siamese cats and the number of house cats to calculate the total number of cats. Let total_cats be the total number of cats,
total_cats = siamese_cats + house_cats

2. Subtract the number of cats sold from the total number of cats to calculate how many cats are left.
cats_left = total_cats - cats_sold

answer = cats_left","{'c0': 38.0, 'c1': 25.0, 'c2': 45.0}",18.0,"['siamese_cats = c0', 'house_cats = c1', 'cats_sold = c2', 'total_cats = siamese_cats + house_cats', 'cats_left = total_cats - cats_sold', 'answer = cats_left']"
31, For the school bake sale Paige made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,41.0,"Solve the problem step by step:

Information from question:

cupcakes_made = c0
cookies_made = c1
pastries_left = c2

1. Add the number of cupcakes and cookies made to calculate the total number of pastries made. Let total_pastries be the total number of pastries,
total_pastries = cupcakes_made + cookies_made

2. Subtract the number of pastries left from the total number of pastries made to calculate the number of pastries sold.
pastries_sold = total_pastries - pastries_left

answer = pastries_sold","{'c0': 36.0, 'c1': 9.0, 'c2': 4.0}",41.0,"['cupcakes_made = c0', 'cookies_made = c1', 'pastries_left = c2', 'total_pastries = cupcakes_made + cookies_made', 'pastries_sold = total_pastries - pastries_left', 'answer = pastries_sold']"
32, Carol was playing a trivia game. In the first round she scored c0 points and in the second round she scored c1 points. In the last round she lost c2 points. How many points did she have at the end of the game? ,7.0,"Solve the problem step by step:

Information from question:

points_first_round = c0
points_second_round = c1
points_lost_last_round = c2

1. Add the number of points Carol scored in the first and second rounds to calculate the total points earned. Let total_points be the total number of points,
total_points = points_first_round + points_second_round

2. Subtract the number of points lost in the last round from the total points earned to calculate the final score.
final_score = total_points - points_lost_last_round

answer = final_score","{'c0': 17.0, 'c1': 6.0, 'c2': 16.0}",7.0,"['points_first_round = c0', 'points_second_round = c1', 'points_lost_last_round = c2', 'total_points = points_first_round + points_second_round', 'final_score = total_points - points_lost_last_round', 'answer = final_score']"
33, Gwen bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,36.0,"Solve the problem step by step:

Information from question:

pictures_in_book1 = c0
pictures_in_book2 = c1
pictures_colored = c2

1. Add the number of pictures in both coloring books to calculate the total number of pictures. Let total_pictures be the total number of pictures,
total_pictures = pictures_in_book1 + pictures_in_book2

2. Subtract the number of pictures colored from the total number of pictures to calculate the number of pictures still left to color.
pictures_left = total_pictures - pictures_colored

answer = pictures_left","{'c0': 10.0, 'c1': 39.0, 'c2': 13.0}",36.0,"['pictures_in_book1 = c0', 'pictures_in_book2 = c1', 'pictures_colored = c2', 'total_pictures = pictures_in_book1 + pictures_in_book2', 'pictures_left = total_pictures - pictures_colored', 'answer = pictures_left']"
34," For Halloween Janet and her sister combined the candy they received. Janet had c0 pieces of candy while her sister had c1. If they ate c2 pieces the first night, how many pieces do they have left? ",63.0,"Solve the problem step by step:

Information from question:

Janet_candy = c0
Sister_candy = c1
candy_eaten = c2

1. Add the number of candies Janet had and the number of candies her sister had to calculate the total number of candies. Let total_candies be the total number of candies,
total_candies = Janet_candy + Sister_candy

2. Subtract the number of candies eaten from the total number of candies to calculate how many candies are left.
candies_left = total_candies - candy_eaten

answer = candies_left","{'c0': 34.0, 'c1': 33.0, 'c2': 4.0}",63.0,"['Janet_candy = c0', 'Sister_candy = c1', 'candy_eaten = c2', 'total_candies = Janet_candy + Sister_candy', 'candies_left = total_candies - candy_eaten', 'answer = candies_left']"
35," Haley and her mom were picking carrots from their garden. Haley picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",13.0,"Solve the problem step by step:

Information from question:

Haley_picked_carrots = c0
Mother_picked_carrots = c1
Good_carrots = c2

1. Add the number of carrots Haley picked and the number of carrots her mother picked to calculate the total number of carrots. Let total_carrots be the total number of carrots,
total_carrots = Haley_picked_carrots + Mother_picked_carrots

2. Subtract the number of good carrots from the total number of carrots to calculate the number of bad carrots.
bad_carrots = total_carrots - Good_carrots

answer = bad_carrots","{'c0': 39.0, 'c1': 38.0, 'c2': 64.0}",13.0,"['Haley_picked_carrots = c0', 'Mother_picked_carrots = c1', 'Good_carrots = c2', 'total_carrots = Haley_picked_carrots + Mother_picked_carrots', 'bad_carrots = total_carrots - Good_carrots', 'answer = bad_carrots']"
