,question,answer,response,mapping,response_answer
16," Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14.0,"Ned bought 11 games from a friend and 22 more at a garage sale, so he had 11 + 22 = 33 games in total. 
Out of those, 19 didn't work, so he was left with 33 - 19 = 14 good games. 

The answer is 14.",,14.0
17, Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game? ,86.0,"Chloe scored 40 points in the first round and 50 points in the second round. So her total score before losing 4 points was 40 + 50 = 90 points. After losing 4 points in the last round, she had 90 - 4 = 86 points at the end of the game. 

The answer is 86.",,86.0
18," At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left? ",50.0,"Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. So he had 32 + 25 tickets. 
total_tickets = 32 + 25
total_tickets = 57

After spending 7 tickets on a hat, he had 57 - 7 tickets left. 
tickets_left = 57 - 7
tickets_left = 50

The answer is 50.",,50.0
19," Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",25.0,"Bianca picked 26 carrots and her mother picked 15, so they had a total of 26 + 15 = 41 carrots. If only 16 of them were good, then the rest must be bad. 
bad_carrots = 41 - 16
bad_carrots = 25

The answer is 25.",,25.0
20, For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? ,4.0,"Katie made 7 cupcakes and 5 cookies, so she made a total of 7 + 5 = 12 pastries. If she had 8 pastries left after the sale, then she must have sold 12 - 8 = 4 pastries. 

The answer is 4.",,4.0
21, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,68.0,"Zoe bought two coloring books, each with 44 pictures. So in total, she had 44 + 44 pictures. 
total_pictures = 44 + 44
total_pictures = 88

After one week, she had colored 20 pictures. So she still has total_pictures - 20 pictures left to color. 
pictures_left = total_pictures - 20
pictures_left = 68

The answer is 68.",,68.0
22," John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ",6.0,"John started with 21 games from his friend. He bought 8 more at a garage sale, so he had 21 + 8 = 29 games in total. 

If 23 of the games didn't work, then he had 29 - 23 = 6 good games left. 

The answer is 6.",,6.0
23, Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,19.0,"Henry started with 11 dollars. He got 18 more dollars for his birthday, so he had 11 + 18 dollars. 
total_money = 11 + 18
total_money = 29

After spending 10 dollars on a new game, he had 29 - 10 dollars left. 
money_left = 29 - 10
money_left = 19

The answer is 19.",,19.0
24," While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55.0,"Gwen took 41 pictures at the zoo and 29 at the museum, so she had a total of 41 + 29 = 70 pictures. After deleting 15 pictures, she had 70 - 15 = 55 pictures left. 

The answer is 55.",,55.0
25," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",34.0,"Sam had to wash a total of 40 + 23 shirts, which is 63 shirts. He only washed 29 of them, so he did not wash 63 - 29 shirts.
shirts_not_washed = 63 - 29
shirts_not_washed = 34

The answer is 34.",,34.0
26, A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ,12.0,"The pet store had 12 siamese cats and 20 house cats, for a total of 12 + 20 = 32 cats. During the sale, they sold 20 cats, so they have 32 - 20 = 12 cats left. 

The answer is 12.",,12.0
27," Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ",16.0,"Faye picked 23 carrots and her mother picked 5, so they had a total of 23 + 5 = 28 carrots. If only 12 of them were good, then the rest must be bad. 
bad_carrots = 28 - 12
bad_carrots = 16

The answer is 16.",,16.0
28," The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",73.0,"The cafeteria ordered 43 red apples and 32 green apples, for a total of 43 + 32 = 75 apples. If only 2 students wanted fruit, they would only need 2 apples. 

So the cafeteria ended up with 75 - 2 = 73 extra apples. 

The answer is 73.",,73.0
29," There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",17.0,"There were 39 girls and 4 boys trying out, so a total of 39 + 4 = 43 students. Out of those, only 26 got called back, so the number of students who didn't make the cut is:
students_not_called_back = 43 - 26
students_not_called_back = 17

The answer is 17.",,17.0
30, A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,18.0,"The pet store had 38 siamese cats and 25 house cats, for a total of 38 + 25 = 63 cats. During the sale, they sold 45 cats, so they have 63 - 45 = 18 cats left. 

The answer is 18.",,18.0
31, For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,41.0,"Paige made 36 cupcakes and 9 cookies, so she had 36 + 9 = 45 pastries in total. After the sale, she had 4 pastries left, so she sold 45 - 4 = 41 pastries. 

The answer is 41.",,41.0
32, Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7.0,"Carol scored 17 points in the first round and 6 points in the second round. So her total score before losing points was 17 + 6 = 23 points. 
After losing 16 points in the last round, her final score was 23 - 16 = 7 points. 

The answer is 7.",,7.0
33, Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,36.0,"Gwen had 10 + 39 pictures in total, which is 49 pictures. After coloring 13, she still has 49 - 13 pictures left to color. 
pictures_left = 49 - 13
pictures_left = 36

The answer is 36.",,36.0
34," For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ",63.0,"Janet had 34 pieces of candy and her sister had 33. So in total, they had 34 + 33 pieces of candy. 
total_candy = 34 + 33
total_candy = 67

After eating 4 pieces, they had 67 - 4 pieces left. 
remaining_candy = 67 - 4
remaining_candy = 63

The answer is 63.",,63.0
35," Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ",13.0,"Haley picked 39 carrots and her mother picked 38, so they had a total of 39 + 38 = 77 carrots. If only 64 of them were good, then the number of bad carrots is the difference between the total number of carrots and the number of good carrots. 
bad_carrots = 77 - 64
bad_carrots = 13

The answer is 13.",,13.0
36," There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56.0,"There were 30 girls and 36 boys trying out, so a total of 30 + 36 = 66 students. Out of those, only 10 got called back, so the rest didn't make the cut. 
students_not_called_back = 66 - 10
students_not_called_back = 56

The answer is 56.",,56.0
37, Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,15.0,"Roger started with 29 dollars. He got 20 more dollars for his birthday, so he had 29 + 20 dollars. 
total_money = 29 + 20
total_money = 49

After buying a new game for 34 dollars, he had 49 - 34 dollars left. 
money_left = 49 - 34
money_left = 15

The answer is 15.",,15.0
38," Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5.0,"Dave had to wash 29 + 11 = 40 shirts in total. He only washed 35 of them, so he did not wash 40 - 35 = 5 shirts. 

The answer is 5.",,5.0
39," Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24.0,"Edward bought 41 games from a friend and 14 more at a garage sale, so he had 41 + 14 = 55 games in total. 
After finding out that 31 of the games didn't work, he was left with 55 - 31 = 24 good games. 

The answer is 24.",,24.0
40," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"Sam bought 13 adventure books and 17 mystery books, so he bought a total of 13 + 17 = 30 books. If 15 of the books were used, then he has 30 - 15 = 15 new books left. Therefore, Sam bought 15 new books. 

The answer is 15.",,15.0
41," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"Amy had 26 music files and 36 video files on her flash drive. So she had a total of 26 + 36 files. 
total_files = 26 + 36
total_files = 62

After deleting 48 files, she had 62 - 48 files left. 
remaining_files = 62 - 48
remaining_files = 14

The answer is 14.",,14.0
42, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"Oliver started with 35 dollars. He got 50 more dollars for his birthday, so he had 35 + 50 dollars. 
total_money = 35 + 50
total_money = 85

After spending 84 dollars on a new game, he had 85 - 84 dollars left. 
money_left = 85 - 84
money_left = 1

The answer is 1.",,1.0
43, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"Emily scored 16 points in the first round and 33 points in the second round. So her total score before losing points was 16 + 33 = 49 points. 
After losing 48 points in the last round, her final score was 49 - 48 = 1 point. 

The answer is 1.",,1.0
44," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"Paige had 43 math problems and 12 science problems for homework. So she had a total of 43 + 12 problems. 
total_homework_problems = 43 + 12
total_homework_problems = 55

If she finished 44 of the problems at school, then she had to do 55 - 44 problems for homework. 
homework_problems_left = 55 - 44
homework_problems_left = 11

The answer is 11.",,11.0
45," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"The cafeteria ordered 33 red apples and 23 green apples, for a total of 33 + 23 = 56 apples. But only 21 students wanted fruit. 

If each student gets one apple, then the cafeteria only needed 21 apples. So they have extra apples equal to the difference between what they ordered and what they needed: 

extra_apples = 56 - 21
extra_apples = 35

The cafeteria ended up with 35 extra apples.",,35.0
46," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"Dave had to wash a total of 9 + 27 shirts, which is 36 shirts. He washed 20 of them, so he did not wash 36 - 20 shirts. 
shirts_not_washed = 36 - 20
shirts_not_washed = 16

The answer is 16.",,16.0
47," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"Rachel took 6 pictures at the zoo and 9 at the museum, so she had a total of 6 + 9 = 15 pictures. After deleting 11 pictures, she had 15 - 11 = 4 pictures left. 

The answer is 4.",,4.0
48," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"Vanessa picked 17 carrots and her mother picked 14, so they picked a total of 17 + 14 = 31 carrots. If only 24 of them were good, then they had 31 - 24 = 7 bad carrots. 

The answer is 7.",,7.0
49, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"The pet store had 41 siamese cats and 28 house cats, for a total of 41 + 28 = 69 cats. After selling 15 cats, they have 69 - 15 = 54 cats left. 

The answer is 54.",,54.0
50," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,"Sam bought 13 adventure books and 17 mystery books, so he bought a total of 13 + 17 = 30 books. If 15 of the books were used, then he has 30 - 15 = 15 new books left. Therefore, Sam bought 15 new books. 

The answer is 15.",,15.0
51," Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14.0,"Amy had a total of 26 + 36 = 62 files on her flash drive. After deleting 48 files, she was left with 62 - 48 = 14 files. 

The answer is 14.",,14.0
52, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"Oliver started with 35 dollars. He got 50 more dollars for his birthday, so he had 35 + 50 dollars. 
total_money = 35 + 50
total_money = 85

After spending 84 dollars on a new game, he had 85 - 84 dollars left. 
money_left = 85 - 84
money_left = 1

The answer is 1.",,1.0
53, Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1.0,"Emily scored 16 points in the first round and 33 points in the second round. So her total score before losing points was 16 + 33 = 49 points. 
After losing 48 points in the last round, her final score was 49 - 48 = 1 point. 

The answer is 1.",,1.0
54," Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11.0,"Paige had 43 math problems and 12 science problems for homework. So she had a total of 43 + 12 problems. 
total_homework_problems = 43 + 12
total_homework_problems = 55

If she finished 44 of the problems at school, then she had to do 55 - 44 problems for homework. 
homework_problems_left = 55 - 44
homework_problems_left = 11

The answer is 11.",,11.0
55," The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35.0,"The cafeteria ordered 33 red apples and 23 green apples, for a total of 33 + 23 = 56 apples. But only 21 students wanted fruit. 

If each student gets one apple, then the cafeteria only needed 21 apples. So they have extra apples. 

Extra apples = Total apples - Needed apples
Extra apples = 56 - 21
Extra apples = 35

The cafeteria ended up with 35 extra apples.",,35.0
56," Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",16.0,"Dave had to wash a total of 9 + 27 shirts, which is 36 shirts. He washed 20 of them, so he did not wash 36 - 20 shirts. 
shirts_not_washed = 36 - 20
shirts_not_washed = 16

The answer is 16.",,16.0
57," While on vacation, Rachel took 6 pictures at the zoo and 9 at the museum. If she later deleted 11 of the pictures, how many pictures from her vacation did she still have? ",4.0,"Rachel took 6 pictures at the zoo and 9 at the museum, so she had a total of 6 + 9 = 15 pictures. After deleting 11 pictures, she had 15 - 11 = 4 pictures left. 

The answer is 4.",,4.0
58," Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7.0,"Vanessa picked 17 carrots and her mother picked 14, so they picked a total of 17 + 14 = 31 carrots. If only 24 of the carrots were good, then they had 31 - 24 = 7 bad carrots. 

The answer is 7.",,7.0
59, A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left? ,54.0,"The pet store had 41 siamese cats and 28 house cats, for a total of 41 + 28 = 69 cats. After selling 15 cats, they have 69 - 15 = 54 cats left. 

The answer is 54.",,54.0
60," Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick? ",4.0,"Janet picked 4 tulips and 11 roses, so she picked a total of 4 + 11 = 15 flowers. 
She only used 11 of the flowers, so she had 15 - 11 = 4 extra flowers. 

The answer is 4.",,4.0
61," Vanessa had 13 music files and 30 video files on her flash drive. If she deleted 10 of the files, how many files were still on her flash drive? ",33.0,"Vanessa had 13 + 30 = 43 files on her flash drive. After deleting 10 files, she had 43 - 10 = 33 files remaining. 

The answer is 33.",,33.0
62, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,23.0,"Debby had 16 + 40 = 56 pictures in total. After coloring 33, she still has 56 - 33 = 23 pictures left to color. 

The answer is 23.",,23.0
63," The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with? ",9.0,"The cafeteria ordered a total of 8 + 43 = 51 apples. But only 42 students wanted fruit, so they only needed 42 apples. 

The cafeteria ended up with 51 - 42 = 9 extra apples. 

The answer is 9.",,9.0
64," Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24.0,"Edward made 2 dollars in the spring and 27 dollars in the summer. So his total earnings were 2 + 27 dollars. 
total_earnings = 2 + 27
total_earnings = 29

He spent 5 dollars on supplies, so his final earnings were 29 - 5 dollars. 
final_earnings = 29 - 5
final_earnings = 24

The answer is 24.",,24.0
65, A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left? ,28.0,"The pet store had 36 + 18 = 54 cats in total.
After the sale, they sold 26 cats, so they have 54 - 26 = 28 cats left.

The answer is 28.",,28.0
66," Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have? ",15.0,"Olivia picked 20 carrots and her mother picked 14, so they had a total of 20 + 14 = 34 carrots. If only 19 of them were good, then the remaining 34 - 19 = 15 carrots must have been bad.

The answer is 15.",,15.0
67, George had 30 dollars. For his birthday he got 16 more dollars but spent 38 on a new game. How much money does he have now? ,8.0,"George started with 30 dollars. He got 16 more dollars for his birthday, so he had 30 + 16 dollars. 
total_money = 30 + 16
total_money = 46

After buying a new game for 38 dollars, he had 46 - 38 dollars left. 
money_left = 46 - 38
money_left = 8

The answer is 8.",,8.0
68," There were 6 girls and 48 boys trying out for the schools basketball team. If only 7 of them got called back, how many students didn't make the cut? ",47.0,"There were 6 girls and 48 boys trying out for the basketball team, so there were 6 + 48 = 54 students trying out. Out of those, only 7 got called back, so the number of students who didn't make the cut is 54 - 7 = 47. 

The answer is 47.",,47.0
69, For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell? ,51.0,"Amy made 15 cupcakes and 48 cookies, so she had a total of 15 + 48 = 63 pastries. After the sale, she had 12 pastries left, so she must have sold 63 - 12 = 51 pastries. 

The answer is 51.",,51.0
70," At the schools book fair Victor bought 32 adventure books and 37 mystery books. If 16 of the books were used, how many new books did he buy? ",53.0,"Victor bought 32 adventure books and 37 mystery books, so he bought a total of 32 + 37 = 69 books. If 16 of the books were used, then he has 69 - 16 = 53 books left. These 53 books include both the new books and the ones he didn't use. To find out how many new books he bought, we need to subtract the number of books he didn't buy from the total number of books he bought: 

new_books = total_books - books_not_bought
new_books = 69 - 53
new_books = 16

So Victor bought 16 new books.",,16.0
71," While on vacation, Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",20.0,"Haley took 50 pictures at the zoo and 8 at the museum, so she had a total of 50 + 8 = 58 pictures. After deleting 38 pictures, she had 58 - 38 = 20 pictures left. 

The answer is 20.",,20.0
72," The school cafeteria ordered 37 red apples and 45 green apples for students lunches. But, if only 51 students wanted fruit, how many extra did the cafeteria end up with? ",31.0,"The cafeteria ordered 37 + 45 = 82 apples in total. But only 51 students wanted fruit, so they only needed 51 apples. 

Extra apples = Total apples - Needed apples
Extra apples = 82 - 51
Extra apples = 31

The cafeteria ended up with 31 extra apples. 

The answer is 31.",,31.0
73," While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them, how many towels did Maria end up with? ",22.0,"Maria started with 35 green towels and 21 white towels, for a total of 35 + 21 = 56 towels. After giving her mother 34 towels, she was left with 56 - 34 = 22 towels. 

The answer is 22.",,22.0
74," There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",39.0,"There were 17 girls and 32 boys trying out for the basketball team, so a total of 17 + 32 = 49 students tried out. Out of those, only 10 got called back, so the number of students who didn't make the cut is 49 - 10 = 39. 

The answer is 39.",,39.0
75," Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only 71 of the carrots were good, how many bad carrots did they have? ",14.0,"Nancy picked 38 carrots and her mother picked 47, so they had a total of 38 + 47 = 85 carrots. If only 71 of them were good, then the number of bad carrots is the difference between the total number of carrots and the number of good carrots. 
bad_carrots = 85 - 71
bad_carrots = 14

The answer is 14.",,14.0
76," A waiter at 'The Greasy Spoon' restaurant had 29 customers to wait on. During the lunch rush he added another 20 customers. If 34 of the customers didn't leave him a tip, how many customers did leave a tip? ",15.0,"The waiter started with 29 customers. During the lunch rush, he added 20 more customers. So he had a total of 29 + 20 customers. 
total_customers = 29 + 20
total_customers = 49

Out of the 49 customers, 34 didn't leave a tip. So the number of customers who did leave a tip is:
customers_with_tip = total_customers - 34
customers_with_tip = 15

The answer is 15.",,15.0
77," Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts before school. If he had only washed 5 of them by the time school started, how many did he not wash? ",30.0,"Tom had to wash a total of 10 + 25 shirts, which is 35 shirts. He only washed 5 of them, so he still had to wash 35 - 5 shirts. 
shirts_not_washed = 35 - 5
shirts_not_washed = 30

The answer is 30.",,30.0
78," Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive? ",34.0,"Vanessa had 16 music files and 48 video files, so she had a total of 16 + 48 = 64 files. After deleting 30 files, she was left with 64 - 30 = 34 files. 

The answer is 34.",,34.0
79," Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with? ",50.0,"Kaleb made 4 dollars in the spring and 50 dollars in the summer. So he made a total of 4 + 50 dollars. 
total_earnings = 4 + 50
total_earnings = 54

He spent 4 dollars on supplies, so he ended up with 54 - 4 dollars. 
money_remaining = 54 - 4
money_remaining = 50

The answer is 50.",,50.0
80," The school cafeteria ordered 6 red apples and 15 green apples for students lunches. But, if only 5 students wanted fruit, how many extra did the cafeteria end up with? ",16.0,"The cafeteria ordered a total of 6 + 15 = 21 apples. If only 5 students wanted fruit, they would need 5 apples. So the cafeteria has 21 - 5 = 16 extra apples. 

The answer is 16.",,16.0
81," Bianca picked 39 tulips and 49 roses to make flower bouquets. If she only used 81 of the flowers though, how many extra flowers did Bianca pick? ",7.0,"Bianca picked 39 tulips and 49 roses, so she picked a total of 39 + 49 = 88 flowers. If she only used 81 of them, then she had 88 - 81 = 7 extra flowers. 

The answer is 7.",,7.0
82," While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",19.0,"Nancy took 49 pictures at the zoo and 8 at the museum, so she had a total of 49 + 8 = 57 pictures. After deleting 38 pictures, she was left with 57 - 38 = 19 pictures. 

The answer is 19.",,19.0
83," Gwen had 18 math problems and 11 science problems for homework. If she finished 24 of the problems at school, how many problems did she have to do for homework? ",5.0,"Gwen had 18 math problems and 11 science problems for homework. She finished 24 problems at school, so she still had 18 + 11 - 24 problems left to do for homework. 
homework_problems = 18 + 11 - 24
homework_problems = 5

The answer is 5.",,5.0
